Sample B1,,Sample B2,,Sample B3,,Sample B4,,Sample B5,,Sample B6,,Sample B7,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
0.0008333333535,12.7848587,0.02185416594,63.05239487,0.04318749905,16.42805672,0.06402083486,72.52256012,0.0845208317,25.05096436,0.1050624996,18.54764748,0.1267291754,17.88508987,
1.000833273,12.71824741,1.021229148,72.31833649,1.041604161,18.22631645,1.063395858,87.18732452,1.083729148,28.7750988,1.104395747,18.7431488,1.125895858,18.18024445,
2.000833273,12.89031506,2.021229267,81.25804138,2.042062521,20.85720253,2.063250065,97.97062683,2.08397913,32.12615585,2.104604244,18.55347443,2.125083208,17.94326973,
3.000833273,12.82004356,3.021062374,87.50954437,3.041729212,22.24577522,3.062395811,107.9787292,3.08375001,35.08835983,3.104166746,18.64398384,3.124937534,18.24785805,
4.000833511,12.36063671,4.021166801,93.30355835,4.042104244,23.49959373,4.063083172,112.0370483,4.084249973,38.20541382,4.104895592,18.81857109,4.125562668,18.17146492,
5.000833035,12.79087257,5.021583557,96.07575989,5.041916847,24.6320591,5.062895775,117.2908096,5.084416866,39.57623672,5.105082989,18.83358192,5.125729561,19.04344559,
6.000833035,12.58625221,6.021229267,101.263504,6.042500019,25.85846138,6.06275034,121.1471329,6.084249973,40.99658585,6.104917049,19.67723274,6.125416756,18.54949379,
7.000833035,12.50793457,7.021103859,104.1066055,7.04172945,27.44586754,7.063250065,125.4810104,7.084395885,43.82841873,7.104729176,19.15475464,7.125395775,17.96031952,
8.000833511,12.12963295,8.020895958,107.5731354,8.041833878,28.4328022,8.062937737,130.6540375,8.084416389,44.76700592,8.104895592,18.41248322,8.125562668,18.19212723,
9.000833511,13.28099918,9.02193737,110.306427,9.042895317,28.98713112,9.063562393,132.5245667,9.084916115,47.36330032,9.105250359,19.28926468,9.125916481,18.16744804,
10.00083351,12.77790642,10.02081299,92.87960815,10.04147911,30.23503876,10.06281185,136.628891,10.08341694,47.8735466,10.10491657,19.04206467,10.12524986,18.46399498,
11.00083351,12.65039635,11.02081299,94.50978851,11.04206276,30.56666183,11.06314564,138.0606232,11.08433342,48.38986588,11.10514641,19.09828568,11.12574959,18.13213539,
12.00083351,12.58399582,12.02093697,97.11135864,12.04176998,32.52403641,12.06247997,140.1208038,12.08293724,50.43265533,12.10443687,18.89125824,12.12560463,18.17594528,
13.00083351,12.49320984,13.02156258,99.42227936,13.04272842,32.43406296,13.06322956,143.1653442,13.08377075,51.53057098,13.10550022,19.25492287,13.12650013,17.80847549,
14.00083351,12.04484272,14.02208328,101.1788177,14.04272842,32.81898117,14.06424999,144.6616211,14.08458328,53.29362488,14.10541725,18.88786697,14.12660408,18.45382118,
15.00083351,12.8049469,15.0210619,100.011055,15.04208374,34.45512772,15.06277084,145.4054108,15.08310413,54.00054169,15.10458374,18.32232666,15.12524986,18.52902031,
16.00083351,12.68943882,16.02091599,102.5740814,16.04174995,34.97744751,16.06208229,147.4414673,16.08343697,54.39540482,16.10464668,18.73853493,16.12566566,18.12666321,
17.00083351,12.85081291,17.0217495,104.2690887,17.04306221,35.68053818,17.06374931,130.5862274,17.08489609,56.34573746,17.10522842,19.03291512,17.12608147,17.63147926,
18.00083351,12.45178223,18.02075005,104.9961166,18.04199982,35.01341629,18.06322861,133.2851868,18.08381271,55.76816559,18.10458374,18.27296638,18.12558365,17.91814041,
19.00083351,12.63074589,19.0217514,104.9903793,19.04258347,37.32294083,19.06374931,134.1216583,19.0842514,59.21452332,19.1052494,18.74716377,19.1257515,17.97070313,
20.00083351,12.19967175,20.02210426,105.6488113,20.0427494,37.1218605,20.06391525,134.8564301,20.08441544,56.99928665,20.10489464,19.11339569,20.12606239,18.17460823,
21.00083351,12.9341135,21.02114677,106.0949173,21.0422287,38.34738922,21.06322861,135.8366089,21.08439445,58.97896957,21.10558319,18.37355042,21.12608147,17.93237305,
22.00083351,12.39496326,22.02041626,110.5364532,22.04158401,38.57239151,22.06258392,138.1047211,22.08341599,58.77097321,22.10449982,19.10700417,22.12524986,17.41505623,
23.00083351,12.60842133,23.02041626,109.4558716,23.04174995,38.07920074,23.06243706,137.1954956,23.08358383,59.9673996,23.10408401,19.25619888,23.12514687,18.18503952,
