,Batch,Condition,FFT Average,FFT Average (smoothed),Spacing / nm,Transform
149,2,1,10.592019507087056,13.096575471164185,2.4170112163071766,6
150,2,1,9.850225904338838,13.017436573790436,2.4023626634810724,6
151,2,1,16.529108619108587,12.427655331395373,2.3878905992432347,6
152,2,1,14.280635845054652,12.863098770635759,2.373591853139982,6
153,2,1,13.668316348660474,12.841938750975464,2.359463330204625,6
154,2,1,10.948308900309497,12.901575624329087,2.3455020087241243,6
155,2,1,12.663264960838003,12.800626817518474,2.3317049380845702,6
156,2,1,12.886487151954938,12.636430283662555,2.318069236692263,6
157,2,1,14.05830495912478,12.728343017390648,2.304592089967308,6
158,2,1,18.24644109626026,12.8593775771926,2.291270748406803,6
159,2,1,11.922095642062178,13.456982977825161,2.27810252571481,6
160,2,1,9.733764957802348,13.240473539527208,2.26508479699644,6
161,2,1,13.82484483767613,13.162450398683143,2.2522149970135055,6
162,2,1,13.020493368850907,13.523779392622895,2.239490618499305,6
163,2,1,11.996458442975019,13.204814369872196,2.2269092105302075,6
164,2,1,9.067284792865163,12.997161878774046,2.2144683769518267,6
0,1,2,15.683440840988197,17.201683585787027,13.476123486961217,7
1,1,2,19.284520462820694,17.225426357763236,12.63386576902614,7
2,1,2,18.476542881259917,17.426933941059847,11.890697194377545,7
3,1,2,18.075151848942955,17.83328223725495,11.230102905801013,7
4,1,2,23.57236352176577,18.019459669898275,10.639044858127276,7
5,1,2,14.676201397199268,18.743237454615876,10.107092615220912,7
6,1,2,24.929920401333252,18.271359810750486,9.625802490686583,7
7,1,2,20.85058348409871,19.255143378526828,9.188266013837193,7
8,1,2,17.846535992848835,19.44633148260642,8.788776187148619,7
9,1,2,18.233492447821234,19.13560294543751,8.42257717935076,7
10,1,2,16.175935171631856,19.258524770669307,8.08567409217673,7
11,1,2,14.815948508735573,18.89133531370097,7.7746866270930095,7
12,1,2,21.419556371363353,18.812472374405278,7.486735270534009,7
13,1,2,17.793685735739444,19.006566547909156,7.219351868014938,7
14,1,2,21.303710156805483,18.944488625589113,6.970408700152354,7
15,1,2,17.93082522949442,19.23799392630389,6.738061743480609,7
16,1,2,18.385302658713748,18.725126808824676,6.52070491304575,7
17,1,2,26.670408221326774,19.06231783259872,6.31693288451307,7
18,1,2,20.93390857553411,19.220543998052676,6.125510675891462,7
19,1,2,22.240136835916807,19.228119006364985,5.945348597188772,7
20,1,2,14.676165166848824,19.62753726482571,5.77548149441195,7
21,1,2,19.108857602140368,19.304143875646396,5.615051452900507,7
22,1,2,16.041848102666883,19.57077318751081,5.463293305524817,7
23,1,2,17.7369908048987,19.68221860514093,5.319522429063638,7
24,1,2,26.091889395740502,19.347439917280504,5.183124418062007,7
25,1,2,25.0637499586286,20.101822068189694,5.053546307610456,7
26,1,2,18.575730194896796,20.44364386835543,4.930289080595567,7
27,1,2,18.183368035838974,20.50227159248292,4.812901245343292,7
28,1,2,17.61918386984373,20.483913899494304,4.700973309405075,7
29,1,2,20.49830425454328,19.661075322086756,4.594133006918597,7
30,1,2,20.10416473699481,19.621474929269407,4.4920411623204055,7
31,1,2,12.84425921843721,19.42729564754923,4.394388093574309,7
32,1,2,19.34709122382689,19.260758743148166,4.300890474562091,7
33,1,2,18.982264606168044,19.28241634511967,4.21128858967538,7
34,1,2,16.770632821038976,19.549726936347046,4.125343924579965,7
35,1,2,11.687113118943703,19.461876210541618,4.042837046088365,7
36,1,2,11.78351009643253,18.152351094469182,3.9635657314591812,7
37,1,2,21.46777082973839,16.945056561542273,3.8873433135465048,7
38,1,2,13.166221939493488,17.207969346527868,3.8139972132909103,7
39,1,2,13.638662478250229,16.751865155951005,3.7433676352670044,7
40,1,2,13.281310774214424,16.38999957489705,3.675306405534877,7
41,1,2,14.29516761433984,15.733909258503518,3.609675934007469,7
42,1,2,12.357199250095956,15.205818610989432,3.5463482860424254,7
43,1,2,16.521696399590503,15.161540432049314,3.485204350076177,7
44,1,2,16.628577927896664,14.904686357118733,3.426133089905394,7
45,1,2,13.444862553515293,14.690714840912245,3.3690308717403044,7
46,1,2,11.812412436363099,14.388372089319184,3.3138008574494795,7
47,1,2,11.533534054275094,14.399762936357313,3.260352456522875,7
48,1,2,13.742098998531839,14.377037841615726,3.2086008302288613,7
49,1,2,14.141696269754197,13.674704038778765,3.158466442256535,7
50,1,2,17.730253151057216,13.76338352334792,3.1098746508372037,7
51,1,2,14.543012832555656,14.135346311784922,3.062755337945731,7
52,1,2,13.250340349274845,14.250046498906851,3.017042571707735,7
53,1,2,12.729307041370618,14.155062202082759,2.972674298594386,7
54,1,2,13.33972995650229,14.188890183107729,2.929592062382873,7
55,1,2,18.99423350824257,13.899620506463348,2.887740747205975,7
56,1,2,18.021235361577872,14.114680104676609,2.84706834231575,7
57,1,2,15.177459143415675,14.530713996318665,2.8075257264502533,7
58,1,2,17.535400705292943,14.836627333323442,2.769066469923538,7
59,1,2,14.05336486680073,15.382251574325066,2.7316466527624086,7
60,1,2,13.864562545759886,15.41054847144042,2.695224697392243,7
61,1,2,10.92262375816555,15.385354496531848,2.659761214531819,7
62,1,2,14.992027282129746,14.766479097178056,2.6252188610963407,7
63,1,2,15.82747763051544,14.807298592593884,2.5915622090310033,7
64,1,2,13.358403793932789,15.041583799979394,2.55875762410656,7
65,1,2,15.648812551017674,15.09877441384868,2.526773153805228,7
66,1,2,13.363631865521668,15.308691013350078,2.4955784235113363,7
67,1,2,13.632263240757064,14.796818136739086,2.4651445402977834,7
68,1,2,15.52146565528704,14.397820671209923,2.4354440036676896,7
