Time / min	Control 1	Control 2	Control 3	Average	Stdev
0	139.7	137.6	137.9	138.4	0.803118920210446
120	129.7	138.1	136.2	134.666666666667	3.11474985619498
240	135.9	140.1	134.3	136.766666666667	2.11817531537563
Time / min	Sample 1	Sample 2	Sample 3	Average	Stdev
1	148.1	148.5	147.1	147.9	0.50990195135928
8	162	160.4		161.2	0.799999999999997
60	167.5	171.1	170.2	169.6	1.32476412994917
120	171.8	173.6	169.4	171.6	1.48996644257513
240	169.5	171.9	169.3	170.233333333333	1.02306728354819
