Sample E1,,Sample E2,,Sample E3,,Sample E4,,Sample F1,,Sample F2,,Sample F3,,Sample F4,,Sample G1,,Sample G2,,Sample G3,,Sample G4,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
177.0083313,140.4683075,177.0435486,79.84958649,177.0795898,60.64840317,177.1147919,373.367157,177.2610626,145.7994995,177.2248688,86.63243103,177.1892853,62.62955856,177.1539612,383.627533,177.3023071,118.1215897,177.3383179,83.48147583,177.3732452,57.39847946,177.4099731,323.0879211,
178.0083313,140.048645,178.043457,80.64015198,178.0787201,60.48560333,178.1148834,370.9987183,178.2645416,144.8287048,178.2284851,86.62519073,178.1925812,63.34900284,178.1562347,383.0803833,178.305069,118.8955994,178.3409119,84.12490845,178.3771362,57.45389557,178.412735,325.7695923,
179.0083313,141.0581207,179.0451202,80.24019623,179.0803986,60.15775299,179.116394,373.2946167,179.2653046,144.3477173,179.2285767,86.5921402,179.1927948,63.13224792,179.1572266,382.4819336,179.3057251,118.1559219,179.3418732,84.31137848,179.3777924,57.71144485,179.4139709,325.4916077,
180.0083313,141.2432098,180.0433807,80.32064819,180.0801239,61.22364044,180.1154022,370.8169861,180.2622528,144.5391998,180.2264709,86.30992889,180.1908722,63.66719437,180.155365,380.6011963,180.3029022,118.9187317,180.3392181,84.06993866,180.3747253,58.11458206,180.4093933,322.0821533,
181.0083313,140.1762848,181.0435486,79.97544861,181.0800781,61.21523285,181.1152496,373.9656677,181.262558,145.4147034,181.2276154,85.82556915,181.1916504,63.56597519,181.1555634,378.6901855,181.3031464,119.4240723,181.3393097,84.0034256,181.3728638,57.20333481,181.4104004,323.3904419,
182.0083313,140.6448212,182.0435486,80.62884521,182.0788879,60.58353806,182.1146393,373.2460327,182.263916,145.2303925,182.2280579,85.74836731,182.1925659,62.77416611,182.1558075,380.6697083,182.3038788,119.0911636,182.3378906,83.44790649,182.3738708,58.01777267,182.4099121,324.4690552,
183.0083313,138.8324738,183.0440369,79.86621857,183.0802155,60.31399536,183.1167908,367.0571594,183.2642212,145.317627,183.2275391,86.43274689,183.1919708,62.73450089,183.1558685,383.0267334,183.3046265,119.0824738,183.3404846,84.94425201,183.3764801,57.48494339,183.4115601,322.1086426,
184.0083313,139.4349365,184.0430603,80.59128571,184.0779724,60.67238998,184.113739,371.2155762,184.2628021,144.7346802,184.22789,86.54987335,184.1912079,62.81139755,184.1545563,383.2879028,184.3040924,118.5287628,184.3401947,83.66812897,184.3765564,57.88117981,184.4118958,320.6130676,
185.0083313,141.2427521,185.0438995,80.11750793,185.0796356,60.71585464,185.1152344,371.2218018,185.2647095,143.9021454,185.228363,86.20288849,185.1925507,63.15834045,185.1564636,379.6698303,185.3055725,118.0697327,185.341217,83.2230072,185.3768768,57.90187454,185.4122009,319.217804,
186.0083313,139.9598999,186.0440826,79.83919525,186.0802155,60.49687576,186.1157227,370.3664856,186.2652435,143.5313263,186.2280731,86.37096405,186.1923981,62.73231506,186.1570435,379.2227478,186.3040314,118.2904892,186.3403168,83.31826782,186.3750458,58.68964386,186.4098053,323.4377441,
187.0083313,138.9483032,187.0440369,79.52870178,187.0796967,60.61469269,187.115036,369.8650208,187.2637024,145.4644012,187.2272491,86.20532227,187.1914673,63.12715149,187.1558685,379.9833984,187.3035736,117.6644974,187.3392181,83.47718048,187.3748016,57.73422241,187.4108124,323.0506287,
188.0083313,142.7013397,188.0433807,80.35819244,188.0787201,60.61104202,188.1145325,369.9220276,188.263382,145.1975403,188.2275391,86.3085556,188.1920471,63.26939774,188.1567078,380.3117676,188.3041229,119.3474884,188.3403015,84.26992798,188.3760834,58.14809418,188.4110718,322.4772034,
189.0083313,140.4205933,189.0440521,80.65341949,189.079483,61.20456314,189.1148834,369.851593,189.2612457,144.5960846,189.226059,85.6576004,189.1908722,63.21907043,189.1548767,376.8661194,189.3007507,117.8444061,189.3367004,84.89424896,189.3727112,57.94992065,189.4069061,322.2183228,
190.0083313,140.2409668,190.0437927,79.85031891,190.0798798,60.94910049,190.115036,369.4606628,190.2638702,143.9006195,190.22789,85.58220673,190.1918945,63.22343826,190.1564636,380.5447083,190.3049011,118.3843307,190.3403778,84.1177063,190.3768768,58.66362,190.4124451,319.9215393,
191.0083313,140.772049,191.043457,80.46015167,191.0795441,61.00696945,191.1152039,370.9914246,191.2641296,145.4743347,191.2284088,85.97296143,191.1920624,63.16762543,191.1571503,378.4487305,191.3054199,117.5391464,191.3397064,84.02703857,191.3752136,57.93873978,191.4102173,322.6433105,
192.0083313,140.3787537,192.0433044,79.57492065,192.0792389,61.26381683,192.1148987,366.3703308,192.2648773,144.3253937,192.228363,85.02157593,192.1918793,63.79348755,192.1564636,378.394989,192.3055878,118.0265045,192.3408966,83.89109802,192.3773956,58.6683197,192.4130707,320.4958496,
193.0083313,140.20784,193.0445404,80.61611938,193.0803986,60.53516769,193.1155396,369.6794434,193.2630768,146.3036652,193.2273712,85.45954132,193.1933136,62.87133789,193.156723,377.3470154,193.3034058,116.9733047,193.3395386,83.4584198,193.3752136,58.33918762,193.4110413,321.1673889,
194.0083313,140.6977997,194.0445404,79.65712738,194.0808716,61.36478424,194.1163788,368.273407,194.2625427,144.7027435,194.2272186,84.9794693,194.1911316,63.59851456,194.1562042,380.6098328,194.3021393,118.6398773,194.3372955,84.49040222,194.3730621,58.39748383,194.4085388,318.2242126,
195.0083313,141.2399445,195.0449829,80.1672287,195.080719,60.95077896,195.1160583,369.6289368,195.2657166,143.602066,195.229538,85.32437134,195.193985,63.48357391,195.1579742,378.7915039,195.3064575,118.4129257,195.3413849,84.20681,195.3777313,57.98162842,195.4138184,319.3066406,
196.0083313,140.651474,196.0441437,79.50629425,196.0804901,60.61349869,196.1165619,364.6650085,196.263092,144.1424561,196.2274628,85.11898804,196.1922302,63.46348572,196.1567078,381.2424927,196.3042145,118.4649734,196.3395844,83.10773468,196.3755646,58.70812225,196.4116974,320.043457,
197.0083313,140.0878906,197.0437317,80.47782135,197.0788879,60.46432495,197.1147461,367.9619446,197.262146,145.0227356,197.2270813,85.35358429,197.1910553,63.37403488,197.1557159,377.8158569,197.3034058,118.215332,197.338974,82.87421417,197.3748016,58.91142654,197.4107208,320.2640381,
198.0083313,139.4481506,198.0437012,79.05607605,198.0796356,61.16006088,198.1147308,369.1338806,198.2645416,145.1379547,198.2280731,85.04029846,198.1927185,62.82699203,198.1567078,379.7025452,198.3040619,118.2211151,198.3398743,84.10654449,198.3758087,58.51287842,198.4122009,319.1061707,
199.0083313,140.355835,199.0432434,80.65837097,199.079071,61.50948715,199.1157074,367.32901,199.2645416,143.1340179,199.2285461,85.55252838,199.1928711,63.9926796,199.1568146,379.7066956,199.3060455,117.2020416,199.3404694,84.09654236,199.3770294,58.67842865,199.4115448,318.2070313,
200.0083313,140.882843,200.0438995,79.67626953,200.0795441,61.15494919,200.1157837,367.8475952,200.2639771,143.6815033,200.2289581,85.44885254,200.1928711,62.80165863,200.1573792,377.5420837,200.3037109,118.6079636,200.3388672,84.82813263,200.3747864,58.88389587,200.4104004,316.0681763,
201.0083313,139.4758606,201.0435486,79.71434784,201.0795441,61.3012886,201.1148834,370.2885437,201.2638245,144.1568451,201.2285461,85.59970093,201.1928101,63.08522797,201.1563873,378.7323608,201.3037109,116.1141586,201.338913,84.66407776,201.3752289,58.86322021,201.4107208,316.0565491,
202.0083313,140.6788788,202.0437012,79.97654724,202.0796967,60.77894211,202.1152039,366.1697388,202.2625885,143.3794403,202.2267151,84.74343872,202.1906281,63.69458008,202.1547089,375.4459229,202.3017578,118.0675659,202.3382111,84.08784485,202.3742523,58.79808044,202.4098969,315.4264526,
203.0083313,139.6568298,203.044281,80.40757751,203.0798187,60.67577362,203.115036,368.5570679,203.2628937,144.2129059,203.2269135,85.88850403,203.1908722,62.42027664,203.1547394,373.4356995,203.305069,117.9989014,203.3405457,84.02493286,203.3757324,58.66695023,203.4118195,318.0299988,
204.0083313,139.8881226,204.0444031,80.14188385,204.0807343,60.63256073,204.1159821,366.8477783,204.2647247,144.2637787,204.229248,85.31000519,204.1933136,62.79405212,204.1575317,375.0039063,204.305954,118.7194672,204.3427277,83.38027954,204.3785553,59.04904938,204.4138641,318.0548401,
205.0083313,139.6496887,205.0447083,79.52620697,205.0803986,61.34642029,205.1164246,364.1682129,205.262558,145.3253326,205.2266388,85.20419312,205.1905365,63.82744598,205.1552582,377.3545532,205.3029022,118.3008194,205.3388977,84.70915985,205.3742523,57.84309769,205.4097443,316.3413086,
206.0083313,140.3174591,206.042984,79.88938904,206.079071,61.09150696,206.1145325,365.8658447,206.2605438,142.3736725,206.2254486,85.61717224,206.1906433,63.03121185,206.154892,376.5014648,206.2998962,117.5666656,206.3365326,83.68067932,206.3722076,59.50536728,206.4076233,316.7739868,
207.0083313,139.2771912,207.0432129,80.98553467,207.0794525,60.86523438,207.115387,366.8900146,207.2615356,144.513031,207.2273712,85.0256958,207.1911469,64.07025909,207.155426,376.4194946,207.3018646,117.4497452,207.3368835,84.27687073,207.3723907,59.25258636,207.4084625,317.2976685,
208.0083313,140.5743103,208.0427551,81.03135681,208.0782166,61.47152328,208.1128082,365.1479797,208.2629547,143.5919342,208.2274628,85.47105408,208.1915741,64.07255554,208.1546173,374.3979492,208.3030701,117.3497162,208.3386993,84.15727234,208.3749084,58.75985336,208.4102478,315.0269775,
209.0083313,140.9337158,209.043457,80.00211334,209.0802155,61.1763916,209.1160431,363.9417114,209.2624054,144.6571655,209.2267303,84.86245728,209.1912231,63.33480835,209.1554108,377.1434021,209.302887,117.7014313,209.3383942,84.60691071,209.373642,58.52052689,209.4095764,314.059967,
210.0083313,139.6668854,210.0427094,79.86321259,210.0795441,60.89130402,210.1147308,363.0203857,210.2628937,142.7875061,210.2280426,85.22937012,210.1913757,63.56378555,210.1560364,374.9012146,210.30513,117.3383789,210.3409882,84.01865387,210.3764801,59.60081863,210.4120636,317.8048401,
211.0083313,140.2883301,211.0454559,79.49474335,211.0812378,60.5633812,211.1154175,363.1520386,211.2640533,144.0492859,211.2284241,86.11885834,211.1930695,63.32505417,211.1561584,376.2457581,211.3061981,117.0171204,211.3422852,83.93789673,211.3774109,59.3642807,211.4140472,316.2253418,
212.0083313,140.5274048,212.0437317,80.45905304,212.0792084,61.35305023,212.115036,362.7168884,212.2610626,144.2537231,212.2250519,85.53905487,212.1894531,63.62882233,212.1543732,372.9454346,212.3007355,117.9467773,212.3356476,85.03050995,212.3713989,59.09882355,212.4065552,316.3395081,
213.0083313,139.2758636,213.043457,80.422966,213.0797577,61.75201797,213.1158752,365.2659912,213.2632141,145.1190033,213.2275848,86.02494812,213.1907043,63.4690361,213.1556549,376.0354614,213.3047028,117.0509338,213.3403015,84.21326447,213.3762054,59.08646774,213.4128113,314.9804993,
214.0083313,141.2409668,214.0447388,80.84146118,214.0822449,61.05164337,214.1174011,363.1044006,214.266571,144.8811646,214.2300568,84.11637115,214.1943665,63.92069244,214.1592407,375.2837524,214.3067017,116.4142685,214.3425446,84.78580475,214.3788147,59.00920105,214.4147339,315.9258728,
215.0083313,140.0649719,215.0437317,79.90283966,215.0798798,62.19726181,215.1150818,360.1364746,215.2622223,143.8725586,215.2263641,85.34918976,215.1908722,64.39374542,215.1545868,374.4430237,215.3037262,116.276329,215.338974,84.06506348,215.3754272,59.10826492,215.4107208,316.944458,
216.0083313,138.632309,216.0436249,79.48223877,216.0795593,61.84648132,216.115387,359.099762,216.2626495,144.1090393,216.2272339,84.9411087,216.1905365,63.69512558,216.1547089,372.6946716,216.3034058,117.9127808,216.3401184,83.03199005,216.3742065,58.15986633,216.410202,317.1931152,
217.0083313,139.2385101,217.0443726,80.19229889,217.0800629,61.34661102,217.1161346,363.4290466,217.2619019,143.6331177,217.2253723,84.5885849,217.191391,64.14871216,217.1557159,374.1904297,217.301239,116.574295,217.3372192,83.52785492,217.3714905,59.23997116,217.4067841,315.9124451,
218.0083313,140.7187042,218.0447083,80.14997101,218.080719,61.60485458,218.116394,364.494751,218.2630768,144.484787,218.2267151,85.3614502,218.1911316,62.75194931,218.1555634,373.5724182,218.3017883,116.4573288,218.3378906,84.92832184,218.3735352,59.0016098,218.4092102,314.0753479,
219.0083313,140.4181061,219.0438843,80.21749115,219.0802155,62.47458649,219.1157227,364.1125793,219.2650452,142.3833771,219.2288666,85.98939514,219.1926422,63.48337173,219.157135,375.95047,219.3060455,117.2730103,219.3419037,84.111763,219.3772888,59.89328766,219.4126434,316.8760071,
220.0083313,140.2749939,220.0437317,80.15418243,220.0793762,61.634655,220.1152039,361.1843262,220.2653961,144.8270569,220.2294006,84.8616333,220.1935577,63.57558823,220.1564789,374.7251282,220.3061981,116.6927032,220.3422546,83.85247803,220.3778839,59.21051407,220.4133759,317.3689575,
221.0083313,139.1449432,221.0427246,80.71907043,221.0793152,61.5512085,221.114975,361.9465332,221.2645416,143.4638824,221.2287292,86.10144806,221.1929474,63.6023674,221.1565399,374.0888062,221.3037262,118.031662,221.3393707,84.56681824,221.3747559,59.47918701,221.4110718,314.5535583,
222.0083313,139.3113708,222.0432129,80.22716522,222.0777283,61.21828461,222.1132965,361.7956543,222.263031,145.2471313,222.2273865,85.49578094,222.1912994,64.47221375,222.154541,372.9905701,222.3029785,117.48172,222.3388977,83.9225769,222.3742065,59.615345,222.4100494,318.241272,
223.0083313,138.6359253,223.0432129,79.8262558,223.0792084,61.52313232,223.1144562,362.9942932,223.2618866,143.2303772,223.2257385,85.8997345,223.1898956,63.50400162,223.1539612,373.1704102,223.3005371,116.4418945,223.337204,84.4471817,223.3730469,59.25261307,223.4081421,314.4237976,
224.0083313,139.5182495,224.0438843,79.65098572,224.0798798,62.51341248,224.116394,363.6277771,224.2627106,143.3158417,224.227066,85.47128296,224.1925812,63.47593689,224.1567078,372.7270813,224.3013153,116.89151,224.3378906,83.52111816,224.3737183,59.29039764,224.4096985,315.3411255,
225.0083313,139.2842407,225.0439606,79.41971588,225.0793915,61.94454956,225.1160583,362.5532837,225.261734,144.7057648,225.2269135,86.10696411,225.1915436,64.12494659,225.1552124,375.7072144,225.3020782,116.2034225,225.3380737,84.25493622,225.3740387,59.73096466,225.4101257,314.5823975,
226.0083313,140.1074371,226.0447083,79.75622559,226.0805664,61.81048203,226.1157227,360.6538391,226.2653046,143.6507416,226.2297363,84.56023407,226.1925507,64.14810944,226.1572113,375.7324524,226.3042297,116.3467331,226.3405457,84.60783386,226.3765564,59.08794022,226.4118958,311.8059387,
227.0083313,138.281311,227.0430298,78.7802887,227.0794067,61.94363022,227.1152344,357.5064697,227.2630768,143.7305603,227.2267914,85.89668274,227.1902466,63.64215088,227.1549683,371.4194336,227.302887,117.2258911,227.3378143,83.72904968,227.3737335,58.91381073,227.4106293,312.3460388,
228.0083313,139.3645477,228.0437012,80.15624237,228.0787048,62.28940964,228.114212,361.3582153,228.2599182,142.9637146,228.2229004,86.4335022,228.1892853,63.56613922,228.1526947,373.6407776,228.3009796,116.9086227,228.3359222,84.76615906,228.3723755,59.28855133,228.4077301,313.8119507,
229.0083313,139.3444366,229.0439148,79.80966187,229.0800629,62.46170807,229.1152039,360.9272461,229.2619629,143.048996,229.2267151,85.72956848,229.1900482,63.32663345,229.1546326,371.9475403,229.3030396,116.9378433,229.3385925,84.67771912,229.3743744,59.09132385,229.4100647,313.644928,
230.0083313,140.0494385,230.0439606,79.33209229,230.0801392,62.02560806,230.1155548,360.7374878,230.2631226,144.5041351,230.2272186,84.74874878,230.190567,64.10284424,230.1555634,372.4687195,230.3022919,116.5542755,230.3375854,84.0384903,230.3735352,59.6458931,230.4102936,313.5787964,
231.0083313,138.9380493,231.0444031,79.73835754,231.0800629,62.07104874,231.1155396,361.835022,231.2628937,145.3696136,231.2265472,84.90029907,231.1905365,63.11306381,231.1555328,371.5092468,231.3042145,116.7756882,231.3398743,84.57289886,231.375061,59.33023834,231.4108887,315.0780945,
232.0083313,139.6426697,232.0437317,80.52632141,232.0798798,62.5954628,232.1149597,359.6570435,232.262146,142.458847,232.2260437,85.89907837,232.1905365,63.7679863,232.1542206,371.1835938,232.3037262,116.1956558,232.3387299,84.43603516,232.375061,60.29953384,232.4107208,312.9105835,
233.0083313,139.8308105,233.0444641,79.175354,233.0800476,62.76233673,233.1162415,360.6497192,233.2657166,142.776474,233.228363,85.84218597,233.1929779,63.68131256,233.1579742,372.0554199,233.3047485,115.9035187,233.3409882,84.63336945,233.3762054,59.70950317,233.4120636,312.5178223,
234.0083313,137.5648041,234.0433807,79.82556915,234.0793762,62.08364487,234.1152039,360.7138367,234.2640533,144.2901306,234.2292328,85.85250092,234.1930695,63.0115509,234.1577301,374.1758118,234.3037415,116.2923279,234.3400574,84.04633331,234.3757172,58.88385391,234.4122009,312.7960815,
235.0083313,138.0558014,235.0429077,79.34659576,235.0795593,62.92688751,235.1152039,359.0728149,235.2642975,142.5986481,235.2280426,85.25221252,235.1918793,63.55962753,235.1567841,371.1868286,235.3050842,116.4436417,235.3417511,84.21013641,235.378067,59.93091965,235.4118805,312.2779846,
236.0083313,138.8294525,236.0441284,79.8659668,236.0793762,62.51031876,236.1159058,359.2129822,236.2627869,145.2310333,236.2285461,84.60987091,236.1920471,63.47932053,236.1563873,372.0773926,236.3047028,116.6455994,236.3404846,84.39089966,236.3757172,59.98622131,236.4123993,309.267395,
237.0083313,137.8133698,237.0434723,79.75418854,237.0783691,62.63338089,237.115036,359.5357666,237.2622833,142.9605408,237.227066,85.21199036,237.1912231,63.13481903,237.1557159,372.8088074,237.3023071,116.8413773,237.3378754,85.47537231,237.3732147,58.89627838,237.4089203,313.6105347,
238.0083313,138.4961395,238.0445404,79.53916168,238.079895,62.59973526,238.115387,358.571167,238.2628937,143.2832031,238.227066,85.70484924,238.1918793,63.74416351,238.1572113,374.127533,238.303894,116.0509872,238.3388977,85.05674744,238.3748627,59.7853508,238.4107056,311.8790588,
239.0083313,138.2785034,239.0440369,79.71741486,239.0789642,62.22402954,239.115387,356.4118958,239.262558,142.8627625,239.2263641,85.35462189,239.1900482,64.08174896,239.1547089,368.3748779,239.3023834,116.8446121,239.3370667,85.03669739,239.3722534,60.03435516,239.4080353,312.9013062,
240.0083313,138.9542389,240.0435486,80.4263916,240.0787048,62.31654358,240.1152039,358.4519043,240.2636414,143.6899109,240.2287903,85.53423309,240.1921997,63.70715714,240.1565552,370.7943726,240.3052521,116.3231812,240.341217,84.24788666,240.376709,59.41109848,240.4130402,309.861908,
241.0083313,138.2395782,241.0440369,79.90998077,241.0797882,62.1570282,241.1162262,355.9641724,241.2658691,143.6677399,241.2305298,85.95436096,241.19487,64.06613159,241.1575623,372.355072,241.3053131,115.3786087,241.3420563,84.3780365,241.3774719,59.96709061,241.4133911,309.6709595,
242.0083313,138.4197388,242.0445709,79.75789642,242.0813751,62.93819046,242.1163788,360.8163147,242.2622833,141.5835876,242.2266388,85.75151062,242.1907043,63.61837006,242.1560364,370.9016113,242.3035431,116.1705093,242.3393707,84.03958893,242.3761444,58.86186981,242.4120636,310.8665466,
243.0083313,138.4789276,243.0433044,79.40426636,243.079483,63.39092636,243.115387,360.3491516,243.2639618,142.5945587,243.2280579,85.5541153,243.1925507,64.00506592,243.1559601,372.7610474,243.3052216,115.9339294,243.3408661,85.164711,243.3770599,59.79476547,243.4114075,312.2089844,
244.0083313,138.108551,244.0450287,80.19158936,244.0813751,62.49568939,244.116745,358.629303,244.2649536,143.0467529,244.2287445,86.72853088,244.1936951,63.78604507,244.1568146,371.0464478,244.305069,115.4991913,244.339798,85.65322113,244.3759003,59.17894363,244.4109497,310.7874451,
245.0083313,138.8745117,245.0452118,78.56461334,245.0806274,62.66843414,245.116806,360.8571167,245.26474,142.3474121,245.2291107,85.74748993,245.1935577,63.85350037,245.1582336,372.7163696,245.3054504,116.1370316,245.341568,83.80184174,245.3785706,60.08031082,245.414566,307.8019714,
246.0083313,138.2002258,246.0445862,80.0029068,246.0806427,63.24697113,246.1160431,354.2067871,246.2648926,141.5098877,246.2285614,85.33531952,246.1937408,64.27690887,246.1575317,372.6952515,246.3054504,115.3721771,246.3410645,84.50119019,246.377243,58.98962021,246.4132233,311.8504639,
247.0083313,137.216629,247.043457,79.17569733,247.0790405,62.61931992,247.1149139,356.0174866,247.2613831,142.5354919,247.2257996,85.42623901,247.1902008,63.93244171,247.1547394,373.6444702,247.3027039,114.7527084,247.3378906,84.01023102,247.3738098,58.55108643,247.4093781,314.351593,
248.0083313,139.4488678,248.0431519,79.90616608,248.0778046,62.73511887,248.1124573,357.8468018,248.2598724,143.2374115,248.2243958,85.30261993,248.1885376,64.82752228,248.1522064,368.7077942,248.2995453,114.9232712,248.3352051,85.35710907,248.3712921,59.28560257,248.4065399,309.9195251,
249.0083313,139.8399048,249.044632,78.92523193,249.0802612,63.11313248,249.1150513,355.7999573,249.2634735,143.1088867,249.2273712,86.63623047,249.1920624,64.45877838,249.1564789,372.4643555,249.3047333,115.6918793,249.3403778,85.01742554,249.3766479,60.0620079,249.4129791,310.6209106,
250.0083313,138.6975555,250.0438995,78.98763275,250.0796967,62.87826538,250.1155396,357.582428,250.263382,141.8252411,250.2275391,84.64958954,250.1912231,64.42238617,250.1552277,370.5446472,250.302536,115.8436813,250.3365326,84.2480545,250.3720398,59.68816376,250.4078979,309.5726013,
251.0083313,138.4854584,251.042923,79.66015625,251.0790405,63.08823013,251.1143646,357.974762,251.2615509,141.397583,251.2254486,86.38620758,251.1901245,63.84156036,251.1543121,368.7980957,251.3016205,115.1826096,251.337204,84.12058258,251.3728943,58.85499954,251.4085541,310.3827515,
252.0083313,138.6591949,252.042923,78.91309357,252.079071,63.31267929,252.1132965,359.6293335,252.2630768,142.285553,252.2275391,86.24363708,252.1913757,63.86657715,252.1552887,370.7390442,252.3027039,115.7229462,252.3383179,85.25245667,252.3745575,59.36761475,252.4100494,310.3127747,
253.0083313,138.8714752,253.0441284,80.59048462,253.0783691,63.28950882,253.1136169,354.3119507,253.2605591,142.0343933,253.2254181,85.73597717,253.1888733,63.51123047,253.1531372,368.9488831,253.3002319,115.4899368,253.3360291,84.84903717,253.3723907,59.30314255,253.407486,312.3927307,
254.0083313,137.6778107,254.0449524,78.4369812,254.0802155,64.36875916,254.1159058,353.5333862,254.264389,143.1046448,254.22789,86.22440338,254.1925812,63.65210724,254.1572113,371.8396912,254.3032074,115.8076248,254.3398895,84.33789825,254.375885,58.8639946,254.4122009,308.6734314,
255.0083313,137.7673798,255.0443726,79.96572876,255.0808105,63.16499329,255.1156311,357.5285034,255.2652283,141.5536041,255.2295837,85.23535156,255.1929169,63.92146683,255.1570435,368.2466431,255.3065643,115.0414276,255.3422852,84.56655121,255.3787994,59.68458176,255.4143829,306.4645691,
256.0083313,138.1532288,256.0445557,78.74388885,256.0802002,61.87722397,256.1161194,354.0020447,256.263916,142.5661469,256.2282104,84.67604065,256.1912842,63.60861588,256.156189,370.3972168,256.3035583,113.5595245,256.3388672,83.45187378,256.3747559,60.22709656,256.4111328,308.491333,
257.0083313,139.378006,257.0438843,78.97244263,257.0792236,63.48810196,257.1153259,358.0092468,257.2625732,141.5404816,257.2272949,85.46416473,257.1908875,64.2293396,257.1545715,367.6946716,257.304718,116.0139084,257.3405457,84.61940765,257.3762512,59.7177887,257.4121399,310.2929077,
258.0083313,138.3980713,258.0444031,79.06022644,258.0803833,62.92355728,258.1155701,354.8628235,258.2630615,141.8198547,258.2273865,86.71615601,258.19104,63.15021896,258.156189,371.6170044,258.3026123,115.2481995,258.3387146,84.71838379,258.3739624,58.98491669,258.4102173,310.1956177,
259.0083313,138.780304,259.0432129,78.61200714,259.0794678,62.84026718,259.1164856,356.4456787,259.2650452,141.1465607,259.2294617,85.53298187,259.193573,64.30077362,259.1577148,370.1270752,259.3069763,115.8762894,259.3426208,84.61249542,259.3788757,59.61789322,259.4142761,308.6046448,
260.0083313,139.2388763,260.0450439,78.87562561,260.0804138,62.71474838,260.1162109,354.782196,260.2652588,140.5840759,260.2295532,85.20388794,260.1945496,63.91596985,260.1588135,370.5452271,260.3052979,115.2165909,260.3414612,82.35462952,260.3770752,59.76481247,260.4127197,309.4332275,
261.0083313,138.597702,261.0440369,78.91192627,261.0787354,63.56782532,261.1156921,354.019928,261.2617493,141.4815979,261.2252502,86.27161407,261.1897278,63.91640091,261.1549683,370.8388062,261.3030396,115.7219543,261.3392334,84.64047241,261.3742371,60.20680618,261.410553,311.4551086,
262.0083313,138.8989258,262.0444031,78.53682709,262.0797119,62.81381226,262.1162415,357.7705383,262.265564,141.5006256,262.2297363,85.0609436,262.1935425,64.03321838,262.1566467,366.9723511,262.3051453,114.9857101,262.3406982,84.15536499,262.3762512,58.85302734,262.4122009,311.2922974,
263.0083313,138.4705505,263.0443726,79.46530151,263.0792236,63.8833847,263.1150513,355.1104126,263.2628784,141.6976166,263.2274475,85.90213013,263.1912231,63.83065796,263.1550598,370.4689026,263.3027344,115.0796051,263.3385315,85.82709503,263.374054,59.7065773,263.4100342,310.0222473,
264.0083313,137.5336304,264.044281,79.47972107,264.079895,63.17930603,264.1162109,355.3121948,264.2632446,141.8699493,264.2280579,85.93901062,264.191925,62.68922424,264.1557007,370.7275391,264.3032532,114.6463547,264.3390808,84.00437164,264.374054,59.80447388,264.4100342,308.7092896,
265.0083313,137.8040009,265.0430603,79.8052063,265.0795593,62.59744644,265.1157227,357.5463562,265.2637329,140.7919617,265.2277222,86.48267365,265.1913757,63.13338852,265.1557007,370.2340393,265.302887,114.8543396,265.3382874,83.99829865,265.3743896,59.11327744,265.410553,307.3993225,
266.0083313,137.1187286,266.0444031,79.40992737,266.0797424,63.62195969,266.1161194,356.4575195,266.2652588,140.8141937,266.2295532,85.98666382,266.1929016,62.9585762,266.1575317,369.9148254,266.3063049,115.1210251,266.3426208,83.87444305,266.3787231,59.60011292,266.4142151,307.1460571,
267.0083313,138.4689636,267.0450439,78.97714233,267.0811157,63.44468307,267.1165466,355.6356812,267.2640686,140.6795044,267.2285461,84.95200348,267.1934509,63.72675323,267.1580505,368.3971252,267.3039551,114.3496399,267.3392029,84.67437744,267.3753662,59.45111847,267.4112244,308.7888489,
268.0083313,137.3116913,268.0448608,79.81141663,268.0808105,63.03975677,268.1174011,358.039032,268.2647095,140.9398804,268.2286987,85.37978363,268.1933899,64.25115204,268.1583862,369.6420288,268.3049622,115.7282791,268.3396606,85.90106964,268.3757019,59.65986633,268.4112244,307.9844055,
269.0083313,137.8516846,269.0437012,78.70602417,269.0794067,62.99609756,269.1161499,352.7042847,269.2622986,141.909256,269.2267151,85.67642975,269.1905518,62.9739151,269.1545715,366.3148499,269.3030396,114.6126175,269.3382263,84.79453278,269.3743896,59.55021286,269.4114075,310.6064758,
270.0083313,138.76091,270.0434265,79.56996155,270.0795593,63.10096359,270.1152039,355.947052,270.264801,140.3880157,270.2286377,86.15119934,270.1927795,63.36869431,270.157135,367.4922485,270.3033752,114.3483734,270.3392029,84.91783142,270.3751221,59.76493835,270.4120483,307.8219299,
271.0083313,137.5543823,271.0434265,78.87458801,271.0802002,63.27930069,271.1163025,355.9013977,271.2650757,141.4664612,271.2295837,84.59965515,271.1933899,63.82006454,271.1580505,369.756012,271.3071289,115.7059097,271.3427429,85.05950928,271.37854,59.76468658,271.4138794,308.4268494,
272.0083313,136.9167023,272.044281,78.39730072,272.0804138,62.96633911,272.115387,353.4698792,272.2650452,141.36586,272.2284546,84.91708374,272.1930237,64.4546051,272.1564026,367.3695679,272.3039246,114.1415787,272.3404541,85.10945129,272.3763733,59.21307373,272.4118958,309.4901733,
