Sample A4,,Sample A5,,Sample A6,,Sample B4,,Sample B6,,Sample B7,,Sample C4,,Sample C5,,Sample C6,,Sample D4,,Sample D5,,Sample D6,,
36.00083542,31.92363358,36.02077103,10.93505859,36.0416069,299.3645325,36.11712646,30.77841949,36.08879089,322.0718689,36.06829071,11.1724596,36.14177322,30.24577522,36.16308212,9.563632965,36.18377304,324.0852966,36.25175095,50.58338547,36.23108292,9.284490585,36.20983505,310.6020813,
37.00083542,31.3175621,37.02208328,10.29983807,37.04252243,297.3231812,37.11791611,29.50621796,37.08991623,323.3107605,37.06850052,11.30740929,37.14258194,29.63097954,37.16360092,9.026267052,37.18441391,331.8245544,37.25327301,52.17500687,37.23158264,9.162684441,37.21110535,309.684021,
38.00083542,30.04102325,38.02118683,10.7486372,38.04218674,295.1929016,38.11791611,30.54907036,38.08952332,315.1079102,38.06845856,11.35068607,38.14291763,29.42220497,38.16333389,9.277479172,38.18383408,317.0259094,38.25225067,52.32144547,38.23185349,9.309971809,38.21075058,308.6423645,
39.00083542,30.37586594,39.02116776,10.0127058,39.04145813,300.7026672,39.11577225,30.64872551,39.08718491,320.4218445,39.0668335,11.26908016,39.14049911,28.88537216,39.16110611,9.595655441,39.18277359,317.7671204,39.25077057,53.33659363,39.23012543,9.522663116,39.20927048,311.239502,
40.00083542,31.9426918,40.02093887,10.09115696,40.04127121,301.8953247,40.11758041,29.81194305,40.08862305,309.3669434,40.06795502,12.04131985,40.1421051,28.58885765,40.16225052,9.456264496,40.18358231,320.7137756,40.24933243,53.22356415,40.2287941,9.92797184,40.20827103,309.8446655,
41.00083542,31.15294456,41.0222702,10.32188892,41.04328918,297.21698,41.1167717,30.41186714,41.0881691,309.8315735,41.06783295,11.15318394,41.14302063,29.21448898,41.16441727,9.827694893,41.1847496,310.8277283,41.25279236,53.70598221,41.23262405,8.801785469,41.21126938,300.8488464,
42.00083542,31.36263847,42.02075195,10.45342541,42.04191589,297.1808777,42.11541748,30.18153,42.08760452,315.3825073,42.06644058,12.33360958,42.13991547,28.82961655,42.16077042,10.37585449,42.18193817,317.646759,42.24843597,55.52379227,42.22810364,9.041035652,42.206604,303.6524048,
43.00083542,31.18457031,43.02152252,10.4301672,43.04191589,306.9935303,43.117836,30.55014038,43.08929062,317.3885498,43.06827164,11.46123028,43.14391708,28.96929741,43.16516495,9.121115685,43.18595886,309.4548645,43.25374985,56.59180832,43.23327255,8.751243591,43.21225357,306.1697388,
44.00083542,30.21597481,44.02141571,9.513151169,44.04224777,301.7297363,44.11824799,29.23105049,44.08943558,320.3032532,44.06858444,11.37714577,44.14427185,28.66082001,44.16562653,9.484755516,44.18610382,309.8029175,44.25450134,55.65015793,44.23385239,9.0307827,44.21266556,309.2842407,
45.00083542,30.82597542,45.02127457,10.29259205,45.04241562,304.7536316,45.11595917,28.87330246,45.0875206,319.2969666,45.06674957,11.3105793,45.14243698,29.27140617,45.1631012,9.545080185,45.1847496,309.9683228,45.25226974,56.35637283,45.23110199,10.09351635,45.21026993,307.3647766,
46.00083542,32.84748459,46.02168655,11.0745821,46.04277039,295.9385681,46.11660385,30.31836319,46.08777237,312.2403259,46.06743622,11.63436985,46.14116669,28.78145218,46.16168594,9.686533928,46.1830864,314.7356567,46.25141525,58.3462944,46.23075104,8.96988678,46.20943451,314.0509644,
47.00083542,31.02200127,47.02241516,10.41396236,47.04291534,301.5593872,47.11891556,30.32543182,47.09060287,313.3381348,47.06912613,11.47139645,47.14512634,29.31444168,47.16612625,9.917032242,47.18645859,317.5646362,47.25299835,58.87926102,47.23235321,9.410510063,47.21185303,307.7061462,
48.00083542,29.74348259,48.02291489,10.3059988,48.04358292,297.7434082,48.11645889,28.95903969,48.08876801,312.3285522,48.06741714,11.44414616,48.14324951,28.16968155,48.16374969,9.415667534,48.18445587,312.5226746,48.25118637,58.77463531,48.22983551,9.213363647,48.20952225,308.7250061,
49.00083542,31.46813774,49.02066803,10.17111969,49.04199982,294.1148682,49.11777115,30.53155518,49.08958435,310.4367065,49.06824875,11.55078697,49.14385605,29.02540779,49.16445541,9.504155159,49.18579102,308.8167725,49.25395966,60.65710449,49.23283386,9.815895081,49.21152115,313.6036682,
50.00083542,31.5023632,50.02091599,11.04959583,50.04158401,295.085968,50.11460495,28.92061043,50.0871048,313.1477661,50.06612396,11.26188183,50.14099884,29.29417038,50.16225052,10.15047455,50.18302155,313.9305725,50.25091553,59.70534515,50.23008347,9.197889328,50.20958328,306.7441406,
51.00083542,31.68310547,51.02108002,10.04411793,51.04141998,301.5372925,51.11750031,32.18922806,51.08874893,310.6054993,51.0677681,12.08668423,51.14149857,28.69348907,51.16252136,9.82419014,51.184021,313.2945862,51.25033188,60.01134491,51.22900009,9.874212265,51.20851898,306.9108276,
52.00083542,30.27603912,52.02108002,10.41258335,52.04174805,290.557312,52.11324692,28.41187668,52.08725357,313.0466309,52.06644058,11.05863857,52.13978958,28.56036377,52.16129303,9.638940811,52.18160248,312.8965759,52.24979401,62.84123611,52.22927094,9.702202797,52.20812607,307.5800781,
53.00083542,31.77909088,53.02095795,10.14498615,53.04216766,301.2830811,53.11660385,28.79470825,53.08924866,321.7528992,53.06774902,11.89145947,53.1431694,28.9032402,53.16400146,10.01507378,53.18493652,312.6397705,53.25293732,60.24628067,53.23179245,8.978847504,53.21146011,308.94104,
54.00083542,32.35014725,54.02141571,10.74097347,54.04277039,300.8905945,54.11750031,30.33089638,54.0891037,307.3401794,54.06860352,11.93710613,54.14424896,29.86662483,54.16541672,9.65130043,54.18608475,313.1893005,54.25160217,62.49185562,54.23126984,9.08764267,54.21076965,312.6648865,
55.00083542,31.43435287,55.02143478,10.67017651,55.04210663,292.8405762,55.11610413,30.65205765,55.08862305,306.7128906,55.06743622,11.66920757,55.14310455,28.76443481,55.16391754,9.57845211,55.18441391,322.5486145,55.25216293,63.96424866,55.2316246,9.627440453,55.21062469,300.915863,
56.00083542,30.23063278,56.02174759,10.38454247,56.04252243,301.8115845,56.11779022,30.19269562,56.09010315,309.0290222,56.06943893,11.29546356,56.14451981,28.16966438,56.16566467,9.662572861,56.18683243,314.4137573,56.25391769,63.27358627,56.23258591,10.0832901,56.21175003,300.7971191,
57.00083542,31.67782021,57.02099991,10.16667557,57.04243469,294.5359192,57.11608505,29.39027214,57.08800125,311.04599,57.06733322,11.15232658,57.14229202,29.16709137,57.16366959,9.656130791,57.18429184,317.9472351,57.25301743,64.2963562,57.23175049,9.569068909,57.21058273,303.7206116,
58.00083542,30.77483368,58.02275085,10.61975193,58.04291534,292.0977173,58.11860275,29.55126762,58.09008408,308.4773865,58.06958389,11.26973438,58.1449585,29.29096603,58.1661644,9.527522087,58.1863327,313.8006897,58.25493622,65.21437836,58.23424911,9.605418205,58.21341705,301.8699646,
59.00083542,30.36454964,59.0213356,10.99147511,59.04224777,292.8728027,59.11795807,30.18124199,59.08993912,308.4356995,59.06874847,11.40727997,59.14441681,29.5588932,59.16493607,10.24306297,59.18610382,310.8222046,59.25343704,64.96572876,59.23312759,9.992386818,59.21179199,301.4603882,
60.00083542,31.16057014,60.02108002,10.75251961,60.04158401,297.670105,60.11700058,31.12774086,60.0891037,305.3715515,60.06843567,11.99635887,60.14324951,29.41887474,60.16366959,9.623269081,60.1849556,319.7040405,60.25162506,65.70304108,60.23035431,9.88463974,60.20916748,305.0598755,
61.00083542,30.71397591,61.02243805,10.42149448,61.04291534,289.3106079,61.11610413,30.06848145,61.08808136,307.2640991,61.06677246,12.26860523,61.14093781,30.19786453,61.16179276,9.422569275,61.18262482,304.4041748,61.24802399,65.0213623,61.22818756,9.899708748,61.20792007,305.3167114,
62.00083542,32.06287766,62.02124786,10.5256567,62.04258347,301.1371155,62.11577225,30.11151505,62.08808136,316.0382385,62.06660461,12.24347878,62.14099884,29.10419083,62.16158295,9.655412674,62.18325043,319.0226746,62.25074768,67.68003082,62.23008347,9.667357445,62.20943451,303.0906982,
63.00083542,31.2267704,63.02258301,11.00135994,63.04308319,292.9625549,63.1192894,30.58527374,63.09093857,315.6251831,63.06960297,11.69452572,63.14550018,30.20656776,63.16645813,10.67654228,63.18727112,313.8214722,63.25585556,66.13288116,63.23450089,9.201033592,63.2140007,306.6673889,
64.0008316,31.59991264,64.02124786,10.71862221,64.04277039,291.6418457,64.11608124,29.3367157,64.08810425,313.2090454,64.06710815,11.63526249,64.14243317,29.21831131,64.16275024,9.356041908,64.18424988,317.1871643,64.25025177,68.8346405,64.22960663,10.00435638,64.20825195,306.2137756,
65.0008316,31.07601166,65.02118683,10.21688652,65.04168701,294.4536133,65.11775208,30.06271172,65.08901978,302.328125,65.06841278,12.14505959,65.14362335,29.27839851,65.16474915,9.391824722,65.18508148,313.995636,65.25325012,66.26818848,65.23277283,9.6385355,65.211586,304.7173462,
66.0008316,30.27982903,66.02124786,11.65628147,66.04191589,288.9684448,66.1160202,30.67541504,66.08810425,304.833252,66.0666275,12.32198906,66.14225006,29.73503876,66.163414,10.15272903,66.18408203,309.7753601,66.25227356,67.10654449,66.23126984,10.49217606,66.21043396,301.4595032,
67.0008316,31.53456688,67.02210236,11.10019112,67.04325104,303.0214539,67.11876678,30.46641922,67.08976746,307.8773804,67.06895447,11.73371124,67.14476776,28.88454056,67.16593933,9.625694275,67.18645477,317.4460449,67.25474548,68.61894989,67.23443604,9.709579468,67.21318817,304.3106995,
68.0008316,31.91547012,68.0219574,10.08446598,68.04343414,291.7232666,68.11893463,29.04997063,68.09035492,309.2041321,68.06916809,11.71636105,68.14293671,28.85745049,68.16443634,9.734078407,68.18508148,311.5267639,68.2539978,67.00408936,68.23249817,9.616519928,68.21144104,301.2659302,
69.0008316,32.21787262,69.02076721,10.49758053,69.0412674,289.1185608,69.11692047,30.40732002,69.08879089,310.0636597,69.06778717,12.1304493,69.1415863,29.44687653,69.1627655,9.24519825,69.18358612,317.4050903,69.25126648,68.1092453,69.23043823,9.686094284,69.20993805,296.6560364,
70.0008316,33.27536392,70.02201843,10.63566685,70.04341888,289.9344788,70.11877441,29.7280941,70.09041595,305.0031128,70.06991577,12.54795265,70.14311981,28.98786545,70.16394043,9.840537071,70.18460083,311.3447571,70.25309753,68.19759369,70.23195648,8.818427086,70.21162415,300.3289795,
71.0008316,31.97764969,71.02110291,10.49258327,71.04145813,298.3213501,71.11725616,30.78049469,71.08958435,303.8916626,71.06816101,11.59071445,71.14411163,29.53953934,71.16477203,10.07645798,71.18560028,313.5589294,71.25343323,68.31071472,71.23210144,9.673748016,71.2114563,304.5322876,
72.0008316,31.19680595,72.02043152,11.79319668,72.04158783,283.3015442,72.11516571,31.23228073,72.08879089,307.3066101,72.0684967,11.99573326,72.14174652,29.40503502,72.16308594,9.284947395,72.18341827,307.5536804,72.25216675,69.794487,72.23094177,9.927206039,72.2097702,296.993927,
73.0008316,32.27017593,73.02199554,10.81094074,73.04283142,293.6812439,73.11875153,29.60625839,73.09074402,307.6092834,73.06924438,11.83676815,73.14344025,28.92131042,73.16427612,9.810379982,73.18560028,309.2073975,73.25343323,72.07339478,73.23278809,9.922035217,73.21162415,306.9042664,
74.0008316,31.54865646,74.02127075,11.18286991,74.04277039,291.9458008,74.11633301,29.40390396,74.08927155,306.3099976,74.06845856,11.83445835,74.14310455,28.87590218,74.16377258,9.834293365,74.18441772,316.4457092,74.25302124,70.61888885,74.23168945,9.228607178,74.21091461,298.6660156,
75.0008316,31.57666397,75.02158356,10.19324017,75.04191589,291.9945984,75.11793518,30.16421127,75.08974457,310.239563,75.06858826,11.87814903,75.14225006,29.73208046,75.16335297,8.89505291,75.18462372,314.7900085,75.25101471,70.05905914,75.22975159,9.515132904,75.2092514,303.5281067,
76.0008316,31.45086479,76.02116394,11.16735935,76.04225159,285.6828918,76.11795807,29.33598518,76.08974457,302.5206604,76.06874847,12.44504929,76.1450882,29.78679466,76.16558075,10.39415741,76.18657684,307.6899109,76.25475311,72.66333771,76.23458862,9.796266556,76.21291351,306.2052307,
77.0008316,31.67767906,77.02060699,10.87411785,77.04177094,299.4793091,77.11692047,30.26579666,77.08869171,311.6597595,77.06825256,11.94884396,77.14066315,29.2973938,77.16233826,9.87614727,77.18299866,315.459198,77.2491684,70.58309937,77.22818756,10.02019596,77.20774841,299.1114197,
78.0008316,30.52004433,78.02124786,10.76819992,78.04174805,288.485199,78.11752319,30.40449142,78.08960724,306.1250305,78.06825256,12.10977077,78.14427185,30.45030594,78.16491699,9.688802719,78.18552399,301.9936829,78.25391388,71.35315704,78.23325348,10.16020584,78.2117691,300.8323975,
79.0008316,31.2128334,79.022995,11.19534492,79.04316711,287.2002869,79.11729431,29.67527962,79.09107971,307.554718,79.06991577,11.46580505,79.14358521,30.27627182,79.16507721,10.09050179,79.1855011,316.5141602,79.25193787,70.68690491,79.23158264,10.07244682,79.21008301,304.2600403,
80.0008316,32.49591446,80.0220871,10.72163296,80.04260254,294.4823914,80.11816406,31.06825447,80.09033203,307.848175,80.0689621,12.52420425,80.14466858,29.33382034,80.16591644,10.45724201,80.18710327,328.4165344,80.25491333,73.22177124,80.23444366,10.28322124,80.21362305,307.9393921,
81.0008316,31.67008209,81.02210236,11.82044411,81.04279327,285.3951721,81.11608124,30.72270393,81.08779144,312.643219,81.06749725,11.91138458,81.14325714,31.06932259,81.16391754,9.776963234,81.1843338,309.9115295,81.25279236,73.09396362,81.23200226,10.04238701,81.21125031,307.5466309,
82.0008316,31.57127571,82.02235413,11.44828606,82.04283142,291.2059326,82.11677551,29.68871307,82.08851624,309.8489075,82.0676651,12.40011883,82.14299774,30.50307083,82.16432953,9.552781105,82.18557739,310.2835999,82.25357819,73.5115509,82.233078,9.807126999,82.21191406,303.0646667,
83.0008316,31.22869492,83.02033997,11.0136404,83.0412674,288.2702332,83.11727142,29.7168026,83.08899689,315.2481079,83.06758881,11.93444729,83.14208221,30.56514931,83.16268921,10.17162132,83.18399811,302.473938,83.25179291,72.57870483,83.23117065,10.69975185,83.20985413,309.8546753,
84.0008316,30.86444473,84.02062225,10.9627018,84.04177094,297.1618652,84.11777496,30.49714088,84.08883667,306.0601807,84.06833649,12.81511402,84.14400482,31.04278183,84.16507721,9.798823357,84.18566895,309.4911194,84.25375366,73.57540894,84.233078,9.681698799,84.21291351,303.6477051,
85.0008316,32.12216187,85.02158356,10.42668629,85.0424118,289.2495422,85.11526489,30.32575417,85.0874176,304.0143738,85.06625366,11.99700069,85.1417923,30.06554604,85.16266632,9.416745186,85.18395996,304.0501709,85.25093842,74.62985992,85.22983551,10.14292717,85.20816803,293.3751526,
86.0008316,32.22146988,86.02101898,10.48473263,86.04169464,289.308075,86.11725616,30.52736282,86.08891296,304.2099609,86.06858826,11.88463116,86.14174652,29.60338783,86.16283417,10.32501698,86.18345642,300.3058777,86.25174713,76.30214691,86.2307663,9.931464195,86.21016693,299.4698181,
87.0008316,33.28839874,87.0217514,11.47844315,87.04308319,292.2269287,87.11775208,30.85420418,87.08958435,309.9256287,87.06926727,12.3958292,87.14411163,29.6343441,87.16460419,10.28052425,87.18608093,301.0749207,87.25174713,74.10902405,87.23110199,10.57727432,87.21060181,297.5977173,
88.0008316,32.07461166,88.02043152,10.63310623,88.0412674,284.3782654,88.11708069,30.92661095,88.08916473,307.5299683,88.06812286,12.1907959,88.1414566,28.53013611,88.16260529,9.801771164,88.18291473,304.8041687,88.25144196,75.57688904,88.23008728,9.451210022,88.20960236,301.3211365,
89.0008316,32.19245148,89.02033997,11.20953941,89.04150391,285.7582397,89.11695862,31.44035912,89.08927155,308.7706299,89.06774902,12.85613918,89.14402008,30.44307899,89.164505,10.4112606,89.18544006,306.4454346,89.2536087,75.07845306,89.23229218,9.989181519,89.21166992,297.1972961,
90.0008316,31.20630836,90.02224731,11.29136658,90.04341888,290.8440247,90.11901855,29.96770477,90.09010315,311.4614258,90.06977081,12.46758652,90.14377594,30.28370667,90.16477203,9.683105469,90.18518829,310.0137634,90.25149536,75.04660797,90.23091888,11.0525341,90.21027374,298.1645508,

Sample A4,
Sample A4
Collection Time: 11-Mar-24 12:09:04 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Mon 11 Mar 12:09:04 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Mar-24 12:00:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Mar-24 12:00:40 PM, Old:Individual, New:Choice 1
