Sample A9_Ex509_Em563,,Sample A9_Ex509_Em660,,Sample A10_Ex509_Em563,,Sample A10_Ex509_Em660,,Sample A11_Ex509_Em563,,Sample A11_Ex509_Em660,,Sample A12_Ex509_Em563,,Sample A12_Ex509_Em660,,Sample B9_Ex509_Em563,,Sample B9_Ex509_Em660,,Sample B10_Ex509_Em563,,Sample B10_Ex509_Em660,,Sample B11_Ex509_Em563,,Sample B11_Ex509_Em660,,Sample B12_Ex509_Em563,,Sample B12_Ex509_Em660,,Sample C9_Ex509_Em563,,Sample C9_Ex509_Em660,,Sample C10_Ex509_Em563,,Sample C10_Ex509_Em660,,Sample C11_Ex509_Em563,,Sample C11_Ex509_Em660,,Sample C12_Ex509_Em563,,Sample C12_Ex509_Em660,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
14.50166607,416.8005981,14.50833321,92.4786911,14.53022861,340.4385071,14.53689575,79.25149536,14.56054211,315.0244446,14.56720829,122.3506546,14.59054184,382.171875,14.59720898,73.7921524,14.71797848,947.1079712,14.72464561,66.11554718,14.68770885,886.65448,14.69437504,59.90361023,14.65756226,883.7425537,14.66422939,60.64347458,14.62720871,865.3065796,14.63387489,57.2370491,14.75389576,77.80924988,14.76056194,14.49659157,14.7848959,70.20180511,14.79156303,13.29693794,14.8148756,80.79792023,14.82154179,14.2907095,14.84522915,75.96351624,14.85189629,13.88792229,
15.00166607,415.335907,15.00833321,94.27960205,15.03287411,340.6072998,15.03954124,77.42027283,15.06337452,314.5020752,15.07004166,120.1948395,15.09370804,394.4638977,15.10037518,71.60636902,15.22072983,932.7768555,15.22739601,65.9109726,15.18924999,891.3311157,15.1958952,59.52968216,15.15837479,891.1593018,15.16504192,60.13212204,15.12822914,857.3248901,15.13489628,58.09003067,15.25472927,77.85018921,15.26139641,14.86060143,15.28506279,69.11602783,15.29172897,12.77330494,15.31537437,81.90170288,15.32204151,14.39531326,15.34687519,77.600914,15.35354233,13.48897839,
15.50166607,418.2200928,15.50833321,93.23935699,15.53345871,344.4054871,15.54012489,78.38661957,15.56389523,313.2012634,15.57056236,121.0153961,15.59422874,382.4638977,15.60089588,71.18305206,15.72070789,947.088501,15.72737503,64.39775085,15.69037437,878.0137939,15.69704151,58.53672409,15.6592083,886.1630249,15.66587543,60.63098907,15.62804127,856.3468628,15.6347084,57.71917343,15.7562294,78.3742218,15.76289558,15.22965717,15.78539658,71.28486633,15.79206276,12.33311844,15.81612587,80.4180603,15.8227911,14.6503315,15.84745789,77.17998505,15.85412502,12.87026119,
16.00166702,418.3296509,16.00833321,91.88457489,16.03239632,339.7461243,16.0390625,76.10650635,16.06337547,312.3745728,16.07004166,116.3662796,16.0943737,378.9842834,16.10104179,73.52845001,16.22087479,951.0268555,16.22754288,65.57025909,16.19137383,870.8118286,16.19804192,60.58672333,16.16104126,892.1745605,16.16770744,57.97990799,16.13054276,865.5525513,16.13720894,58.6378479,16.25472832,79.2353363,16.26139641,15.20311356,16.28581238,69.42306519,16.29247856,13.30033875,16.31679153,78.76287842,16.32345772,14.32640934,16.34689522,78.35769653,16.35356331,13.26279736,
16.50166702,426.3233948,16.50837517,93.62807465,16.53239632,334.5724182,16.5390625,75.96786499,16.56404305,319.1335449,16.57070732,117.5157013,16.59420967,385.6836243,16.60087395,72.73023224,16.72120857,949.7022705,16.72787476,66.5876236,16.69104195,893.7349243,16.69770813,59.25697327,16.66054153,892.8458862,16.66720772,60.31918335,16.63004112,842.7009277,16.63670921,57.28730774,16.75670815,78.21721649,16.76339531,14.11826229,16.78720856,68.76815033,16.79387474,12.57121372,16.81764603,78.37630463,16.82431221,13.89190483,16.84831238,77.44345093,16.85497856,13.8436718,
17.00166702,434.7846375,17.00833321,94.28870392,17.03247833,351.7173462,17.03914642,74.70975494,17.06372833,310.6684875,17.07039642,118.6995239,17.0943737,377.0046997,17.10104179,70.35939026,17.22037506,930.6990356,17.22704315,65.17102051,17.19006348,883.6707764,17.19672775,58.74728775,17.16056252,896.8233032,17.1672287,61.21348572,17.12931252,838.7963257,17.13599968,57.23727798,17.25670815,77.6338501,17.26339531,13.74098778,17.28804207,70.5281601,17.29470825,12.96494102,17.31820869,78.75244141,17.32487679,14.10147858,17.34854126,77.30185699,17.35520744,13.13101006,
17.50166702,431.9325867,17.50833321,95.25540924,17.53320885,346.3661194,17.53987503,74.41299438,17.56339455,312.9029236,17.57006264,119.0429688,17.59404182,377.3634644,17.60070801,72.33818054,17.72087479,950.4586792,17.72754097,68.27883911,17.69020844,898.5701294,17.6968956,60.85940933,17.65954208,885.2628174,17.66622925,61.43301773,17.62939644,853.3931274,17.63606071,58.61603546,17.75487518,77.02822113,17.76154137,14.75403023,17.78587532,70.12709808,17.7925415,12.76802349,17.81654167,78.83099365,17.82320786,13.77335835,17.84654045,77.34023285,17.85322952,14.02662468,
18.00166702,440.4087524,18.00833321,96.57274628,18.0327282,338.8482666,18.03939629,74.72447968,18.06404305,319.7141418,18.07070923,119.0173569,18.09398079,377.587738,18.10064507,71.31839752,18.22104073,961.7382202,18.22772789,67.16023254,18.19087601,875.2268066,18.19754219,59.9426384,18.16054153,920.8205566,18.16720772,60.57211685,18.13020897,855.6029053,18.13687515,56.55893326,18.25754166,75.82520294,18.26420975,14.96955681,18.28804207,70.92650604,18.29470825,12.71472073,18.31923103,79.48654938,18.32589531,13.73306179,18.34954262,77.13434601,18.35622978,13.32760525,
18.50166702,443.2449036,18.50833321,94.78321838,18.53154182,341.8034973,18.53820801,74.57260132,18.56264687,305.7021179,18.56931114,117.2258682,18.59320831,384.3858643,18.5998764,70.92805481,18.72137451,949.7286377,18.7280407,67.38280487,18.69087601,898.7076416,18.69754219,58.93954468,18.66054153,900.249939,18.66720772,60.65105057,18.62937355,860.7183228,18.63604164,57.29140472,18.75673103,77.340065,18.76339531,14.01791,18.78689575,70.12266541,18.79356194,13.0831604,18.81789589,79.45912933,18.824543,13.82734394,18.84895897,78.14350891,18.85562515,13.30879498,
19.00166702,437.5864868,19.00833321,95.53686523,19.03220749,339.2808838,19.03887558,74.97512817,19.0627079,312.952301,19.06937408,117.2621384,19.09337616,382.5419617,19.10004044,71.37322235,19.21989632,942.3728638,19.2265625,67.86079407,19.18931198,874.1955566,19.19598007,59.51569366,19.15947914,870.6408691,19.16614532,61.2034874,19.1291256,854.8859253,19.13579178,57.36920547,19.2546463,78.03159332,19.26131248,14.32595634,19.28481293,68.82328033,19.29147911,12.44319534,19.31506348,78.47174072,19.32172775,14.51437473,19.34539604,79.25250244,19.35206223,13.69336891,
19.50166702,447.5372314,19.50833321,93.57207489,19.53270912,345.8624878,19.53937531,74.93287659,19.56372833,316.0431213,19.57039642,115.6452255,19.59370995,382.9339294,19.60037422,71.01747131,19.72020912,940.269165,19.72687531,68.85124207,19.68995857,888.8197021,19.69662476,60.96483231,19.66006279,874.7844238,19.66672897,60.11275101,19.62914658,841.6676636,19.63581276,55.66194534,19.75531197,79.76634216,19.76198006,14.82159996,19.78720856,69.63512421,19.79387474,12.46421051,19.81720734,80.02270508,19.82387543,13.49769306,19.84731293,77.65470886,19.85397911,13.39387226,
20.00166702,456.4341736,20.00833321,94.03788757,20.03264618,346.9938049,20.03931236,73.89992523,20.06264687,311.2611084,20.06931114,121.1253967,20.0935421,380.7852783,20.10022926,71.18436432,20.22056198,948.4598389,20.22723007,68.48461151,20.19039536,894.1239014,20.19706154,60.01748657,20.16056252,904.496521,20.1672287,59.54267502,20.13022804,853.2879028,20.13689613,57.81938553,20.25679207,77.51302338,20.26345825,14.53320122,20.28629112,69.03730011,20.29295921,13.60198879,20.31706429,80.25232697,20.32372856,14.04277897,20.34720802,78.32093048,20.35387611,13.8762207,
20.50166702,457.4610291,20.50833321,97.24372101,20.53204155,345.3904114,20.53870773,72.82893372,20.56304169,311.662384,20.56970787,119.1665955,20.59379005,375.0634155,20.60045815,70.76663208,20.72220802,940.1400146,20.72887611,69.17290497,20.69087601,893.2230225,20.69754219,60.78951645,20.66020966,865.8927002,20.66687393,61.05178833,20.62939644,843.0912476,20.63606071,56.59443283,20.75656319,79.85814667,20.76322746,15.15338993,20.78672981,69.28130341,20.793396,13.01985264,20.81722832,78.92419434,20.8238945,14.35880566,20.84756279,78.36499023,20.85422897,13.19412231,
21.00166702,453.511261,21.00833321,93.58214569,21.03270912,347.1018982,21.03937531,73.80686951,21.06320763,314.5862732,21.06987572,115.6116714,21.0943737,371.1768494,21.10104179,70.00038147,21.22156143,952.6273804,21.22822952,70.2759552,21.19114494,908.1236572,21.19781303,60.06773758,21.16064644,886.8381958,21.16731071,60.32700729,21.13004112,848.9718018,21.13670921,58.02357864,21.25737572,79.38931274,21.2640419,14.79172897,21.28697968,70.24732971,21.29364586,12.27634144,21.31770897,79.98829651,21.32437515,13.91586971,21.34781265,75.87017822,21.35448074,13.57251644,
21.50166702,467.5789795,21.50833321,93.41503906,21.53212547,336.4403687,21.53881264,72.03069305,21.56354141,315.7897339,21.5702095,117.840683,21.59412384,376.8806763,21.60079193,70.59727478,21.72020912,956.6091919,21.72687531,68.16964722,21.68972969,886.2128906,21.69639397,60.27502441,21.6592083,875.1524658,21.66587448,60.48352814,21.62789536,836.9630737,21.63456154,57.14857864,21.75545883,79.40796661,21.76212502,14.49386883,21.78662491,69.96808624,21.793293,13.39796448,21.81687355,79.69496155,21.82354164,13.79449272,21.84770966,77.60826874,21.85437393,13.88196182,
22.00166702,463.113678,22.00833321,93.38702393,22.03220749,336.9277344,22.03887558,70.5064621,22.0627079,312.1266785,22.06937408,116.620224,22.09297943,374.5258789,22.09964561,71.30497742,22.2206459,971.9359741,22.227314,69.97574615,22.1904583,872.4325562,22.19712448,59.73495865,22.16004181,879.458374,22.16670799,59.45217896,22.12904167,847.7492676,22.13570786,57.81945419,22.25529099,82.32765198,22.26195908,14.74171925,22.28545761,68.97693634,22.29212379,12.99351978,22.31589508,79.54413605,22.32256317,14.19758511,22.34654045,76.26261902,22.35320854,13.29469109,
22.50166702,477.4885864,22.50833321,94.89676666,22.53206253,343.4362183,22.53872871,71.66815948,22.56237602,304.8612061,22.5690403,116.125946,22.59289551,377.3256836,22.59956169,70.92521667,22.71920776,963.4155884,22.72587395,71.53442383,22.6888752,875.128418,22.69554329,58.51066589,22.65787506,887.769104,22.66456223,59.14223862,22.62804222,835.7966919,22.6347084,57.00130844,22.75472832,79.10723114,22.7613945,15.68025017,22.78506279,68.82656097,22.79172897,12.6918478,22.81637573,80.71186829,22.82304001,13.97688961,22.8467083,76.14071655,22.85337448,12.73918343,
23.00166702,466.5331421,23.00833321,95.37545013,23.03289604,345.7062988,23.03956223,71.39422607,23.06337547,309.2435913,23.07004166,117.6561508,23.09387398,368.1780396,23.10054207,68.3719101,23.22139549,960.8497314,23.22806168,71.80735016,23.19104195,875.3273926,23.19771004,60.87039185,23.16054153,907.2249756,23.16720772,59.94379425,23.1295414,847.1095581,23.13620758,56.10002518,23.25647926,78.19194794,23.26314545,15.91021347,23.28670883,69.741745,23.29337502,12.8595047,23.31770897,80.5537796,23.32437515,13.85876465,23.34804153,77.29268646,23.35470772,13.62267113,
23.50166702,474.2041626,23.50833321,96.42556,23.53220749,343.721405,23.53887558,69.85747528,23.56237602,318.1080322,23.5690403,117.3291931,23.59289551,376.9334106,23.59956169,69.73431396,23.72137451,970.1812744,23.7280407,73.12440491,23.69087601,876.8014526,23.69754219,59.35107803,23.66056252,883.6328125,23.6672287,58.26618576,23.6292305,829.4924316,23.63589668,56.78887939,23.75670815,83.08595276,23.76339531,16.42756844,23.78820801,69.98919678,23.79487419,11.98143482,23.81787491,80.20607758,23.824543,13.99621201,23.84820747,76.67881775,23.85489464,13.35518265,
24.00166702,472.8730469,24.00833321,95.67842865,24.03287506,341.7980042,24.03956223,70.45999908,24.06347847,307.8255615,24.07014656,119.0057449,24.09372902,375.026123,24.10039711,68.8871994,24.22154045,956.9859619,24.22820854,71.3427887,24.19106293,888.4276123,24.19772911,59.5110321,24.16045761,892.0411377,24.16712379,59.620121,24.12937355,836.4021606,24.13606071,56.34313202,24.25720787,83.5929184,24.26387596,16.0124588,24.28754044,68.07316589,24.29420853,13.31400013,24.31787491,79.06004333,24.324543,14.40911579,24.34737587,76.63365173,24.35404205,13.13371944,
24.50166702,474.9152527,24.50833321,93.03004456,24.53206253,348.3162537,24.53872871,72.33218384,24.56287384,306.5853577,24.56954193,116.7167664,24.59320831,377.7704773,24.5998764,70.18260956,24.72172928,964.5547485,24.72839546,72.21196747,24.69054222,888.6727295,24.69722939,59.4842453,24.66004181,886.5842285,24.66670799,58.83847046,24.62956429,838.7462769,24.63622856,55.55394363,24.75531197,83.81977844,24.76198006,15.97201824,24.78597832,69.505867,24.79266739,13.05384731,24.81639671,78.08110046,24.8230629,14.22802258,24.84772873,76.73307037,24.85439682,13.70258904,
25.00166702,477.0254822,25.00833321,95.25974274,25.03256226,345.2295532,25.03922844,69.202034,25.06320763,311.2730103,25.06989479,114.7757263,25.0943737,370.8579102,25.10104179,69.66186523,25.22104073,974.5722656,25.22770882,72.77887726,25.19154167,885.6070557,25.19820786,58.83292007,25.1612072,878.3884888,25.16787529,62.06902695,25.13070869,829.9550781,25.13737679,56.59006119,25.25720787,85.59577179,25.26387596,16.44500542,25.28754044,69.33829498,25.29420853,12.61525154,25.31720734,79.05007935,25.32387543,13.94996166,25.34820747,79.02053833,25.35487556,14.13903809,
25.50166702,495.8805237,25.50833321,94.99357605,25.53220749,347.56073,25.53887558,70.59144592,25.56247902,305.0337524,25.56914711,115.3892059,25.59337616,371.5314026,25.60004044,69.79103851,25.71829224,976.15448,25.72495842,73.44532776,25.68747902,885.7521973,25.69414711,59.73290253,25.65797997,878.7554932,25.66464615,59.80423355,25.6264782,848.6086426,25.63314629,57.18667221,25.75414658,83.87807465,25.76081276,15.8337574,25.78454208,69.97051239,25.79120827,13.14202881,25.81395912,79.51822662,25.82062531,14.51085854,25.84489632,77.66468048,25.8515625,13.59138584,
26.00166702,495.749176,26.00833321,96.94268799,26.03331375,345.7433167,26.03997993,69.16383362,26.06354141,307.0663757,26.0702095,115.2052612,26.09406281,368.5640869,26.10072899,70.73978424,26.22139549,991.0124512,26.22806168,73.70812225,26.19120979,884.4488525,26.19787598,59.46648026,26.15989494,877.25,26.16656303,60.30693817,26.12931252,836.3821411,26.1359787,57.3831749,26.25747871,82.63633728,26.2641468,17.73862076,26.28731346,70.68267822,26.29397964,13.0966301,26.31820869,78.96379089,26.32487679,14.48002911,26.34847832,77.60272217,26.3551445,13.34305477,
26.50166702,483.2724915,26.50833321,95.62893677,26.53239632,352.2736511,26.5390625,69.12290955,26.56273079,307.5576172,26.56939507,117.1421051,26.59220695,370.8480835,26.59887505,69.42881775,26.71831322,987.1369629,26.7249794,76.04171753,26.68814468,887.8895874,26.69481277,59.923172,26.65770912,884.7828369,26.66437531,61.04081726,26.62672997,809.7041626,26.63339615,56.15403366,26.75437355,84.73783875,26.76104164,16.94907188,26.78470802,68.41596222,26.79137611,12.88850594,26.8147068,78.54264832,26.82137489,13.80289555,26.84554291,76.48883057,26.85223007,14.37485313,
27.00166702,502.9607544,27.00833321,100.2865448,27.03189468,352.2932434,27.03856277,68.56602478,27.062397,304.6741333,27.06906319,116.808403,27.09289551,378.294342,27.09956169,68.89832306,27.22054291,966.8161011,27.22720718,74.14350891,27.19031143,879.3092041,27.19697952,59.76700974,27.15970802,896.6394043,27.16637611,59.94176865,27.12849998,827.2713623,27.13516617,56.43185425,27.2565403,86.78853607,27.26320839,16.75638771,27.28670883,70.29905701,27.293396,12.76742744,27.31770897,79.26429749,27.32437515,14.64942455,27.34806252,76.71783447,27.3547287,14.50779057,
27.50166702,499.3908386,27.50833321,96.68022156,27.53120995,343.9146729,27.53789711,68.16944122,27.56237602,304.9215698,27.5690403,113.7238083,27.59287453,371.1893616,27.59956169,69.03718567,27.72137451,951.3569336,27.7280407,76.10179138,27.69072914,875.713501,27.69739532,60.10264587,27.66006279,880.4364624,27.66672897,60.10860443,27.62906265,827.7417603,27.63573074,57.71363449,27.75679207,87.11248779,27.76345825,17.5245018,27.78672981,67.90695953,27.793396,12.89885902,27.8170414,78.98126221,27.82370758,14.69753742,27.84737587,77.44103241,27.85404205,14.01676941,
28.00166702,512.3927002,28.00833321,97.89944458,28.03137398,354.0221558,28.03804207,69.74749756,28.06237602,311.5552979,28.0690403,117.3914032,28.09304237,374.791687,28.09970856,70.00621033,28.21887398,981.1174316,28.22554207,75.34013367,28.18920898,882.8338013,28.19587326,60.8437233,28.15937424,897.7835083,28.16604233,59.2977562,28.12837601,833.3579712,28.13504219,57.19690323,28.25272751,90.31280518,28.2593956,17.75613594,28.28404045,67.45803833,28.29070854,13.31042576,28.3138752,81.16559601,28.32056236,14.93835258,28.34504128,76.50302124,28.35170937,13.62204075,
28.50166702,518.8179321,28.50833321,100.2661514,28.53204155,344.8532715,28.53872871,69.94959259,28.5627079,305.5578308,28.56937408,115.7687607,28.59314537,369.2112732,28.59981346,69.41938019,28.71981239,1000,28.72647858,74.70085907,28.68981361,871.664917,28.69647789,59.05458832,28.65937424,883.8078003,28.66606331,59.20649338,28.62887573,817.5535889,28.63554001,56.97629929,28.75620842,90.78487396,28.7628746,17.77652931,28.78731346,69.92235565,28.79397964,13.64186668,28.81829262,80.23307037,28.8249588,14.67045879,28.84897804,76.45456696,28.85564613,14.12037849,
29.00166702,514.9572144,29.00833321,98.639328,29.03254128,346.3655701,29.03920937,66.03121185,29.06281281,309.2860718,29.06947899,114.5037079,29.09389687,367.6755981,29.10056114,67.84169769,29.2217083,976.8955078,29.22837448,78.05458069,29.19154167,868.6090088,29.19820786,58.64120865,29.16020966,873.5133667,29.16687393,60.5736618,29.12981224,824.3842773,29.13647842,57.12198639,29.257061,91.10610199,29.2637291,17.34261513,29.28772926,68.80191803,29.29439545,12.57346535,29.3187294,79.13375092,29.32539749,14.26895332,29.34939575,77.30147552,29.35606194,13.93201733,
29.50166702,513.3774414,29.50833321,97.51631927,29.53120995,350.3895874,29.53787422,66.76409149,29.56170845,311.2161255,29.56837654,117.3459702,29.59262466,371.0039978,29.59929276,67.49398804,29.71904182,980.093689,29.72570801,78.52175903,29.68870926,889.5479736,29.69537544,59.28003311,29.6592083,876.7789307,29.66587448,60.4666481,29.62804222,824.765625,29.6347084,56.98939133,29.75470734,93.67323303,29.76137543,18.10158539,29.7853756,69.61229706,29.79204178,12.45267773,29.81564522,77.65016174,29.82231331,13.84476662,29.84589577,75.42560577,29.85256386,13.86852837,
30.00166702,521.2128296,30.00833321,98.97521973,30.03220749,347.4247131,30.03889656,67.59921265,30.06237602,308.5186768,30.0690403,113.605011,30.09370995,358.7243958,30.10037422,69.36629486,30.2185421,978.6945801,30.22522926,76.22566986,30.18854141,874.8718872,30.1952095,60.34733582,30.15820885,887.755249,30.16487503,58.07578659,30.12756348,819.3045654,30.13422775,56.56985092,30.25470734,93.977005,30.26137543,18.46251869,30.28520966,70.33321381,30.29187393,12.33890724,30.31554222,79.75340271,30.3222084,14.53041267,30.34604073,75.84230804,30.35270882,13.12067318,
30.50166702,528.5404053,30.50833321,99.39888763,30.53204155,340.2478027,30.53870773,68.80753326,30.56287384,306.5172424,30.56954193,116.1871567,30.59304237,369.2100525,30.59970856,66.70019531,30.71870995,984.0180054,30.72537422,75.96348572,30.68854141,878.8287354,30.6952095,60.16623306,30.65829277,902.4237061,30.66495705,59.88125229,30.6272068,814.1448975,30.63389397,56.84751892,30.75406265,96.08499908,30.76073074,18.73916626,30.78520966,69.45323944,30.79187393,12.88286495,30.81570816,79.89797211,30.82237625,14.77924156,30.84604073,77.20975494,30.85272789,13.96275139,
31.00166702,534.3016357,31.00833321,101.5226517,31.03297997,343.3056641,31.03964615,67.18917847,31.06329155,305.4407959,31.06995773,114.9180298,31.09420776,369.5579224,31.10087395,68.05466461,31.22087479,996.8457642,31.22754097,79.88162994,31.19039536,889.029541,31.19706154,58.34695816,31.15939522,876.607666,31.16606331,60.05102158,31.12822914,832.6422729,31.13489532,56.57992172,31.25670815,96.07539368,31.26337433,18.87136078,31.28687477,70,31.29354286,12.47043991,31.31737518,80.06158447,31.32404137,15.03133392,31.34837532,75.51081085,31.3550415,13.6499424,
31.50166702,538.46875,31.50837326,97.98479462,31.53239632,347.4236755,31.5390625,67.49904633,31.56304169,305.8404541,31.56970787,118.4052734,31.59379005,367.0549622,31.60045815,67.65994263,31.72104073,993.4334106,31.72770882,80.40156555,31.69064522,877.3394775,31.69731331,60.21749496,31.66054153,864.9136353,31.66720772,60.23961258,31.63020897,832.1876221,31.63687515,55.99555969,31.75687408,96.6186142,31.76354218,18.79717445,31.7873764,69.45533752,31.79404068,13.35137749,31.81787491,79.79243469,31.824543,14.20961571,31.84804153,77.33778381,31.85470772,13.94890308,
32.00166702,544.4176025,32.00833511,99.22051239,32.03173065,341.5508423,32.03839493,67.48516083,32.06172943,307.1091919,32.06839752,116.572403,32.09270859,366.0249939,32.09939575,69.75082397,32.2202301,988.6694336,32.22691727,78.11534119,32.1897316,867.8406982,32.19639587,59.41236496,32.15956116,863.8817139,32.16622925,60.34466553,32.12895966,816.7718506,32.13562393,56.73943329,32.25554276,101.2645264,32.26222992,19.40317726,32.28606033,68.90460968,32.29272842,13.08589745,32.31722641,78.87148285,32.3238945,14.83537483,32.3478775,76.27822876,32.35454178,13.25012398,
32.50166702,548.3138428,32.50833511,101.7566757,32.53304291,343.2070313,32.53970718,67.5588913,32.56304169,306.3594055,32.56972885,111.5925674,32.59387589,377.3988342,32.60056305,69.10263824,32.7228775,1000,32.72954178,80.31427002,32.69220734,867.2568359,32.69887543,60.38427353,32.66097641,876.3904419,32.66766739,58.23006439,32.63004303,835.1000366,32.63670731,56.94670105,32.75845718,99.44655609,32.76512527,20.05894661,32.78904343,69.61322784,32.7957077,13.07205391,32.81954193,81.44944,32.82621002,13.99760818,32.85014725,77.56797028,32.85681152,13.66224384,
33.00166702,543.4232178,33.00833511,100.3976517,33.03254318,350.2794495,33.03920746,67.36135864,33.06372833,305.7320557,33.07039642,115.2429276,33.09420776,364.4976196,33.10087585,65.68270111,33.22189713,1000,33.2285614,80.84394073,33.19106293,868.0527954,33.19773102,58.12579346,33.15970993,891.2396851,33.16637421,61.01854324,33.12987518,823.7932129,33.13654327,56.97455215,33.25748062,100.8713531,33.2641449,19.84119225,33.28731155,69.5541687,33.29397964,13.26031303,33.3175621,79.21922302,33.32423019,14.92716789,33.34887314,75.39788055,33.35554123,13.44020748,
33.50166702,547.5927124,33.50833511,101.8767319,33.53370667,346.5527039,33.54037476,64.76236725,33.56420898,305.6944885,33.57087326,113.6258545,33.59447861,365.1192322,33.6011467,66.43676758,33.71997833,998.7382202,33.72664642,82.0184021,33.68997955,873.2553101,33.69664383,58.78432465,33.65937424,871.0023804,33.66604233,59.74110413,33.62820816,821.6391602,33.63489532,56.1095047,33.7573967,101.6675644,33.76406097,19.92064285,33.78756332,68.90312958,33.79423141,13.1175375,33.81772995,77.58251953,33.82439423,14.54885006,33.84822845,76.81713104,33.85489655,13.7935276,
34.00166702,551.6724243,34.00833511,100.5381012,34.03187561,348.181488,34.03853989,66.33424377,34.06222916,302.1476135,34.06889725,115.144577,34.09270859,364.4531555,34.09937668,67.32499695,34.21954346,1000,34.22620773,81.40653229,34.18854141,875.8850708,34.19520569,59.92416382,34.15820694,877.5375977,34.16487503,59.08504868,34.12831116,824.333374,34.13497543,56.13998795,34.25621033,103.5440598,34.2628746,20.81280708,34.28604507,69.12418365,34.29270935,12.82359028,34.31656265,80.49044037,34.32323074,14.8253212,34.34706116,77.91727448,34.35370636,14.06274509,
34.50166702,564.9886475,34.50833511,102.6771393,34.53270721,351.1660461,34.53937531,66.53312683,34.56222916,303.9133911,34.56889725,113.833992,34.59354401,367.1201172,34.60020828,65.80214691,34.7202301,990.6691895,34.72689438,82.8075943,34.69070816,874.121521,34.69737625,59.14431381,34.65970993,871.9309692,34.66637421,59.57393646,34.62937546,841.1625977,34.63604355,56.84217453,34.7562294,105.5343399,34.76289368,21.23451233,34.78729248,69.7312088,34.79395676,12.88473225,34.81739426,79.63825989,34.82406235,14.83487129,34.84804153,75.89450836,34.85470963,13.67555141,
35.00166702,568.6989746,35.00833511,99.81627655,35.03154373,350.9871216,35.03820801,65.32334137,35.06200027,304.539093,35.06866837,114.8031311,35.09362411,363.5501404,35.10029221,66.49124146,35.22137451,997.1081543,35.2280426,82.31443787,35.19104004,863.6981201,35.19770813,59.0079689,35.16054153,905.3154297,35.1672287,59.24618912,35.12937546,821.1378174,35.13606262,56.47698212,35.25654221,104.9862671,35.26320648,21.35612106,35.28687286,69.0847702,35.29354095,12.88057327,35.31703949,81.28217316,35.32373047,14.26700687,35.34770966,77.85431671,35.35437393,13.75234318,
35.50166702,568.1053467,35.50833511,101.8126831,35.53287506,347.9877014,35.53954315,65.33615875,35.56370926,305.8117065,35.57037354,116.0221481,35.59431076,364.8716431,35.60097885,65.16124725,35.72087479,1000,35.72756195,82.57370758,35.69054413,888.6807861,35.6972084,58.26653671,35.66054153,882.9937134,35.66720963,59.18796158,35.62970734,832.4473267,35.63637543,56.13206863,35.75704193,108.392128,35.76371002,21.11505318,35.78720856,69.15662384,35.79387665,12.51377583,35.81703949,79.43938446,35.82373047,14.49887466,35.84737396,76.46068573,35.85404205,13.96725559,
36.00166702,574.6994019,36.00833511,102.6146927,36.03253937,342.4830322,36.03920746,67.45170593,36.06387711,309.4581299,36.07054138,114.214325,36.09462357,368.8429565,36.10129166,64.47750092,36.22247696,1000,36.22914505,84.21518707,36.19179153,881.3706055,36.19845963,58.9703064,36.16137695,872.1932373,36.16804123,58.42912674,36.13054276,829.0053101,36.13720703,55.89405823,36.25770569,109.3354721,36.26437759,21.72280502,36.28804016,67.36933136,36.29471207,12.31957531,36.31854248,81.19367981,36.32522964,14.21028328,36.34904099,77.8067627,36.35570908,13.36242867,
36.50166702,568.822937,36.50833511,103.8099823,36.53145599,350.7658691,36.5381279,63.70308304,36.56287384,303.2309875,36.56954193,112.4062347,36.59256363,365.2197571,36.59923172,67.28146362,36.71989822,1000,36.7265625,82.50601196,36.68970871,873.510437,36.69637299,59.10964584,36.65920639,877.923584,36.66587448,58.9056015,36.62887192,812.1953735,36.63554382,56.81270599,36.75556183,108.6268005,36.7622261,21.45894432,36.78623199,70.15766144,36.79289627,12.38980675,36.81653976,80.21434021,36.82323074,14.66747189,36.84770966,76.71035004,36.85437393,14.27779961,
37.00166702,574.4918213,37.00833511,103.1369934,37.03187561,348.7240601,37.03853989,64.87430573,37.06272888,304.572876,37.06939697,113.5141296,37.09387589,373.8068237,37.10056305,65.30456543,37.22056198,1000,37.22723007,85.07714081,37.19104004,888.3334351,37.19770813,59.15041733,37.16031265,857.8347778,37.16699982,60.81888199,37.13037491,830.3640137,37.13703918,56.60866928,37.25645828,112.0074539,37.26312637,21.5851059,37.28731155,67.88483429,37.29397964,13.15708542,37.31764603,80.28816223,37.32431412,14.14870358,37.34822845,77.25962067,37.35489655,13.46661568,
