Sample D1_Ex509_Em563,,Sample D1_Ex509_Em660,,Sample D2_Ex509_Em563,,Sample D2_Ex509_Em660,,Sample D3_Ex509_Em563,,Sample D3_Ex509_Em660,,Sample D4_Ex509_Em563,,Sample D4_Ex509_Em660,,Sample E1_Ex509_Em563,,Sample E1_Ex509_Em660,,Sample E2_Ex509_Em563,,Sample E2_Ex509_Em660,,Sample E3_Ex509_Em563,,Sample E3_Ex509_Em660,,Sample E4_Ex509_Em563,,Sample E4_Ex509_Em660,,Sample F1_Ex509_Em563,,Sample F1_Ex509_Em660,,Sample F2_Ex509_Em563,,Sample F2_Ex509_Em660,,Sample F3_Ex509_Em563,,Sample F3_Ex509_Em660,,Sample F4_Ex509_Em563,,Sample F4_Ex509_Em660,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
41.00166702,407.212616,41.00831223,168.1347198,41.0318985,294.356781,41.03856277,152.4097443,41.06245804,226.2301025,41.06912613,138.7957001,41.09289551,366.6456604,41.09955978,147.3229065,41.22029114,771.1776733,41.22695541,56.29003906,41.18981171,611.3760376,41.1964798,47.30421066,41.15920639,632.104248,41.16587448,45.60591888,41.12862396,696.409729,41.13529205,51.02188873,41.25579071,113.7672272,41.26247787,22.954216,41.28662491,78.81620789,41.29328918,14.55480576,41.31614685,75.48921204,41.32281113,14.23260117,41.34795761,92.97624969,41.3546257,18.37182999,
41.50166702,410.6973267,41.50831223,168.8759308,41.53247833,295.1915588,41.53914261,153.3955994,41.5634613,226.041687,41.57012558,136.3006287,41.59358215,377.5158386,41.60029221,145.5605774,41.72029114,773.760498,41.72695541,57.70898819,41.69012451,613.1869507,41.6967926,47.09523773,41.65948105,642.0691528,41.66614532,47.60520172,41.62979507,693.0772705,41.63645935,51.46877289,41.75595856,114.4412308,41.76264572,23.85859299,41.78647995,78.30082703,41.79314804,14.83559799,41.81812286,75.35355377,41.82481384,14.09912586,41.84929276,95.63121033,41.85595703,17.44286919,
42.00166702,411.9727173,42.00833511,171.2942047,42.03197861,288.5494385,42.0386467,150.5270538,42.06262589,225.7061157,42.06929016,138.3354187,42.09379196,375.3108521,42.10046005,147.8694305,42.22062683,768.7824097,42.22731018,56.48809433,42.19081116,611.8973389,42.19747543,45.53853989,42.16028976,625.0854492,42.16695786,47.07000351,42.12981415,697.0144653,42.13647842,52.46194839,42.25679016,117.0709,42.26348114,23.61551094,42.28729248,81.08631897,42.29395676,14.93291187,42.31829071,76.8537674,42.3249588,14.20618343,42.34812546,93.87638855,42.35479355,17.37730217,
42.50166702,417.6579895,42.50831223,172.1874695,42.53129196,299.6062927,42.53796005,151.3877869,42.56195831,224.965744,42.56864548,136.8309174,42.59297943,374.4644165,42.59964752,143.9842072,42.72029114,778.0795288,42.72695541,56.78903198,42.68995667,614.9710693,42.69662857,46.78657532,42.6593132,639.0062866,42.66597748,45.81702042,42.62829208,691.3543701,42.63495636,51.11024475,42.75562286,118.8962021,42.76231384,24.28224373,42.78673172,79.55432892,42.793396,14.85128307,42.81695938,75.20096588,42.82364655,13.89477253,42.84778976,97.46800232,42.85445786,17.36807251,
43.00166702,410.1524353,43.00831223,168.6037598,43.03212357,292.0130005,43.03881454,150.4367218,43.06262589,234.054184,43.06929016,136.2301941,43.09289551,378.1828613,43.09955978,145.2777252,43.22114563,757.8566284,43.22780991,58.03929138,43.19047928,604.8099365,43.19714737,45.62382889,43.15929413,618.005249,43.16597748,47.4544487,43.12945938,698.2681274,43.13612366,52.56629944,43.25645828,118.6603775,43.26312637,24.12752533,43.28746033,78.5326767,43.2941246,14.76881313,43.31748199,76.30801392,43.32414627,14.73868561,43.3488121,95.28028107,43.35548019,18.1285038,
43.50166702,424.1318054,43.50831223,170.8315125,43.53245926,291.3356628,43.53912354,150.6664429,43.56320953,229.1454468,43.56987381,133.176239,43.59364319,382.9640503,43.60031509,144.5325165,43.72012711,757.2436523,43.72679138,57.23373032,43.68964386,621.3623047,43.69631195,45.83995438,43.65864563,635.0039063,43.66530991,45.49289322,43.62737656,697.0481567,43.63404083,53.06535721,43.75595856,125.5314178,43.76262665,24.33145523,43.7863121,79.66451263,43.79298019,15.03902721,43.81629181,75.77713776,43.82297897,14.61524677,43.8468132,96.46315765,43.85347748,18.45882034,
44.00166702,418.6054077,44.00831223,171.3009796,44.03179169,292.5336304,44.03845978,152.0223541,44.06245804,231.823349,44.06912613,137.5037537,44.09339523,383.8846436,44.10005951,141.7893372,44.22062683,756.9524536,44.22729111,56.78540421,44.18979263,611.2520752,44.19646072,45.94274902,44.15995789,613.3344727,44.16662598,46.38369751,44.12931442,697.1195679,44.1359787,52.70629883,44.25481415,124.2811584,44.26147842,25.47888756,44.28547668,78.76824188,44.29214859,14.38071537,44.31645966,76.51599884,44.32312393,14.56385517,44.34704208,99.21051025,44.35370636,18.60446739,
44.50166702,426.9500427,44.50831223,171.2371063,44.53214645,289.3578186,44.53881454,149.1923676,44.56229401,228.6316528,44.56897736,133.9520416,44.59314728,383.5519409,44.59981155,141.5589294,44.7212944,764.230896,44.72795868,58.32255554,44.69114685,610.3059082,44.69781113,46.64417267,44.66020966,622.1577148,44.66689301,46.552742,44.62906265,702.5808716,44.63573074,51.8287468,44.75529099,127.5880966,44.76195908,24.65999222,44.78522873,77.71151733,44.79189301,14.2975359,44.81631088,75.22084808,44.82297897,14.86978912,44.84595871,97.1171875,44.85264587,18.53562737,
45.00166702,431.3534546,45.00831223,166.015564,45.03147888,289.8648682,45.03814697,145.9422607,45.06164551,229.3802948,45.06830978,133.6916809,45.09295654,383.7909546,45.09962463,139.9047241,45.21931076,761.4239502,45.22597885,57.4017868,45.18979263,612.413269,45.19646072,46.29763031,45.15912628,619.9144897,45.16579056,46.14056015,45.12862396,700.369751,45.13529205,50.63497925,45.25245667,126.5118103,45.25912857,25.79548454,45.28412628,80.6733017,45.29079056,14.95541668,45.31378937,77.722229,45.32045746,14.77302647,45.34447861,96.85932922,45.3511467,18.12905884,
45.50166702,429.7127991,45.50831223,168.8258362,45.53129196,283.8299561,45.53796005,150.4446106,45.56145859,229.9684906,45.56812286,135.3190155,45.59148026,383.1565857,45.59814453,140.1152344,45.71839523,756.1178589,45.72505951,58.84533691,45.68812561,613.00354,45.69478989,46.65642548,45.65745926,628.2695313,45.66414261,46.76782227,45.6275444,695.0722046,45.63420868,52.99356079,45.7541275,126.2970276,45.76079178,25.47406578,45.78487396,80.3126297,45.79154205,14.97079849,45.81531143,79.15970612,45.82197952,13.57035351,45.84579086,98.93340302,45.85247803,18.69756699,
46.00166702,437.877655,46.00831223,170.0937195,46.03114319,282.9776917,46.03781509,146.1358795,46.06245804,232.3162994,46.06912613,134.1657257,46.09312439,380.3398743,46.09979248,140.3844147,46.21895599,765.4611816,46.2256279,60.37324905,46.18912506,617.1021729,46.19579315,44.95858002,46.15945816,623.8243408,46.16612625,45.90525818,46.12945938,706.0488892,46.13612366,52.50082397,46.25379181,132.851593,46.26045609,27.00344086,46.28404236,80.62243652,46.29070663,15.58160114,46.31447601,75.40400696,46.32114792,14.13240147,46.34445953,99.9436264,46.3511467,19.31082726,
46.50166702,446.4829102,46.50831223,168.4405365,46.53129196,281.5643616,46.53796005,144.8661804,46.56279373,236.8244629,46.56945801,132.5130615,46.59247971,389.6103821,46.59914398,138.7807159,46.71981049,767.3383179,46.72648239,60.85616302,46.68979263,611.8901367,46.69646072,46.35462189,46.65839386,631.2313843,46.66506195,45.46417618,46.62814713,695.9515991,46.63481522,53.86413574,46.75572968,132.5387878,46.76239395,27.13953972,46.78612518,79.05909729,46.79278946,14.67461872,46.81679153,75.70498657,46.82345963,14.82826042,46.84812546,100.2705231,46.85479355,19.39649391,
47.00166702,444.9915466,47.00831223,166.2489929,47.03279114,281.6570435,47.0394783,147.1946564,47.06356049,238.4017944,47.07023239,131.5690918,47.09412384,384.4501648,47.10079193,139.6532288,47.22003937,768.0180664,47.22670746,60.10779572,47.18964386,604.1495361,47.19631195,46.32374573,47.15914536,623.4567871,47.16581345,46.24554443,47.12773132,695.0158691,47.1343956,53.05018234,47.25564957,130.2200165,47.26231384,27.08804703,47.28629303,78.97473145,47.29295731,14.32291698,47.31622696,78.60009003,47.32289505,14.25621319,47.34737396,102.2954559,47.35404205,19.78856468,
47.50166702,452.8379517,47.50831223,168.5533295,47.53212357,278.6125488,47.53879166,146.7695313,47.56298065,241.7648163,47.56964493,133.2575073,47.59328842,388.0964355,47.59996033,137.9638519,47.72012711,765.2554932,47.72679138,58.79091644,47.69031143,619.159668,47.69697952,46.67945862,47.65962219,624.4434204,47.6662941,47.11844254,47.62831116,693.5472412,47.63497543,53.56178665,47.75645828,139.5388947,47.76312637,27.65901756,47.78656387,77.87232971,47.79322815,15.07299042,47.81764603,76.26306152,47.82431412,14.40883923,47.84856415,102.5469208,47.85522842,20.16495705,
48.00166702,455.9534302,48.00831223,168.0169678,48.03312683,285.7752686,48.03979111,145.8865356,48.06362152,234.8977814,48.07029343,134.9423828,48.09414291,383.5643921,48.10081482,138.7798462,48.22145844,750.5452881,48.2281456,59.57268143,48.19112396,604.4579468,48.19781113,47.23019409,48.16031265,633.0578003,48.16698074,46.01447678,48.13072968,706.5089111,48.13739395,54.43118668,48.25762558,141.4384918,48.26428986,28.49639893,48.28797913,80.38264465,48.2946434,15.14206028,48.31879044,74.93667603,48.32545853,14.83717251,48.3499794,102.7466965,48.35664368,19.78386116,
48.50166702,461.1126709,48.50831223,171.4322205,48.53147888,285.7183533,48.53814697,144.6253357,48.56229401,241.5894775,48.56895828,128.4695587,48.59306335,388.0686951,48.59972763,136.9755554,48.71931076,779.7548218,48.72597885,59.54719543,48.68981171,615.109375,48.69649887,47.52514648,48.65929413,623.7251587,48.6659584,46.60934448,48.62947845,694.3754272,48.63614655,54.2612381,48.75512695,142.6368256,48.76181412,28.24691772,48.78545761,79.47107697,48.7921257,15.25021839,48.81562424,76.41500854,48.82228851,14.75986862,48.84612656,102.3242416,48.85279083,19.58036232,
49.00166702,465.6034546,49.00831223,168.1450653,49.03114319,278.7547302,49.03781509,145.9130402,49.06264496,235.624939,49.06931305,133.8112793,49.09345627,390.9312439,49.10012436,136.9875336,49.21895599,771.3018188,49.2256279,59.19118118,49.18881607,622.821228,49.19548035,46.65962219,49.15795898,625.5982056,49.16462326,46.42766571,49.12745667,709.9658203,49.13412857,54.37460709,49.25512695,143.1258698,49.26179123,28.08786011,49.28514481,77.25504303,49.2918129,14.02727795,49.31629181,75.50410461,49.32295609,14.68539333,49.34672928,103.2155304,49.35339737,19.43954659,
49.50166702,465.7183533,49.50831223,169.1638184,49.53256607,277.0643311,49.53923035,143.0967407,49.56279373,240.5321808,49.56945801,130.9116364,49.59289551,388.3957214,49.59955978,136.9251099,49.71881104,768.1646118,49.72547913,59.27960587,49.68812561,616.1133423,49.69478989,46.92002487,49.65812683,625.0789185,49.66479111,46.5228157,49.62697601,698.446106,49.63364792,54.84739304,49.75406265,145.8438416,49.76074982,27.51992226,49.7846489,78.86466217,49.79131317,14.49491978,49.81497955,78.79029846,49.82164764,14.18004227,49.84612656,105.7824173,49.85279083,19.72787285,
50.00166702,465.044342,50.00831223,168.5156097,50.03281403,276.8354797,50.0394783,141.6442566,50.0634613,236.6383057,50.07012558,129.4682922,50.09412384,386.6167297,50.10081482,133.4539032,50.2221489,770.8292847,50.22881317,60.83426666,50.19189453,614.0543823,50.19856262,46.53373337,50.16064453,621.4822998,50.16731262,46.86145782,50.13029099,697.604126,50.13695908,53.11189651,50.2578125,147.949234,50.26447678,29.36399269,50.28895569,79.01074219,50.29562759,14.84057045,50.31939697,78.05960846,50.32606125,14.46975327,50.35012436,106.0080566,50.35679245,19.72391129,
50.50166702,468.589447,50.50831223,167.3724365,50.53145599,280.7111511,50.5381279,140.1020813,50.56197739,242.474472,50.56864548,129.2795868,50.5927887,395.0275574,50.5994606,134.8988953,50.71714783,771.8501587,50.7238121,59.6581955,50.68681335,607.7713013,50.69347763,47.96227264,50.65712357,621.776062,50.66379166,46.66705704,50.62678909,692.8726807,50.633461,55.30038071,50.7533989,150.655014,50.76006317,29.72081566,50.7831459,79.58816528,50.78981018,14.84883213,50.81462479,77.73983765,50.82129288,14.48942184,50.84456253,106.3041992,50.85123062,19.50291634,
51.00166702,485.9452515,51.00831223,170.2947845,51.03245926,276.0423584,51.03912354,141.5861053,51.06378937,242.5771484,51.07045746,127.4704666,51.09412384,388.929657,51.10079193,134.0961914,51.22148132,792.6764526,51.2281456,61.1312294,51.19031143,613.5064087,51.19697952,46.44942093,51.15997696,615.0855103,51.16664505,45.89198303,51.12979507,698.267395,51.13645935,53.62863159,51.25731277,149.8890686,51.26398087,29.74396896,51.2874794,79.14206696,51.29414368,14.78055668,51.31879044,76.37482452,51.32545853,14.71962452,51.34923172,106.1655807,51.355896,20.1068821,
51.50166702,483.1355591,51.50831223,167.9447632,51.53206253,278.6329346,51.53873062,141.802597,51.56189728,248.4192963,51.56856155,130.7717285,51.5927887,391.8275757,51.5994606,133.9139099,51.71979141,765.0650024,51.72645569,60.02435303,51.68914413,613.3883057,51.69581223,47.48889923,51.65864563,629.0386353,51.66530991,45.81973267,51.62829208,706.0903931,51.63495636,55.84996033,51.75545502,152.8148499,51.762146,30.14738274,51.78597641,78.90260315,51.79264832,15.24578381,51.81656265,79.99007416,51.82323074,14.48466015,51.84737396,107.6870499,51.85404205,19.16814423,
52.00166702,480.5047607,52.00831223,169.5483093,52.03204346,275.6584473,52.03870773,139.050766,52.06262589,244.6808929,52.06929016,127.3166962,52.09256363,391.8292847,52.09923172,133.247879,52.21947861,786.5935669,52.2261467,61.33084106,52.18906403,607.9128418,52.1957283,47.91542816,52.1587944,621.7684326,52.16545868,46.09917831,52.12929153,711.7211914,52.13595963,55.72906494,52.25512695,157.7769775,52.26179123,30.97679138,52.28578949,78.75746918,52.29248047,14.58835983,52.31631088,80.64862823,52.32297897,15.0007391,52.34712219,108.4158249,52.3537941,20.67132759,
52.50166702,491.1081848,52.50831223,172.5894623,52.53231049,274.0811157,52.53898239,140.8603363,52.56312561,248.2328796,52.56978989,127.9139252,52.59262848,398.4807739,52.59931183,130.5067291,52.72029114,769.9366455,52.7269783,61.8156395,52.69029236,609.8014526,52.69695663,47.45204926,52.6593132,631.0352173,52.66597748,46.6359787,52.62879181,717.7909546,52.63545609,56.76011276,52.75495911,161.1836395,52.76162338,31.07090569,52.78528976,80.08353424,52.79195786,15.02753353,52.81595993,78.10164642,52.82262421,15.23633957,52.84664536,110.6678467,52.85331345,20.45368576,
53.00166702,487.1447754,53.00831223,166.2667999,53.03179169,279.2631836,53.03845978,143.114212,53.06203842,247.6535339,53.06871033,127.4321518,53.09312439,390.7194519,53.09979248,132.0132141,53.22079086,771.7467041,53.22747803,62.04231644,53.19014359,616.5497437,53.19681549,47.0081749,53.15987396,626.7072144,53.16656113,46.32056427,53.12947845,704.890564,53.13614655,55.65645981,53.25728989,166.2786255,53.26395798,31.79909706,53.28779221,79.54036713,53.29445648,14.6577692,53.31829071,78.23083496,53.3249588,15.04666615,53.34879303,109.1588287,53.35545731,20.85773659,
53.50166702,496.5108032,53.50831223,167.7625275,53.53247833,283.1861267,53.53914261,139.8390656,53.56312561,252.814682,53.56978989,127.0093307,53.59345627,396.684967,53.60014725,132.570343,53.71954346,772.8236694,53.72620773,62.41892242,53.68895721,621.77771,53.69564438,47.80366135,53.65831375,627.6401978,53.66497803,46.58917236,53.62812424,708.3829346,53.63478851,56.61304092,53.7557106,159.3090057,53.76237488,31.25127029,53.78679276,80.46418762,53.79345703,14.44514084,53.81712723,76.83371735,53.82381058,15.42172337,53.8478775,109.0567627,53.85454178,19.98883438,
54.00166702,496.606842,54.00833511,164.1138153,54.03195953,284.9308472,54.0386467,138.2327881,54.06248093,244.3900757,54.0691452,125.3465424,54.09395599,391.439209,54.1006279,127.9591293,54.22114563,772.7642212,54.22780991,61.58118439,54.19031143,613.2142334,54.19697952,47.91520691,54.16045761,629.9003906,54.1671257,45.35213089,54.12962723,702.4214478,54.1362915,56.71569443,54.25595856,164.9649353,54.26262665,33.32172012,54.28629303,78.09547424,54.29295731,14.71382332,54.31745911,81.11135101,54.32412338,15.62679005,54.34828949,109.1244965,54.35498047,21.2804966,
54.50166702,502.9637756,54.50831223,164.3027344,54.53137589,284.6838379,54.53806305,137.4063263,54.56245804,257.3526001,54.56912613,127.2502518,54.59312439,400.0064392,54.59979248,129.1095886,54.71962357,771.3994751,54.72629166,62.95930481,54.69012451,608.5891113,54.6967926,46.55454636,54.65981293,629.8247681,54.66648102,45.63615036,54.62931442,726.7092896,54.6359787,56.68614197,54.75645828,168.9038849,54.76312637,33.43235016,54.78712463,79.74182892,54.79378891,14.76828575,54.81679153,84.68241882,54.82345963,15.80809784,54.84739685,108.9234009,54.85406113,20.56808853,
55.00166702,512.7976074,55.00831223,168.2579346,55.03114319,276.6506653,55.03781509,137.6242828,55.06248093,251.8308105,55.0691452,127.9978638,55.09328842,395.1817322,55.09996033,129.8822632,55.22003937,761.8890381,55.22670746,63.57896423,55.18945694,624.7763672,55.19614792,47.79071045,55.15979004,614.6964722,55.16645813,45.42834854,55.12862396,704.3386841,55.13531113,57.65345001,55.25679016,171.8103638,55.26346207,33.24962616,55.28664398,80.4575119,55.29331207,15.16730499,55.31731415,86.60350037,55.32397842,15.10714149,55.34822845,111.8183746,55.35489655,20.82248306,
55.50166702,503.7684326,55.50831223,167.8534393,55.53164291,280.3540344,55.53831482,136.2418518,55.56272888,253.5836945,55.56939697,125.7318573,55.59328842,390.6429443,55.59996033,126.314209,55.72162628,781.0480347,55.72829056,62.14367294,55.68981171,608.2927246,55.6964798,49.00940323,55.65995789,632.463501,55.66662598,46.70766449,55.62879181,706.0466309,55.63545609,57.7779007,55.75579071,171.587677,55.7624588,33.12320328,55.78614426,77.65044403,55.79281235,15.11925793,55.81645966,82.33254242,55.82312393,15.21460438,55.84781265,112.4423752,55.85448074,20.9756012,
56.00166702,517.2073975,56.00831223,170.7628784,56.03206253,280.6195679,56.03873062,134.9596405,56.06264496,258.2167053,56.06931305,124.314209,56.0927887,395.778595,56.0994606,126.0986328,56.22029114,769.052063,56.22695541,63.2682457,56.18981171,603.7279663,56.1964798,47.59809113,56.15914536,632.9308472,56.16581345,47.02842712,56.12831116,721.2525635,56.13497543,57.2136116,56.25587463,176.0053253,56.26253891,33.04860687,56.28595734,78.26939392,56.29262543,14.80331612,56.31645966,86.38919067,56.32312393,15.88692474,56.34814453,113.0034637,56.35481262,21.22264099,
56.50166702,518.4414063,56.50831223,170.1932526,56.53312683,266.1187744,56.53979111,135.710022,56.56289291,254.3666992,56.56956482,124.3418732,56.59354401,397.0193176,56.60020828,124.3846893,56.72179413,781.9274902,56.7284584,61.39701843,56.69079208,609.8364258,56.69745636,49.41091919,56.66047668,630.0793457,56.66714859,46.82502747,56.6300621,720.4225464,56.63673019,57.35162735,56.75712585,177.3972778,56.76379013,34.72069931,56.78845978,79.21966553,56.79512405,14.99555302,56.81895828,86.2299881,56.82562637,16.27485657,56.84964752,111.7999573,56.8563118,20.98629379,
57.00166702,523.6517334,57.00831223,169.3459625,57.03179169,274.3580933,57.03845978,134.3846893,57.06212616,255.5538483,57.06879044,125.4370499,57.09247971,397.2591553,57.09914398,126.3082886,57.22045898,792.0670166,57.22712326,63.86510849,57.18964386,600.3449707,57.19631195,48.29389191,57.15970993,630.963562,57.16637421,45.86795425,57.12889481,726.0984497,57.1355629,57.89204025,57.25639725,177.569519,57.26306152,34.03353119,57.28679276,79.48679352,57.29345703,14.56272507,57.31689453,87.25317383,57.32356262,17.18625259,57.34795761,116.0709229,57.3546257,21.81631851,
57.50166702,525.8629761,57.50831223,165.4809875,57.53245926,274.2558899,57.53912354,133.0026855,57.56329346,255.0756073,57.56995773,123.4806595,57.59328842,396.5756836,57.59996033,127.0322952,57.72031403,774.5358276,57.7269783,62.69099426,57.68964386,612.6113281,57.69631195,48.83405685,57.65939713,629.6596069,57.66606522,44.8304863,57.62895966,720.5765381,57.63562393,57.67587662,57.75548172,178.9705811,57.762146,34.53334045,57.78712463,77.36052704,57.79378891,14.80533409,57.81748199,88.97151947,57.82414627,17.06346893,57.84778976,117.1014023,57.85445786,21.37668037,
58.00166702,530.4851074,58.00831223,167.6200104,58.03295898,271.8327026,58.03962326,133.2815857,58.06329346,259.0843201,58.06995773,122.7380905,58.09362411,395.375824,58.10029221,125.2800674,58.22131348,792.6230469,58.22797775,64.48814392,58.19081116,609.352478,58.19747543,47.45629883,58.15989685,621.5596924,58.16658401,45.94643021,58.12962723,720.1077271,58.1362915,59.21827698,58.25562286,185.1902771,58.26229095,35.09885406,58.28581238,80.97670746,58.29248047,15.09908199,58.3166275,87.84200287,58.32331085,16.2739048,58.34720993,117.8654938,58.35387421,21.19831085,
58.50166702,543.2653809,58.50831223,169.068634,58.53187561,278.6246643,58.53856277,131.886673,58.56262589,263.852417,58.56929016,120.1206894,58.59312439,396.1596985,58.59979248,124.4911041,58.7218132,794.1755371,58.72847748,62.41225815,58.69054413,603.501709,58.6972084,47.91023636,58.66012192,621.0264282,58.66679382,46.1639328,58.62864685,708.8355713,58.63531113,58.00197601,58.75712585,185.6631317,58.76379013,36.17398834,58.78839493,80.22505188,58.79506302,15.23285961,58.8191452,84.95828247,58.82581329,16.83815384,58.84962463,118.1508026,58.85628891,21.95253181,
59.00166702,535.6015015,59.00831223,165.9644928,59.03162384,275.5189819,59.03829193,132.4443054,59.06212616,265.444519,59.06880951,122.627533,59.09262848,393.8916321,59.09929276,122.3357391,59.21862411,810.5101929,59.22529221,64.98839569,59.1884613,602.8346558,59.19512558,47.99003601,59.15729141,634.2021484,59.16395569,46.7790947,59.1268959,719.168457,59.13356018,58.72408676,59.25462723,184.6190338,59.26131058,34.67105865,59.28581238,77.50623322,59.29248047,15.21986008,59.31579208,84.11709595,59.32245636,16.76755714,59.3468132,116.0698395,59.35347748,21.9723835,
59.50166702,538.0517578,59.50831223,165.6026917,59.53329086,275.119812,59.53995895,132.3583374,59.5634613,267.8179016,59.57012558,123.0422821,59.59406281,401.4511719,59.60072708,121.6552505,59.72095871,795.0161133,59.72762299,66.01243591,59.68995667,617.4028931,59.69664764,48.37511444,59.65948105,624.19104,59.66614532,47.02485275,59.62895966,724.8928833,59.63562393,58.53455353,59.75645828,193.9700317,59.76312637,36.67136383,59.78679276,80.23049164,59.79345703,15.36577797,59.81695938,89.90103912,59.82362366,17.40953445,59.84828949,114.9720078,59.8549614,21.36133194,
60.00166702,549.0753174,60.00831223,167.1476898,60.03247833,277.0675659,60.03914261,130.2644958,60.06362152,271.2084045,60.07029343,118.7982712,60.09328842,400.0550232,60.09996033,124.3753128,60.22198105,780.0643311,60.22864532,65.54264832,60.19079208,612.7492676,60.19745636,48.7161293,60.16012192,628.8266602,60.16679382,46.403965,60.13045502,717.4863892,60.13712692,57.21707153,60.25770569,194.0806122,60.26437759,36.89461517,60.28831482,79.73804474,60.2949791,15.00229454,60.31812286,86.50164795,60.32479095,17.3107605,60.34879303,116.6403122,60.35545731,21.72755241,
60.50166702,547.5368652,60.50831223,165.2718811,60.5318985,275.1437683,60.53856277,129.736969,60.56289291,264.6271057,60.56956482,120.5910416,60.59312439,397.8390808,60.59979248,124.8142929,60.71973038,783.2597046,60.72639465,63.65483856,60.68895721,621.5909424,60.69562531,48.45862198,60.65762711,623.7553101,60.66429138,46.80255508,60.62745667,708.7056885,60.63412857,59.44592667,60.75498199,201.7732849,60.76164627,37.40322495,60.78612518,80.14060974,60.79278946,15.37021637,60.81656265,89.81377411,60.82323074,17.51366425,60.84637451,118.5044861,60.8530426,21.91925621,
61.00166702,556.7034912,61.00831223,168.3349762,61.03156281,282.9176636,61.03822708,128.8317719,61.06272888,270.6307068,61.06939697,120.824585,61.09322739,396.0306091,61.09989548,122.5299606,61.2206459,778.977478,61.22731018,66.37017822,61.1905632,612.3822632,61.19722748,49.3752594,61.16045761,622.7432251,61.1671257,46.43312454,61.12920761,721.1158447,61.1358757,60.04768753,61.25545502,200.8709869,61.26212692,36.64258957,61.28531265,77.44511414,61.29198074,15.35251236,61.31612396,91.57398224,61.32279205,17.52365685,61.34662628,120.9795837,61.35329056,21.86207581,
61.50166702,562.09021,61.50831223,167.4999542,61.53229141,269.4416809,61.53895569,130.1343536,61.56279373,269.8752441,61.56947708,125.2341843,61.59347916,400.7041016,61.60014725,123.7570038,61.72095871,812.3616943,61.72762299,64.14612579,61.69047928,603.5559692,61.69714737,49.4756012,61.66062546,635.7237549,61.66729355,47.52787399,61.62931442,721.1956177,61.6359787,60.03644562,61.75762558,199.2133484,61.76428986,37.61332321,61.78779221,81.21907806,61.79445648,14.94115543,61.81804276,92.70747375,61.82470703,17.85016823,61.84879303,124.2082748,61.85545731,22.42635727,
62.00166702,560.7388916,62.00831223,169.4149475,62.0331459,275.7572632,62.03981018,129.2375946,62.06447601,269.7383728,62.07114792,120.1934128,62.09495926,399.3811035,62.10162354,123.6858978,62.22314453,816.4915161,62.22981262,64.83567047,62.19289398,624.4057617,62.19956207,49.11137772,62.16162491,622.4798584,62.16831207,47.53088379,62.13079071,719.5935669,62.13747787,60.2062645,62.2597084,210.2152863,62.26637268,38.07582092,62.28995895,79.16668701,62.29664612,15.06321907,62.32079315,92.9281311,62.3274765,18.4655323,62.35162354,121.9888153,62.35829163,22.95573997,
62.50166702,563.0148926,62.50831223,167.7908325,62.53195953,278.599884,62.53862381,127.6922684,62.56181335,273.8679199,62.56847763,121.2225571,62.59297943,400.8968506,62.59964752,119.0714188,62.71873093,800.0825195,62.7253952,66.02545929,62.6884613,615.2086792,62.69512558,50.02721024,62.65729141,633.0358887,62.66395569,46.75091171,62.62712479,729.1308594,62.63379288,60.50790405,62.75445938,205.3632202,62.76112366,38.63965607,62.78514481,79.1187973,62.7918129,15.2918005,62.81579208,95.47774506,62.82245636,18.41984558,62.8462944,121.8151855,62.85295868,22.70970345,
63.00166702,588.6514893,63.00831223,163.3946686,63.0331459,276.6727905,63.03981018,129.0805206,63.0634613,278.2190857,63.07012558,118.7980728,63.09362411,407.0099792,63.10029221,119.8851318,63.22079086,820.3397827,63.22747803,65.66255188,63.18995667,615.6331787,63.19664764,49.43338394,63.16012192,625.3654785,63.16679382,47.06318283,63.12945938,726.6412354,63.13612366,60.82390213,63.25728989,213.9084167,63.26395798,39.32862854,63.28689957,78.53694916,63.29356384,14.21575546,63.3172493,93.84667206,63.32391739,18.24082756,63.34887695,122.5881805,63.35554123,22.19935989,
63.50166702,580.3158569,63.50831223,165.5539246,63.53295898,278.7249451,63.53962326,125.8134995,63.56312561,282.9062805,63.56978989,120.8885498,63.59445953,402.6566467,63.60112381,119.28508,63.72112656,791.7382813,63.72780991,68.49229431,63.69047928,604.3668823,63.69714737,51.08320999,63.65962219,622.4873047,63.66631317,48.22272491,63.62979507,743.5482178,63.63645935,61.38692093,63.75629044,212.3414612,63.76295853,40.69077301,63.78629303,79.68389893,63.79295731,14.80687237,63.81720734,95.60307312,63.82389832,18.6500473,63.84831238,123.5942154,63.85498047,22.62916374,
