Sample D1_Ex509_Em563,,Sample D1_Ex509_Em660,,Sample D2_Ex509_Em563,,Sample D2_Ex509_Em660,,Sample D3_Ex509_Em563,,Sample D3_Ex509_Em660,,Sample D4_Ex509_Em563,,Sample D4_Ex509_Em660,,Sample E1_Ex509_Em563,,Sample E1_Ex509_Em660,,Sample E2_Ex509_Em563,,Sample E2_Ex509_Em660,,Sample E3_Ex509_Em563,,Sample E3_Ex509_Em660,,Sample E4_Ex509_Em563,,Sample E4_Ex509_Em660,,Sample F1_Ex509_Em563,,Sample F1_Ex509_Em660,,Sample F2_Ex509_Em563,,Sample F2_Ex509_Em660,,Sample F3_Ex509_Em563,,Sample F3_Ex509_Em660,,Sample F4_Ex509_Em563,,Sample F4_Ex509_Em660,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
85.50167084,794.4667969,85.50830841,168.1751862,85.53295898,327.6733704,85.53962708,113.366745,85.56320953,385.0900269,85.56990051,112.5442581,85.59381866,442.8758545,85.60047913,109.6792374,85.72104645,893.81073,85.72770691,79.04914093,85.69095612,659.2659912,85.69762421,64.80900574,85.66048431,669.3078003,85.66714478,56.36725235,85.62980652,805.9743042,85.63648224,72.78650665,85.75770569,365.5605774,85.76437378,62.83889771,85.78829193,88.31298828,85.79495239,17.63326645,85.81945801,168.3323669,85.8261261,30.29490852,85.84996033,133.2841949,85.85662079,24.36040688,
86.00167084,800.8551636,86.00830841,172.5938416,86.03173065,329.7614746,86.03839874,112.0544205,86.06262207,385.7245789,86.06929779,111.355423,86.0927887,442.147644,86.09945679,108.1805725,86.21896362,891.0974121,86.22562408,79.94367981,86.18812561,678.2116089,86.19481659,65.8061142,86.15795898,660.2512207,86.16462708,55.15849304,86.12763214,802.347229,86.1342926,73.54386139,86.2544632,380.1317139,86.26112366,63.87718201,86.28514862,87.46032715,86.29181671,17.47999191,86.31546021,169.5227966,86.32214355,30.72654152,86.34614563,138.8994446,86.35281372,24.08472443,
86.50167084,801.5703735,86.50830841,175.1703491,86.53245544,324.4752502,86.53913116,111.106369,86.56354523,386.3654175,86.57020569,112.7047882,86.59464264,445.2740784,86.60131073,107.4687119,86.72229004,880.4955444,86.72895813,80.11568451,86.69098663,676.5792847,86.69764709,67.43444824,86.66123199,667.729126,86.66789246,56.31487656,86.63095856,807.5128174,86.63761902,74.50025177,86.75812531,386.2889099,86.7647934,65.58213043,86.78895569,90.49036407,86.79562378,17.69462395,86.81856537,172.1871796,86.82522583,30.86937523,86.84880829,133.1999512,86.85547638,23.62135696,
87.00167084,811.2346191,87.00830841,172.0601959,87.03297424,338.1425781,87.03964996,110.1339645,87.06312561,380.3005371,87.0697937,111.8676758,87.09445953,447.1548157,87.10112,106.5984421,87.22179413,899.9940796,87.22848511,80.42575073,87.19129181,681.9539185,87.1979599,66.49414063,87.16029358,663.8867798,87.16696167,56.43292618,87.13023376,813.1856689,87.13689423,73.6311264,87.25579071,385.9761353,87.26247406,65.08574677,87.28620911,92.61057281,87.29286957,18.15855789,87.31754303,173.3689728,87.32421112,30.85671806,87.34848022,134.7719727,87.35514069,24.35634613,
87.50167084,814.7181396,87.50830841,174.2947083,87.53262329,332.2590332,87.53929138,109.3503036,87.56312561,382.047821,87.5697937,113.8374557,87.59429169,443.299408,87.60095978,104.8192978,87.72039032,877.5107422,87.72705841,80.86513519,87.68929291,686.5651245,87.69595337,68.67714691,87.65864563,668.6973877,87.66531372,57.42298889,87.62831116,800.6901245,87.63497925,74.506073,87.75621033,381.3530579,87.76290131,64.80782318,87.78695679,96.48371887,87.79362488,18.61019707,87.81778717,176.7470245,87.82445526,31.55620384,87.84870911,133.9048157,87.85536957,24.30510521,
88.00167084,810.1813965,88.00830841,171.419693,88.03139496,325.3789063,88.03806305,109.9648132,88.06287384,388.5743103,88.06954193,112.5692139,88.09348297,449.0775757,88.10014343,104.4096069,88.21956635,902.8094482,88.22622681,81.36962128,88.18922424,685.1512451,88.19589996,67.42321777,88.15895844,669.0514526,88.16562653,56.87070465,88.12828827,817.2227173,88.13496399,74.80797577,88.25562286,393.1688843,88.26229095,65.74188232,88.28562927,95.12744141,88.29228973,19.09857941,88.31595612,179.1769409,88.32264709,31.47962379,88.34638214,135.5673218,88.3530426,24.84007263,
88.50167084,816.3604736,88.5083313,173.5935669,88.53247833,330.2225342,88.53914642,110.0744476,88.56278992,397.3324585,88.56945801,115.110672,88.59362793,458.8492126,88.60029602,105.7627335,88.720047,896.1220703,88.72670746,79.70933533,88.69046021,691.6615601,88.6971283,69.80823517,88.65995789,668.0209351,88.66662598,56.79693604,88.62928772,812.5924072,88.63596344,76.34085083,88.75647736,400.5509338,88.76314545,66.29252625,88.78795624,96.39861298,88.79463196,18.14129829,88.81800079,178.4037781,88.82463837,31.85983086,88.84912109,136.1055298,88.85579681,24.56919861,
89.00167084,828.1934204,89.00830841,173.8365173,89.03112793,336.6212463,89.03779602,109.5076523,89.06195831,397.4690247,89.0686264,112.3775787,89.09237671,455.5585022,89.09903717,105.3893433,89.22145844,899.0814209,89.22812653,83.53568268,89.19046021,697.0809326,89.1971283,71.40318298,89.15995789,674.8720703,89.16662598,58.32426453,89.12887573,825.7574463,89.13553619,75.89957428,89.25712585,408.9185181,89.26379395,66.94895935,89.28746033,95.07906342,89.29412079,19.58098793,89.31781769,185.3079987,89.32447815,32.23070526,89.34828949,134.6171722,89.35495758,24.38295555,
89.50167084,842.0367432,89.50830841,172.0430145,89.53356171,342.1654053,89.5402298,107.7846222,89.56414032,403.0664673,89.57080841,113.2373276,89.59462738,454.2731628,89.60131073,104.9694748,89.72079468,909.7287598,89.72745514,82.41323853,89.69062805,691.9327393,89.69728851,69.37316895,89.65995789,684.1113892,89.66662598,59.79858398,89.62962341,810.2579956,89.63629913,76.04987335,89.7564621,405.4855957,89.76313019,64.59024811,89.78712463,97.98628998,89.79379272,19.11085129,89.81762695,182.0984802,89.82429504,33.21092987,89.84798431,134.7874908,89.85464478,23.65704155,
90.00167084,814.9961548,90.00830841,169.4286804,90.03229523,335.6646423,90.03895569,110.1733246,90.0634613,401.2705994,90.07012177,111.5332947,90.09348297,463.0690613,90.10014343,107.1122894,90.22145844,900.2108154,90.22812653,83.30190277,90.1916275,698.078064,90.19828796,72.08696747,90.16114807,685.8595581,90.16781616,60.01249695,90.12989807,832.2893677,90.13656616,77.37952423,90.25762177,409.7338867,90.26428986,69.50114441,90.28779602,99.72386169,90.29447937,20.33850098,90.3189621,189.6022186,90.32563019,33.31983566,90.34914398,136.1447144,90.35581207,24.60354424,

Sample D1_Ex509_Em563,
Sample D1_Ex509_Em563
Collection Time: 15-Feb-24 12:11:13 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Thu 15 Feb 12:11:13 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelengths (nm)              509.0000 ; 509.0000
Em. wavelengths (nm)              563.0000 ; 660.0000
Ex. Slit (nm)                     20
Em. Slit (nm)                     20
Averaging Time (s)                0.2000
Cycle time(min)                   0.5000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 15-Feb-24 11:56:40 AM
Method Modifications:
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:User defined, New:Overlay columns
PMT Volts Changed: 15-Feb-24 11:59:32 AM, Old:600, New:800
Well plate reader Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Multiwavelength Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   350.0000, New:   509.0000
Emission Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   450.0000, New:   563.0000
Excitation Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   360.0000, New:   509.0000
Emission Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   460.0000, New:   660.0000
Excitation Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 400.00, New: 509.00
Emission Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 600.00, New: 563.00
Ex. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Em. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Ave. time (s): Changed: 15-Feb-24 11:59:32 AM, Old:0.10000, New:0.20000
Cycle Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 15-Feb-24 11:59:32 AM, Old: 600, New: 800
Wellplate Samples Changed: 15-Feb-24 11:59:32 AM, Old:, New:D1;D2;D3;D4;E1;E2;E3;E4;F1;F2;F3;F4;
PMT Volts Changed: 15-Feb-24 12:00:17 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:00:17 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:01:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:01:09 PM, Old: 600, New: 700
PMT Volts Changed: 15-Feb-24 12:01:49 PM, Old:700, New:800
Emission PMT (V): Changed: 15-Feb-24 12:01:49 PM, Old: 700, New: 800
PMT Volts Changed: 15-Feb-24 12:03:19 PM, Old:800, New:750
Emission PMT (V): Changed: 15-Feb-24 12:03:19 PM, Old: 800, New: 750
PMT Volts Changed: 15-Feb-24 12:08:42 PM, Old:750, New:800
Emission PMT (V): Changed: 15-Feb-24 12:08:43 PM, Old: 750, New: 800
PMT Volts Changed: 15-Feb-24 12:10:18 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:10:19 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:11:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:11:09 PM, Old: 600, New: 700
End Method Modifications

Sample D1_Ex509_Em660,
Sample D1_Ex509_Em660
Collection Time: 15-Feb-24 12:11:13 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Thu 15 Feb 12:11:13 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelengths (nm)              509.0000 ; 509.0000
Em. wavelengths (nm)              563.0000 ; 660.0000
Ex. Slit (nm)                     20
Em. Slit (nm)                     20
Averaging Time (s)                0.2000
Cycle time(min)                   0.5000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 15-Feb-24 11:56:40 AM
Method Modifications:
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:User defined, New:Overlay columns
PMT Volts Changed: 15-Feb-24 11:59:32 AM, Old:600, New:800
Well plate reader Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Multiwavelength Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   350.0000, New:   509.0000
Emission Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   450.0000, New:   563.0000
Excitation Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   360.0000, New:   509.0000
Emission Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   460.0000, New:   660.0000
Excitation Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 400.00, New: 509.00
Emission Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 600.00, New: 563.00
Ex. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Em. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Ave. time (s): Changed: 15-Feb-24 11:59:32 AM, Old:0.10000, New:0.20000
Cycle Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 15-Feb-24 11:59:32 AM, Old: 600, New: 800
Wellplate Samples Changed: 15-Feb-24 11:59:32 AM, Old:, New:D1;D2;D3;D4;E1;E2;E3;E4;F1;F2;F3;F4;
PMT Volts Changed: 15-Feb-24 12:00:17 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:00:17 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:01:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:01:09 PM, Old: 600, New: 700
PMT Volts Changed: 15-Feb-24 12:01:49 PM, Old:700, New:800
Emission PMT (V): Changed: 15-Feb-24 12:01:49 PM, Old: 700, New: 800
PMT Volts Changed: 15-Feb-24 12:03:19 PM, Old:800, New:750
Emission PMT (V): Changed: 15-Feb-24 12:03:19 PM, Old: 800, New: 750
PMT Volts Changed: 15-Feb-24 12:08:42 PM, Old:750, New:800
Emission PMT (V): Changed: 15-Feb-24 12:08:43 PM, Old: 750, New: 800
PMT Volts Changed: 15-Feb-24 12:10:18 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:10:19 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:11:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:11:09 PM, Old: 600, New: 700
End Method Modifications

Sample D2_Ex509_Em563,
Sample D2_Ex509_Em563
Collection Time: 15-Feb-24 12:11:13 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Thu 15 Feb 12:11:13 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelengths (nm)              509.0000 ; 509.0000
Em. wavelengths (nm)              563.0000 ; 660.0000
Ex. Slit (nm)                     20
Em. Slit (nm)                     20
Averaging Time (s)                0.2000
Cycle time(min)                   0.5000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 15-Feb-24 11:56:40 AM
Method Modifications:
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:User defined, New:Overlay columns
PMT Volts Changed: 15-Feb-24 11:59:32 AM, Old:600, New:800
Well plate reader Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Multiwavelength Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   350.0000, New:   509.0000
Emission Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   450.0000, New:   563.0000
Excitation Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   360.0000, New:   509.0000
Emission Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   460.0000, New:   660.0000
Excitation Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 400.00, New: 509.00
Emission Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 600.00, New: 563.00
Ex. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Em. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Ave. time (s): Changed: 15-Feb-24 11:59:32 AM, Old:0.10000, New:0.20000
Cycle Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 15-Feb-24 11:59:32 AM, Old: 600, New: 800
Wellplate Samples Changed: 15-Feb-24 11:59:32 AM, Old:, New:D1;D2;D3;D4;E1;E2;E3;E4;F1;F2;F3;F4;
PMT Volts Changed: 15-Feb-24 12:00:17 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:00:17 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:01:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:01:09 PM, Old: 600, New: 700
PMT Volts Changed: 15-Feb-24 12:01:49 PM, Old:700, New:800
Emission PMT (V): Changed: 15-Feb-24 12:01:49 PM, Old: 700, New: 800
PMT Volts Changed: 15-Feb-24 12:03:19 PM, Old:800, New:750
Emission PMT (V): Changed: 15-Feb-24 12:03:19 PM, Old: 800, New: 750
PMT Volts Changed: 15-Feb-24 12:08:42 PM, Old:750, New:800
Emission PMT (V): Changed: 15-Feb-24 12:08:43 PM, Old: 750, New: 800
PMT Volts Changed: 15-Feb-24 12:10:18 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:10:19 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:11:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:11:09 PM, Old: 600, New: 700
End Method Modifications

Sample D2_Ex509_Em660,
Sample D2_Ex509_Em660
Collection Time: 15-Feb-24 12:11:13 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Thu 15 Feb 12:11:13 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelengths (nm)              509.0000 ; 509.0000
Em. wavelengths (nm)              563.0000 ; 660.0000
Ex. Slit (nm)                     20
Em. Slit (nm)                     20
Averaging Time (s)                0.2000
Cycle time(min)                   0.5000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 15-Feb-24 11:56:40 AM
Method Modifications:
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:User defined, New:Overlay columns
PMT Volts Changed: 15-Feb-24 11:59:32 AM, Old:600, New:800
Well plate reader Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Multiwavelength Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   350.0000, New:   509.0000
Emission Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   450.0000, New:   563.0000
Excitation Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   360.0000, New:   509.0000
Emission Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   460.0000, New:   660.0000
Excitation Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 400.00, New: 509.00
Emission Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 600.00, New: 563.00
Ex. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Em. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Ave. time (s): Changed: 15-Feb-24 11:59:32 AM, Old:0.10000, New:0.20000
Cycle Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 15-Feb-24 11:59:32 AM, Old: 600, New: 800
Wellplate Samples Changed: 15-Feb-24 11:59:32 AM, Old:, New:D1;D2;D3;D4;E1;E2;E3;E4;F1;F2;F3;F4;
PMT Volts Changed: 15-Feb-24 12:00:17 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:00:17 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:01:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:01:09 PM, Old: 600, New: 700
PMT Volts Changed: 15-Feb-24 12:01:49 PM, Old:700, New:800
Emission PMT (V): Changed: 15-Feb-24 12:01:49 PM, Old: 700, New: 800
PMT Volts Changed: 15-Feb-24 12:03:19 PM, Old:800, New:750
Emission PMT (V): Changed: 15-Feb-24 12:03:19 PM, Old: 800, New: 750
PMT Volts Changed: 15-Feb-24 12:08:42 PM, Old:750, New:800
Emission PMT (V): Changed: 15-Feb-24 12:08:43 PM, Old: 750, New: 800
PMT Volts Changed: 15-Feb-24 12:10:18 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:10:19 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:11:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:11:09 PM, Old: 600, New: 700
End Method Modifications

Sample D3_Ex509_Em563,
Sample D3_Ex509_Em563
Collection Time: 15-Feb-24 12:11:13 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Thu 15 Feb 12:11:13 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelengths (nm)              509.0000 ; 509.0000
Em. wavelengths (nm)              563.0000 ; 660.0000
Ex. Slit (nm)                     20
Em. Slit (nm)                     20
Averaging Time (s)                0.2000
Cycle time(min)                   0.5000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 15-Feb-24 11:56:40 AM
Method Modifications:
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 15-Feb-24 11:56:41 AM, Old:User defined, New:Overlay columns
PMT Volts Changed: 15-Feb-24 11:59:32 AM, Old:600, New:800
Well plate reader Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Multiwavelength Changed: 15-Feb-24 11:59:32 AM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   350.0000, New:   509.0000
Emission Wavelengths 1 Changed: 15-Feb-24 11:59:32 AM, Old:   450.0000, New:   563.0000
Excitation Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   360.0000, New:   509.0000
Emission Wavelengths 2 Changed: 15-Feb-24 11:59:32 AM, Old:   460.0000, New:   660.0000
Excitation Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 400.00, New: 509.00
Emission Wavelength Changed: 15-Feb-24 11:59:32 AM, Old: 600.00, New: 563.00
Ex. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Em. Slit Width (nm): Changed: 15-Feb-24 11:59:32 AM, Old:5, New:20
Ave. time (s): Changed: 15-Feb-24 11:59:32 AM, Old:0.10000, New:0.20000
Cycle Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 15-Feb-24 11:59:32 AM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 15-Feb-24 11:59:32 AM, Old: 600, New: 800
Wellplate Samples Changed: 15-Feb-24 11:59:32 AM, Old:, New:D1;D2;D3;D4;E1;E2;E3;E4;F1;F2;F3;F4;
PMT Volts Changed: 15-Feb-24 12:00:17 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:00:17 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:01:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:01:09 PM, Old: 600, New: 700
PMT Volts Changed: 15-Feb-24 12:01:49 PM, Old:700, New:800
Emission PMT (V): Changed: 15-Feb-24 12:01:49 PM, Old: 700, New: 800
PMT Volts Changed: 15-Feb-24 12:03:19 PM, Old:800, New:750
Emission PMT (V): Changed: 15-Feb-24 12:03:19 PM, Old: 800, New: 750
PMT Volts Changed: 15-Feb-24 12:08:42 PM, Old:750, New:800
Emission PMT (V): Changed: 15-Feb-24 12:08:43 PM, Old: 750, New: 800
PMT Volts Changed: 15-Feb-24 12:10:18 PM, Old:800, New:600
Emission PMT (V): Changed: 15-Feb-24 12:10:19 PM, Old: 800, New: 600
PMT Volts Changed: 15-Feb-24 12:11:09 PM, Old:600, New:700
Emission PMT (V): Changed: 15-Feb-24 12:11:09 PM, Old: 600, New: 700
End Method Modifications

Sample D3_Ex509_Em660,
Sample D3_Ex509_Em660
Collection Time: 15-Feb-24 12:11:13 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Thu 15 Feb 12:11:13 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
