Sample F9,,Sample F10,,Sample F11,,Sample F12,,Sample G9,,Sample G10,,Sample G11,,Sample G12,,Sample H9,,Sample H10,,Sample H11,,Sample H12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
12.50166607,151.7765503,12.52368736,216.3900757,12.54560471,176.5376129,12.56877041,233.6685181,12.66593742,235.194397,12.64308357,216.4803467,12.6202507,259.2494202,12.59733391,301.841156,12.69375038,86.60379028,12.71675014,74.89526367,12.74024963,81.13204956,12.76227093,79.97267914,
13.00166607,154.2322998,13.02393818,220.666748,13.04610348,177.188736,13.06974983,238.3843231,13.16560459,233.7097778,13.14258289,221.2632751,13.12058353,261.3972778,13.09766674,298.6957397,13.1939373,87.28141785,13.21758366,74.2521286,13.23962498,82.61552429,13.26258373,81.91316986,
13.50166607,151.0330811,13.52374935,219.5471649,13.54593754,179.666748,13.56900024,242.5582123,13.66502094,233.5247498,13.64277077,217.2336578,13.6190834,256.0189819,13.59693718,301.2559814,13.69227123,87.64234924,13.71412468,73.18286133,13.7369175,80.516922,13.76027107,81.20605469,
14.00166607,152.2285919,14.02316666,222.2456818,14.04602051,181.0508881,14.0689373,246.4247131,14.16541672,239.8088531,14.14329147,220.3847809,14.1202507,260.1377258,14.09691715,305.4892883,14.1936245,87.37239075,14.21675014,73.80973816,14.23910427,80.47803497,14.26195908,80.6091156,
14.50166607,154.1988525,14.52335453,221.0173492,14.54466629,178.7933807,14.56608391,239.1173401,14.66335487,240.2776337,14.64027119,220.8740082,14.61741638,259.6328735,14.59425068,297.1322937,14.6897707,88.12917328,14.71227074,74.9725647,14.73533344,82.3061142,14.75808334,80.07479858,
15.00166607,154.0731659,15.02435398,222.6457825,15.04725075,181.5184326,15.06927109,243.9448395,15.17310429,232.604538,15.1420002,219.361084,15.11910439,256.3642883,15.09625053,303.8547668,15.19958305,86.32163239,15.22210407,73.38509369,15.24508381,82.44887543,15.26791668,80.73701477,
15.50166607,155.1483917,15.52408314,220.220108,15.54708385,184.7089844,15.56974983,249.1051178,15.66441631,236.166748,15.64158344,219.795517,15.61958313,253.318161,15.59645748,300.8750916,15.69241619,87.6184082,15.71443748,72.64598846,15.7357502,82.12626648,15.75810432,81.99440002,
16.00166702,153.7585754,16.02458382,226.6558838,16.0466671,185.547699,16.06791687,246.3134308,16.1646862,237.1381073,16.14177132,213.0084534,16.11958313,258.7009583,16.09666634,302.3013611,16.19227028,86.53560638,16.21450043,74.57871246,16.23577118,81.19848633,16.25862503,80.71882629,
16.50166702,153.8087769,16.5234375,223.4475555,16.54652023,184.1466827,16.56960487,252.6299286,16.66293716,238.2741852,16.64193726,216.5156708,16.61966705,259.5878601,16.5974369,302.7355042,16.68993759,87.44255829,16.71277046,73.53911591,16.73568726,81.80466461,16.75860405,82.67896271,
17.00166702,155.2713623,17.02418709,226.5566864,17.04660416,185.8460999,17.06900024,251.0227203,17.16352081,234.4107819,17.14074898,217.6509705,17.1187706,258.611908,17.09562492,303.8665466,17.18829155,87.05476379,17.21127129,74.4095459,17.23393822,81.88871765,17.25725174,81.14492798,
