Sample F9,,Sample F10,,Sample F11,,Sample F12,,Sample G9,,Sample G10,,Sample G11,,Sample G12,,Sample H9,,Sample H10,,Sample H11,,Sample H12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
46.00166702,165.5540771,46.02358246,263.4850159,46.04660416,200.2151794,46.06874847,355.7922363,46.16360092,229.2458191,46.14041901,211.3580627,46.11841583,251.7871857,46.09543991,331.7253113,46.19158554,87.17520905,46.2143364,75.36607361,46.23710632,80.07891083,46.25958252,79.8950882,
46.50166702,166.6040344,46.524086,259.8186035,46.54627228,200.7613525,46.56862259,361.0820923,46.66533279,223.8983002,46.64276886,216.3440857,46.61991882,248.8018646,46.597435,334.8744507,46.69310379,87.08073425,46.71610641,73.45946503,46.73818588,79.78939056,46.75926971,80.63519287,
47.00166702,166.22052,47.02410507,259.5834961,47.04701996,198.3913879,47.06993866,357.5746765,47.16485596,222.0596466,47.14143753,218.5711365,47.11875153,256.995697,47.09641647,339.2580261,47.19060516,86.5749054,47.21362305,72.51049805,47.23658371,81.83461761,47.25883484,80.50013733,
47.50166702,165.0174103,47.52293777,264.5220642,47.5459404,195.7090759,47.56793594,358.8882751,47.66393661,228.5596313,47.64185333,214.8939819,47.6187706,250.5788574,47.59676743,337.368042,47.69195938,85.3314743,47.7143364,72.39897919,47.73658371,80.86236572,47.75827408,80.21546173,
48.00166702,169.4038086,48.02445984,267.2239075,48.04660416,203.3336182,48.06927109,360.8431091,48.16577148,224.9111328,48.14300156,220.0123138,48.12043762,251.5606232,48.09758377,336.9667969,48.19391632,87.26133728,48.21616745,72.27852631,48.23791504,80.29211426,48.25993729,80.22615814,
48.50166702,169.3691101,48.52376938,269.0865479,48.5459137,203.4021454,48.56925201,365.3421631,48.6650238,224.4464417,48.64262772,219.1619568,48.6190834,251.5321655,48.5962944,338.8937073,48.69291687,86.72836304,48.71545792,72.41508484,48.73779297,80.2984314,48.76074982,80.81027985,
49.00166702,167.856369,49.02416611,262.0726013,49.04524994,203.8186646,49.06827164,372.2971191,49.16291428,228.4789429,49.14152145,214.2981873,49.11960602,253.9564056,49.09708405,341.6228638,49.19108582,86.75598145,49.21360397,72.11183167,49.23562241,78.90278625,49.25862503,79.28456879,
49.50166702,163.5372162,49.52341843,267.2987366,49.5459404,205.4363861,49.56968689,369.7125549,49.66210556,230.40065,49.64025116,213.0185547,49.6181221,253.7592316,49.59593964,343.329071,49.6902504,86.56172943,49.71294022,72.01429749,49.73616409,81.64585876,49.75825119,80.79216003,
50.00166702,166.8213654,50.02379227,266.1298523,50.04610443,197.5206909,50.06908417,373.5298462,50.16360092,222.8878021,50.1415863,216.7694702,50.11845779,252.1004028,50.09610748,346.065155,50.19093704,86.83296967,50.21333313,71.91716003,50.23625183,80.91846466,50.25843811,79.78217316,
50.50166702,170.3023834,50.52379227,265.7853699,50.54516602,202.2793274,50.56641769,370.1069031,50.66191864,224.989212,50.63943863,214.1723785,50.61724854,248.3593445,50.59435272,345.1104736,50.68966293,87.51921844,50.71125031,73.31008911,50.73329163,81.47203064,50.75593567,81.4879837,
51.00166702,168.9263,51.02441788,262.828186,51.04712296,200.5949707,51.06910324,379.5693054,51.16545868,223.4910583,51.1431694,216.16185,51.12043762,251.4402618,51.09752274,342.5899963,51.1916275,87.98853302,51.2153511,72.10443115,51.23758316,82.63474274,51.26074982,78.80994415,
51.50166702,169.2151642,51.524086,265.6330261,51.54679489,200.9768677,51.56958389,381.2402344,51.66527176,225.5095215,51.64262772,218.5411377,51.61977005,248.6912231,51.59752274,346.5826111,51.69318771,86.29775238,51.71491623,73.57260132,51.73791504,81.23014069,51.75978851,80.82128143,
52.00166702,170.5982513,52.02435303,265.7941284,52.04624939,203.2290039,52.06929016,379.0379944,52.16524887,223.6390686,52.14324951,213.3300323,52.12029266,248.21521,52.097435,353.4999695,52.19301987,87.23842621,52.21424866,74.79928589,52.23695755,79.63856506,52.26074982,80.47728729,
52.50166702,171.1555634,52.52345657,269.9157715,52.54708099,205.0772552,52.56910324,377.680481,52.66366959,223.2519226,52.64225006,216.6226654,52.62008286,248.5970154,52.59708405,349.0262756,52.69160461,85.33769226,52.71429062,73.63175964,52.73793793,82.15420532,52.76076889,80.00788879,
53.00166702,167.8613129,53.02376938,265.6516724,53.04610443,204.2681122,53.06925201,381.9856262,53.16191864,228.34375,53.13910294,213.5435333,53.1162529,250.6434326,53.09499741,354.961731,53.19058609,87.60227966,53.21258163,73.73959351,53.23577118,81.09270477,53.25841522,79.3727951,
53.50166702,170.1418762,53.5234375,269.1126709,53.5464592,202.4318542,53.56908417,384.9133606,53.66324997,232.3816223,53.64133453,217.9714203,53.61791611,254.4723511,53.59583282,346.3363037,53.69141769,87.61351776,53.7141037,73.33879089,53.73725128,81.17360687,53.75925064,79.11576843,
54.00166702,171.5741577,54.02276993,268.3994446,54.0459137,200.7471161,54.06877136,383.6583252,54.16426849,226.2409363,54.14194107,215.9180298,54.11910248,244.5485229,54.09651947,354.8781738,54.19058609,87.42519379,54.21326828,74.57192993,54.23601913,82.85144806,54.25808334,79.4706955,
54.50166702,171.2396088,54.52335739,269.5838928,54.54624939,201.7836304,54.56810379,389.2087097,54.66393661,222.4004822,54.64208221,214.6202087,54.61895752,252.2931671,54.59608078,350.1577454,54.69208145,85.90938568,54.71510315,71.21552277,54.73716736,80.73763275,54.75993729,81.72177887,
55.00166702,170.8043976,55.02285385,272.5557861,55.04435349,202.8085327,55.06710434,391.6584778,55.16208649,226.2321014,55.13928986,213.0644836,55.11691666,249.4689636,55.09343719,356.635437,55.19008255,87.29134369,55.2121048,72.42479706,55.23476791,80.07150269,55.25841522,80.02532196,
55.50166702,170.0177155,55.52349854,270.9526672,55.54558563,202.8665161,55.56795502,388.8918152,55.66418839,225.2476654,55.64110565,212.1930542,55.61858368,246.6504822,55.59633255,355.5117493,55.69218826,86.8687973,55.71358109,72.17416382,55.73558426,81.14937592,55.75833511,79.76631927,
56.00166702,173.5980835,56.02427292,268.3892517,56.04660416,199.6464233,56.06985092,388.7665405,56.16608429,223.6466217,56.14312363,213.4290314,56.1202507,253.1723938,56.09833145,360.5679016,56.1943512,85.6086731,56.21677399,72.64317322,56.23866653,80.78817749,56.25993729,80.2782135,
56.50166702,166.8658142,56.52325058,269.3687439,56.54462433,200.7424469,56.56818771,393.8823547,56.66318893,222.6269989,56.64027023,216.744339,56.61674881,254.1363525,56.59445953,360.9671936,56.69043732,86.99880981,56.71374893,73.53093719,56.7366066,79.78566742,56.75933456,78.80947876,
57.00166702,171.6684113,57.02376938,274.6495056,57.04633331,200.2774658,57.0693512,388.8079834,57.16533279,223.794632,57.14300156,212.8633575,57.1199379,247.3474121,57.09760284,357.8179321,57.19177246,86.19728851,57.21493912,73.92963409,57.23760605,81.50752258,57.26074982,81.08599854,
57.50166702,172.6941528,57.52358246,274.8149414,57.54676819,202.8768768,57.56874847,394.3223267,57.66374969,226.8197479,57.64091873,214.9134674,57.61893845,247.9503174,57.59702301,365.3208008,57.69174957,88.28212738,57.71474838,73.97640991,57.7374382,80.92904663,57.75966644,79.78795624,
58.00166702,173.8111572,58.024086,274.162384,58.04693604,205.4507141,58.06978989,396.2034912,58.16508484,223.3596039,58.14291763,217.0967255,58.11983109,250.67836,58.09693527,362.9765625,58.19300079,86.90073395,58.21424866,72.0118866,58.23693848,81.13509369,58.25968933,79.6631546,
58.50166702,173.6641235,58.52310562,271.5520325,58.5452919,203.4956055,58.5684166,399.2775574,58.6631012,220.5884399,58.64174652,215.921463,58.61958313,249.6106262,58.5965004,363.7569275,58.69200134,86.31228638,58.71427155,72.80873871,58.73710632,80.83094025,58.76010513,80.00930023,
59.00166702,171.9563141,59.02399826,271.6965637,59.04541779,200.9810944,59.06793594,395.9483337,59.16395569,223.6671753,59.14112473,214.4072113,59.11843491,250.4355316,59.09624863,361.9263,59.19245911,86.81475067,59.21525192,73.00325775,59.2366066,79.37371826,59.2587471,78.17193604,
59.50166702,173.7838287,59.52376938,272.8651123,59.54600143,205.0215912,59.56733322,399.820343,59.66316605,222.5588074,59.64041901,215.9374847,59.61828995,246.9193573,59.59595871,360.7750549,59.69093704,88.57427216,59.71391678,72.75571442,59.73562241,82.28636169,59.75699997,80.35564423,
60.00166702,177.5796051,60.02375031,274.5915527,60.04610443,202.1876373,60.06908417,402.8528137,60.16508484,224.0625,60.14216614,212.9777679,60.11943817,247.4823151,60.09729004,366.9324646,60.19235611,86.11536407,60.21458435,72.61476135,60.23758316,80.93945313,60.25978851,80.61541748,
60.50166702,177.3551178,60.52316666,275.1530151,60.54641342,200.3338928,60.5684166,397.8614197,60.66426849,221.6851807,60.64143753,212.4797974,60.61808395,248.6080017,60.59668732,370.5635681,60.69060516,87.90903473,60.71343613,74.61418152,60.7369194,81.54998016,60.75960159,80.233078,
61.00166702,177.7555695,61.02358246,270.4650269,61.04627228,200.0912018,61.06824875,402.7105713,61.16118622,223.4005585,61.13846207,212.3372803,61.11729431,249.8052673,61.09493637,374.3858032,61.18810272,87.37577057,61.21108246,74.15892029,61.23377228,80.63560486,61.25585556,80.50507355,
61.50166702,177.6226807,61.52310562,268.1351013,61.5459137,200.9032288,61.56860352,402.7509155,61.66426849,223.1450958,61.64152145,213.005661,61.61862564,248.6141815,61.59577179,369.0256348,61.6922493,87.93897247,61.71477127,72.83448029,61.73835373,81.4200058,61.76025009,80.45835876,
62.00166702,176.3790741,62.02435303,277.6464233,62.04674911,205.6936646,62.06877136,400.1943054,62.16412354,220.9736481,62.14143753,214.5407562,62.11875153,247.8592224,62.09651947,376.596283,62.19210434,86.74500275,62.21485519,73.94945526,62.23808289,82.23519135,62.26026917,79.54319,
62.50166702,176.4315338,62.52275085,280.4525757,62.54575348,203.7379608,62.56877136,404.9299316,62.66424942,221.9767303,62.6412735,216.0266113,62.6186676,251.2757416,62.59676743,373.115448,62.68966293,84.16079712,62.71058273,73.0001297,62.73350143,79.5145874,62.75541687,80.70493317,
63.00166702,177.0193634,63.02425003,277.5677185,63.04641342,201.6491394,63.06874847,402.8917236,63.16360092,219.6173553,63.14093781,210.3759766,63.11816788,248.7433472,63.09527206,376.2357178,63.19108582,86.38067627,63.21312714,74.33895111,63.23458099,79.81224823,63.25728989,80.34611511,
63.50166702,176.3362274,63.52293777,274.8887634,63.54612732,200.1130219,63.56874847,407.8147583,63.66060257,224.8542633,63.63841629,216.5475616,63.61701965,250.686615,63.59512711,377.1167297,63.68741989,86.34503937,63.7100029,72.81086731,63.73274994,80.19461823,63.75491714,81.23269653,
64.00167084,178.424408,64.0246048,273.8000488,64.04728699,201.274704,64.07025146,413.1940613,64.16658783,220.6339874,64.14350128,212.5107422,64.12058258,250.7514343,64.09825134,378.2040405,64.19419098,87.35353088,64.21707916,73.08109283,64.23928833,79.90029144,64.26200104,79.90950775,
64.50167084,179.0259094,64.52295685,279.5579529,64.5459137,201.9099579,64.56860352,406.7674561,64.66275024,223.3715057,64.64150238,209.6837921,64.61876678,250.2233124,64.59660339,380.5597839,64.68775177,88.14087677,64.70995331,74.08908844,64.73260498,82.19663239,64.75512695,79.67979431,
65.00167084,179.9333038,65.02458191,280.0018921,65.04658508,200.2471771,65.07002258,408.7390747,65.16629028,222.6149902,65.14310455,213.7356415,65.12107849,248.6104889,65.0979538,384.1868286,65.19393921,87.53173828,65.21683502,72.58466339,65.23976898,81.15769958,65.26177216,79.6370163,
65.50167084,182.4827881,65.522995,276.9650574,65.54551697,200.5570221,65.56741333,415.6766357,65.66208649,222.256897,65.63912201,211.8435364,65.61627197,248.1040344,65.59349823,384.0608215,65.68775177,86.57137299,65.71045685,73.59320068,65.7334137,81.85575104,65.75593567,81.00817108,
66.00167084,182.0815277,66.02435303,276.1415405,66.04558563,205.993454,66.06826782,411.1134644,66.16408539,222.2742004,66.14133453,212.713501,66.11860657,244.5425262,66.09641266,387.3277588,66.19235229,86.39172363,66.21443939,73.03855896,66.23783112,82.49423218,66.26008606,82.85930634,
66.50167084,177.5462036,66.52293396,275.9151611,66.54602051,203.9449463,66.56825256,414.6833191,66.66477203,221.5706329,66.64191437,212.2466583,66.61924744,249.0056305,66.59708405,380.617981,66.69360352,87.23619843,66.71627045,73.37532043,66.73845673,80.477211,66.76160431,80.40128326,
67.00167084,178.480072,67.024086,282.7789307,67.04627228,203.7826691,67.06925201,412.6817322,67.16543579,221.0573273,67.14344025,211.671402,67.12016296,244.5875549,67.09793854,386.4870911,67.19194031,86.50198364,67.21510315,72.55509186,67.23825073,80.63069153,67.26077271,81.31047058,
67.50167084,180.2276001,67.52368927,281.5449829,67.54508209,201.6603851,67.56743622,419.2981567,67.66208649,221.0342255,67.63996124,213.6217957,67.61727142,248.8687134,67.5945816,377.5543213,67.68927002,85.17573547,67.71208191,73.13552094,67.73426819,78.6269989,67.757164,81.43588257,
68.00167084,187.190094,68.0229187,276.5057068,68.04610443,201.3973236,68.0688324,422.8506165,68.16443634,220.8573608,68.14193726,216.1799164,68.11916351,249.9895172,68.09677124,390.7301025,68.19058228,86.89682007,68.21283722,73.3371048,68.23400116,82.13347626,68.25508118,79.28009796,
68.50167084,185.2060699,68.52541351,279.9816589,68.54746246,203.6682587,68.57024384,427.3829956,68.66685486,226.8675385,68.64408112,210.9562225,68.62135315,246.3775787,68.59902191,388.4219055,68.69477081,86.31153107,68.71741486,73.11335754,68.74044037,80.89992523,68.76279449,81.22636414,
69.00167084,184.4401703,69.02383423,279.9719849,69.04676819,202.5585175,69.06949615,418.4707642,69.16460419,219.9804077,69.14174652,212.9560852,69.1198349,243.229538,69.09761047,388.8248901,69.19258881,86.94431305,69.21535492,72.04899597,69.23775482,80.35242462,69.26077271,80.52394867,
69.50167084,185.262619,69.52359772,282.7119141,69.54668427,206.783783,69.56891632,421.4145508,69.66484833,223.1648407,69.64279175,211.5547791,69.62068939,248.8143616,69.59779358,393.7053833,69.69095612,88.17146301,69.71408844,71.73207092,69.73695374,79.63504028,69.75991821,81.16420746,
70.00167084,186.838974,70.02458191,280.5980835,70.04710388,199.793808,70.07002258,420.752594,70.1645813,223.2588654,70.1415863,211.6551514,70.12016296,248.2672577,70.09793854,388.3771057,70.19278717,88.14980316,70.21485138,71.83406067,70.2362442,80.8401947,70.2591095,81.36225891,
70.50167084,189.1890564,70.52493286,283.4728394,70.54683685,203.0333099,70.57043457,424.1828003,70.66442108,218.4776306,70.64334869,210.3523712,70.62060547,244.7302856,70.59858704,396.092041,70.69225311,87.16877747,70.71474457,71.62496185,70.73832703,79.96866608,70.76124573,82.08856201,
71.00167084,186.7024384,71.02310181,278.1742249,71.04595184,202.7781067,71.06825256,420.7658997,71.16432953,220.9949493,71.14229584,212.4826965,71.11941528,248.6074371,71.09650421,396.3091431,71.19249725,86.697258,71.21360779,73.14415741,71.23683167,80.97825623,71.2591095,81.26023102,
71.50167084,186.9524384,71.52443695,281.7821655,71.54733276,203.9762115,71.56958008,421.117981,71.66442108,220.5126343,71.64333344,212.3267517,71.62124634,246.2098083,71.59866333,400.5171204,71.68910217,85.84210205,71.71208191,74.47657776,71.73542023,80.86669159,71.75759888,82.1785202,
72.00167084,189.54776,72.02324677,280.6223145,72.04543304,199.2256012,72.0688324,421.4554749,72.1625824,221.0976105,72.14116669,212.7698059,72.11860657,247.3673401,72.09608459,394.3702698,72.19095612,87.29431152,72.2135849,72.90007782,72.23635101,79.64393616,72.25859833,81.27182007,
72.50167084,189.0266266,72.52510834,277.6728516,72.54691315,202.6476746,72.56985474,426.8283691,72.66643524,218.7947998,72.64358521,208.8231201,72.62158203,245.661972,72.5979538,395.3026428,72.69426727,87.67287445,72.717453,72.90913391,72.74044037,80.79395294,72.76243591,82.12996674,
73.00167084,190.2568207,73.02377319,284.2629089,73.04666138,203.722229,73.07009888,434.1963501,73.16735077,220.1855927,73.14402008,213.5173187,73.12095642,246.4896088,73.09825134,401.6141968,73.19360352,87.17147827,73.21578979,74.83879089,73.23719025,81.46836853,73.25841522,80.57337189,
73.50167084,192.6834564,73.52366638,284.1516724,73.54676819,203.1869812,73.56943512,422.3630676,73.66526794,218.801651,73.64225006,209.7304382,73.62028503,247.8854523,73.59741974,398.95578,73.69316101,86.18667603,73.71625519,72.35825348,73.73876953,80.29691315,73.76183319,82.0404129,
74.00167084,193.3086548,74.02329254,280.9867554,74.04562378,201.3042603,74.06858826,428.2080383,74.16410065,219.6847992,74.14226532,212.0149994,74.11912537,250.086731,74.09695435,403.0272522,74.19225311,87.03215027,74.21485138,73.52191925,74.23725128,80.45755005,74.26077271,83.13568878,
74.50167084,194.5877686,74.52295685,288.983429,74.54599762,201.6041412,74.56835175,428.8994446,74.6645813,224.355072,74.64176941,216.4671783,74.61916351,245.0621033,74.59629059,398.3534546,74.69300079,86.91736603,74.71485138,73.27610016,74.7362442,81.91327667,74.7587738,81.25975037,
75.00167084,194.8015137,75.02425385,284.5365906,75.04641724,199.8030548,75.06945801,431.092865,75.16343689,218.056839,75.14125061,213.8504333,75.11878967,246.9242706,75.09643555,402.6107483,75.19018555,86.05596161,75.21127319,72.397789,75.23496246,80.1184082,75.25791931,81.29218292,
75.50167084,194.7613678,75.52493286,282.2539978,75.54794312,202.3504028,75.56999969,431.6057129,75.6631012,222.6687012,75.64108276,208.0454102,75.61908722,246.7538605,75.59779358,404.3828735,75.69141388,87.12012482,75.71427155,72.79509735,75.73733521,79.98181152,75.75941467,82.46192932,
76.00167084,194.8782501,76.02416992,286.7204285,76.04543304,200.310379,76.06629181,426.3554077,76.16083527,218.4844818,76.13860321,209.6492462,76.11560059,239.6386566,76.09325409,397.8701172,76.18958282,87.28855133,76.2122879,71.91572571,76.23544312,80.6023407,76.25793457,83.19215393,
76.50167084,198.1500244,76.52358246,291.3523865,76.5464325,202.8371277,76.56879425,439.3193665,76.66558075,221.5580902,76.6426239,215.3392334,76.61960602,242.1469269,76.5969162,400.6544495,76.69333649,86.89207458,76.71442413,71.7733078,76.73760223,81.91094971,76.76041412,83.13154602,
77.00167084,196.8935547,77.02258301,283.4472046,77.04560852,198.932251,77.06874847,429.5024719,77.1625824,219.736557,77.13999939,214.0179749,77.11775208,252.9552917,77.09494019,403.3223877,77.19058228,86.83591461,77.21276855,73.20330048,77.2365799,82.22962952,77.25943756,82.18515778,
77.50167084,193.9767761,77.52358246,288.4776917,77.54595184,196.4472809,77.56825256,434.0038757,77.66474915,217.8284607,77.6417923,213.3891296,77.61975098,243.2151184,77.59683228,404.7334595,77.69300079,88.55799103,77.71541595,72.63432312,77.73777008,81.97133636,77.76068878,81.86177826,
78.00167084,200.4552155,78.02318573,293.3413696,78.04593658,201.5791626,78.06893921,440.1955566,78.16268921,221.6203613,78.14116669,210.5901184,78.11893463,246.3236694,78.09658051,412.3166809,78.19017029,87.01889801,78.21141815,72.77428436,78.23410797,80.49774933,78.25679779,83.95582581,
78.50167084,196.3636932,78.52407837,286.8760071,78.54685211,197.9421387,78.56943512,440.9856873,78.66493988,218.0154572,78.64241791,211.9512482,78.61978912,244.7651062,78.59708405,407.0449524,78.69358826,85.64471436,78.71577454,74.07493591,78.73941803,81.70453644,78.76158142,82.66703796,
79.00167084,202.6753693,79.02443695,289.1708069,79.04746246,200.1595306,79.07008362,442.0970764,79.16513062,218.2056122,79.14193726,208.2281647,79.1198349,247.7471008,79.09695435,407.1413574,79.19293976,86.03274536,79.21512604,74.1754837,79.23775482,81.38647461,79.26108551,82.72164154,
79.50167084,200.9292908,79.52410126,297.4764709,79.54599762,201.9490356,79.56908417,434.7658691,79.66427612,219.5363312,79.64091492,210.8510284,79.61901855,244.7257843,79.59599304,406.5942383,79.69233704,85.62665558,79.71469116,73.27868652,79.73777008,81.53559875,79.7604599,82.11586761,
80.00167084,199.0301514,80.02429199,285.9520264,80.04660797,201.4413757,80.06967163,436.4681702,80.1659317,221.440155,80.14325714,211.6786194,80.12026978,250.3681488,80.09777069,412.8171997,80.19160461,86.02427673,80.21443939,73.5594101,80.23725128,81.45446014,80.26010895,82.1933136,
80.50167084,205.7456055,80.52375031,290.354187,80.54641724,198.5378876,80.56777191,435.2745972,80.66383362,221.7433014,80.64076996,212.5856323,80.61891174,240.3240509,80.59567261,408.0233154,80.69252014,86.25112152,80.71541595,72.92558289,80.73810577,81.96206665,80.76012421,83.28570557,
81.00167084,206.0920868,81.02350616,293.356842,81.04491425,199.1522369,81.06760406,437.2982788,81.16358185,220.2080994,81.1415863,209.5983582,81.11878967,245.0005341,81.09577179,412.059021,81.18999481,85.1293869,81.21333313,72.62247467,81.23542023,80.45381165,81.25827026,83.32409668,
81.50167084,203.9673615,81.52443695,289.9910278,81.54662323,202.0717468,81.56967163,442.9412231,81.66612244,217.5071106,81.64424896,212.4048615,81.62095642,246.2918854,81.59777069,410.7665405,81.69426727,86.80976868,81.71702576,72.92255402,81.73927307,80.61194611,81.76219177,83.35414124,
82.00167084,204.2115326,82.02393341,295.0992737,82.04716492,199.3734894,82.06991577,439.4110413,82.16608429,220.1970367,82.14334869,208.3838196,82.12028503,241.0840454,82.09779358,417.8755798,82.19468689,87.01964569,82.21710968,73.17640686,82.23991394,81.24897766,82.26208496,83.13584137,
82.50167084,203.2672882,82.52393341,296.4075317,82.54708862,196.6317596,82.56926727,439.8573608,82.66374969,220.8277283,82.6424942,209.1038666,82.61976624,246.4134216,82.59761047,415.9560547,82.69260406,84.78910828,82.71526337,71.31838989,82.73827362,79.63058472,82.76091003,82.6646347,
83.00167084,208.1728821,83.02359772,290.2231445,83.04627228,202.8150024,83.06908417,440.7965393,83.16194153,219.0535126,83.1392746,210.1226349,83.11825562,248.3443756,83.09612274,415.4235535,83.18908691,85.75743866,83.21191406,74.05640411,83.23460388,80.62851715,83.25650024,84.40898895,
83.50167084,210.4186249,83.52317047,297.0462036,83.5459137,196.9964905,83.56826782,447.8154602,83.66443634,223.7236023,83.64176941,213.9617767,83.61960602,241.4316864,83.59624481,412.7842712,83.69241333,85.44255829,83.71526337,72.33410645,83.73743439,80.93511963,83.76100159,84.21533966,
84.00167084,211.1366882,84.02294159,295.3989868,84.04575348,198.1587067,84.06845856,444.4812927,84.16233826,222.727829,84.1392746,210.1448364,84.11816406,247.9573517,84.09608459,424.5400391,84.19043732,87.06076813,84.21366119,72.986763,84.23558044,81.06046295,84.25827026,83.5725708,
84.50167084,210.6075897,84.52350616,291.7218628,84.5459137,199.5157013,84.56841278,447.9413757,84.66124725,215.8813324,84.63899994,207.9687042,84.61608124,245.5124207,84.5942688,417.8534546,84.68942261,88.2202301,84.71235657,73.10210419,84.73525238,81.16926575,84.75743866,82.83830261,
85.00167084,210.3287506,85.02407837,297.5192566,85.04695892,200.7666321,85.07035065,440.7288513,85.16708374,216.9675903,85.14491272,211.6576996,85.12145996,245.7389374,85.09910583,424.3865356,85.19541931,87.68061829,85.21810913,72.12244415,85.24085236,79.62371063,85.26274872,83.41960144,
85.50167084,211.34021,85.5246048,297.6722412,85.54695892,196.9081726,85.56977081,440.2695923,85.664505,215.2084351,85.64160156,212.9945374,85.61875153,247.2871094,85.59616852,423.3364868,85.69062805,88.06806946,85.7127533,73.43811035,85.73542023,80.96774292,85.75891876,83.75945282,
86.00167084,212.2543945,86.02383423,294.6638489,86.04694366,199.7923279,86.06960297,441.9066467,86.16591644,215.8492432,86.14377594,210.4868011,86.12041473,245.7216034,86.09777069,428.1270142,86.19477081,87.04032135,86.21677399,72.19564819,86.2388382,81.36300659,86.26008606,83.91822052,
86.50167084,212.9497375,86.52327728,300.1825256,86.54618835,198.4042206,86.56729126,450.4631042,86.66391754,223.063446,86.64110565,208.4649963,86.61827087,242.5392914,86.5951004,419.8923645,86.69229126,85.52828217,86.71443939,72.1763382,86.73727417,81.81077576,86.76016235,83.40280151,
87.00167084,221.6538544,87.022995,294.541748,87.0459137,198.9117432,87.06879425,440.1168213,87.16507721,220.9219971,87.14229584,207.6846008,87.11978912,244.7565155,87.0969162,418.0220642,87.19283295,87.55872345,87.21518707,72.40090942,87.23791504,81.09851837,87.26096344,83.49461365,
87.50167084,219.0154419,87.52391815,296.049469,87.54658508,201.3512421,87.56960297,439.3977051,87.66413116,222.1720581,87.64091492,209.2036743,87.61791992,242.6747894,87.59591675,428.331543,87.69041443,86.31764221,87.71260834,72.15467834,87.73493958,82.42523956,87.75793457,84.1241684,
88.00167084,212.5410309,88.02393341,298.5690918,88.04695892,199.207016,88.06999969,448.112793,88.16416931,217.8057861,88.14096069,211.6446381,88.11960602,245.5222168,88.09757996,422.0908813,88.19007874,86.28392792,88.21276855,72.41311646,88.23568726,80.94667053,88.25674438,84.58236694,
88.50167084,218.5245514,88.52412415,297.1157532,88.54716492,199.8275299,88.56893921,446.7572937,88.66410065,220.7790985,88.64125061,207.5037842,88.61875153,240.1398315,88.59568787,428.7294312,88.69268036,87.80799866,88.71574402,72.95631409,88.73832703,81.60990906,88.76085663,84.83972168,
89.00167084,219.9846497,89.02445221,301.6278381,89.04727173,199.3444519,89.06962585,443.4631348,89.16696167,220.6093445,89.14427185,206.263031,89.12124634,242.970871,89.09851837,424.2162781,89.19351959,85.56786346,89.21543884,73.73622131,89.23808289,79.54747009,89.26060486,85.26863098,
89.50167084,224.8562012,89.52474976,297.7601624,89.54776764,198.1550598,89.57050323,442.2838135,89.66725159,217.6524353,89.64450073,209.1875,89.62126923,242.2604523,89.59896088,428.2744751,89.69329071,85.59239197,89.71625519,73.87005615,89.73827362,81.66336823,89.7611618,85.90246582,
90.00167084,217.2323151,90.02410126,301.8040161,90.0464325,196.9874725,90.06910706,450.3708191,90.16566467,220.7378845,90.14293671,210.1770325,90.12010193,247.2293091,90.0973587,427.1644287,90.19391632,85.62553406,90.21508026,72.91968536,90.23862457,80.24723816,90.26126862,84.25119019,

Sample F9,
Sample F9
Collection Time: 20-Feb-24 12:06:21 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 20 Feb 12:06:21 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               509.00
Em. wavelength (nm)               563.00
Ex. Slit (nm)                     20
Em. Slit (nm)                     10
Averaging Time (s)                0.2000
Cycle time(min)                   0.5000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 20-Feb-24 11:55:25 AM
Method Modifications:
Wellplate Overlay Mode Changed: 20-Feb-24 11:55:26 AM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 20-Feb-24 11:55:26 AM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 20-Feb-24 11:55:26 AM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 20-Feb-24 11:55:26 AM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 20-Feb-24 11:55:26 AM, Old:User defined, New:Overlay columns
PMT Volts Changed: 20-Feb-24 11:57:32 AM, Old:600, New:700
Well plate reader Changed: 20-Feb-24 11:57:32 AM, Old:OFF, New:ON
Excitation Wavelength Changed: 20-Feb-24 11:57:32 AM, Old: 400.00, New: 509.00
Emission Wavelength Changed: 20-Feb-24 11:57:32 AM, Old: 600.00, New: 563.00
Ex. Slit Width (nm): Changed: 20-Feb-24 11:57:32 AM, Old:5, New:20
