Sample A1_Ex555_Em570,,Sample A1_Ex555_Em670,,Sample A2_Ex555_Em570,,Sample A2_Ex555_Em670,,Sample A3_Ex555_Em570,,Sample A3_Ex555_Em670,,Sample A4_Ex555_Em570,,Sample A4_Ex555_Em670,,Sample B1_Ex555_Em570,,Sample B1_Ex555_Em670,,Sample B2_Ex555_Em570,,Sample B2_Ex555_Em670,,Sample B3_Ex555_Em570,,Sample B3_Ex555_Em670,,Sample B4_Ex555_Em570,,Sample B4_Ex555_Em670,,Sample C1_Ex555_Em570,,Sample C1_Ex555_Em670,,Sample C2_Ex555_Em570,,Sample C2_Ex555_Em670,,Sample C3_Ex555_Em570,,Sample C3_Ex555_Em670,,Sample C4_Ex555_Em570,,Sample C4_Ex555_Em670,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
20.00166702,83.85786438,20.00841713,21.12216949,20.03177071,66.86639404,20.03852081,25.8822937,20.06168747,67.78442383,20.06843758,23.60430527,20.09285545,61.84719467,20.09960365,9.574234009,20.2204361,80.35509491,20.2271862,31.24414063,20.1903553,57.81784058,20.19710541,25.67371941,20.15887451,55.84934998,20.16560555,25.06466103,20.12877083,81.43492889,20.13552094,32.24291611,20.25610352,72.62627411,20.26285362,26.83257103,20.28677177,50.86506653,20.29351997,22.88960648,20.31670761,51.20273972,20.32343674,28.82461548,20.34720802,93.1289978,20.35393715,21.19129562,
20.50166702,73.56981659,20.50841713,21.33246231,20.5318737,62.50630951,20.53860474,22.1493721,20.56193924,66.3795929,20.56868744,26.20473862,20.5922718,62.63512421,20.59902191,8.642564774,20.72060394,76.94166565,20.72735405,26.57663727,20.69027138,63.5582962,20.69702148,24.78178787,20.65927124,60.62412643,20.66602135,24.76689148,20.62879181,89.80065918,20.63554001,30.42882156,20.75593758,70.40763855,20.76268768,34.23712921,20.78643799,59.14868164,20.7931881,22.89703751,20.81695747,58.9306488,20.82370758,31.52262497,20.8474369,96.72918701,20.85418701,25.85433197,
21.00166702,77.46062469,21.00841713,24.52075386,21.03170776,68.89512634,21.0384388,18.4420929,21.06226921,70.18252563,21.06902122,24.66420174,21.09270859,74.59325409,21.09943771,11.96274281,21.22087479,91.97478485,21.22760391,21.74422646,21.19020844,74.09659576,21.19693756,26.94661522,21.15895844,59.75114059,21.16570854,28.3813858,21.12910271,84.7636261,21.13585472,33.26066589,21.25626945,76.68502045,21.26302147,26.84875298,21.28710365,58.93647766,21.29385376,36.20851517,21.31770897,58.17772675,21.3244381,28.76579094,21.34812355,86.93492889,21.35487556,17.33663368,
21.50166702,63.486866,21.50841713,32.15865707,21.53277206,56.1067009,21.53952026,21.97896576,21.56287384,74.84764099,21.56960487,17.75023079,21.59387398,69.89718628,21.60060501,12.8849287,21.72060394,80.52178192,21.72735405,22.56324577,21.69010353,55.79204178,21.69685555,23.38113785,21.65868759,50.30474472,21.6654377,19.31956291,21.62837601,78.99777222,21.63510323,29.1123848,21.75668716,76.85852814,21.76343727,20.16796494,21.78693771,58.76253128,21.79368782,26.37386513,21.81754112,51.66051483,21.82427216,28.05021095,21.8482914,99.02733612,21.8550415,20.391716,
22.00166702,78.54439545,22.00841713,22.39968109,22.03285408,64.63359833,22.03958321,20.34505081,22.06293678,91.18143463,22.0696888,33.09432602,22.09393692,61.08765411,22.10068703,13.00504112,22.22220802,91.31406403,22.22893715,24.93883324,22.1907711,63.27215576,22.1975193,25.44392586,22.16004181,57.70541382,22.16677094,20.61389923,22.12920761,87.09902191,22.13593674,30.96498299,22.25777245,81.36439514,22.26452065,23.30871964,22.28810501,60.16716766,22.29485512,33.41593552,22.31860352,49.08538818,22.32535362,28.0645256,22.34910393,94.82685089,22.35585403,24.57629204,
22.50166702,71.73902893,22.50841713,21.07616234,22.53320885,70.29508972,22.53993797,27.62077713,22.56262398,81.46677399,22.56937408,20.14765358,22.59393692,74.03316498,22.60068703,8.974390984,22.72187424,73.08389282,22.72860527,26.50257874,22.69110489,62.69515991,22.69785309,32.92573929,22.66060448,56.81519699,22.66735458,22.17422295,22.6291256,91.55455017,22.63587379,28.46533012,22.75785255,73.60697174,22.76460457,30.08428001,22.7884388,55.83618164,22.7951889,27.2246418,22.8189373,53.81205368,22.82570839,27.27127457,22.84951973,95.92448425,22.85626984,23.87359619,
23.00166702,82.8657074,23.00841713,19.11618042,23.03143692,60.85987854,23.03818703,22.7425499,23.0618763,71.02915192,23.06860352,22.06206322,23.09260368,78.1701355,23.0993557,9.671060562,23.21826935,77.2594986,23.22501945,19.67777634,23.1877079,67.13179016,23.19443703,25.51469612,23.15754128,54.94519424,23.1642704,25.59159851,23.12710381,92.08435059,23.13385391,29.51816177,23.25477028,79.71015167,23.26152229,24.44719315,23.28510284,55.67883682,23.29185295,27.46043587,23.31543732,48.51968384,23.32218742,32.89012146,23.34570885,85.07671356,23.35243797,27.84665489,
23.50166702,73.94123077,23.50841713,17.1625309,23.53210449,93.3889389,23.5388546,22.35519218,23.56243706,72.03097534,23.56918716,22.67726135,23.59360313,58.84267044,23.60035324,11.07225418,23.72060394,75.9529953,23.72735405,36.59803009,23.69070816,58.54405212,23.69743729,21.667099,23.65960503,57.87036896,23.66635323,21.7289753,23.62960434,90.6513443,23.63635445,22.67425728,23.75635338,71.01547241,23.76310349,22.05735397,23.78679276,70.5803299,23.79354286,29.2088356,23.81760406,58.87096786,23.82435417,21.90015221,23.84712601,94.18697357,23.85387611,18.63789368,
24.00166702,59.56500244,24.00841713,23.20110512,24.03202057,71.44832611,24.03877068,18.30228043,24.0622921,64.65820313,24.06908417,24.63867378,24.09260368,76.13387299,24.0993557,13.43190193,24.21877098,83.01158142,24.22552109,29.67903519,24.18843842,74.8842392,24.19518852,18.82000351,24.15820885,58.54016113,24.16493797,27.87194443,24.12726974,83.53054047,24.13402176,24.55950356,24.25343895,82.62580109,24.26018715,29.11776924,24.2841053,51.00001526,24.29085541,24.21474075,24.31410408,49.11758423,24.32085419,22.1673069,24.34443855,103.4279861,24.35118866,21.41536522,
24.50166702,70.80509186,24.50841713,21.05651665,24.53193855,63.69859695,24.53868866,16.27289963,24.56243706,67.72497559,24.56918716,29.94975662,24.59360313,63.46722031,24.60035324,10.45943356,24.71879005,84.89469147,24.72554207,25.80842781,24.68860435,60.89559555,24.69535255,20.62651825,24.65760422,56.04273224,24.66435432,22.15702248,24.62701988,85.26347351,24.63376999,28.38830185,24.75277138,82.50917816,24.75952148,34.8314743,24.78326988,50.92883682,24.79001999,19.60216904,24.8137722,42.05008698,24.8205204,19.62257385,24.84454155,86.50183105,24.85127068,15.98574448,
25.00166702,77.47077179,25.00841713,26.79820251,25.03304291,70.10782623,25.03977013,22.46834183,25.06337547,76.99075317,25.0701046,19.83896637,25.09393692,67.04857635,25.10068703,15.83868599,25.22127151,83.96474457,25.22802162,25.53335571,25.19110489,70.40097046,25.19785309,26.87442398,25.15962601,59.15977478,25.16637611,29.34409523,25.12987518,92.07381439,25.13660431,29.65367699,25.25720787,79.57440186,25.2639389,22.97385025,25.2876873,55.59361649,25.29443741,21.80829811,25.31804276,49.61566162,25.32476997,32.03973007,25.3482914,97.64498138,25.3550415,18.55959511,
25.50166702,65.22472382,25.50841713,22.00827026,25.53143692,63.25107956,25.53818703,25.92938995,25.56204224,58.62758255,25.56876945,26.28445244,25.59260368,57.34704208,25.5993557,21.17849922,25.71945763,75.85051727,25.72620773,21.18597031,25.68777084,60.88005066,25.69452095,24.25219345,25.65760422,64.75030518,25.66435432,24.21029282,25.62729073,83.95295715,25.63404083,21.14999199,25.75310516,72.64039612,25.75985527,22.06233978,25.78337479,59.85508728,25.79010391,24.76360321,25.81393814,51.06136703,25.82068634,25.23395538,25.84443855,101.6086502,25.85118866,26.01636124,
26.00166702,75.23433685,26.00841713,18.77194977,26.03279305,64.66469574,26.03954315,19.4420433,26.06293678,72.52353668,26.0696888,23.03640556,26.09427071,77.99782562,26.10102081,11.64468098,26.22076988,75.94603729,26.22751999,18.6196022,26.19110489,61.76394272,26.19785309,22.19988441,26.16010284,69.13450623,26.16685295,22.70190239,26.12960434,73.2629776,26.13635445,26.32027054,26.25695801,75.88175201,26.26370811,23.06640244,26.28743744,75.42663574,26.29418755,24.32194519,26.31777191,50.16093445,26.32452011,25.46608543,26.34810448,87.44329834,26.35485458,22.05496597,
26.50166702,70.26643372,26.50841713,17.11439896,26.5329361,66.90149689,26.5396862,20.0304451,26.56354141,68.640625,26.57027245,18.47239113,26.59326935,83.26022339,26.60001945,11.38169289,26.72076988,83.17007446,26.72751999,25.6403656,26.69010353,65.17082977,26.69685555,18.6760025,26.6595211,67.88910675,26.6662693,23.14689064,26.62904167,94.74716187,26.63579178,30.77459717,26.75693703,85.57138824,26.76368904,22.93527794,26.7873764,60.6688385,26.79410362,24.4544239,26.81737518,55.40990067,26.82410431,19.40618134,26.84862518,107.574646,26.85537529,24.43108177,
27.00166702,67.34790802,27.00841713,20.84720421,27.0329361,57.00587845,27.0396862,21.93963623,27.06337547,63.51168442,27.0701046,22.6686821,27.09410477,66.77129364,27.10085487,7.956780434,27.2209568,84.40200043,27.22770882,20.40763855,27.19043732,69.34297943,27.19718742,28.7258873,27.16012573,64.46460724,27.16687393,17.96759605,27.12943649,88.41402435,27.13618851,30.7422142,27.25670815,81.78392792,27.26343727,22.17848396,27.28652191,57.06209564,27.29327011,24.93941879,27.31787491,56.90215302,27.32460403,21.91631699,27.34820747,97.97416687,27.35493851,19.63995361,
27.50166702,64.51654053,27.50841713,22.17241096,27.53210449,80.2828064,27.5388546,22.55992889,27.56204224,64.18247986,27.56876945,13.45225143,27.59245872,58.87253189,27.59920883,11.91482162,27.72076988,91.66635895,27.72751999,26.98033142,27.68987465,65.37232971,27.69660378,23.35507774,27.66043663,62.86994934,27.66718674,23.23814774,27.62870979,102.7603683,27.63543701,23.69612694,27.75735474,72.72066498,27.76410294,18.54751968,27.78760338,61.61349869,27.79435349,26.05838394,27.81754112,48.10410309,27.82427216,19.5906601,27.84887505,91.80075073,27.85560417,20.32370186,
28.00166702,71.87709045,28.00841713,21.79826164,28.03393745,72.50782776,28.04068756,21.12198448,28.06437492,78.24436951,28.07110405,22.45117569,28.09470749,73.58152771,28.10143852,6.067138195,28.22227097,87.08563232,28.22902107,19.62116051,28.19210434,67.09294891,28.19885445,19.60301208,28.16129112,62.41617203,28.16804123,29.94380379,28.13054276,91.23638916,28.13726997,30.19450378,28.25768852,73.62451935,28.26443672,22.74139023,28.28829193,54.94952774,28.29504204,23.53414917,28.3189373,48.25069427,28.32568741,20.32535553,28.34893799,89.74746704,28.3556881,20.08874702,
28.50166702,69.07224274,28.50841713,22.92255974,28.53204155,66.70815277,28.53877068,24.27643585,28.56279182,69.75274658,28.56954193,24.61451912,28.59410477,69.98999786,28.60085487,11.91167164,28.71987534,84.16651917,28.72660255,28.31430244,28.68935394,71.94165039,28.69608307,25.68719101,28.65870857,63.67453003,28.6654377,20.80724907,28.62877083,77.53665924,28.63552094,27.57738113,28.75554276,78.65496063,28.76226997,23.96189308,28.78645897,65.94249725,28.79320908,18.65749931,28.81754112,60.21849823,28.82427216,21.40950012,28.84795761,91.44889069,28.85470772,21.75373268,
29.00166702,79.10225677,29.00841713,20.80522919,29.03287506,78.22203064,29.03960419,27.24616432,29.06368828,77.32756805,29.07043648,20.00440979,29.09393692,75.84161377,29.10068703,7.410189152,29.22166824,84.53588104,29.22841644,24.79082298,29.19087601,71.09309387,29.19760323,25.05651283,29.16010284,64.56291199,29.16685295,27.71592522,29.12962532,87.10743713,29.13637543,23.18278313,29.25712395,93.0684967,29.26387596,26.46325493,29.2877903,62.49832916,29.29454231,18.20689201,29.31927109,46.94913483,29.32602119,30.39671516,29.34976959,83.5990448,29.3565197,21.8797493,
29.50166702,75.10436249,29.50841713,21.16690445,29.53160477,69.8068924,29.53835487,16.82491493,29.56277084,82.43727875,29.56952095,20.99429512,29.59326935,73.45030212,29.60001945,12.74524689,29.72004128,81.3032074,29.7267704,25.53400993,29.68945885,59.44060135,29.69620705,21.45448494,29.65887451,59.39148712,29.66560555,25.6128788,29.62854195,88.2003479,29.63527107,25.6064682,29.7564373,80.65950775,29.76318741,29.76500702,29.78670883,49.458004,29.79343605,21.00512505,29.81752205,53.14136887,29.82427216,23.35914612,29.8486042,87.59803772,29.85535431,24.68057251,
30.00166702,72.2758255,30.00841713,15.63153744,30.03277206,60.17391968,30.03952026,23.73582268,30.06343842,70.778862,30.07018852,28.17968559,30.09329224,72.32229614,30.10004044,11.38742447,30.2224369,84.47918701,30.22918701,25.41938782,30.19177055,64.51296234,30.19852066,22.51822853,30.16029167,63.45316696,30.16704178,19.88973808,30.12993813,95.03253174,30.13668823,22.96787071,30.25793648,69.1950531,30.26470757,23.64806175,30.2884388,67.76667023,30.2951889,28.38687134,30.31876945,46.04197311,30.32552147,28.93807983,30.34910393,87.69179535,30.35585403,23.14065933,
30.50166702,72.20520782,30.50841713,19.02999687,30.53127098,62.6516571,30.53802109,19.76748466,30.56210327,72.96041107,30.56885338,23.38201904,30.59254074,69.61463165,30.59927177,8.89922905,30.71793747,79.04456329,30.72468758,28.80485153,30.68777084,65.80899811,30.69452095,26.96565437,30.65727043,64.30406189,30.66402245,28.22460175,30.62677002,93.08033752,30.63352013,28.24480438,30.75262451,75.73396301,30.75937462,24.75376892,30.78277206,63.24983215,30.78952026,27.94704247,30.81335449,48.65313339,30.8201046,25.4798336,30.84452057,91.84169006,30.85127068,18.69404221,
31.00166702,79.73959351,31.00841713,17.19493103,31.03162384,61.47335815,31.03837395,18.4082756,31.06226921,77.82689667,31.06902122,24.26788902,31.09337616,81.79229736,31.10010338,10.51144695,31.22076988,65.75595093,31.22751999,20.52040291,31.1904583,62.29129028,31.1972084,21.95599174,31.15970802,67.09716797,31.16643715,24.228302,31.12960434,90.33397675,31.13637543,30.33682823,31.2564373,73.83861542,31.26318741,24.58873749,31.28693771,58.55827332,31.29368782,20.962183,31.31793785,49.88399124,31.32468605,26.12531853,31.34827042,86.51170349,31.35502052,25.13317299,
31.50166702,72.88737488,31.50841713,20.72107506,31.53204155,63.89983749,31.53877068,24.0935173,31.5622921,72.14834595,31.5690403,18.69614601,31.59260368,69.26843262,31.5993557,13.04782581,31.72120857,75.83158112,31.7279377,22.41498566,31.69087601,78.31577301,31.69760323,20.50360107,31.65970802,57.92947006,31.66646004,24.65959358,31.62927055,81.92345428,31.63602066,35.19783783,31.75693703,72.33522034,31.76368904,23.57267952,31.78777122,65.56404114,31.79452133,25.76501465,31.81876945,51.27944565,31.82552147,33.60584641,31.84904099,87.92043304,31.85577011,16.68961906,
32.00166702,79.05008698,32.00841522,21.03745079,32.03252029,59.57255173,32.03926849,14.42267227,32.06377029,68.9559021,32.07051849,21.2587719,32.09410477,72.02612305,32.10085297,14.00768757,32.22204208,85.83117676,32.22877121,23.63743401,32.19193649,63.20290375,32.19870758,18.09252739,32.16093826,61.08283997,32.16768646,27.21001625,32.13029099,78.1236496,32.137043,27.63087082,32.25760651,76.4704361,32.26435471,20.02106285,32.28843689,61.4029541,32.2951889,24.39512253,32.31804276,51.7981987,32.32477188,26.66075897,32.34860611,95.90641785,32.35535431,24.45312119,
32.50166702,77.85283661,32.50841522,21.41227722,32.53354263,72.54321289,32.54027176,19.49812889,32.56393814,77.32666779,32.57068634,20.76540756,32.59429169,62.70209122,32.60103989,8.684863091,32.72187424,83.24871826,32.72860336,23.32176971,32.69143677,77.38832855,32.69818878,23.68556404,32.66010284,54.30541992,32.66685486,21.88841248,32.63029099,92.06783295,32.637043,28.10877228,32.75585175,75.45116425,32.76260376,23.12618637,32.78693771,61.99692535,32.79368591,29.73770332,32.81743622,61.10473251,32.82418823,32.41678619,32.84793854,94.75637054,32.85468674,21.80685234,
33.00166702,70.5607605,33.00841522,17.58122635,33.03270721,69.43045044,33.03943634,16.43409157,33.06393814,80.65463257,33.07068634,27.51158333,33.09370804,76.76181793,33.10043716,14.80409241,33.22110367,89.19132233,33.22785568,24.98694801,33.19093704,64.52602386,33.19768524,19.66694641,33.16085434,57.42589188,33.16760635,24.26086235,33.13010406,74.40858459,33.13685608,26.81728172,33.25728989,90.35510254,33.2640419,23.33788109,33.28726959,69.04201508,33.29402161,19.90951347,33.31827164,46.47615051,33.32501984,28.33613014,33.34877014,96.33961487,33.35552216,23.70381546,
33.50166702,76.10022736,33.50841522,18.60529137,33.53143692,65.30979156,33.53818893,18.93777847,33.56193924,66.72239685,33.56868744,17.95160866,33.59245682,75.57424927,33.59920883,8.036752701,33.72012711,80.68096161,33.72687531,26.46430016,33.68976974,72.96084595,33.69652176,29.34876633,33.65893936,62.4787178,33.66568756,21.68169022,33.62893677,88.17321777,33.63568878,30.09722137,33.75343704,70.30290985,33.76018524,20.9108448,33.78410339,67.20662689,33.79085541,18.9798336,33.81443787,77.67738342,33.82118607,25.54136467,33.8454361,94.2399292,33.85218811,21.70253754,
34.00166702,70.12742615,34.00841522,19.45627594,34.03287506,71.99645996,34.03960419,25.7023468,34.06412506,71.24201202,34.07087326,17.77415276,34.09437561,81.06381989,34.10112381,15.47272968,34.22170639,95.78562164,34.2284584,32.10230637,34.19135284,63.17113495,34.19810486,17.6452198,34.16054153,63.62808609,34.16727066,23.64105225,34.13077164,84.57136536,34.13751984,24.30529022,34.25827408,87.70489502,34.26502228,24.21427155,34.28804016,58.14271927,34.2947731,22.06660843,34.31912613,52.55765152,34.32587433,27.19214821,34.34943771,90.03757477,34.35618973,24.56619263,
34.50166702,63.38947296,34.50841522,24.64446831,34.53310394,59.8139801,34.53985596,27.14349365,34.56370926,74.99424744,34.57043839,16.77972984,34.59412384,68.25016022,34.60087585,6.555265427,34.72337723,85.73403168,34.73010254,24.38869476,34.69202042,63.10592651,34.69877243,25.32310486,34.66170502,63.41145325,34.66843796,23.23923874,34.63143539,83.68653107,34.63818741,28.46169281,34.75843811,72.44403839,34.76518631,23.54140091,34.78843689,48.68372726,34.79518509,19.99580765,34.81893539,50.05970383,34.82570648,20.90988922,34.85010529,98.19610596,34.85685349,23.41552544,
35.00166702,83.00849915,35.00841522,15.90806961,35.03287506,68.94077301,35.03960419,12.17779636,35.06329346,66.50171661,35.07004166,18.53912163,35.09421158,82.13562775,35.10093689,10.29542828,35.22060394,98.60625458,35.22735596,26.93985367,35.19026947,67.95079803,35.19702148,17.92683029,35.16027069,65.60957336,35.16701889,20.73205757,35.12910461,86.98394775,35.13585663,33.27146912,35.25444031,84.13919067,35.26118469,21.39791107,35.28554153,62.79645157,35.29227066,24.62361336,35.31587219,44.12197113,35.32260513,31.27437401,35.34637451,88.29947662,35.35310364,22.06016159,
35.50166702,76.9901886,35.50841522,21.93679237,35.53293991,61.2026825,35.53968811,19.69026184,35.56304169,63.50183487,35.56977081,19.60631561,35.59393692,74.33192444,35.60068893,5.781886101,35.72053909,78.38962555,35.72727203,24.61358643,35.68976974,67.01830292,35.69652176,27.44793701,35.65954208,69.4982605,35.66627121,30.67212486,35.62793732,100.9182434,35.63468933,31.57100487,35.75453949,67.64406586,35.76127243,21.87765884,35.78570938,58.94193649,35.79243469,21.2904911,35.81612396,61.18415451,35.82287598,27.60851288,35.84660339,97.08099365,35.85335159,19.82872391,
36.00166702,70.68847656,36.00841522,24.25574875,36.03277206,57.89992523,36.03952408,21.46993065,36.06279373,76.77404785,36.06954193,23.08994102,36.09410477,63.17791367,36.10085297,13.18425179,36.22210312,89.59644318,36.22885513,24.79056168,36.19137192,72.2627182,36.19810486,28.442873,36.16078949,60.09771729,36.1675415,23.35882378,36.1302681,88.09352875,36.13702011,27.39361954,36.25793839,80.61963654,36.2646904,28.69085312,36.28853989,56.34537888,36.29527283,23.32165146,36.31893539,49.42720413,36.32568741,23.07616806,36.34935379,97.93028259,36.35610199,13.44870186,
36.50166702,73.10018921,36.50841522,19.3517952,36.53260422,59.81241989,36.53935623,22.95779419,36.56310272,73.33768463,36.56985092,20.60794067,36.59362411,79.23574829,36.60037613,8.818040848,36.722435,85.77809906,36.72918701,19.81701469,36.69110489,87.14454651,36.6978569,21.21512794,36.66054153,58.48768234,36.66727066,32.60979843,36.62987518,80.12820435,36.63660431,26.44842529,36.75810623,89.27867126,36.76485443,17.60901642,36.78860092,71.66334534,36.79535294,20.3862915,36.81877136,54.68286133,36.82551956,27.96488571,36.85037613,91.43850708,36.85710526,24.57124329,
37.00166702,64.11690521,37.00841522,19.52146339,37.03293991,60.95879745,37.03968811,21.58624649,37.06360245,60.8076973,37.07035446,15.69100857,37.09362411,76.56469727,37.10037613,6.440804482,37.22120667,80.5989151,37.22793961,16.33752632,37.19093704,60.97625732,37.19768906,25.29713821,37.1603775,68.02442932,37.16710663,20.78148079,37.13010406,89.56127167,37.13685226,20.32987213,37.2568779,80.15257263,37.26360321,23.34985161,37.28794098,63.5451088,37.29468536,22.28351974,37.31827164,57.08471298,37.32501984,26.4422493,37.34877014,99.22154999,37.35552216,23.34411621,
37.50166702,64.74294281,37.50841522,22.2491188,37.53212357,65.54844666,37.53887558,22.4642868,37.56210709,66.94045258,37.56885529,21.3567028,37.59285355,69.27437592,37.59960556,8.373970032,37.72070694,88.68807983,37.72743607,26.22750854,37.69020844,69.81028748,37.69693756,16.76804352,37.66010284,57.81078339,37.66685486,23.22673607,37.62918854,85.1865387,37.63593674,27.98565292,37.75727081,87.75057983,37.76402283,20.75746155,37.78760529,66.46192932,37.79435349,15.83232212,37.81737518,61.73060989,37.82410431,26.25523376,37.84851837,95.84246063,37.85527039,17.88406563,
38.00166702,71.97441101,38.00841522,28.45871925,38.03245926,69.75504303,38.03920746,17.9050808,38.0634346,67.89855957,38.07018661,28.2609539,38.09393692,82.5643692,38.10068893,6.161707401,38.22002029,83.69271088,38.22676849,21.06741714,38.18927002,67.36074829,38.19602203,26.7719574,38.15910339,58.39388657,38.16585159,25.80428123,38.12870789,70.9574585,38.13543701,32.87748718,38.2559166,82.06782532,38.26266861,25.47223473,38.28595734,68.18995667,38.29270935,30.15311813,38.31652069,52.53179932,38.32326889,23.45944023,38.34679413,104.6971436,38.35353851,19.67627716,
38.50166702,78.50244904,38.50841522,18.78054428,38.53210449,71.86275482,38.53885651,19.80884361,38.56260681,76.56841278,38.5693512,25.26090622,38.59337616,63.3301506,38.60010529,8.182702065,38.72062683,89.52980804,38.72737503,24.19820023,38.69026947,65.30011749,38.69702148,30.05494881,38.66020966,64.01088715,38.66693878,30.50380325,38.62887192,83.38644409,38.63560486,23.69330025,38.75677109,68.639534,38.7635231,23.67237854,38.78710556,70.51412201,38.79385757,29.56515121,38.81760406,53.32901764,38.82435226,27.95202637,38.84793854,92.80315399,38.85468674,20.7623024,
39.00166702,79.1018219,39.00841522,22.33406258,39.03260422,73.98255157,39.03935623,18.50894547,39.06302261,73.7069397,39.06977081,18.16670418,39.09410477,74.41679382,39.10085297,8.848794937,39.22077179,81.60562134,39.2275238,21.5269146,39.19026947,67.25119019,39.19702148,26.48026276,39.15977097,64.40690613,39.16651917,27.16547394,39.12944031,89.14389038,39.13618469,24.43535423,39.25643539,77.92837524,39.26318741,23.6108799,39.28627014,73.81402588,39.29302216,27.92477608,39.31577301,46.35708618,39.32252121,22.71865273,39.34643555,94.17041016,39.35318756,21.75217628,
39.50166702,73.82052612,39.50841522,20.48925591,39.53360748,77.91677094,39.54035187,24.5266552,39.56393814,67.56533813,39.57068634,25.23330116,39.59387589,69.84350586,39.6006012,11.331007,39.72210312,90.63857269,39.72885513,19.35138321,39.69110489,63.89663315,39.6978569,21.08956528,39.66070938,60.74453354,39.66743469,24.07786179,39.63012695,72.29061127,39.63687515,33.67390442,39.75760651,91.95142365,39.76435471,19.19691849,39.78794098,64.74929047,39.79468536,21.88207626,39.81793594,53.98245621,39.82468796,26.23427963,39.84843826,107.9103928,39.85520935,19.33229446,
40.00166702,69.74453735,40.00841522,18.17498016,40.03160477,63.98572922,40.03835297,16.26506805,40.06143951,75.07983398,40.06818771,18.15737152,40.09193802,70.9935379,40.09868622,9.273454666,40.22010422,78.37018585,40.22685623,21.43544388,40.18987656,61.3259964,40.19660187,17.79878044,40.15937424,59.77962112,40.16610336,25.7152977,40.12843704,93.80464172,40.13518906,23.58935165,40.25662613,90.33517456,40.26337433,20.35783386,40.28693771,61.96193314,40.29368973,19.19390678,40.3177681,49.52923203,40.32452011,26.68612289,40.34770966,99.17302704,40.35443878,24.95263672,
40.50166702,69.93781281,40.50841522,18.66211128,40.5321846,57.49054718,40.53893661,12.41210651,40.56293869,80.74251556,40.56968689,18.9813118,40.59360504,69.76806641,40.60035324,10.14173508,40.72077179,96.14724731,40.7275238,23.88651276,40.6900444,70.86534882,40.69676971,21.24697304,40.66043854,64.25169373,40.66718674,18.47525978,40.62979507,98.31804657,40.63653946,26.471241,40.75551987,80.0239563,40.76227188,19.73434067,40.78560257,58.7673378,40.79235458,19.3434639,40.81579208,49.62812805,40.8225441,22.39688683,40.84704208,100.0125046,40.85377121,24.19256783,
41.00166702,74.36508942,41.00841522,17.81121254,41.03237152,65.19397736,41.03910446,17.73139191,41.06227112,68.6658783,41.06902313,20.8155632,41.09360504,79.61333466,41.10035324,9.293100357,41.22020721,82.83866882,41.22693634,23.34731102,41.18976974,74.77178955,41.19652176,28.20947838,41.15943527,59.34069061,41.16618729,30.67627525,41.1291275,89.96104431,41.1358757,28.95200348,41.25610352,93.8532486,41.26285553,18.77503014,41.28737259,55.0303688,41.29410553,29.65438461,41.3177681,54.66306305,41.32452011,25.54606438,41.34804153,101.9546051,41.35477066,21.74466896,
41.50166702,80.4760437,41.50841522,18.69734001,41.53135681,71.2898407,41.5381012,17.9827404,41.56195831,75.92198944,41.56871033,21.08112907,41.59154129,68.40317535,41.59827042,7.788339138,41.71910477,78.46617889,41.72585297,18.99467278,41.68885422,70.36273956,41.69560623,22.46533585,41.65810394,66.26821899,41.66485596,17.18681145,41.62776947,91.31706238,41.63452148,28.27587891,41.75529099,87.02407074,41.76203918,17.73590279,41.78560257,70.98445129,41.79237366,26.39573479,41.81620789,57.1281662,41.82293701,28.97464561,41.84679413,97.14193726,41.85353851,24.67635155,
42.00166702,72.54302979,42.00841522,23.12916756,42.03120804,61.99440384,42.03794098,17.42243385,42.06195831,84.67980957,42.06871033,25.39883232,42.09229279,70.82962799,42.09904099,7.975727081,42.21804047,75.9283905,42.22477341,21.77525139,42.18720627,59.65338516,42.19393539,25.92821312,42.15693665,70.16770172,42.16368866,22.99464417,42.12645721,96.89306641,42.13320541,31.08294868,42.25444031,76.91039276,42.26118469,19.88837242,42.28528976,62.4899292,42.29204178,16.24162292,42.31560516,61.54376221,42.32235336,27.5100441,42.34610748,94.53832245,42.35285187,19.22742271,
