Sample A1,,Sample A2,,Sample A3,,Sample B1,,Sample B2,,Sample B3,,Sample C1,,Sample C2,,Sample C3,,Sample D1,,Sample D2,,Sample D3,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
51.00083542,141.8610077,51.02177048,2.419324398,51.04285431,68.61971283,51.11041641,139.241394,51.08935547,3.671298981,51.06835556,71.28414154,51.13618469,138.5737457,51.15685272,2.574589729,51.17833328,72.05188751,51.24618912,185.2721863,51.22518539,2.794461489,51.20508194,63.48538971,
52.00083542,141.960083,52.0218544,2.376483202,52.04285431,67.70200348,52.11049652,138.0348969,52.08952332,3.890053749,52.06899643,71.88436127,52.13750076,141.3711243,52.15833282,2.629139423,52.17837143,70.97293091,52.24733353,187.466217,52.22608185,3.031114817,52.2053566,66.00950623,
53.00083542,145.1132202,53.02083206,2.416254759,53.04191589,69.02840424,53.10943604,139.1561279,53.08885574,3.864392281,53.06816864,70.49307251,53.13450241,137.3856964,53.15554047,2.472373486,53.1760025,72.1616745,53.24435043,181.0243988,53.2231636,2.783560753,53.20260239,63.33265305,
54.00083542,141.0590668,54.02268982,2.430233479,54.04316711,70.21083069,54.11149979,134.0583344,54.09008408,3.510174751,54.0693512,71.65370178,54.13537598,135.8347931,54.15660477,2.374187946,54.17799759,72.05263519,54.24399948,189.5217743,54.22269058,3.041630745,54.20235443,61.15195084,
55.00083542,138.7532349,55.02193451,2.345807076,55.04335403,69.47008514,55.11135101,135.3411865,55.09016418,3.731431007,55.069664,70.30534363,55.13500214,137.0419769,55.15604401,2.555611134,55.17650223,72.68814087,55.24483109,181.9052887,55.22325134,2.654903173,55.20285416,63.79521561,
56.00083542,142.8199921,56.02020645,2.421154737,56.04133224,68.22871399,56.10733414,133.5907745,56.08683395,3.656564236,56.06583405,71.47265625,56.13349915,138.246109,56.15368652,2.606096983,56.17475128,73.3503952,56.2410202,190.3688812,56.22003937,2.943376303,56.19952011,62.95497894,
57.00083542,139.7780457,57.0215416,2.412362814,57.04300308,69.60747528,57.10883331,132.6466827,57.08774948,3.672390699,57.06720734,71.32717133,57.13526917,135.4034119,57.15618896,2.61386466,57.1765213,70.65129089,57.24468613,185.1369476,57.2243309,2.757507086,57.20293808,62.34304047,
58.00083542,139.1351776,58.02141571,2.440237999,58.04283524,68.38809204,58.10902023,136.2453613,58.0878334,3.676270485,58.06716537,70.94285583,58.13493729,135.9570007,58.15566635,2.51295495,58.17618942,71.78394318,58.24352264,183.9006042,58.22266769,2.918967009,58.20258331,62.70460129,
59.00083542,144.6654053,59.02168655,2.651174545,59.04291534,67.56681824,59.11049652,133.491745,59.09020996,3.336988211,59.06902313,69.43032074,59.13735199,139.638443,59.15827179,2.81532979,59.17950058,70.32356262,59.2468338,187.0576477,59.22616959,3.101380825,59.20558167,63.03604126,
60.00083542,141.4253998,60.02183533,2.539541245,60.04291534,67.27472687,60.10935593,132.3943329,60.0881691,3.662366152,60.0668335,69.25833893,60.13500214,138.6938629,60.15566635,2.68445015,60.1775856,72.10813141,60.24533463,187.2834473,60.22426987,2.943653345,60.20299911,62.66897202,
