Sample E1,,Sample E2,,Sample E3,,Sample F1,,Sample F2,,Sample F3,,Sample G1,,Sample G2,,Sample G3,,Sample H1,,Sample H2,,Sample H3,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
41.00083542,35.48885727,41.02164841,9.187455177,41.04264832,265.7732849,41.1103096,35.0712471,41.0893364,11.97100353,41.06866837,264.0822449,41.137146,32.87905502,41.15749741,8.382922173,41.17866516,243.9789276,41.24514389,155.9810791,41.22416687,12.9607687,41.20349884,240.8586731,
42.00083542,33.76235199,42.02083206,9.097784042,42.04164505,264.1842651,42.10966873,33.7616272,42.08902359,11.04301262,42.06768799,260.5810852,42.13656235,31.5348587,42.15708542,8.267713547,42.17808533,248.6455841,42.24664688,156.6924286,42.22516632,13.12211418,42.20431137,245.1166687,
43.00083542,32.11633682,43.02181244,10.33892536,43.04298019,272.8866882,43.10906219,32.3754158,43.0884819,11.56677246,43.06764603,264.3822021,43.13547897,31.08627319,43.15600204,8.6828022,43.17716599,243.8520508,43.24516678,156.8700562,43.22416687,13.38708591,43.20333099,237.260025,
44.00083542,32.66725922,44.0208931,9.599339485,44.0422287,276.8981628,44.10864639,34.15699005,44.08714676,12.13299942,44.06633377,262.8762817,44.13331223,32.43255615,44.15389252,8.363063812,44.17491913,242.6079559,44.24397659,158.3634033,44.22247696,12.55158043,44.20148087,244.8200073,
45.00083542,33.29941559,45.02152252,10.04513359,45.04283524,264.5142822,45.11049652,33.54275894,45.08974838,11.67052078,45.06864548,268.1416016,45.13750076,32.67464066,45.1578331,8.882082939,45.17914581,245.9495697,45.24516678,157.6382446,45.22452164,13.47891426,45.20364761,233.4506836,
46.00083542,31.70881462,46.02101898,9.480750084,46.04150009,266.689209,46.10935593,33.30273819,46.08872986,11.54114342,46.06772995,266.0158386,46.13618469,33.48044586,46.15733337,8.155583382,46.17864609,239.1681366,46.24497986,156.5624847,46.22347641,12.66350651,46.20264435,234.0755157,
47.00083542,32.84179688,47.02164841,9.933405876,47.04231262,266.7201233,47.11089706,35.10996628,47.09000015,11.56453037,47.06866837,265.9240723,47.13564301,32.5020752,47.15625,8.367735863,47.17752457,244.7686462,47.24416351,158.5460205,47.22269058,13.33281803,47.20172882,233.8175812,
48.00083542,33.56890488,48.0218544,9.626623154,48.04252243,261.2756958,48.10968781,33.88903046,48.08902359,11.99541187,48.06822968,266.7348328,48.13508224,33.1796875,48.15566635,8.541312218,48.17616653,236.4349976,48.24456406,162.1163635,48.22375107,13.71428585,48.20268631,241.9230804,
49.00083542,32.26812363,49.02131271,9.997740746,49.04264832,261.3325195,49.11100006,34.1572876,49.09033203,11.94493294,49.06916428,266.8459778,49.13502121,31.10178947,49.15625,8.282961845,49.17747879,243.8461456,49.24581146,163.0778503,49.22464752,12.45092583,49.20364761,234.6700439,
50.00083542,32.25117111,50.02075195,9.954480171,50.04183197,263.2470398,50.10989761,34.09901047,50.08914566,11.97007847,50.06774902,264.2628174,50.13664627,32.1985321,50.15724945,8.268315315,50.17841721,242.231781,50.24718857,164.9198456,50.22600174,13.29417229,50.20500183,233.2849426,
