Sample A10,,Sample A11,,Sample A12,,Sample B10,,Sample B11,,Sample B12,,Sample C10,,Sample C11,,Sample C12,,Sample D10,,Sample D11,,Sample D12,,Sample E10,,Sample E11,,Sample E12,,Sample F10,,Sample F11,,Sample F12,,Sample G10,,Sample G11,,Sample G12,,Sample H10,,Sample H11,,Sample H12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample E10,
Sample E10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample E11,
Sample E11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample E12,
Sample E12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample F10,
Sample F10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample F11,
Sample F11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample F12,
Sample F12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample G10,
Sample G10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample G11,
Sample G11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample G12,
Sample G12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample H10,
Sample H10
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample H11,
Sample H11
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
Current Method Changed: 12-Mar-24 12:04:38 PM, Old:C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMKN, New:C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
PMT Volts Changed: 12-Mar-24 12:05:33 PM, Old:600, New:700
Well plate reader Changed: 12-Mar-24 12:05:33 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 400.00, New: 493.00
Emission Wavelength Changed: 12-Mar-24 12:05:33 PM, Old: 600.00, New: 517.00
Cycle Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 12-Mar-24 12:05:33 PM, Old: 1.0000, New:90.0000
Emission PMT (V): Changed: 12-Mar-24 12:05:33 PM, Old: 600, New: 700
Wellplate Samples Changed: 12-Mar-24 12:05:33 PM, Old:, New:A10;A11;A12;B10;B11;B12;C10;C11;C12;D10;D11;D12;E10;E11;E12;F10;F11;F12;G10;G11;G12;H10;H11;H12;
Ex. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 12-Mar-24 12:06:22 PM, Old:5, New:10
End Method Modifications

Sample H12,
Sample H12
Collection Time: 12-Mar-24 12:14:48 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 12 Mar 12:14:48 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               493.00
Em. wavelength (nm)               517.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   700
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\USERS\PUBLIC\DOCUMENTS\AGILENT\CARY ECLIPSE WINFLR\DEFAULT.FMKN
Date/Time stamp: 18-Oct-18 12:11:51 PM
Method Modifications:
