Sample A10,,Sample A11,,Sample A12,,Sample B10,,Sample B11,,Sample B12,,Sample C10,,Sample C11,,Sample C12,,Sample D10,,Sample D11,,Sample D12,,Sample E10,,Sample E11,,Sample E12,,Sample F10,,Sample F11,,Sample F12,,Sample G10,,Sample G11,,Sample G12,,Sample H10,,Sample H11,,Sample H12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
43.00083542,55.00265884,43.02231598,9.634932518,43.04295731,275.5592041,43.11162567,53.61320114,43.09039688,8.487703323,43.06931305,305.2514038,43.13806152,54.71550751,43.15872955,8.130779266,43.17939377,302.4944153,43.24729156,100.2905731,43.22624969,8.375782013,43.20579147,287.2897949,43.27228928,57.15862274,43.2927475,7.889173031,43.31487656,273.5022888,43.38072968,55.59253693,43.36039734,7.73268795,43.33937454,283.8214722,43.40739822,56.23238754,43.4287262,7.529382706,43.4497261,269.7666321,43.51731491,111.3172073,43.49674988,9.604129791,43.47541428,274.1570129,
44.00083542,54.21194458,44.02206039,8.872626305,44.04237366,269.9951782,44.11089706,51.05499268,44.08939743,8.477028847,44.06889725,298.7983398,44.13489532,52.88981247,44.15589523,8.326994896,44.17691803,303.1836243,44.24470901,104.5437241,44.22404099,9.252083778,44.20287704,281.8677063,44.26922989,55.81741333,44.29006195,8.282855034,44.31089783,276.2626038,44.3772316,55.25469971,44.355896,8.648841858,44.33556366,285.7572021,44.40364456,55.9239769,44.42448044,7.428708553,44.44564438,267.1209717,44.51437759,107.1881866,44.49337387,11.2291851,44.47220993,281.0108032,
45.00083542,54.55747604,45.02091599,9.796627998,45.04224777,269.7566223,45.10920715,53.91901398,45.08870697,8.175077438,45.06854248,306.4589844,45.13539505,53.09517288,45.15674973,7.850034237,45.17791748,306.4975586,45.24372864,104.9709778,45.2233963,8.891674042,45.20225143,278.0587158,45.2700386,56.97953033,45.29087448,8.005426407,45.31170654,275.3205872,45.3780632,54.76556778,45.35773087,8.519137383,45.33620834,284.9676208,45.40446091,54.56443024,45.42579269,7.42556715,45.44662857,268.7947083,45.5152092,107.2906342,45.49397659,11.22566605,45.47314453,277.2496643,
46.00083542,53.22299576,46.02141571,9.557888031,46.04195786,275.1585693,46.1105423,53.71897507,46.090065,8.756097794,46.06854248,308.2568359,46.13656235,53.28811264,46.15758514,8.064703941,46.17806244,299.5673828,46.24637604,101.6104507,46.22572708,8.900096893,46.20472717,274.7893372,46.27306366,56.36394119,46.29337692,8.224449158,46.31454086,283.8106384,46.38254166,53.94831467,46.36206055,8.080456734,46.34106445,290.5905457,46.40889359,55.28668594,46.42958069,7.644584656,46.45098114,271.1758423,46.51687241,111.6963577,46.49589539,12.34113026,46.47504044,270.2521973,
47.00083542,52.89944839,47.0212059,9.664613724,47.04270935,277.0794983,47.10889435,52.59998703,47.08756256,8.658845901,47.06706238,298.0207214,47.13295746,53.36236191,47.15391922,8.892041206,47.17429352,293.0234375,47.24274826,101.2983475,47.22245789,8.707770348,47.20137405,282.4174194,47.26954269,56.00785828,47.29021072,8.366716385,47.31097794,283.0257568,47.37695694,54.24357224,47.35637665,7.892438412,47.33589554,286.6106567,47.40362549,54.91366196,47.42464447,7.665708542,47.44579315,266.2632751,47.51239395,105.7912827,47.49187469,12.76602364,47.47053909,277.1365967,
48.00083542,52.59682083,48.02170944,9.558101654,48.04287338,273.1607666,48.11072922,53.1999588,48.08954239,8.479372025,48.06854248,303.5886841,48.13487625,53.53320694,48.15537643,7.65597868,48.17704391,293.908783,48.24271011,102.4524765,48.22239685,8.556821823,48.20156097,277.874176,48.26791763,55.1178627,48.28845978,8.65002346,48.3099556,282.5992432,48.37739563,53.79747009,48.35687637,7.911839485,48.33637619,288.0067139,48.40391922,55.54745483,48.42520905,7.686887741,48.4457283,272.2825623,48.51389694,107.4332962,48.49337387,13.10751057,48.47206116,277.2680969,
49.00083542,54.11662292,49.0208931,9.57217598,49.04239655,275.7305908,49.10989761,52.60788345,49.08971024,8.612255096,49.06795502,294.8780823,49.13454056,53.82170105,49.15556335,8.176070213,49.17675018,293.9260864,49.24555969,106.3283691,49.22458649,8.751599312,49.203125,281.5775452,49.27179337,57.98066711,49.29239655,8.009902,49.31289291,273.7977295,49.38154221,53.67337036,49.36071014,8.251870155,49.34004211,283.7167358,49.40822601,54.75333405,49.42839813,7.85167408,49.44945908,265.6789246,49.51808167,105.9821014,49.49687576,14.01387024,49.47570801,276.6177673,
50.00083542,53.69795609,50.0208931,10.10803795,50.04237366,276.4563293,50.10803986,54.48589706,50.08731461,9.104478836,50.0671463,303.5799866,50.1347084,53.50748444,50.15554047,7.614131927,50.17604065,297.1353455,50.24439621,104.3756104,50.22306442,9.08932972,50.20239639,285.15625,50.27108002,57.23366547,50.29156113,8.475878716,50.31256104,274.190033,50.38072968,53.70601654,50.36022949,8.478854179,50.33908463,287.6921082,50.40731049,54.76607513,50.42847824,7.781389713,50.44953918,268.6660156,50.51664734,108.2916718,50.49622726,14.54588223,50.4753952,270.5798645,
51.00083542,52.89255142,51.02081299,9.43959713,51.04191589,271.9656067,51.11047745,52.40750885,51.08930969,8.74568367,51.06871033,305.2719727,51.137146,51.55138397,51.15764618,8.002148628,51.17920685,292.5980835,51.24555969,102.5777969,51.22496033,8.607290268,51.20372772,273.9606628,51.27187347,56.77989197,51.29320908,7.778813362,51.31420898,279.7543335,51.3818779,54.84443665,51.36106491,8.23320961,51.34056473,292.8987122,51.40822601,54.35477829,51.42954254,7.658705711,51.44997787,263.4260559,51.51622772,106.5316467,51.49589539,13.81675816,51.47522736,276.9382019,
52.00083542,52.3620224,52.02222824,9.553504944,52.04320908,278.6404724,52.10908127,53.88805771,52.08841705,8.893505096,52.0672493,300.523468,52.13381195,54.28134918,52.15581131,8.177911758,52.1762886,294.9716187,52.24531174,102.3502274,52.22420502,8.808474541,52.20287704,287.4495544,52.26939774,55.1414299,52.29056549,8.927682877,52.31106186,281.2480469,52.37987518,53.43704224,52.35853958,8.066468239,52.33806229,281.4550781,52.40623093,53.17759705,52.42673111,7.929362297,52.44808197,272.0588074,52.51424789,108.3843231,52.49347687,15.32914639,52.47245789,273.0118103,
53.00083542,52.78560638,53.02106094,10.21277237,53.04139328,271.5289307,53.11008453,51.26232147,53.08945847,8.753185272,53.06798172,299.4630127,53.13637543,54.34714508,53.1577301,8.719100952,53.1787262,298.0489502,53.24520493,102.1143646,53.22373199,8.872060776,53.20287704,279.8573303,53.26921082,56.94287109,53.29037857,8.448410988,53.3115387,271.4396667,53.37739563,55.28907776,53.35675049,8.17860508,53.33554459,288.5223694,53.40362549,53.46945572,53.42481232,7.488871098,53.44545746,274.9252319,53.5140419,106.3290939,53.49254227,16.10236931,53.472229,273.8029785,
54.00083542,51.41056442,54.02164841,10.00543213,54.04195786,277.15625,54.10989761,52.35511017,54.08945847,9.128624916,54.06879044,300.3486938,54.13525009,52.98720932,54.15578842,8.014316559,54.17641449,309.0467529,54.24358368,100.6884918,54.22241592,8.588466644,54.20187759,287.0869141,54.26971054,56.95978165,54.29087448,8.163956642,54.31225204,278.4712219,54.37831116,55.98627472,54.35695648,8.741538048,54.33608246,282.1278992,54.40470886,57.48057556,54.42537308,7.408826828,54.44589615,268.0840149,54.51389694,106.0541229,54.49256134,15.68253136,54.47239685,268.1801758,
55.00083542,52.41761017,55.02039337,9.269338608,55.04170609,280.9490967,55.10773087,53.20588684,55.08673096,8.553313255,55.06606293,297.4143982,55.13412857,54.10449219,55.1553154,8.396259308,55.17579269,294.0474243,55.24506378,101.7273331,55.22370911,8.397815704,55.20239639,281.6321106,55.27087402,55.13537216,55.29198074,7.801697254,55.31245804,275.1715393,55.37931442,54.01644516,55.35853958,7.659155846,55.3380394,290.256958,55.40572739,54.8802681,55.42691803,7.151899338,55.44762421,271.8446045,55.51589584,104.1974716,55.49539566,16.58527946,55.47406387,272.2140503,
56.00083542,52.41251755,56.02039337,10.0553484,56.04172897,270.6482544,56.11037445,53.02523804,56.08930969,8.321753502,56.06814957,300.8104248,56.13487625,53.56365204,56.15545654,8.378814697,56.17670822,292.9368591,56.2447319,103.5965195,56.22412491,8.806074142,56.20289612,287.1602173,56.27129364,55.64136124,56.2924614,8.295413971,56.31308365,269.0064697,56.38095856,53.19024658,56.35981369,8.223223686,56.33939743,287.5232544,56.40554047,54.39253616,56.42670822,7.704428673,56.44789505,267.0371704,56.51537704,107.0906677,56.49491882,16.61695099,56.47341537,276.454895,
57.00083542,52.14192581,57.02156067,9.775903702,57.04206085,274.0496521,57.1082077,53.62017441,57.08722687,8.884912491,57.06606293,309.4910278,57.13456345,53.44519043,57.15554047,8.326130867,57.17589569,289.2938538,57.24445724,107.155632,57.22312546,8.740736961,57.20245743,280.9958191,57.27020645,56.72408295,57.29120636,8.220330238,57.31258011,276.9790649,57.38072968,55.88539124,57.35908127,8.454950333,57.33845901,288.2871704,57.40541458,54.55023193,57.42524719,7.262106895,57.44641495,265.2236938,57.51456451,108.2634811,57.49354172,17.98788834,57.47314453,267.6091003,
58.00083542,53.96212387,58.02156067,10.21920109,58.04287338,279.4696045,58.11062241,55.68567276,58.09037781,8.543591499,58.06922913,300.8207397,58.13703918,53.2463913,58.1577301,8.702352524,58.17914581,295.4697571,58.24689484,105.7932129,58.22637558,8.789957047,58.20554352,281.069519,58.27106094,54.86352921,58.29206085,8.586969376,58.31272888,273.8622437,58.37958145,55.96828079,58.3584137,8.601088524,58.3374176,288.3743591,58.40345764,56.19844055,58.42487335,8.108428955,58.44548035,268.1456604,58.51281357,107.9198532,58.49237442,17.93551826,58.47120667,270.7956543,
59.00083542,53.89669418,59.02222824,10.51577377,59.04270935,276.3983459,59.10887527,53.11457062,59.08789444,8.267854691,59.06656265,297.293396,59.13489532,53.38636398,59.15589523,8.524672508,59.17639542,293.0711975,59.24554062,105.0675354,59.22437286,9.419384956,59.20295715,285.5585022,59.27170944,54.16252899,59.29272842,8.001367569,59.31322861,277.2722473,59.38056183,55.39110184,59.35958099,8.198122025,59.33895493,292.1730042,59.40704346,56.20112228,59.42839813,7.867125988,59.44939804,271.1699524,59.51814651,104.9429245,59.49698257,18.09544182,59.47579193,276.7532654,
60.00083542,53.31344223,60.02181244,10.19129086,60.04308319,280.2276306,60.1114769,52.59951782,60.09087372,8.72054863,60.06947708,298.1514893,60.13854218,52.96795654,60.15872955,8.610725403,60.17956161,291.5944214,60.24641418,105.1867523,60.22524643,8.858013153,60.20412445,279.1894836,60.27254105,55.43862915,60.29314804,8.435956001,60.31481171,278.8145142,60.38072968,55.21520996,60.3605423,8.532515526,60.33939743,286.112793,60.40729141,54.01481628,60.42847824,7.748587132,60.44903946,264.0280151,60.51670837,108.3898697,60.4958725,17.5463829,60.47520828,271.1349487,
61.00083542,50.96331406,61.02170944,10.40086746,61.04312515,275.5956421,61.109375,53.28825378,61.08820724,9.258468628,61.06787491,307.444397,61.1358757,53.58540726,61.1568985,8.050732613,61.17687607,289.634552,61.24337387,104.6592102,61.22275162,9.04335022,61.20206451,279.572113,61.27006531,55.72740555,61.29041672,8.919888496,61.31108475,271.3290405,61.37804413,56.77644348,61.35704422,8.039720535,61.33595657,279.5064697,61.40456009,56.11006165,61.42539597,7.886744022,61.44604111,267.5623169,61.51406097,107.1270828,61.49324799,17.69290161,61.47241592,271.8874512,
62.00083542,53.45317459,62.02204132,10.16089439,62.04287338,272.6912842,62.10822678,54.77171326,62.08806229,8.732983589,62.06689453,300.0638428,62.13481522,53.31336975,62.15537643,8.260129929,62.17637634,289.0314331,62.24470901,105.3593597,62.22408295,9.196240425,62.20273209,276.8027954,62.27006531,56.70389938,62.29072952,8.616268158,62.31122971,272.7422485,62.3777504,55.2078743,62.35708237,8.493029594,62.33573151,279.3728333,62.40241623,54.04740906,62.42339706,7.570735455,62.44475174,266.4818115,62.51074982,107.6409683,62.48941803,17.78104591,62.46912384,272.3670654,
63.00083542,51.84317398,63.02131271,10.42325211,63.04191589,280.496521,63.1105423,52.38759613,63.08929062,8.868714333,63.06847763,298.515564,63.13703918,52.29330444,63.1577301,7.921490669,63.17906189,291.2778015,63.24672699,101.7262802,63.22606277,8.720931053,63.20520782,286.9924011,63.27341843,56.00732422,63.29454422,8.381455421,63.31554413,265.6513062,63.3832283,56.81929016,63.36274719,8.824334145,63.34189606,285.6599121,63.40995789,56.29149628,63.43120956,7.495780945,63.45206451,266.9792175,63.51924896,108.4306183,63.49891663,17.21879005,63.47756195,272.0405884,
64.0008316,55.14268494,64.02189636,10.80572796,64.0425415,269.5480652,64.1105423,52.79176712,64.08972931,8.497642517,64.06879425,302.5023499,64.13656616,53.3144989,64.15775299,8.641879082,64.17879486,292.2022095,64.24672699,105.0113297,64.22570801,9.297739029,64.20520782,278.2489929,64.27146149,55.68388367,64.29248047,8.911405563,64.31281281,273.4831848,64.38121033,56.17642212,64.36037445,8.576434135,64.33912659,280.4542236,64.40724945,53.15968323,64.42864227,7.257311821,64.44956207,273.6524658,64.51674652,110.2115021,64.49641418,16.09637451,64.47525024,270.9623108,
65.0008316,52.97579956,65.02172852,9.68288517,65.04289246,274.2704773,65.11045837,51.77685547,65.08895874,8.757246017,65.06845856,292.7683411,65.13648224,53.84822845,65.15787506,7.950678349,65.17881012,291.622467,65.24456024,102.5085068,65.22387695,8.449140549,65.20337677,282.5966492,65.2707901,54.61344528,65.29212952,7.942591667,65.31246185,281.0252075,65.37962341,55.0287056,65.35839081,7.967368603,65.33773041,279.9133606,65.40420532,55.17127609,65.42453766,8.214812279,65.44570923,261.5161438,65.51212311,108.5537567,65.49141693,16.36457634,65.47054291,272.9708557,
66.0008316,53.2363205,66.02106476,10.18443584,66.04122925,270.9425659,66.10920715,52.27888489,66.08870697,8.926987648,66.06754303,301.2661438,66.13554382,53.00259399,66.15591431,8.571138382,66.17706299,286.705719,66.24529266,105.8710098,66.22464752,8.428232193,66.20337677,283.9717407,66.27153778,55.3431282,66.2928772,7.852656841,66.31337738,270.6192322,66.38237,57.17538834,66.36164856,8.483462334,66.33972931,287.9985352,66.40673065,55.97011566,66.42806244,8.140918732,66.44839478,268.2507935,66.51689148,107.4282303,66.49539185,15.4738884,66.47492218,267.3336487,
67.0008316,52.69313431,67.02172852,9.807453156,67.04239655,269.3897705,67.11006165,52.14808655,67.08987427,9.119236946,67.06871033,300.499054,67.13462067,54.52235413,67.1552887,8.28015995,67.17664337,292.2789307,67.24281311,106.5718155,67.22220612,8.779877663,67.20121002,281.438324,67.26795959,55.36950302,67.28903961,7.95741272,67.30962372,266.4466248,67.37820435,55.7950592,67.35704041,7.795197487,67.33621216,282.0990601,67.40473175,53.11479187,67.42556,8.023776054,67.44620514,267.5097046,67.51437378,109.6152802,67.49389648,16.19448853,67.47241974,270.1550598,
68.0008316,53.69148636,68.02172852,10.15331745,68.0422287,269.7944641,68.10941315,52.60887146,68.08812714,9.565217018,68.06762695,300.1933594,68.13512421,55.92773438,68.15697479,8.49088192,68.17758179,292.3669128,68.2455368,103.6883087,68.22504425,9.243075371,68.20404053,279.9827271,68.27220917,58.06952286,68.29338837,8.545178413,68.31422424,276.0323181,68.38087463,53.95795441,68.35971069,8.232909203,68.33887482,285.4103394,68.40656281,55.3185997,68.42789459,8.184427261,68.44822693,267.5887451,68.51625061,106.3936539,68.4957962,14.65614414,68.47478485,267.6767883,
69.0008316,52.66603851,69.02206421,10.41642666,69.04320526,273.0353699,69.11141968,54.61848068,69.09098053,8.750841141,69.06958008,301.1325073,69.13771057,54.59996033,69.15904236,8.886246681,69.17937469,290.8191833,69.24755859,105.6593628,69.22689819,9.180802345,69.20572662,281.7720337,69.27372742,56.37041092,69.29489899,7.993712902,69.31546021,268.8171387,69.38375092,54.09976196,69.36256409,7.763590336,69.34220886,284.962677,69.40830994,55.31047821,69.42937469,7.906650066,69.45054626,273.0654907,69.51853943,108.834198,69.49787903,14.26049042,69.47675323,277.1914673,
70.0008316,52.01641846,70.02147675,10.69047546,70.0417099,269.2710876,70.11006165,53.85061646,70.08889771,8.309148788,70.06856537,302.6702576,70.13697815,53.7188797,70.15739441,8.616674423,70.17871094,295.8840637,70.2463913,107.5587921,70.2257309,9.574197769,70.20506287,281.2405396,70.2729187,56.27356339,70.29338837,8.213103294,70.31442261,270.9753113,70.38237,55.24320984,70.3613739,8.217386246,70.34089661,286.771637,70.4084549,55.70245361,70.42987823,7.916619778,70.45037079,267.231842,70.51598358,108.3306046,70.49541473,13.1536684,70.47492218,267.7757263,
71.0008316,52.94435883,71.02112579,10.16543007,71.04239655,272.6658325,71.11056519,54.19259644,71.08922577,8.518263817,71.06889343,302.7980042,71.13491821,53.79339981,71.15546417,8.634943008,71.17697906,290.4112854,71.2443924,102.2549438,71.22370911,8.947486877,71.20371246,275.0267944,71.27137756,57.87733078,71.29154205,8.718791008,71.31256866,269.9754028,71.38056946,54.52814865,71.359375,8.530930519,71.33887482,284.5778809,71.4045639,54.00096893,71.42589569,8.046626091,71.44589996,270.3548584,71.51412964,108.396431,71.49375153,12.73368931,71.47241974,269.4774475,
72.0008316,53.91798401,72.02053833,10.24874115,72.04248047,277.0119934,72.10839844,51.49753571,72.0872345,9.017197609,72.06703949,301.8938599,72.13508606,55.7129364,72.15670776,8.648131371,72.17753601,294.5057983,72.24275208,106.0391769,72.22257996,9.220828056,72.20156097,281.5136108,72.26804352,57.2197113,72.28903961,8.530417442,72.30937195,269.8026428,72.37756348,54.91667175,72.35707855,8.513259888,72.33589935,280.6484375,72.40395355,55.90206146,72.4254837,8.410442352,72.445755,270.3753357,72.51387787,110.9960785,72.49237823,11.52993393,72.47171021,270.4680786,
73.0008316,51.14826584,73.02046204,10.66256332,73.04145813,269.473938,73.11006165,56.13762665,73.08889771,8.921318054,73.06787109,301.4024658,73.13596344,52.73694611,73.15703583,8.806488991,73.17753601,286.8611145,73.24589539,105.2899246,73.22473145,8.233877182,73.20423126,281.4128723,73.27071381,55.24800491,73.29121399,8.712220192,73.31237793,275.0509644,73.37857819,53.87927628,73.35725403,8.121474266,73.33691406,283.0134277,73.40354156,55.44340515,73.42404175,7.919878483,73.44538116,272.031189,73.51187134,108.7242889,73.49073029,11.2418499,73.470047,270.1068115,
74.0008316,51.93082809,74.02256012,10.36555481,74.04320526,269.8497314,74.11214447,53.18055344,74.09065247,8.316008568,74.06958008,301.1527405,74.13623047,52.7809906,74.1572113,8.591585159,74.17856598,299.7617798,74.24606323,105.1925735,74.2248764,8.811311722,74.20454407,284.379425,74.27071381,55.80088043,74.2910614,9.309699059,74.31187439,264.1200562,74.37839508,54.24579239,74.3578949,8.241991997,74.3372345,283.3454285,74.4050827,53.74015808,74.42595673,8.047638893,74.44625092,270.2954712,74.51503754,108.9615479,74.49420929,11.10777569,74.4728775,265.7002258,
75.0008316,52.59583282,75.02153778,10.70825005,75.04221344,265.8481445,75.109375,54.08346558,75.08821106,9.353674889,75.06703949,299.1168823,75.13572693,53.58013153,75.15673065,8.843138695,75.17774963,289.7676086,75.24506378,105.6216736,75.2245636,8.830004692,75.20387268,277.1140137,75.27028656,56.4360733,75.2908783,8.185549736,75.31162262,271.8670959,75.37937927,54.44865417,75.35903931,8.460897446,75.33837891,280.0223083,75.40589142,54.21599197,75.42739105,8.027549744,75.44773102,267.210022,75.51598358,109.9267197,75.49512482,10.94474411,75.4747467,266.0693359,
76.0008316,51.65235138,76.02058411,10.20604515,76.04189301,271.3275757,76.10837555,53.07764053,76.08771515,8.673995972,76.0666275,298.4132385,76.13455963,53.70304871,76.15539551,8.903102875,76.17623138,287.2674255,76.24423218,104.0756607,76.22387695,8.629963875,76.20248413,276.9412842,76.26904297,55.88828659,76.29073334,8.32790184,76.31172943,272.4480591,76.37804413,54.63308716,76.35679626,8.239562988,76.3354187,280.6376648,76.40387726,54.05405426,76.42506409,8.254236221,76.44554138,267.9417114,76.51391602,106.5772324,76.49275208,10.470191,76.47162628,267.0261841,
77.0008316,51.81856537,77.02153778,9.755904198,77.0422287,271.2766724,77.1084137,53.66240692,77.0872345,8.971452713,77.06673431,295.7012939,77.13496399,54.21311569,77.15562439,8.940799713,77.17696381,285.7098694,77.2435379,105.707016,77.22220612,9.085723877,77.20172882,278.2927856,77.26756287,57.14975357,77.2885437,8.547008514,77.30970764,273.0505371,77.37622833,56.08668518,77.35489655,8.798397064,77.3342514,287.8458252,77.40058899,55.37934113,77.42089844,8.037035942,77.44206238,263.9358215,77.51087189,107.2853394,77.48970795,10.28240395,77.46862793,270.0011597,
78.0008316,52.55027771,78.02172852,10.35046291,78.04306793,270.9699707,78.10953522,54.19456482,78.08821106,8.997667313,78.06697845,299.321167,78.13504028,52.37381363,78.15639496,8.119375229,78.17672729,289.9563599,78.24564362,103.9503098,78.22470856,9.145046234,78.20348358,279.9905396,78.27104187,55.48376846,78.29154205,9.177876472,78.31204224,269.8420105,78.38041687,54.49999237,78.35973358,8.734225273,78.33872986,283.6494141,78.40520477,52.82024384,78.42620087,8.35104084,78.44670868,267.9458923,78.51528931,109.2905807,78.49423218,9.610918045,78.47275543,267.1915894,
79.0008316,52.37322235,79.02171326,10.79076576,79.04304504,271.578064,79.10887909,55.64899445,79.08804321,9.670280457,79.06754303,304.7495422,79.13558197,53.72545624,79.15664673,8.159572601,79.1778717,292.8850403,79.24471283,105.2573776,79.22422791,9.083045006,79.20353699,277.2624817,79.2712326,55.46384048,79.29173279,9.430282593,79.31306458,271.6089172,79.38156128,54.52068329,79.36006165,8.533581734,79.33942413,284.4310913,79.40591431,54.66376114,79.42629242,7.753452778,79.44754028,268.9683533,79.51574707,109.67379,79.49458313,9.219216347,79.47408295,267.259552,
80.0008316,51.09401321,80.0207901,10.31277084,80.04178619,264.6822815,80.10973358,54.46272659,80.08846283,8.922338486,80.06762695,300.8315735,80.13439941,52.27591324,80.15487671,8.218984604,80.17589569,284.9889526,80.24254608,107.593689,80.22112274,9.446588516,80.19992065,285.4132996,80.26737213,56.61483002,80.2877121,8.974793434,80.30921173,273.0834351,80.37545776,54.824543,80.35424805,8.922954559,80.33362579,283.6192017,80.39987946,55.47071457,80.42087555,8.174365044,80.44154358,269.4158325,80.50925446,109.107132,80.48891449,9.408687592,80.46789551,269.3551331,
81.0008316,53.28344727,81.0216217,10.57192135,81.04203796,263.5620422,81.10855865,52.36654282,81.08804321,9.400568008,81.06754303,298.1970215,81.13504028,53.70228958,81.15621185,8.71968174,81.17723083,284.9236145,81.24370575,106.9901581,81.22270203,8.742966652,81.20153809,279.6375122,81.26822662,57.20885086,81.28874969,8.696902275,81.31005859,273.2101746,81.37722778,53.88822937,81.3562088,8.196915627,81.33570862,279.7648315,81.4040451,53.92501831,81.42454529,7.789648056,81.44538116,265.8830566,81.51306152,109.1883774,81.49256134,9.869379997,81.47203827,271.0203857,
82.0008316,50.76813507,82.02075195,10.47399235,82.04141235,266.8291016,82.10814667,55.06657028,82.0878067,8.976660728,82.06674957,293.7077637,82.13504028,54.46887589,82.15603638,8.749361038,82.17671204,292.5630798,82.24464417,105.6372147,82.22337341,8.661442757,82.20305634,274.8690186,82.27004242,55.06906891,82.29039764,8.345629692,82.31141663,273.2442932,82.37739563,55.06380463,82.35622406,8.415005684,82.33520508,282.77948,82.40220642,52.4899826,82.42306519,7.902794361,82.44338989,264.0456848,82.51005554,113.1050568,82.48922729,9.637756348,82.46872711,264.0021057,
83.0008316,51.40780258,83.02141571,10.59398746,83.04162598,264.4276733,83.10939789,54.05834579,83.08906555,9.322060585,83.06806946,309.2555847,83.13596344,52.0074234,83.15714264,9.118131638,83.1783905,287.362854,83.24679565,104.4866562,83.22558594,8.595220566,83.20456696,282.1751099,83.27287292,54.17884064,83.2942276,8.559803009,83.31506348,271.7092896,83.38137054,55.69091415,83.36029816,7.906172276,83.33979797,290.0759277,83.40758514,56.88469315,83.42823029,8.228419304,83.44889069,258.9950562,83.51725006,111.1346893,83.49674988,9.238175392,83.47545624,266.5628662,
84.0008316,51.96432495,84.02212524,10.45987511,84.04304504,263.5994263,84.10906219,53.70714188,84.08805847,9.249360085,84.06739807,290.6617126,84.1354599,52.6553154,84.15589142,8.493322372,84.17720795,286.6265259,84.24523163,104.9496155,84.22439575,9.909809113,84.2035675,271.9764099,84.26995087,55.15847015,84.29064941,8.602185249,84.31187439,266.8587036,84.38041687,55.60671616,84.35906219,8.638623238,84.33798218,280.7039185,84.40703583,53.8388443,84.4278183,7.266237259,84.44864655,263.6577148,84.51422882,108.4892883,84.49389648,8.692305565,84.47254181,268.9201965,
85.0008316,52.64208603,85.02071381,11.2547617,85.0410614,271.03479,85.11006165,54.86746216,85.08872986,8.996922493,85.06755829,295.1166077,85.13407898,54.05909729,85.15491486,8.788683891,85.17641449,293.37146,85.24423218,107.3098679,85.22373199,9.243056297,85.20271301,275.3725281,85.27056122,54.71500778,85.29191589,8.382724762,85.31239319,272.6342773,85.38023376,55.78139114,85.35971069,8.867625237,85.33937073,276.7854309,85.40681458,55.92819595,85.42720795,8.408450127,85.44853973,260.3346863,85.51462555,110.7263336,85.49372864,8.930444717,85.47270203,265.2667847,
86.0008316,52.45743179,86.02124786,10.28613281,86.04212189,268.7981567,86.11037445,53.57981491,86.08972931,9.698001862,86.06871033,290.8522949,86.13712311,54.81031799,86.15804291,9.294014931,86.17871094,286.3152771,86.24523163,104.6424713,86.22473145,9.298809052,86.20387268,274.6573486,86.2697525,54.40862274,86.29098511,9.053118706,86.31237793,270.7298279,86.37891388,54.01049805,86.35758209,9.382336617,86.3368988,285.6685486,86.40454102,54.97254562,86.42604065,7.790136814,86.44664764,268.7138367,86.51503754,107.8424225,86.49370575,9.342923164,86.47306061,269.1004028,
87.0008316,53.2475853,87.02112579,11.2627821,87.04191589,266.6519165,87.1102066,53.2829628,87.08922577,9.397669792,87.06812286,298.9075928,87.13639069,53.82263947,87.15758514,8.865790367,87.17895508,288.9950562,87.24604797,106.1863327,87.2253952,8.789474487,87.20520782,273.9559021,87.27187347,56.77161026,87.29254913,8.186285973,87.31287384,274.2061157,87.38179779,53.85281372,87.36045837,8.730594635,87.33912659,284.4989014,87.40870667,54.40884399,87.42937469,8.188466072,87.45054626,263.8581543,87.51872253,108.2463379,87.49736786,8.897556305,87.47704315,264.2341919,
88.0008316,51.91083145,88.02179718,10.66801357,88.04297638,272.7107849,88.1110611,53.39421463,88.09056091,10.11393929,88.06937408,299.5926208,88.13772583,52.53432846,88.15908051,8.594860077,88.17958069,293.0439453,88.24772644,104.3585892,88.22720337,8.942293167,88.20589447,275.072937,88.27279663,57.46198654,88.2937088,8.792762756,88.3147049,279.5250244,88.38278961,54.23517609,88.36212921,8.213213921,88.34091949,281.0187988,88.40904236,53.90111542,88.4302063,7.90273571,88.45170593,263.041626,88.51773071,108.1934204,88.49703979,9.493182182,88.47637177,265.1851501,
