Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample B1,,Sample B2,,Sample B3,,Sample B4,,Sample C1,,Sample C2,,Sample C3,,Sample C4,,Sample D1,,Sample D2,,Sample D3,,Sample D4,,Sample E1,,Sample E2,,Sample E3,,Sample E4,,Sample F1,,Sample F2,,Sample F3,,Sample F4,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
37.00083542,7.516433716,37.02095795,6.129247189,37.04148102,12.1290884,37.06181335,14.66404533,37.15089417,12.38381958,37.12998199,9.882543564,37.10862732,58.21918106,37.08812714,91.94171143,37.17546082,19.08826637,37.19655991,12.08327579,37.21696091,18.56266594,37.23748016,22.84173203,37.32720947,13.80859756,37.3061676,11.8902607,37.28514481,126.5475616,37.26395798,143.5875549,37.35179138,49.03176117,37.37229156,43.38674545,37.39281464,59.52412796,37.41398239,68.44284821,37.50362396,16.90202141,37.48295975,16.62833405,37.46120834,74.14244843,37.44112396,85.65197754,
38.00083542,6.798060417,38.02166748,5.619748116,38.04278946,12.14438057,38.06378937,16.28375053,38.15162277,12.46353817,38.13145828,10.11208916,38.11016846,60.48018646,38.08930969,86.22673035,38.17787552,18.52992439,38.1987915,12.9529562,38.22012711,21.76350021,38.24031067,22.4516201,38.32914734,15.93024445,38.30812454,13.95178413,38.28787613,125.3606491,38.26646042,142.2467346,38.35562515,49.10641861,38.37612152,40.63090897,38.39714813,58.11310577,38.41748047,62.953228,38.50504303,16.22430801,38.48398209,14.79242897,38.46281433,76.91694641,38.44216537,84.55249786,
39.00083542,6.706873417,39.02122879,5.821835518,39.04229355,11.58331776,39.06316757,15.29396343,39.15148163,11.72989273,39.13145828,10.88526344,39.11000061,59.33974075,39.08947754,88.0771637,39.17804337,19.54274178,39.19912338,12.38549519,39.21947861,21.00897217,39.24066544,22.68668365,39.32872772,15.60513878,39.30820847,12.74006462,39.28697968,131.0069427,39.26646042,141.2893982,39.35514832,50.56299591,39.37554169,39.83694839,39.39629364,58.85211563,39.41695786,66.51543427,39.50612259,15.89131355,39.48495865,16.80458641,39.46421051,78.21738434,39.44364548,85.69678497,
40.00083542,7.738841057,40.0219574,6.155240059,40.0424614,11.34676552,40.06281281,15.14744568,40.15070724,13.20490074,40.13064957,9.71032238,40.11012268,61.25638199,40.08879089,90.7354126,40.17697906,17.74515915,40.19820786,13.13811874,40.21862411,20.0728035,40.23973083,24.12825584,40.3285408,15.91584301,40.30731201,14.11951351,40.2869606,134.0035858,40.26587296,140.9841156,40.35479355,48.19309235,40.3759613,44.18344498,40.39646149,59.32226563,40.41762543,67.59469604,40.50595856,15.84764576,40.48529053,15.81476402,40.46404266,78.5029068,40.44364548,86.2796402,
41.00083542,7.402639389,41.02079391,5.516871929,41.04162598,12.10794258,41.06266785,16.83157349,41.15187454,12.26613522,41.13062286,10.43056679,41.11029053,60.70812607,41.08879089,90.18553162,41.17579269,17.25413513,41.19681549,11.96197796,41.2171669,23.03360176,41.23829269,20.04237175,41.32712555,14.80349827,41.30612564,12.68806934,41.28562546,128.3845978,41.26433563,140.1593933,41.35100174,49.10809708,41.37170792,39.96333313,41.39278793,55.14577866,41.41329193,64.91200256,41.50195694,17.61546135,41.48062515,15.06385517,41.4600029,78.16145325,41.43947601,85.17050934,
42.00083542,6.966973305,42.0219574,6.802537441,42.04229355,10.08372402,42.06316757,16.82027054,42.15195847,12.37342358,42.13129044,11.11558628,42.10950089,60.88409042,42.08898163,85.34642792,42.17764664,16.66098976,42.1987915,12.82945919,42.21929169,21.48777771,42.2396431,21.92403221,42.32831192,15.00510025,42.30712509,13.84414673,42.28633118,132.9436798,42.26597977,145.9337158,42.35420609,49.72612762,42.37489319,41.73428726,42.39612579,57.6368103,42.41631317,62.61117935,42.50533295,17.47972107,42.48414612,15.22189808,42.46379089,71.56273651,42.44262695,84.71592712,
43.00083542,6.976038456,43.02264404,5.457171917,43.04312515,12.95890427,43.06433487,16.19264984,43.15047836,12.09789085,43.12995911,9.713106155,43.10970688,59.79793549,43.08837509,89.92891693,43.17704391,17.00859642,43.19781113,11.62393188,43.21814728,20.34557343,43.23917007,22.54613495,43.32829285,14.92381573,43.30720901,14.93356705,43.28564453,129.5751495,43.26531219,147.775116,43.35271072,49.94076538,43.37312317,41.40019226,43.3937912,59.85486603,43.41514587,64.02099609,43.50379181,16.20174026,43.48223114,14.80010605,43.46197891,79.22390747,43.44079208,86.37780762,
44.00083542,6.452989101,44.02114487,6.34168911,44.04148102,12.33671951,44.06256104,15.20998859,44.15129089,11.43962002,44.13062286,9.060911179,44.10920715,59.69013214,44.08864594,88.60145569,44.17597961,16.8303318,44.19614792,11.70167446,44.21729279,23.48036003,44.23846054,22.80953026,44.32479095,16.15279388,44.30448151,14.36653042,44.28345871,131.7207336,44.26298141,145.2386627,44.3511467,52.47595978,44.37164688,42.67876053,44.39264679,58.70445633,44.41387558,67.18934631,44.50245667,16.77109718,44.48128891,16.09998512,44.4599762,76.02961731,44.43962479,81.72860718,
45.00083542,7.136837482,45.02216721,6.519007206,45.04237366,12.02642536,45.06378937,16.81092453,45.15129089,12.24098206,45.13012695,11.11523819,45.10906219,63.63269043,45.08845901,87.14356232,45.17712402,18.71255493,45.19814301,13.40755177,45.21847916,20.63204765,45.2399559,20.34720993,45.32833099,14.99653721,45.30781174,13.04371071,45.28679276,136.3227539,45.26583099,146.0041504,45.3546257,50.72232056,45.37598038,43.70049286,45.39616776,57.35833359,45.41756058,65.42929077,45.50612259,16.08543587,45.48495865,15.98444748,45.46456146,75.46811676,45.4441452,85.94403076,
46.00083542,7.010887146,46.02095795,5.963108063,46.0424614,11.79940987,46.06298065,17.4970665,46.15139389,12.01677513,46.13112259,9.296730042,46.11045837,62.91677856,46.08980942,86.47947693,46.1762085,17.67129898,46.19762421,11.43990612,46.21795654,20.68795013,46.23897934,22.34786606,46.3269577,15.12613964,46.3056221,12.84096432,46.28512192,131.0885468,46.26371002,149.6258087,46.35150146,50.02322006,46.37216949,39.99682617,46.39270782,56.65745163,46.41373062,63.65818405,46.50229263,16.37249374,46.48187637,17.03259087,46.46114349,80.66846466,46.44047928,84.84338379,
47.00083542,7.892230511,47.02079391,6.11897707,47.0424614,10.97145844,47.06248093,16.09838104,47.14979172,12.59797764,47.12870789,10.40190411,47.10837555,61.61349869,47.08699799,88.26815033,47.17604065,18.24441528,47.19728851,12.94366646,47.21747971,21.99496651,47.23837662,21.77004242,47.32570648,14.83253574,47.30414581,13.18493557,47.28398132,131.5397339,47.2625618,144.1053925,47.35181046,46.60536957,47.37299728,42.94160461,47.39339447,58.98094177,47.41379166,63.94763184,47.50270844,17.58164978,47.4821434,15.60529613,47.46146011,76.84882355,47.44029236,85.53192902,
48.00083542,7.846805096,48.02164841,5.102040768,48.04214859,12.12945271,48.06237411,14.66992664,48.1515007,12.98701286,48.13045502,11.32085609,48.10933304,60.97659683,48.08912277,90.20249939,48.17596054,17.12614822,48.19646072,11.59911728,48.21766663,19.99528313,48.23854065,22.31115341,48.32633591,15.79682541,48.30580902,13.92772484,48.28462219,130.3789673,48.26412201,147.9850311,48.35280991,47.59508514,48.3740387,42.12766266,48.39429092,57.48538208,48.41545868,67.34498596,48.50445938,17.88857079,48.48345947,16.24986458,48.46239471,78.38647461,48.44222641,87.08716583,
49.00083542,6.851119995,49.02264404,4.580111504,49.04283524,9.994626999,49.06312561,16.58379173,49.15247726,12.37124443,49.1312294,11.27205467,49.11049652,63.11022568,49.08947754,87.73773193,49.17683411,16.5143261,49.1972084,12.95873737,49.21862411,19.89053535,49.23829269,22.09356689,49.32633591,15.68428421,49.30597687,14.42698669,49.28562546,134.6965332,49.26472855,146.9456024,49.3519783,50.95218277,49.37247849,42.51914978,49.39306259,59.77445984,49.41412354,64.55303192,49.50133514,17.82317543,49.48048019,16.48156738,49.4599762,72.29133606,49.43883514,82.11645508,
50.00083542,8.195563316,50.02098083,5.361371994,50.04183197,11.84150219,50.06254196,15.6549015,50.1518364,13.32392311,50.13112259,11.52194405,50.11000061,61.1524353,50.08883286,88.70879364,50.17647934,17.69794655,50.1972084,12.35008049,50.2177887,20.5177021,50.23937607,22.03146553,50.32787704,15.11646271,50.3072319,12.40628624,50.28664398,135.6754303,50.26548004,150.8212891,50.35481262,48.74559402,50.3756485,40.91821671,50.39612579,57.83890915,50.4174614,62.82638931,50.50479507,16.35868645,50.48412704,16.12393379,50.46264648,75.04839325,50.44200134,86.23613739,
51.00083542,7.070567131,51.02148056,6.321353912,51.04195786,11.04866314,51.06279373,18.08504868,51.15229034,11.97604847,51.13145828,10.13051701,51.11047745,64.57822418,51.08914566,93.81134033,51.17897797,18.83593941,51.19947815,13.11803436,51.21983337,20.92217445,51.24106598,23.28479958,51.32981491,15.57623768,51.30897903,12.80223751,51.28797913,135.5603333,51.26764679,146.3433685,51.35466766,48.24434662,51.3759613,42.46183014,51.39712143,56.36087036,51.41828918,65.06159973,51.50589752,17.02866173,51.48470688,15.20467854,51.4634819,74.53954315,51.4421463,84.66744232,
52.00083542,7.345700264,52.02179337,5.722306252,52.04195786,12.203228,52.06298065,14.96880436,52.1521225,12.42690086,52.13079071,11.15666008,52.11047745,65.37606812,52.08945847,93.94855499,52.17614746,18.6602726,52.19716644,12.65588188,52.21873093,21.81581497,52.23929214,23.84879684,52.32889557,15.36252022,52.30764389,13.67457676,52.28647995,134.1608582,52.26597977,150.8773804,52.35279083,52.35255051,52.37395859,40.53730392,52.39545822,62.1447525,52.41612625,66.66844177,52.503479,16.27273178,52.48229218,15.82852936,52.46095657,73.94036865,52.44062424,83.58679199,
53.00083542,7.129290104,53.02114487,7.041122437,53.04233551,11.81364822,53.06283188,16.24111366,53.15154266,12.61159515,53.13114548,12.31455135,53.11064529,62.66904449,53.08945847,91.42842102,53.17645645,19.71032333,53.19766998,11.24405766,53.21789551,22.30583954,53.23920822,23.68756104,53.32631302,15.7054863,53.3056488,12.88471603,53.28445816,134.1427612,53.26395798,145.2331085,53.3530426,52.17226028,53.37354279,43.3842392,53.39529037,58.11479187,53.41572952,63.77045822,53.50431442,16.32357788,53.48364639,16.61474609,53.46262741,76.74804688,53.44229507,85.31576538,
54.00083542,6.102435589,54.02129364,5.666185856,54.0421257,12.60720158,54.06322861,15.36798859,54.15079498,14.0162611,54.13012695,11.85487366,54.1087265,62.53657532,54.08745956,95.32932281,54.17479324,16.57992172,54.19581223,12.98024178,54.21672821,19.06984329,54.23789597,23.69733238,54.32512665,13.93987751,54.30366516,14.0789156,54.28279114,137.1238403,54.26179123,150.2395477,54.35064697,52.53756332,54.37147903,42.68697357,54.39298248,59.16485596,54.41337585,64.16308594,54.50079346,15.56002712,54.48045731,16.70299721,54.45896149,79.2676239,54.43779373,87.05288696,
55.00083542,7.001410484,55.02146149,6.627608299,55.04262543,11.81070709,55.06329346,16.90720558,55.15083313,13.50809193,55.13016891,10.79582977,55.10920715,63.81511688,55.08866882,88.20540619,55.17570877,17.95783043,55.19649887,12.84579849,55.21731186,22.22400665,55.23804092,24.3493309,55.32670975,15.41324806,55.30600357,13.77720547,55.28545761,133.3369293,55.2641449,147.5162354,55.35131454,50.6042099,55.37279129,41.27177429,55.39345551,58.9966507,55.41412354,63.35390472,55.50345993,16.47380257,55.48239899,16.38383484,55.46114349,77.82501221,55.44047928,86.77289581,
56.00083542,6.530119896,56.02031326,5.415985584,56.04112625,14.1006813,56.06245804,16.34280205,56.14933395,12.7030859,56.12897873,12.9226017,56.10797882,64.69039154,56.08712387,92.43229675,56.17589569,16.63500595,56.19695663,12.82733727,56.2178154,22.53671646,56.23814774,23.70393372,56.32712555,16.73040199,56.30578995,13.94239616,56.28479004,136.5630493,56.2644577,149.743988,56.35162354,46.5483017,56.37212372,42.97730637,56.39314651,57.54629135,56.41414261,64.16552734,56.50089645,18.52881241,56.48066711,17.68434143,56.45933533,82.22309875,56.43870926,81.89801025,
57.00083542,7.141356945,57.02179337,5.754579544,57.0424614,13.20372581,57.06312561,15.5448761,57.15230942,11.64232159,57.13181305,11.05387402,57.11083221,64.32427979,57.08964539,88.16060638,57.17845917,17.05932236,57.199646,12.15161419,57.22081375,21.44958687,57.24116516,21.35355186,57.33081055,15.60828495,57.30997849,14.07671642,57.28920746,137.2464447,57.26814651,151.2178497,57.35522842,50.02353287,57.37645721,40.36516953,57.39731598,60.08331299,57.41831207,65.30276489,57.50512695,17.29424477,57.4839592,15.9032402,57.4628334,77.94317627,57.44233322,85.32312775,
58.00083542,7.35431242,58.02045822,5.18999052,58.04199982,12.49315357,58.06299973,16.59991646,58.15031433,13.77387619,58.12937546,11.52224541,58.10831451,61.87435913,58.08747864,90.68686676,58.17656326,20.16095734,58.19712448,13.77064896,58.21814728,21.33502197,58.23864746,25.38165855,58.32798004,14.90673161,58.30695724,12.49300766,58.28645706,140.9050293,58.26537704,154.4768372,58.35456085,51.90113831,58.37579346,39.26277924,58.39612579,59.66375351,58.41714859,65.97982025,58.5066452,17.97082901,58.48614502,17.26517487,58.46495819,82.10006714,58.44387436,89.64476776,
59.00083542,7.17015934,59.02146149,6.312997341,59.04179382,11.40853596,59.06316757,16.9345665,59.14981461,13.26948357,59.12845993,11.6830759,59.10831451,66.12667084,59.08745956,94.02651978,59.17403793,17.72090912,59.19512558,13.61233521,59.21562576,20.55625916,59.23664474,21.96723938,59.32531357,15.63770866,59.30431366,12.67293549,59.28329086,138.2034912,59.26266861,144.6502838,59.35179138,49.43937302,59.37279129,42.08411789,59.39381027,59.66782379,59.41431046,64.76704407,59.503479,17.04436493,59.48246002,16.03352737,59.46149826,79.72769165,59.4408989,87.04188538,
60.00083542,6.215208054,60.0224762,5.669416904,60.04298019,13.83133411,60.0639801,16.21265793,60.1509819,12.7198,60.12983322,12.12203789,60.10948181,63.83833313,60.08831406,88.30149841,60.17762375,15.38013554,60.19864655,12.35094833,60.21914291,18.54322243,60.24066544,21.4242382,60.32795715,15.31006241,60.30695724,13.79161739,60.28595734,140.7613525,60.26464462,152.730072,60.35245895,49.72746658,60.37279129,43.35824585,60.39429092,58.90115738,60.41454315,64.14579773,60.5046463,17.20452309,60.48329163,16.41163254,60.46222687,78.29936218,60.44145966,85.67292786,
61.00083542,7.184174061,61.02064514,6.297194958,61.04114532,12.45292377,61.06248093,16.20426559,61.15145493,11.33076859,61.13080978,12.69526005,61.10995865,64.51612854,61.08870697,86.48146057,61.17814636,16.77114296,61.19881058,12.780056,61.21979141,22.36539841,61.24081039,24.49913216,61.32946014,16.0219593,61.30912781,14.74629974,61.2881279,139.3904266,61.26696014,150.1488342,61.35581207,51.02543259,61.37681198,40.50517654,61.39770889,59.98025513,61.41828918,69.22163391,61.50779343,16.68758202,61.48645782,15.73971272,61.46579361,77.81056976,61.44512558,85.58004761,
62.00083542,7.830157757,62.0219574,6.459079266,62.0424614,11.55807114,62.06296158,17.48542786,62.15266418,12.31025028,62.13130951,11.72305298,62.11016846,63.65316391,62.08921051,90.43822479,62.17654037,17.67525482,62.19716644,13.57490826,62.21912384,22.52347755,62.23962402,25.1668148,62.32847977,14.85650253,62.30781174,14.92260361,62.28699875,138.0193787,62.26664734,151.7088928,62.35487366,46.47787094,62.37566757,41.13253403,62.39704132,57.18323517,62.41812515,63.30742645,62.50762558,16.70083427,62.48612595,16.34747696,62.46545792,77.28373718,62.44462585,84.30709076,
63.00083542,7.130216122,63.02048111,6.187702179,63.04133224,12.3292408,63.06183243,15.66704941,63.14962387,11.95875168,63.12879181,12.78271961,63.10847855,69.72389221,63.08679199,86.86170197,63.17587662,17.8317852,63.19714737,13.7426281,63.21729279,20.07424927,63.23847961,23.24833107,63.32773209,14.43178177,63.30731201,16.40846062,63.2859993,140.8039093,63.26495743,147.9277039,63.35481262,52.74483109,63.37514496,43.20602798,63.39616776,59.59924316,63.41662598,66.70910645,63.50562286,15.51983166,63.48445511,15.88492107,63.46412277,80.24386597,63.44362259,82.57471466,
64.0008316,7.316872597,64.02112579,6.46833992,64.04214478,13.77952766,64.06264496,15.59229183,64.14948273,13.26014805,64.12866974,11.70782757,64.10849762,68.81495667,64.08787537,92.02336121,64.17470551,17.29771805,64.19589233,13.05322742,64.21678925,21.83314133,64.23728943,24.76036263,64.3266449,16.17140007,64.30562592,15.2759161,64.28462219,136.93367,64.26366425,153.1645966,64.35121155,48.60342789,64.37206268,39.01143265,64.39295959,57.62041473,64.41412354,66.32843781,64.50167084,16.19455147,64.48064423,16.94296646,64.45931244,82.65180206,64.43798065,87.63322449,
65.0008316,6.395098686,65.02062225,5.078473091,65.04179382,13.51422787,65.06298065,15.85760498,65.15156555,12.4815464,65.13104248,12.95143223,65.1102066,64.61671448,65.08883667,89.18236542,65.17629242,17.1081543,65.19698334,13.32860947,65.2183075,24.11827278,65.23933411,21.83131599,65.32628632,15.63641262,65.30531311,14.03040314,65.28498077,139.1223907,65.26395416,154.2593536,65.35281372,49.10882568,65.37400055,39.06578445,65.39450073,60.81116486,65.41573334,68.90449524,65.50481415,16.02614784,65.48348236,16.7995739,65.46298218,80.46477509,65.44181061,79.75931549,
66.0008316,6.7265172,66.02229309,5.533531666,66.04345703,12.4697876,66.06381226,15.53214455,66.15222931,12.11564159,66.13104248,11.51926994,66.11049652,67.99247742,66.09029388,91.19239807,66.1763382,16.97539139,66.19766998,14.51071072,66.21783447,21.98251152,66.2387085,21.92122078,66.32781219,14.72196293,66.30739594,13.52477741,66.28630829,140.9529877,66.26512146,157.9552917,66.35433197,50.41638947,66.375,42.43442535,66.39646149,59.18257523,66.41679382,69.86044312,66.50679016,16.28900909,66.48579407,16.47966385,66.46422577,81.92044067,66.4438324,85.91074371,
67.0008316,6.724640846,67.02229309,5.92643261,67.04299927,13.38305664,67.06412506,14.93793392,67.15114594,12.5719099,67.13064575,12.28821468,67.10945892,69.87136078,67.08895874,94.06360626,67.17531586,17.7589283,67.19664764,10.78181648,67.21787262,20.36301613,67.23812866,22.55257797,67.32648468,15.22192001,67.30612183,16.15420341,67.28581238,142.2375793,67.26437378,154.126709,67.35281372,51.14819336,67.37379456,40.51881409,67.3946228,58.78551483,67.41512299,70.84409332,67.50364685,16.9893856,67.48314667,17.16749954,67.46195984,76.28388977,67.44137573,89.95642853,
68.0008316,7.573906898,68.02229309,5.397172928,68.04264832,12.44417858,68.06395721,16.90666771,68.15231323,12.02840137,68.13162231,12.15139961,68.1110611,68.38301086,68.08987427,91.18871307,68.1762085,18.08298683,68.19712067,14.02424526,68.21797943,22.55494499,68.23799896,23.55893707,68.32681274,14.36070347,68.30662537,14.47375488,68.28549957,142.3858337,68.2649765,151.8442993,68.35129547,50.07509995,68.37232971,40.68122482,68.3937912,58.35890961,68.41397858,68.12116241,68.50233459,16.75827789,68.48214722,16.33969116,68.46115112,79.43385315,68.44065094,81.52688599,
69.0008316,6.833835602,69.02120972,6.060120583,69.04212189,12.4321394,69.06328583,17.26734734,69.15120697,12.48160553,69.13098145,13.17607021,69.10962677,65.86087036,69.08895874,91.76527405,69.1778183,17.66802979,69.19881439,12.16360855,69.21916199,21.28118706,69.24039459,24.09350967,69.32920837,15.31693459,69.30814362,14.82326031,69.28762054,140.2047119,69.26639557,158.5673523,69.35531616,47.80389786,69.3764801,42.63798523,69.39762115,59.80611801,69.41797638,63.75310516,69.50666809,16.00589561,69.48616791,16.12082481,69.46517181,78.18930054,69.44437408,84.68482971,
70.0008316,6.139302731,70.02099609,5.728001595,70.04237366,12.84767151,70.06281281,15.38747311,70.15249634,12.97678757,70.13162231,12.17952061,70.11045837,70.40895081,70.08922577,95.06417847,70.17723083,16.69988632,70.19747925,12.58923149,70.21881866,22.40607643,70.23914337,24.18570328,70.32804108,16.71061897,70.30698395,14.10800171,70.28662109,142.0342865,70.265625,152.4296722,70.35462189,50.85555267,70.37496185,42.71762466,70.39553833,57.46426773,70.41714478,65.78192902,70.50498199,17.35569382,70.48462677,15.84998894,70.46412659,85.83750916,70.44296265,85.48387146,
71.0008316,6.484558582,71.02104187,6.2812047,71.04237366,12.0934,71.06262207,17.29662132,71.15171051,11.555933,71.13121033,13.52155304,71.11006165,65.14450073,71.08899689,96.45477295,71.17783356,17.76602364,71.19895935,13.75885391,71.21929169,22.08308411,71.2405014,23.69036484,71.3271637,15.09948254,71.30670929,13.75564194,71.28549957,142.8766174,71.26448059,155.634491,71.35379028,47.63687134,71.37412262,38.87840271,71.39528656,62.01197815,71.41562653,65.81706238,71.50489807,16.01758003,71.48400116,16.32468987,71.46331024,78.4236908,71.44248199,86.501297,
72.0008316,6.863183498,72.02149963,5.491414547,72.04270935,14.07302761,72.06337738,17.03156471,72.15315247,12.81161594,72.13195801,11.72387409,72.11079407,67.23290253,72.08947754,95.06589508,72.17772675,17.97662354,72.19828796,13.5170536,72.21782684,20.79205132,72.23916626,23.58897018,72.32746124,16.91654968,72.30628967,14.22207928,72.28549957,141.5189209,72.26514435,155.888855,72.35398102,47.71739578,72.3741684,39.57812119,72.39523315,63.26416016,72.41612244,64.84519196,72.50495911,17.38695526,72.48406219,15.73929787,72.46283722,81.4439621,72.44248199,89.15179443,
73.0008316,7.440155506,73.02198029,5.418406963,73.04228973,12.83419609,73.06331635,16.5601635,73.15231323,12.08224773,73.13147736,12.46802235,73.11062622,67.47065735,73.08946228,92.66755676,73.17687225,16.17118454,73.1973114,12.8490715,73.21796417,20.71736908,73.23879242,23.04207802,73.32756042,15.04377842,73.30639648,14.99395466,73.28578949,141.1395416,73.26470184,154.0906525,73.35181427,48.5302124,73.3730011,40.13764572,73.39404297,60.01925659,73.41445923,70.11000061,73.50362396,16.11636162,73.48254395,17.11458778,73.4622879,82.20487213,73.44148254,84.59454346,
74.0008316,6.801578522,74.02183533,5.763157845,74.04289246,12.39406776,74.06414032,17.63008881,74.15254211,11.82769203,74.13181305,13.03153133,74.11131287,69.56056976,74.09022522,92.75209808,74.17871094,17.33483505,74.19914246,13.19372845,74.22045898,20.72496796,74.24081421,24.16432762,74.32931519,15.26414585,74.30863953,15.97588921,74.28747559,140.3546448,74.26729584,157.5695648,74.35595703,47.68635559,74.37729645,40.26919174,74.39833069,60.0075531,74.41849518,68.34216309,74.50712585,16.93297768,74.48654175,15.87941265,74.46547699,82.04640961,74.44512177,88.97370911,
75.0008316,7.865378857,75.02146149,5.840035915,75.04181671,12.97784519,75.06299591,16.57595253,75.15145874,11.9540844,75.13087463,13.3495779,75.1098175,67,75.08946228,95.23683167,75.17564392,17.58418274,75.19604492,13.21084404,75.217453,21.88059044,75.23845673,21.6764164,75.32499695,14.57362652,75.30395508,15.82885361,75.2834549,145.5457916,75.26231384,159.3022003,75.35145569,47.69924545,75.37245941,40.97565842,75.39297485,60.81319046,75.41387177,68.32015991,75.50339508,15.84756374,75.4821701,16.57011986,75.46129608,79.26611328,75.44029236,85.38153076,
76.0008316,7.037166119,76.02072906,5.937103271,76.04130554,12.47462368,76.06247711,15.19252396,76.1501236,11.7615099,76.12873077,13.78653908,76.10812378,67.99632263,76.08695221,99.68693542,76.17639923,18.63172531,76.19662476,12.43835068,76.21766663,24.46539497,76.23779297,25.40815353,76.32614899,14.92810917,76.30562592,15.99503136,76.28512573,143.8080139,76.26403809,161.3218079,76.35263062,46.67170715,76.37345886,41.28782654,76.39433289,60.71315765,76.41545868,66.25159454,76.50279236,17.14212608,76.48195648,17.17572784,76.46086884,80.29660034,76.43997955,86.85217285,
77.0008316,8.105423927,77.02183533,6.463702679,77.04216003,11.16775894,77.06304169,18.41071892,77.15162659,11.49034214,77.1314621,13.77345085,77.11071014,69.96617889,77.08950043,93.8303299,77.17879486,17.18593597,77.19939423,12.94000053,77.22031403,21.1765976,77.24081421,22.67797852,77.32913971,14.91560555,77.308815,14.89415073,77.28762054,146.0983734,77.26712036,160.4692078,77.35562134,48.19865036,77.37614441,41.75912094,77.39736938,60.79676056,77.41796112,66.15557861,77.50765228,17.69172859,77.48612213,15.41358376,77.46554565,78.87739563,77.4441452,89.1750412,
78.0008316,6.917755604,78.02014923,5.497318745,78.04150391,12.952281,78.06264496,18.46442413,78.1517868,14.26201439,78.12966156,13.30287552,78.10914612,70.96027374,78.08881378,96.97729492,78.17648315,16.93517303,78.19687653,12.42782593,78.21829224,21.16587639,78.23912811,23.39912033,78.3269577,14.90793705,78.3063736,14.70548248,78.28596497,146.0050659,78.265625,157.8611145,78.35316467,50.68831253,78.37429047,41.05981445,78.39445496,59.88635635,78.41580963,68.45204926,78.50431061,16.93867111,78.48412323,18.52659225,78.46245575,79.25024414,78.44178772,83.95189667,
79.0008316,6.90218401,79.0216217,5.2437644,79.04197693,12.39889526,79.06312561,16.73125648,79.15062714,12.68207264,79.13047791,13.28538895,79.11029816,69.23840332,79.08883667,95.7407608,79.1763382,17.47811699,79.19733429,12.58199883,79.21773529,22.06204796,79.23879242,22.93714714,79.32778931,14.69379139,79.30728912,14.86756897,79.28672791,148.4931641,79.26498413,160.4475555,79.35489655,48.4204216,79.37522888,43.40766525,79.3957901,60.8819046,79.41696167,68.36360168,79.50603485,17.99631882,79.48453522,16.47716522,79.46447754,83.07442474,79.44345856,89.0906601,
80.0008316,6.270187855,80.02104187,5.208610058,80.04183197,12.45377445,80.06306458,18.02435684,80.15229797,11.58376026,80.13179779,14.77658558,80.11038971,68.79798126,80.08931732,98.48664093,80.17861938,17.17737007,80.19963837,14.10628605,80.22014618,22.20994186,80.24133301,22.93627357,80.3301239,15.88988876,80.30916595,15.34533787,80.28797913,141.8395996,80.2676239,158.3570709,80.35636902,49.45463943,80.37763214,37.58959579,80.39762115,61.45134354,80.41897583,63.58138657,80.5072937,17.16551781,80.48728943,17.17023659,80.46629333,79.21395874,80.44483185,87.86968231,
81.0008316,7.571455479,81.02089691,5.649868965,81.04196167,14.17443848,81.06212616,18.62773132,81.1517868,14.06477261,81.13070679,12.4967041,81.10948181,70.3746109,81.08881378,90.84603119,81.17581177,17.71648407,81.19683075,12.9927578,81.21829224,22.86873055,81.23946381,25.93967819,81.32649994,16.12460899,81.30514526,13.78197479,81.28466797,146.0085449,81.26420593,159.9857483,81.35214996,49.67391205,81.37281036,42.05529785,81.39412689,63.00721359,81.41429138,67.26516724,81.50328827,15.93317127,81.48229218,17.18522453,81.46116638,82.43811798,81.44083405,88.01663208,
82.0008316,7.48895216,82.02095795,6.295425892,82.04114532,14.00445938,82.06233978,18.58042336,82.15097809,12.76120663,82.13031769,14.77230453,82.10930634,69.34027863,82.08872986,95.19501495,82.17720795,17.15079117,82.19828796,12.99286747,82.21948242,21.44502449,82.23970795,22.53195763,82.3286438,14.55453873,82.30762482,15.2910881,82.28716278,145.3486786,82.26647949,160.9273682,82.35478973,48.39507675,82.37597656,40.71609497,82.39616394,59.74032593,82.41756439,67.81543732,82.50647736,18.46575356,82.48564148,16.53635406,82.46447754,81.25083923,82.44353485,89.97006989,
