Sample A1_Ex555_Em570,,Sample A1_Ex555_Em665,,Sample A2_Ex555_Em570,,Sample A2_Ex555_Em665,,Sample A3_Ex555_Em570,,Sample A3_Ex555_Em665,,Sample A4_Ex555_Em570,,Sample A4_Ex555_Em665,,Sample A5_Ex555_Em570,,Sample A5_Ex555_Em665,,Sample A6_Ex555_Em570,,Sample A6_Ex555_Em665,,Sample B1_Ex555_Em570,,Sample B1_Ex555_Em665,,Sample B2_Ex555_Em570,,Sample B2_Ex555_Em665,,Sample B3_Ex555_Em570,,Sample B3_Ex555_Em665,,Sample B4_Ex555_Em570,,Sample B4_Ex555_Em665,,Sample B5_Ex555_Em570,,Sample B5_Ex555_Em665,,Sample B6_Ex555_Em570,,Sample B6_Ex555_Em665,,Sample C1_Ex555_Em570,,Sample C1_Ex555_Em665,,Sample C2_Ex555_Em570,,Sample C2_Ex555_Em665,,Sample C3_Ex555_Em570,,Sample C3_Ex555_Em665,,Sample C4_Ex555_Em570,,Sample C4_Ex555_Em665,,Sample C5_Ex555_Em570,,Sample C5_Ex555_Em665,,Sample C6_Ex555_Em570,,Sample C6_Ex555_Em665,
Time (min),Blank 1 D,Time (min),Blank 1 A,Time (min),Ctrl 1 D,Time (min),Ctrl 1 A,Time (min),Long -IM 1 D,Time (min),Long -IM 1 A,Time (min),Short -IM 1 D,Time (min),Short -IM 1 A,Time (min),Long +IM 1 D,Time (min),Long +IM 1 A,Time (min),Short +IM 1 D,Time (min),Short +IM 1 A,Time (min),Blank 2 D,Time (min),Blank 2 A,Time (min),Ctrl 2 D,Time (min),Ctrl 2 A,Time (min),Long -IM 2 D,Time (min),Long -IM 2 A,Time (min),Short -IM 2 D,Time (min),Short -IM 2 A,Time (min),Long +IM 2 D,Time (min),Long +IM 2 A,Time (min),Short +IM 2 D,Time (min),Short +IM 2 A,Time (min),Ctrl 3 D,Time (min),Ctrl 3 A,Time (min),Blank 3 D,Time (min),Blank 3 A,Time (min),Long -IM 3 D,Time (min),Long -IM 3 A,Time (min),Short -IM 3 D,Time (min),Short -IM 3 A,Time (min),Long +IM 3 D,Time (min),Long +IM 3 A,Time (min),Short +IM 3 D,Time (min),Short +IM 3 A
0.002083333,19.06966591,0.0094375,2.010134697,0.034229167,81.62378693,0.041604165,10.41248322,0.067333333,86.3786087,0.074729167,39.45009232,0.10072916,84.59191132,0.108104162,25.63012314,0.134083331,94.55584717,0.141479179,41.10474396,0.167479172,103.0053864,0.174854174,27.95887756,0.368479163,23.15452766,0.375854164,1.688275933,0.335083336,111.8933945,0.342479169,12.27229404,0.302979142,91.73799133,0.310354173,40.29943085,0.270145834,132.5079346,0.277520835,28.96741676,0.236812502,94.05014801,0.244187504,43.6797905,0.204812497,94.7982254,0.212187499,25.98329926,0.404812485,105.7033539,0.412187517,12.82963753,0.438749999,19.08818817,0.446145833,0.508920252,0.471312493,106.5714569,0.478687495,59.1438942,0.504312515,124.6001205,0.511687517,25.95594406,0.536562502,88.06919098,0.543937504,53.07190323,0.56881249,117.1284561,0.576187491,29.64746666
0.627854168,23.06286049,0.635312498,2.566108227,0.659833312,86.56678009,0.667249978,10.92309284,0.693000019,84.91933441,0.700416684,32.72997284,0.72506249,84.44025421,0.732500017,26.16189194,0.758187473,95.18801117,0.765645862,43.82535934,0.790499985,109.4786758,0.797916651,24.69341469,0.98816669,30.32648468,0.995583355,0.480569273,0.956937492,115.6533966,0.964333355,16.16988373,0.92566669,98.53508759,0.933083355,41.08819962,0.893333316,121.978447,0.900812507,30.33486366,0.859999955,90.08145142,0.86741662,41.45087814,0.827937484,105.0741043,0.835333288,31.07553291,1.025666714,110.606308,1.03308332,13.75858116,1.057999969,20.36557198,1.065416694,1.301469445,1.089166641,98.04071045,1.096583247,59.17064285,1.120937467,131.1217957,1.12833333,27.58804703,1.153166652,90.92209625,1.160583377,49.59616852,1.185333371,114.8297806,1.192750096,32.46485519
1.245333314,22.11106873,1.252750039,1.42717135,1.276166677,85.52637482,1.283583283,9.962030411,1.307833314,81.62796021,1.315250039,40.34976578,1.340937495,94.21237183,1.348333359,28.47391129,1.374000072,103.7357178,1.38143754,49.16299438,1.407166719,102.9313507,1.414583325,23.21314812,1.607437491,25.33228111,1.614833355,0.871774912,1.575500011,108.4902954,1.582979202,8.936290741,1.542333364,98.36569977,1.54974997,44.34809494,1.509083271,124.4807205,1.516499996,30.56172562,1.476833344,91.8249588,1.484249949,45.49868774,1.444499969,98.15555573,1.451916575,28.61800957,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample A1_Ex555_Em570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample A1_Ex555_Em570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Time: 15-Aug-23 3:00:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator Name  :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinetics Software Version: 1.2(146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter List :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Time: Tue 15 Aug 03:00:13 PM 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software version: 1.2(146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operator:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument                        Cary Eclipse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number          MY18160001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data mode                         Fluorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ex. wavelengths (nm)              555.0000 ; 555.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em. wavelengths (nm)              570.0000 ; 665.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ex. Slit (nm)                     5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
