Sample A1_Ex465_Em530,,Sample A1_Ex465_Em590,,Sample A2_Ex465_Em530,,Sample A2_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
139.5083313,41.70459747,139.5272369,190.7424316,139.5632477,57.31113815,139.5821686,128.8866272,
140.0083313,41.46333694,140.0272369,190.7324677,140.0639648,56.76628876,140.0828705,128.8108368,
140.5083313,41.54605484,140.5272369,188.8158722,140.5634003,56.79297256,140.5823059,128.3200378,
141.0083313,41.44026566,141.0272369,189.9459229,141.0627441,56.37018204,141.0816803,127.125946,
141.5083313,41.42668533,141.5272522,190.3605652,141.5639801,57.1458931,141.582901,127.8277054,
142.0083313,41.50764084,142.0272369,189.6479034,142.0632477,56.92329407,142.0822144,127.8598175,
142.5083313,41.18019485,142.5272369,188.9382172,142.5639191,56.78918839,142.5828247,128.6117249,
143.0083313,41.41495895,143.0272369,190.5528107,143.0632477,57.0858078,143.0821686,126.6955566,
143.5083313,41.26692581,143.5272369,188.6556702,143.5634155,57.26077271,143.5823364,127.8137741,
144.0083313,41.57571793,144.0272369,188.4772644,144.0637512,57.57419205,144.0826721,126.9494171,
144.5083313,41.6333847,144.5272369,191.1817474,144.5634155,57.00127029,144.5823364,126.7802582,
145.0083313,41.36345291,145.0272369,190.0894165,145.0638275,56.99312592,145.0827332,127.0505371,
145.5083313,41.26767349,145.5272369,189.0824585,145.5623016,56.48208237,145.5812378,127.7957001,
146.0083313,40.73594284,146.0272369,188.4580078,146.0637512,56.86906433,146.0826721,127.3586426,
146.5083313,41.7018013,146.5272369,190.0016479,146.5618134,56.49208069,146.5807343,127.0198517,
147.0083313,41.51457214,147.0272369,189.100296,147.0634155,56.8835144,147.0823364,125.9198151,
147.5083313,41.17169952,147.5272369,189.4545746,147.5631256,56.45005035,147.5820465,126.5801468,
148.0083313,41.1439476,148.0272369,189.3885345,148.0635834,56.93716431,148.0825043,125.6312408,
148.5083313,41.1895752,148.5272369,190.2901764,148.5636749,56.88173676,148.5825653,126.4349976,
149.0083313,41.08261108,149.0272369,187.1404877,149.0635834,56.7801857,149.0825043,126.7478638,
149.5083313,41.16999435,149.5272369,187.3485413,149.5632935,56.54162979,149.5822144,124.9490509,
150.0083313,41.28446579,150.0272369,189.8168182,150.0634613,57.19990921,150.0823669,126.8734894,
150.5083313,40.9969101,150.5272369,187.5839996,150.5629272,56.77787399,150.5818329,127.271843,
151.0083313,40.92074203,151.0272369,188.7200775,151.0640717,56.65281296,151.0830078,126.867485,
151.5083313,41.06319427,151.5272369,188.5337982,151.5625763,56.98116302,151.581543,126.4751587,
152.0083313,41.13366318,152.0272369,187.8335114,152.0635834,56.85228348,152.0825043,126.0382538,
152.5083313,40.54814148,152.5272369,187.5552826,152.5630798,56.26038742,152.5820007,125.4949722,
153.0083313,41.30328369,153.0272522,187.4470062,153.0640717,56.85491562,153.0830078,126.5404816,
153.5083313,40.99331284,153.5272369,187.1423645,153.5631561,56.27419662,153.5820618,126.0431976,
154.0083313,41.4942131,154.0272369,187.2408447,154.0635834,56.86547089,154.0825043,125.7540741,
154.5083313,41.33716202,154.5272369,186.2185669,154.5625763,57.08933258,154.5814972,125.8626099,
155.0083313,40.88779449,155.0272369,187.1118469,155.0638275,57.47134018,155.0827332,125.7189102,
155.5083313,41.1637001,155.5272369,188.3567352,155.5630646,56.74451065,155.5819855,124.6617584,
156.0083313,41.10254288,156.0272369,187.8536835,156.0629272,57.17755508,156.0818329,127.0526047,
156.5083313,41.00550461,156.5272369,186.3844452,156.5630798,56.777565,156.5820007,125.6540985,
157.0083313,41.48358917,157.0272369,189.0464783,157.0632324,56.53939056,157.0821381,125.6309128,
157.5083313,41.04856873,157.5272369,187.5209656,157.5630798,55.924263,157.5820007,125.8094788,
158.0083313,40.88911819,158.0272369,187.5857391,158.0632477,56.45836639,158.0821686,124.6181259,
158.5083313,40.93847275,158.5272369,188.2111206,158.5643463,56.17876053,158.5832367,125.0663834,
159.0083313,41.47212601,159.0272369,185.3297577,159.0628052,56.59537888,159.0817261,125.5147934,
159.5083313,40.93419266,159.5272522,186.8932953,159.5636444,55.99104691,159.5825653,125.8311539,
160.0083313,41.06484985,160.0272369,186.7075806,160.0624084,56.00929642,160.0813141,125.15168,
160.5083313,41.21863174,160.5272369,187.1168823,160.5641479,56.98375702,160.5830536,125.5995178,
161.0083313,40.83793259,161.0272369,187.4928741,161.0628967,56.34414673,161.0818176,124.9394379,
161.5083313,40.93496323,161.5272369,186.9015503,161.5629272,56.38164902,161.5818329,124.9092865,
162.0083313,40.91257095,162.0272369,187.621994,162.0640717,56.41807175,162.0830078,125.3246231,
162.5083313,41.16588974,162.5272369,187.0938721,162.5630798,56.20650482,162.5820007,124.6264648,
163.0083313,40.96421432,163.0272369,187.2427368,163.0622253,57.03210449,163.0811462,124.8740997,
163.5083313,40.94642258,163.5272369,187.4712677,163.5630798,56.32877731,163.5820007,123.7406921,
164.0083313,40.80625153,164.0272369,186.8981018,164.0630798,56.42082214,164.0820007,125.2667465,
164.5083313,40.91751099,164.5272369,186.6693878,164.563736,56.32040024,164.5826569,124.3160553,
165.0083313,40.59632111,165.0272369,187.4238892,165.0641479,56.21403885,165.0830536,124.085434,
165.5083313,40.77770996,165.5272369,185.865448,165.5630646,55.63203049,165.5820007,125.2003937,
166.0083313,40.33409882,166.0272369,184.6049652,166.0643921,55.90147781,166.083313,124.2750473,
166.5083313,40.60977173,166.5272369,185.6964264,166.5634003,56.21382141,166.5823059,124.6990433,
167.0083313,40.2939682,167.0272369,186.6931305,167.0632477,56.37215424,167.0821686,124.2900238,
167.5083313,40.82033157,167.5272369,187.034256,167.563736,55.82276535,167.5826569,122.9962997,
168.0083313,40.64860916,168.0272369,184.1325836,168.0627441,56.19890976,168.0816803,123.9865875,
168.5083313,40.79461288,168.5272369,183.4642792,168.5634766,55.75720215,168.5823822,123.1332169,
169.0083313,40.73283386,169.0272369,184.4276123,169.062561,55.92211151,169.0814819,123.8440399,
169.5083313,40.70188522,169.5272369,185.5415955,169.5635834,56.13211441,169.5825043,124.3030777,
170.0083313,40.75761795,170.0272369,186.5479736,170.0617523,56.26868057,170.080658,123.1790237,
170.5083313,40.91291809,170.5272369,185.3047943,170.5641479,55.91938019,170.5830536,123.6826706,
171.0083313,41.03295898,171.0272369,184.8592072,171.0634613,56.21273041,171.0823669,123.7498932,
171.5083313,40.82684326,171.5272369,184.955307,171.5637512,55.64645004,171.5826721,122.6412354,
172.0083313,40.48222351,172.0272369,183.5207367,172.0630798,55.49247742,172.0820007,123.3762436,
172.5083313,41.0353508,172.5272369,185.070755,172.5635529,55.82719803,172.582489,123.6647263,
173.0083313,41.00904846,173.0272369,184.9961853,173.0636292,56.03760529,173.0825348,123.5731201,
173.5083313,40.67127609,173.5272369,184.860611,173.5639191,56.48478317,173.5828247,123.5727615,
174.0083313,40.50462341,174.0272369,185.2966614,174.0640564,55.73849487,174.0829773,122.3592987,
174.5083313,40.36795807,174.5272369,184.1967316,174.5647888,56.12075806,174.5837097,122.7238159,
175.0083313,40.27994919,175.0272369,183.7601471,175.0640717,55.7071228,175.0830078,122.855278,
175.5083313,40.49524307,175.5272369,182.7733765,175.5639038,55.86837387,175.5828094,124.1983109,
176.0083313,40.60868835,176.0272369,183.1741333,176.0624847,55.60212326,176.0813904,122.5827026,
176.5083313,40.23295212,176.5272369,185.0054016,176.5635834,55.99015808,176.5825348,122.915123,
177.0083313,40.81774139,177.0272369,184.7885284,177.0630035,56.49817657,177.0818939,123.5255051,
177.5083313,40.35295486,177.5272369,182.8886261,177.5633087,55.80063248,177.5822296,123.0137787,
178.0083313,40.79610825,178.0272369,183.2099457,178.0639191,56.49607849,178.0828247,123.0461807,
178.5083313,40.3186264,178.5272369,182.2640076,178.5642242,55.57193375,178.5831451,123.1051788,
179.0083313,40.90901566,179.0272369,183.0072784,179.062973,55.67669296,179.0818939,122.7755585,
179.5083313,40.29862595,179.5272369,183.1553955,179.5644226,55.40576172,179.5833282,122.9902496,
180.0083313,40.50070572,180.0272369,183.3631287,180.0624237,55.64536667,180.0813293,123.1453857,
180.5083313,40.50673676,180.5272369,181.3593445,180.5634003,55.24554062,180.5823059,122.5759048,
181.0083313,40.34844971,181.0272369,181.992691,181.0625763,55.1346283,181.0814972,121.9979858,
181.5083313,40.51076889,181.5272369,181.826767,181.5628204,55.28362656,181.5817261,121.6866684,
182.0083313,40.08808517,182.0272369,183.553894,182.0630798,55.79986191,182.0820007,121.3046341,
182.5083313,40.37930298,182.5272369,182.0397644,182.5629578,55.64883041,182.5818634,122.7935791,
183.0083313,40.6919136,183.0272369,183.0117798,183.0634766,55.97235489,183.0823822,123.4994812,
183.5083313,40.29773712,183.5272369,183.2563477,183.5630798,55.71973801,183.5820007,120.6846313,
184.0083313,40.43025589,184.0272369,181.267868,184.0640717,55.67602539,184.0830078,122.0413437,
184.5083313,39.72175598,184.5272522,181.4776764,184.5632477,55.03720474,184.5821686,122.4694824,
185.0083313,40.01237869,185.0272369,183.1437225,185.0634613,55.84431458,185.0823669,122.2761383,
185.5083313,39.83536148,185.5272369,181.3632202,185.5630798,55.29852676,185.5820007,120.9386139,
186.0083313,39.99049759,186.0272369,180.9757385,186.0637817,55.82663345,186.0827179,121.8338547,
186.5083313,40.34683228,186.5272369,181.39505,186.5634155,55.48079681,186.5823364,121.1379547,
187.0083313,40.31124115,187.0272369,181.8059998,187.0641479,55.5544281,187.0830536,121.2847137,
187.5083313,40.25595856,187.5272369,181.3147125,187.5619812,55.65286636,187.5808868,122.7985458,
188.0083313,39.86682129,188.0272369,181.884964,188.0631256,54.97475433,188.0820465,121.8935547,
188.5083313,39.86995316,188.5272369,181.3517151,188.5646515,55.18935776,188.5835571,122.0914001,
189.0083313,39.95763779,189.0272369,182.25914,189.0632477,54.95317841,189.0821686,120.8094559,
189.5083313,39.70427704,189.5272369,180.6958466,189.5627899,54.85740662,189.5817108,121.890419,
190.0083313,39.76512146,190.0272369,181.7480469,190.0637817,55.1376915,190.0827179,121.39785,
190.5083313,39.87389755,190.5272369,180.4664154,190.5636749,55.06066513,190.5825653,120.8628235,
191.0083313,40.33659363,191.0272369,182.0019531,191.0629272,55.74457932,191.0818329,121.2631149,
191.5083313,40.01200867,191.5272369,180.6128082,191.5636749,55.53949738,191.5825653,121.7526398,
192.0083313,39.83296967,192.0272369,180.7210236,192.0636292,55.41314697,192.0825348,121.7680893,
192.5083313,39.93063354,192.5272369,181.322113,192.5634918,55.35102081,192.5823822,120.4402008,
193.0083313,39.62663269,193.0272369,181.2692719,193.0629578,55.5904007,193.0818634,121.0967407,
193.5083313,39.51904297,193.5272369,180.4450684,193.5632477,55.74235916,193.5822144,122.0713196,
194.0083313,40.12784576,194.0272369,180.5136108,194.0634918,55.96111298,194.0823822,120.6779022,
194.5083313,39.92201233,194.5272369,181.8046265,194.5620728,55.61016846,194.5810089,121.836586,
195.0083313,39.62574387,195.0272369,179.1279755,195.065094,55.47694397,195.0839996,120.20961,
195.5083313,39.76996613,195.5272369,179.5341492,195.5629272,55.13421631,195.5818329,121.6631851,
196.0083313,39.4512291,196.0272369,179.2085419,196.0640717,55.98232269,196.0830078,120.864624,
196.5083313,39.53483582,196.5272369,179.6290894,196.5633087,55.17597198,196.5822296,120.9621353,
197.0083313,39.74305344,197.0272369,179.5709076,197.0627441,55.76823044,197.0816803,122.0307312,
197.5083313,40.0514183,197.5272369,179.9707642,197.5626373,54.97143173,197.581543,119.8613358,
198.0083313,39.75762558,198.0272369,178.7479095,198.0635529,54.98951721,198.082489,120.8437576,
198.5083313,39.77980804,198.5272369,178.2833557,198.5642548,56.07672501,198.5831757,122.2907257,
199.0083313,39.58227539,199.0272369,181.1367645,199.0635834,55.37842178,199.0825043,120.789566,
199.5083313,40.22357559,199.5272369,179.8558044,199.5634918,54.88230133,199.582428,120.8742523,
200.0083313,39.18668747,200.0272369,178.6721649,200.0640564,55.68251038,200.0829773,120.7197189,
200.5083313,39.62769699,200.5272369,180.4275818,200.5640717,55.18641281,200.5830078,120.7003021,
201.0083313,39.72732925,201.0272369,180.4329224,201.0645905,55.21827698,201.0834961,120.4561386,
201.5083313,39.91122818,201.5272369,179.0886993,201.562973,54.80748367,201.5818939,120.5964279,
202.0083313,39.73369217,202.0272369,178.5401764,202.0634155,54.91184235,202.0823364,121.6622467,
202.5083313,39.38547897,202.5272369,179.060379,202.5642548,55.00690079,202.5831757,120.6419296,
203.0083313,39.50345993,203.0272369,178.3789063,203.0624237,55.20285034,203.0813293,119.7440414,
203.5083313,39.87909317,203.5272369,178.4542847,203.5637512,55.41712952,203.5826721,120.6119843,
204.0083313,40.1547966,204.0272369,179.1466675,204.0629578,55.25509262,204.0818634,120.4126434,
204.5083313,39.76580811,204.5272369,178.3181763,204.5627441,54.7738533,204.5816803,120.396637,
205.0083313,39.65127563,205.0272369,178.7586212,205.0618286,55.17895889,205.0807343,121.4618073,
205.5083313,39.69232178,205.5272369,179.3866425,205.5630798,55.07572556,205.5820007,120.3658981,
206.0083313,39.17622757,206.0272369,178.3376312,206.0622559,54.97808456,206.0811615,119.8318481,
206.5083313,39.33770752,206.5272369,178.8259583,206.5624237,56.07426071,206.5813293,120.5848465,
207.0083313,39.8853035,207.0272369,178.5926514,207.0634918,55.63205338,207.0823822,119.7867203,
207.5083313,39.62679291,207.5272369,178.50914,207.5637512,55.07616806,207.5826721,120.6857986,
208.0083313,39.68554688,208.0272369,178.0108795,208.0634613,55.52226257,208.0823669,120.1521149,
208.5083313,39.44874954,208.5272369,177.0296478,208.5624237,55.33410645,208.5813293,120.7170944,
209.0083313,39.20310974,209.0272369,177.9009094,209.0632935,55.38853836,209.0822144,121.4227295,
209.5083313,39.31816483,209.5272369,178.1806641,209.5635529,55.3378067,209.582489,121.2655792,
210.0083313,39.42757797,210.0272369,177.7302704,210.0627899,55.36622238,210.0817108,120.7788239,
210.5083313,39.30163193,210.5272369,177.5010223,210.5642242,55.3223114,210.5831451,120.3833618,
211.0083313,39.09436035,211.0272369,179.8186493,211.0637512,55.73303986,211.0826721,121.2353592,
211.5083313,39.63750458,211.5272369,178.0272369,211.5636444,55.71172333,211.5825653,120.1411743,
212.0083313,39.18682098,212.0272369,177.9364624,212.0631561,55.35012436,212.0820618,120.087944,
212.5083313,39.39588928,212.5272369,178.9698181,212.5631256,55.53401947,212.5820465,120.8312759,
213.0083313,39.2888031,213.0272369,176.6354523,213.0630798,56.13721085,213.0820007,118.5497818,
213.5083313,39.46777344,213.5272369,177.5649567,213.5632477,55.62511826,213.5822144,119.1325226,
214.0083313,39.64820862,214.0272369,177.3343658,214.0617523,55.28724289,214.080658,118.3520126,
214.5083313,39.79076767,214.5272369,176.309906,214.5631256,55.53828812,214.5820465,119.5231628,
215.0083313,39.22971725,215.0272369,176.2022247,215.0614166,55.84093094,215.0803375,120.9640427,
215.5083313,39.07461548,215.5272369,176.0596008,215.5634918,55.34266663,215.5823822,120.4274368,
216.0083313,39.43822098,216.0272369,176.4180603,216.0639191,55.05073547,216.0828247,120.5657349,
216.5083313,39.76282501,216.5272369,177.3817596,216.5635834,55.09739304,216.5825043,119.6496582,
217.0083313,39.14743042,217.0272369,176.0818634,217.0642548,54.95943451,217.0831757,120.8181534,
217.5083313,39.08572006,217.5272369,175.8580322,217.562973,55.17005157,217.5818939,119.1800842,
218.0083313,39.41048431,218.0272369,174.6739807,218.0632477,54.84346008,218.0822144,119.2439499,
218.5083313,39.31240845,218.5272369,175.0956116,218.5636292,54.95457077,218.5825348,118.6447906,
219.0083313,39.03570175,219.0272369,176.2770691,219.0637512,55.38711929,219.0826721,119.0570908,
219.5083313,39.01461029,219.5272369,176.9244995,219.5627441,55.62567902,219.5816803,119.8679581,
220.0083313,39.16919708,220.0272369,176.4290924,220.0630798,54.94378662,220.0820007,119.8697205,
220.5083313,39.13232422,220.5272522,175.7595673,220.5642548,54.47093964,220.5831757,119.7818756,
221.0083313,38.56446838,221.0272369,174.9419556,221.0639191,55.10973358,221.0828247,119.9422989,
221.5083313,39.3547554,221.5272369,175.2807465,221.5634766,54.740448,221.5823822,119.1921463,
222.0083313,38.96023178,222.0272369,176.2319031,222.0637512,54.3320961,222.0826721,119.2981262,
222.5083313,38.61393738,222.5272369,174.4751587,222.5627441,54.99152756,222.5816803,118.9518661,
223.0083313,38.57749939,223.0272369,174.8029022,223.0639191,54.31059647,223.0828247,119.7094345,
223.5083313,38.95524979,223.5272369,175.1974945,223.5631561,54.45325851,223.5820618,118.9122162,
224.0083313,38.5671196,224.0272369,175.6449585,224.0635529,54.51632309,224.082489,118.3702545,
224.5083313,38.79534531,224.5272369,174.6594543,224.5642548,55.05376816,224.5831757,118.5976181,
225.0083313,38.81419373,225.0272369,174.5791321,225.0630035,54.67582703,225.0818939,118.3672485,
225.5083313,38.68021393,225.5272369,175.646698,225.5635834,54.82115173,225.5825043,117.9121933,
226.0083313,39.23165894,226.0272369,174.0578308,226.0634155,54.77451706,226.0823364,118.3697433,
226.5083313,39.19687653,226.5272369,174.7682495,226.5629272,54.72037888,226.5818329,116.5495987,
227.0083313,39.01499557,227.0272369,175.0650787,227.0637512,54.65388489,227.0826721,116.7427063,
227.5083313,38.66572952,227.5272369,175.6734772,227.5624237,54.63889694,227.5813293,118.5256882,
228.0083313,38.74630737,228.0272369,174.713974,228.0643921,54.60328293,228.0833282,118.4362488,
228.5083313,39.05942535,228.5272369,175.3181305,228.5625763,54.00680161,228.5814972,118.1404724,
229.0083313,39.2455101,229.0272369,174.2214813,229.0626678,53.93176651,229.0815582,116.8814392,
229.5083313,38.77368164,229.5272369,175.5206909,229.5636444,54.72173309,229.5825653,117.6997452,
230.0083313,39.04105377,230.0272369,173.8258514,230.0619049,54.80039978,230.0808105,117.997406,
230.5083313,38.92102051,230.5272369,174.4042206,230.5635834,54.98995972,230.5825043,118.1524353,
231.0083313,38.52772903,231.0272369,174.9992981,231.0632324,54.25857162,231.0821381,117.1960754,
231.5083313,38.81147003,231.5272522,173.5301208,231.5644226,54.16203308,231.5833282,117.4017792,
232.0083313,38.72633362,232.0272369,175.718689,232.0642548,54.06821823,232.0831757,117.9490204,
232.5083313,38.98260498,232.5272369,174.1884918,232.5637512,53.93102264,232.5826721,117.992836,
233.0083313,38.67931366,233.0272369,174.3703613,233.0639801,54.11222839,233.082901,116.7900696,
233.5083313,38.89902878,233.5272369,174.5703583,233.5644226,54.12253952,233.5833282,116.8443756,
234.0083313,38.9834671,234.0272522,175.1806488,234.0632935,54.28638077,234.0822144,116.806221,
234.5083313,38.78484726,234.5272522,174.379837,234.5637512,53.65182877,234.5826721,115.9803772,
235.0083313,39.10757446,235.0272522,174.7027588,235.0646362,53.6948967,235.0835419,115.4523773,
235.5083313,38.75463104,235.5272369,175.8056641,235.5625763,53.84570313,235.5814972,115.6746216,
236.0083313,39.0450592,236.0272369,174.249115,236.0639191,53.72724915,236.0828247,115.2061005,
236.5083313,39.23448181,236.5272369,174.9691925,236.5641479,54.2611618,236.5830536,115.2303543,
237.0083313,38.97754288,237.0272369,174.5475159,237.0617371,53.74142075,237.080658,116.5797348,
237.5083313,38.90643311,237.5272369,176.037674,237.5627441,53.70476913,237.5816803,116.3263855,
238.0083313,38.75067139,238.0272369,173.9211121,238.0634155,53.70337677,238.0823364,115.2878418,
238.5083313,38.82686234,238.5272369,175.0565338,238.5637817,53.75568008,238.5827179,115.5013504,
239.0083313,38.87228775,239.0272369,175.9815063,239.0630646,54.25854492,239.0819855,116.5291901,
239.5083313,39.0945816,239.5272369,176.0158844,239.5634155,53.49126816,239.5823364,115.3590622,
240.0083313,39.21429062,240.0272369,175.4669342,240.0632935,53.71018982,240.0822144,115.7442169,
240.5083313,38.75981903,240.5272369,174.4825134,240.5622559,53.44494247,240.5811615,116.7156448,
241.0083313,38.689888,241.0272369,174.7942505,241.0634155,53.79539871,241.0823364,115.6584473,
241.5083313,38.85006714,241.5272369,175.2596893,241.5632324,53.54537201,241.5821381,115.8817444,
242.0083313,38.80672073,242.0272369,174.8799286,242.0630798,53.4080162,242.0820007,114.7257767,
242.5083313,39.01370621,242.5272369,173.6867371,242.5636749,53.22068024,242.5825653,115.3652954,
243.0083313,39.02801514,243.0272369,174.1796265,243.0639038,53.21600342,243.0828094,114.6093826,
243.5083313,38.95640564,243.5272369,175.9538727,243.5642242,53.19945908,243.5831451,115.9561691,
244.0083313,38.72187042,244.0272369,174.3735352,244.0625763,53.71724701,244.0814972,115.4617081,
244.5083313,38.44763565,244.5272369,174.1212006,244.5640717,53.39109039,244.5830078,115.2006912,
245.0083313,38.79922867,245.0272369,174.8795471,245.0630798,53.31058502,245.0820007,114.4158325,
245.5083313,38.41336823,245.5272369,173.4760132,245.5612335,53.14377213,245.5801392,114.3181992,
246.0083313,38.90447998,246.0272369,174.1988525,246.0641632,53.29236603,246.0830536,114.365036,
246.5083313,38.62509155,246.5272369,175.364624,246.5633087,53.17564392,246.5822296,114.3255005,
247.0083313,38.46043015,247.0272369,175.1248474,247.0637512,53.087883,247.0826721,113.4747467,
247.5083313,38.51483536,247.5272369,173.5447998,247.5631561,53.19399261,247.5820618,114.7661133,
248.0083313,38.42615891,248.0272369,173.9416504,248.0635529,53.39903259,248.082489,114.88517,
248.5083313,38.40088272,248.5272369,172.8937378,248.5630798,52.81385422,248.5820007,114.3909607,
249.0083313,38.742939,249.0273132,175.119873,249.0624847,52.55021667,249.0813904,114.8345642,
249.5083313,38.78074646,249.5272369,172.4007416,249.5624542,52.80898666,249.5813751,113.9380188,
250.0083313,38.69223785,250.0272369,173.8535614,250.0639038,53.6105957,250.0828094,114.6442032,
250.5083313,38.59472275,250.5272369,175.6108246,250.5637512,52.82112122,250.5826721,114.4150772,
251.0083313,38.64765167,251.0272369,173.6888275,251.0634613,53.57512665,251.0823669,114.5181351,
251.5083313,38.82997131,251.5272369,174.9053802,251.5634155,52.98769379,251.5823669,114.2077332,
252.0083313,38.66129303,252.0272369,173.8955078,252.0624237,53.3698082,252.0813293,114.1933517,
252.5083313,38.93689346,252.5272369,174.0111847,252.5648041,53.12259293,252.583725,113.8227692,
253.0083313,38.6039238,253.0272369,174.0199432,253.0640717,53.64575195,253.0830078,114.2051773,
253.5083313,38.45735168,253.5272369,173.8999176,253.5639038,53.21356964,253.5828094,115.0580978,
254.0083313,38.59213638,254.0272369,172.3517456,254.0632477,53.24876022,254.0821686,113.099968,
254.5083313,38.28550339,254.5272369,172.8872681,254.5617523,53.29389954,254.580658,113.2608948,
255.0083313,38.35926819,255.0272522,173.0431519,255.0639191,53.32659531,255.0828247,114.1856995,
255.5083313,38.48553085,255.5272369,173.3150482,255.5634155,53.16095734,255.5823364,113.864006,
256.0083313,38.6760025,256.0272217,172.2094116,256.0627441,53.21727371,256.081665,114.8023453,
256.5083313,38.94836426,256.5272217,173.5104065,256.5639038,52.45650101,256.5828247,113.4599762,
257.0083313,38.6423912,257.0272217,173.4105835,257.0635986,53.00182724,257.082489,112.0745468,
257.5083313,38.8362999,257.5272217,172.9617157,257.5635071,52.67564392,257.5823975,115.0386276,
258.0083313,38.23107147,258.0272217,172.9759674,258.0629272,52.8120575,258.0818481,112.4646912,
258.5083313,39.02236557,258.5272217,174.4322357,258.5635986,53.08637238,258.582489,113.4878693,
259.0083313,38.71358871,259.0272217,172.5342407,259.0642395,53.62635422,259.0831299,112.5521393,
259.5083313,38.36056519,259.5272217,172.1125946,259.5630798,53.46800995,259.5820007,114.2345047,
260.0083313,38.33409882,260.0272217,173.0314331,260.0638123,52.76836395,260.0827332,112.8471069,
260.5083313,38.64628601,260.5272217,172.0368958,260.5629578,52.41027832,260.5819092,113.4265289,
261.0083313,38.44965363,261.0272217,173.1582031,261.0632629,52.98517609,261.0821533,114.0733414,
261.5083313,38.11812592,261.5272217,172.5071411,261.5626526,52.52595139,261.5815735,113.5350647,
262.0083313,38.07315445,262.0272217,171.3845215,262.0639038,52.49172974,262.0828247,113.6585312,
262.5083313,38.61364365,262.5272217,172.5105591,262.563385,53.05183411,262.5823059,113.7041779,
263.0083313,38.62351608,263.0272217,171.0948334,263.0630798,53.19906235,263.0820007,112.17202,
263.5083313,38.09033585,263.5272217,170.1077728,263.5644226,52.52318573,263.5833435,112.8473053,
264.0083313,38.12529755,264.0272217,172.2467041,264.0627441,53.39477539,264.081665,113.3908386,
264.5083313,38.4263649,264.5272217,170.273819,264.563324,53.17032242,264.5822144,113.2994919,
265.0083313,37.99332428,265.0272217,170.9276886,265.0639038,52.81533432,265.0828247,113.3817139,
265.5083313,38.05181122,265.5272217,170.7381287,265.5629272,53.18538284,265.5818481,112.6825104,
266.0083313,38.52709579,266.0272217,169.4545593,266.0637512,53.2085228,266.0826721,112.6651154,
266.5083313,38.32827759,266.5272217,170.0194397,266.5641174,52.90496826,266.5830383,112.8022766,
267.0083313,38.13210678,267.0272217,171.0503693,267.0629578,52.54298401,267.0819092,110.8575058,
267.5083313,38.24263382,267.5272217,172.7934723,267.5639954,53.20455551,267.5828857,113.1556015,
268.0083313,38.3428688,268.0272217,170.0050049,268.0630798,52.51590347,268.0819702,112.318428,
268.5083313,38.50312424,268.5272217,170.6626434,268.5640869,53.07421494,268.5830078,112.8798904,
269.0083313,37.8900528,269.0272217,169.670166,269.0630798,52.94187164,269.0820007,113.0222168,
269.5083313,38.51928711,269.5272522,170.9497681,269.5645752,53.43353653,269.5834961,113.0968246,
270.0083313,38.09439468,270.0272217,170.1479187,270.0640869,52.33496094,270.0830078,112.4558334,
270.5083313,37.95145798,270.5272217,169.3520813,270.5625,53.09439087,270.5813904,113.1855087,
271.0083313,37.80341721,271.0272217,169.5540161,271.0623169,52.77731705,271.0812378,112.3282776,
271.5083313,38.16719818,271.5272217,168.7136841,271.5627441,52.5838623,271.581665,110.5128708,
272.0083313,37.98347092,272.0272217,170.7301788,272.0637512,52.84379196,272.0826416,111.9956741,
272.5083313,38.02151108,272.5272217,170.5570221,272.56427,52.45688248,272.5831604,112.5012131,
273.0083313,37.89014435,273.0272217,170.5432892,273.0634155,52.51119995,273.0823364,111.7533875,
273.5083313,38.24820709,273.5272217,170.9858246,273.5630798,52.88654327,273.5820007,111.9055786,
274.0083313,37.85649872,274.0272217,170.5216217,274.0637512,52.66985321,274.0826721,112.0998993,
274.5083313,37.83059692,274.5272217,170.468811,274.56427,52.0910759,274.5831604,112.9582367,
275.0083313,38.50822067,275.0272217,171.5212708,275.0638123,52.75406265,275.0827026,112.7047501,
275.5083313,37.87799072,275.5272217,169.8928528,275.5631409,52.33794403,275.5820618,112.0710754,
276.0083313,38.438797,276.0272217,172.3176575,276.0632935,52.29511261,276.0821838,111.0620575,
276.5083313,38.25585938,276.5272217,172.0522461,276.5632629,52.6638031,276.5821533,111.9273682,
277.0083313,38.32675171,277.0272217,170.0181885,277.0637512,52.36095047,277.0826721,112.3246002,
277.5083313,38.22031784,277.5272522,168.4708862,277.5629578,52.58462143,277.5818787,111.30867,
278.0083313,38.03310013,278.0272217,170.5815735,278.0635681,52.46006775,278.082489,112.335144,
278.5083313,38.15737915,278.5272827,169.8519897,278.5643311,52.76855469,278.5832214,111.0360031,
279.0083313,38.12646484,279.0272217,169.8644104,279.0643921,51.96422577,279.083313,111.811409,
279.5083313,38.26245499,279.5272217,170.9468384,279.5632019,52.45269012,279.5821533,111.6719055,
280.0083313,38.15982819,280.0272217,169.7594147,280.0641479,52.57995987,280.0830688,112.016037,
280.5083313,38.07109833,280.5272217,169.6598969,280.56427,52.68427277,280.5831604,112.6534729,
281.0083313,38.16954422,281.0272217,169.480072,281.0609131,52.74990845,281.0798035,111.2204437,
281.5083313,38.07317734,281.5272217,170.8791504,281.5627747,52.78824234,281.581665,111.2291412,
