Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,Sample A7,,Sample A8,,Sample B1,,Sample B2,,Sample B3,,Sample B4,,Sample B5,,Sample B6,,Sample B7,,Sample B8,,Sample C1,,Sample C2,,Sample C3,,Sample C4,,Sample C5,,Sample C6,,Sample C7,,Sample C8,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
39.00083542,117.9771271,39.02146149,21.21684837,39.04179382,23.57256889,39.06281281,20.28005791,39.08329391,207.6610413,39.10372543,107.9282684,39.12464523,22.79059219,39.14587402,39.03826141,39.31737518,140.1802673,39.29629135,22.50394249,39.27587509,26.78015327,39.25481415,23.68405342,39.23379135,129.9224854,39.21329498,104.3637466,39.19298172,88.39929199,39.17214584,42.2890358,39.34114456,115.6437378,39.36214447,25.53186417,39.38329315,32.46175003,39.40348053,30.11699486,39.4239769,118.4121933,39.44537354,95.46915436,39.46629333,82.3669281,39.48664474,40.59458542,
40.00083542,120.6305618,40.02087402,20.87071228,40.04139328,24.45126343,40.06262589,20.18894005,40.08295822,206.2042389,40.1037941,104.7287521,40.12498093,22.98766327,40.14533234,39.23027802,40.31781387,136.7221069,40.29747772,22.4715004,40.27629089,27.29671478,40.25597763,23.05870819,40.23462296,126.7333755,40.21320724,103.6113434,40.19281387,86.59499359,40.17179489,42.74814987,40.34429169,115.2537155,40.3649559,25.51603508,40.38604355,33.41427994,40.40629196,30.15653992,40.4274559,118.6790543,40.44779205,92.7510376,40.4691658,82.3509903,40.49023056,39.79343033,
41.00083542,123.339386,41.02045822,20.60467911,41.04195786,24.74968147,41.06245804,20.22594643,41.08272934,208.3998718,41.10395813,103.5276642,41.12464523,23.20291138,41.14512634,39.6657486,41.31798172,135.4112396,41.29698181,22.17600441,41.27595901,27.06236458,41.25479507,23.9322319,41.23462296,124.1128159,41.2134819,102.7883911,41.1921463,86.84809875,41.17081451,42.19346619,41.34412384,117.8056717,41.36547852,26.85424995,41.38631058,32.59959793,41.40729141,29.93503571,41.42764664,114.7809067,41.44799805,94.19729614,41.46895599,81.67778778,41.48981094,39.7657547,
42.00083542,121.5513992,42.02146149,21.14331436,42.0425415,24.30596733,42.06362152,20.01275635,42.08429337,207.0634155,42.10448074,102.0795135,42.12548065,23.37959099,42.14683533,39.48508072,42.31633377,138.9108124,42.29612732,22.0459938,42.27497864,26.5042305,42.25420761,23.28868866,42.23331451,125.917717,42.21245956,100.7348328,42.19129181,86.03913879,42.17064667,42.44890976,42.34112549,118.7920456,42.3621254,25.73303604,42.38304138,32.81798172,42.40429306,30.06074905,42.42448044,114.1116562,42.44529343,92.50786591,42.46666718,81.05513,42.48673248,39.99661255,
43.00083542,122.1298904,43.02129364,20.77282715,43.04195786,23.70730972,43.06279373,20.21936989,43.08398056,205.1642303,43.10433197,104.058815,43.12520599,23.10498619,43.14646149,39.10425186,43.31970978,139.06633,43.29816437,21.63404274,43.27797699,26.62823868,43.2568779,23.42722702,43.23504257,123.5487289,43.21464539,97.36283875,43.19356155,85.37739563,43.17254257,41.60879517,43.34414291,116.7569046,43.36447906,25.90833664,43.38545609,32.65104675,43.40683365,30.70221901,43.42700195,116.1941605,43.44839859,93.94971466,43.46945953,80.92266083,43.48981094,40.62010193,
44.00083542,121.7875977,44.02081299,21.55510712,44.04131317,23.96369171,44.06164551,19.60643768,44.08295822,206.8704834,44.10297775,104.9964981,44.1238327,22.54478455,44.1449585,39.5698204,44.31748199,135.9827576,44.29597855,22.36103821,44.27497864,25.82354736,44.25462723,23.715271,44.23362732,127.2352371,44.21323013,94.72153473,44.19203949,86.525383,44.17087555,41.57167053,44.34373093,119.4369507,44.36489487,26.51376534,44.38612366,31.66576767,44.40664291,30.28576279,44.42700195,117.416008,44.44795609,95.43157196,44.46812439,77.73157501,44.48947906,39.7035408,
45.00083542,122.5464706,45.02149963,20.83955383,45.04289627,24.17411041,45.06362152,19.68727684,45.08366776,206.9426117,45.10479355,103.9358826,45.12572861,23.11044121,45.1462059,39.3031044,45.31770706,138.2021942,45.29712296,22.28007126,45.2759819,26.71378899,45.25462723,23.1852684,45.23400116,128.0473633,45.21364594,95.16529083,45.19187546,84.07468414,45.1714592,41.60532761,45.34212494,118.5884171,45.36299896,24.88348961,45.3842926,32.81853485,45.40447998,30.18541527,45.42583466,118.1371536,45.44681549,94.025383,45.46747971,77.24897003,45.48783493,40.54020691,
46.00083542,123.4907074,46.02137375,21.14302254,46.04272842,23.63209534,46.06378937,19.87236977,46.08514404,203.6447144,46.10533524,106.4390411,46.12670898,22.86795807,46.14698029,38.84943008,46.3193779,142.2098541,46.29899979,21.7550106,46.27747726,27.35190964,46.257164,23.98839569,46.23597717,131.0836029,46.21547699,96.89465332,46.19445801,82.85275269,46.17339706,41.04221344,46.34397888,117.6249847,46.36489487,26.42502403,46.38614655,33.2538681,46.40647888,30.79315948,46.42771149,118.816124,46.44797897,94.58083344,46.46847916,76.11087036,46.48956299,39.78760529,
47.00083542,124.5043335,47.02114487,21.06259346,47.04154205,23.85644722,47.06262589,19.21927071,47.08279037,202.7409515,47.10383224,107.3556747,47.12479401,23.06635284,47.14545822,39.34539413,47.31737518,140.7412872,47.29681396,21.79104424,47.27579498,26.70854378,47.25562286,22.92749596,47.23445511,133.6445923,47.21339417,96.48194885,47.19270706,80.9020462,47.17173004,41.98940659,47.34395599,119.2086868,47.36445618,25.93504906,47.38500214,32.64818192,47.40597916,30.73498726,47.42664337,118.7066116,47.44783401,95.05987549,47.46837616,73.50202179,47.4896431,39.03572845,
48.00083542,123.1641541,48.02048111,20.86103058,48.04150009,24.19993782,48.06264496,20.14611626,48.08348083,201.4933319,48.10347748,107.2717667,48.12431335,22.1794796,48.14531326,38.32863617,48.31745911,137.4125061,48.29620743,22.10272598,48.27556229,26.93832588,48.25414658,23.30503273,48.23331451,133.8055115,48.2134819,95.33263397,48.19248199,78.77322388,48.17181396,41.21965027,48.34197998,118.6142426,48.36231232,25.37870216,48.38366699,33.42033386,48.40406036,31.32592201,48.42531204,118.2314301,48.44589615,96.59655762,48.46704102,76.18391418,48.48812485,39.58951187,
49.00083542,124.0591583,49.02214813,20.53123856,49.04248047,23.37690353,49.0634613,19.69013786,49.08396149,207.4936371,49.10531235,106.3046036,49.12614822,22.79191971,49.14698029,38.77669144,49.31945801,142.7247467,49.29821014,21.39357758,49.27814484,26.57485199,49.25722885,23.15542984,49.23633194,136.5247803,49.21512604,94.64588165,49.19478989,78.83701324,49.1734581,40.54624176,49.34562683,120.5564499,49.36614609,26.18901825,49.38673019,32.74061966,49.40762711,30.3116436,49.42895889,120.9904709,49.44931412,93.71804047,49.47037506,77.01284027,49.49079132,39.27374649,
50.00083542,124.5803299,50.02062607,20.67886353,50.0418129,23.41547585,50.06229401,20.05125809,50.08354187,200.134552,50.1046257,109.5830765,50.12512589,22.07192039,50.14548111,38.80284119,50.31697845,141.908371,50.29631424,22.03734207,50.27579498,26.86928368,50.25462723,23.68910027,50.23353958,135.2266541,50.21287537,97.10860443,50.19195938,78.78974152,50.17195511,40.24211502,50.3421669,120.8433075,50.36270905,26.19208336,50.38379288,32.5038147,50.40412521,29.83859444,50.42529297,121.3623962,50.44614792,96.13263702,50.46737289,76.78130341,50.48779297,39.4178009,
51.00083542,124.539093,51.02164841,20.80409241,51.04198074,23.85309982,51.06233215,20.05525017,51.08379364,194.401947,51.1037941,107.6367416,51.12481308,22.50390434,51.14587402,38.27552795,51.31847763,142.01828,51.29795837,22.35220337,51.27729034,26.33995819,51.25679016,23.49596024,51.23500061,137.0091095,51.21414566,98.53365326,51.19380951,76.77513123,51.17262268,39.05406189,51.34464645,119.2603149,51.36629105,25.74167442,51.38579178,32.17507935,51.40697861,30.3885479,51.42814636,123.9685516,51.44832993,95.11571503,51.4697113,76.34690857,51.49095917,39.28516006,
52.00083542,128.2388306,52.02228928,20.84612083,52.04362488,23.85745811,52.06445694,19.92340088,52.08448029,194.9542847,52.10570908,111.5408554,52.12656403,23.08051682,52.147789,38.73458099,52.31798172,140.1989441,52.29679489,21.90827942,52.27639389,25.79283142,52.25548172,23.47883606,52.23514557,137.7503357,52.21331406,98.43300629,52.19298172,75.76681519,52.17231369,40.35992432,52.34429169,119.3126602,52.36481094,26.35972214,52.3862114,32.38733673,52.40671158,31.44076538,52.42737579,122.0675125,52.4484787,96.73233032,52.46964645,80.4391098,52.49031067,38.52452087,
53.00083542,125.7847824,53.02231598,21.10105133,53.04298019,23.84934616,53.06404114,19.13499641,53.08489609,189.8493042,53.10562515,109.887558,53.12678909,22.71484947,53.14745712,37.88689041,53.32012558,141.666153,53.29945755,22.41749382,53.27881241,27.20318794,53.25749969,23.96700287,53.23666763,138.6316376,53.21570587,99.18722534,53.19498062,75.12490082,53.17366409,40.23002243,53.34683609,121.2249603,53.36737442,26.76324081,53.38862228,32.66891479,53.40881348,30.11111069,53.42998123,126.2278671,53.45020676,94.9737854,53.47145844,78.97111511,53.49231339,39.60504532,
54.00083542,123.8742447,54.02112579,20.94418907,54.0424614,23.7328701,54.06331253,19.72310448,54.0837059,189.9903259,54.10479355,111.8887024,54.1256485,23.3985157,54.14606094,39.0801239,54.31847763,141.9184723,54.29731369,22.48744202,54.27631378,26.6685791,54.25612259,23.64758873,54.23545837,139.2940826,54.21404266,100.427475,54.19266891,74.54084778,54.17231369,39.81528473,54.34306335,121.5918961,54.36414337,26.04083633,54.38506317,32.28020859,54.40562439,30.64817047,54.42597961,123.6508331,54.4472084,97.47685242,54.46762848,77.91712189,54.48862457,39.35171127,
55.00083542,124.6484604,55.0219574,20.72745132,55.0424614,23.34242821,55.06364822,19.72830582,55.08448029,190.0432892,55.10556412,111.0567932,55.12579346,22.84585381,55.14687347,38.96512985,55.31895828,141.7194672,55.29764557,22.19623375,55.27729034,26.31642914,55.25597763,23.53551483,55.23522949,138.7112274,55.21454239,100.0119858,55.19380951,76.90569305,55.17329025,40.10119247,55.34345627,119.3745041,55.3637886,26.33057404,55.38481522,33.23120117,55.40537643,30.00513458,55.42687607,124.2631836,55.44712448,95.33543396,55.46762848,80.39850616,55.48897934,38.85253525,
56.00083542,124.0266418,56.02256393,21.02546883,56.04395676,23.97442055,56.06445694,20.02111244,56.08545685,190.3923035,56.10581207,115.2313919,56.12697601,21.98057175,56.14833069,39.40566254,56.31829071,143.3547974,56.29814529,21.85172272,56.2771225,27.16212654,56.25579071,23.8357029,56.2353363,137.10289,56.21466446,101.6785431,56.19329071,77.63631439,56.17297745,39.69383621,56.34497833,120.6358795,56.36620712,26.58496857,56.38662338,33.25281525,56.40779114,29.34885597,56.42812347,124.6576996,56.44933319,95.38787842,56.46949768,82.35209656,56.49106598,38.26309967,
57.00083542,125.5256958,57.02054214,20.86502457,57.04120636,23.24547768,57.06229401,20.01740646,57.08231354,188.2064209,57.10264587,112.2511292,57.12297821,22.91423225,57.14304352,38.54911041,57.31470871,141.6222839,57.29449844,21.89522552,57.27331161,26.01079178,57.25229263,23.37048912,57.23173141,138.450592,57.21149826,101.315918,57.18997955,78.40536499,57.16947937,39.59806824,57.34162521,117.7011566,57.36214447,25.78304291,57.3832283,32.46164322,57.40362549,29.8683033,57.42496109,124.2301636,57.44548035,95.59093475,57.46662521,82.40824127,57.48662567,38.40378952,
58.00083542,128.5457458,58.02112579,19.92745018,58.0424614,23.60275459,58.06264496,19.96769905,58.08387375,194.1546326,58.10412598,113.6676254,58.12512589,22.82993889,58.14566803,38.94069672,58.31798172,141.3281097,58.29654312,21.96368599,58.2759819,27.18416023,58.25498199,23.26477432,58.2347908,139.1777649,58.21366882,101.9971695,58.19281387,79.53182983,58.17181396,40.16705704,58.34212494,122.6669235,58.36314774,25.99963188,58.3843956,32.71818161,58.40462494,30.03682327,58.42612457,126.0021591,58.4464798,97.28047943,58.46756363,82.50885773,58.4887886,38.63803864,
59.00083542,126.9996338,59.02033234,20.51737404,59.0422287,23.27258682,59.06281281,19.84311867,59.08337402,198.6402588,59.10464859,113.9836121,59.12479401,22.84874916,59.14595795,38.69589233,59.31847763,143.8470917,59.29714584,21.4455452,59.27662277,26.38854218,59.25579071,22.74336624,59.23489761,139.2308197,59.2134819,103.6677399,59.19316864,81.5762558,59.17179489,39.52196884,59.34397888,122.1901703,59.36531067,25.63272667,59.38579178,32.57203674,59.40683365,30.1212101,59.42773056,125.3171234,59.44812393,96.42094421,59.46897888,83.03341675,59.48937607,39.72311783,
60.00083542,124.137085,60.02112579,19.74364471,60.0421257,24.03246689,60.0631485,21.1037159,60.08422852,196.9517517,60.10514832,114.1399384,60.12531281,23.07390022,60.14683533,39.4511795,60.31845856,144.7785034,60.29779053,22.44686508,60.27714539,25.79238129,60.25621033,23.44061852,60.23481369,140.3452148,60.2146225,101.9823914,60.19314957,81.26407623,60.17279053,39.60383987,60.34487152,122.6325302,60.36597824,25.6184063,60.38700104,32.01994324,60.40737152,30.20604324,60.4277916,125.8179092,60.44831085,97.36193085,60.46981049,84.24542999,60.49066544,38.52556229,
61.00083542,125.6202774,61.02112579,21.10734367,61.0421257,23.30889702,61.06264496,19.31949806,61.08362579,204.2377014,61.10464859,113.4371414,61.12529373,22.42834091,61.14648056,38.4459343,61.31697845,142.9972076,61.29587555,21.88115501,61.27466583,26.51018143,61.25345993,22.77559662,61.23297882,140.9953918,61.21195984,102.6789474,61.1916275,81.17620087,61.17112732,39.07942581,61.34339523,121.1552277,61.36381531,25.0192318,61.38433456,31.34807587,61.40496063,30.14465904,61.4262886,125.605423,61.44762421,96.59851837,61.46797943,83.68517303,61.48889542,37.96606827,
62.00083542,131.2427826,62.02062607,20.78199959,62.04097748,23.37474442,62.06231308,19.90582275,62.0825386,203.6203003,62.1037941,115.426918,62.12429047,21.85079002,62.14539337,39.14479828,62.31512451,145.2046356,62.29445648,22.49559402,62.27364349,25.8553772,62.25329208,23.063591,62.2327919,141.3936462,62.21149826,102.229744,62.19012451,81.08204651,62.16962433,40.19345474,62.34039688,123.2551346,62.36079025,25.63613129,62.38114548,32.5398941,62.40162277,30.36944962,62.42264557,125.0941925,62.4438324,97.78317261,62.46404266,84.93640137,62.48612595,38.44174957,
63.00083542,128.0722961,63.02062607,20.38922691,63.04179382,24.26601601,63.06212616,19.61713028,63.08337402,207.7948914,63.1037941,114.1031494,63.12429047,22.07317543,63.14481354,38.8586998,63.31631088,143.9293365,63.29597855,21.96224976,63.27545929,26.52947426,63.2541275,23.25777054,63.23379135,143.3747559,63.2131691,103.1851273,63.19181442,85.50959015,63.1714592,39.31737137,63.3427887,121.8673859,63.36331558,25.64415741,63.38389587,31.84429932,63.40512848,30.26941872,63.42562485,130.7017059,63.44664764,95.90538025,63.46772766,85.36125183,63.48895645,37.64520264,
64.0008316,125.6496277,64.0207901,19.87885094,64.04162598,23.29795265,64.06256104,19.05155373,64.08296204,202.1156921,64.10330963,115.4122467,64.1244812,22.67428398,64.14562225,38.87641907,64.3169632,146.0577087,64.29679108,22.26461411,64.27537537,26.49603462,64.25487518,23.84180641,64.23366547,141.9909821,64.21331024,103.716507,64.19212341,82.20387268,64.17131042,39.13330841,64.34181213,121.6120682,64.36283112,26.27713776,64.38312531,32.99561691,64.40396118,30.22228622,64.42531586,126.547142,64.44633484,96.41770172,64.46687317,84.89419556,64.48796082,37.78009796,
65.0008316,126.0204315,65.02220917,20.55456734,65.0430603,23.29948425,65.0634613,19.927948,65.08479309,208.0475616,65.10514832,117.1134186,65.12650299,22.14892197,65.14762115,39.16055679,65.3186264,146.4449005,65.29837799,21.71207619,65.27731323,25.86618614,65.25662231,23.54988098,65.23529053,142.3440094,65.21470642,103.4337082,65.19432831,83.98492432,65.17347717,39.40662766,65.34516907,122.9379578,65.36562347,25.92638016,65.38664246,32.14767456,65.40682983,29.41674042,65.42816925,127.6166611,65.44929504,98.56630707,65.47014618,85.88124847,65.49033356,38.94172668,
66.0008316,125.3141174,66.02120972,20.57946396,66.04256439,23.41415596,66.06348419,19.02170753,66.08399963,207.5226135,66.10433197,116.8915558,66.12554169,22.26903534,66.14646149,38.28262329,66.31716919,141.7700348,66.29681396,21.641819,66.27554321,25.94263649,66.25431061,23.16686058,66.23397827,141.9499207,66.21304321,103.8029327,66.19197845,84.5713501,66.17147827,39.24355698,66.34347534,124.2028885,66.36398315,25.51125145,66.38514709,32.73373795,66.40539551,29.82085609,66.42597961,127.9003601,66.44664764,97.72077942,66.46764374,85.34939575,66.4887085,38.02119827,
67.0008316,126.5649338,67.0219574,20.7789402,67.04281616,23.7229538,67.06395721,19.83370018,67.0849762,209.2911377,67.10514832,114.3335419,67.12614441,22.23664093,67.14733124,37.9707756,67.31814575,143.8792267,67.29798126,21.61400795,67.27680969,26.49280357,67.2566452,23.15659714,67.2355423,142.3717499,67.21430969,102.3182831,67.19395447,85.55747986,67.17272949,39.09798431,67.34378815,122.5270691,67.36464691,25.35549927,67.38489532,32.07561111,67.40645599,30.47044563,67.42681122,127.7338409,67.44780731,95.27257538,67.46820831,86.54316711,67.48922729,37.94024658,
68.0008316,128.8834534,68.02147675,20.89232635,68.04256439,23.1187458,68.06348419,19.48036194,68.08350372,210.8959503,68.1047287,117.6158981,68.12506104,23.18744278,68.14646149,39.25659561,68.31737518,143.1640778,68.29598236,21.15315437,68.27562714,26.54953766,68.2546463,22.92189598,68.23348236,147.4258423,68.2126236,106.5757141,68.19137573,85.07287598,68.17098236,38.66120148,68.34140015,123.7699051,68.36264801,26.27728271,68.38304138,31.98531342,68.40420532,30.34580803,68.42481232,126.5359497,68.44520569,97.67119598,68.46606445,86.71361542,68.48745728,38.22281265,
69.0008316,127.1775055,69.0216217,19.92166138,69.04297638,23.62861252,69.06328583,19.81526756,69.0844574,214.0167542,69.10498047,117.3484268,69.12556458,21.92331696,69.1466217,37.80756378,69.31897736,144.7568665,69.29839325,21.61562347,69.27731323,26.76327133,69.2561264,22.74274635,69.23512268,143.8283691,69.21470642,102.3448715,69.19348145,86.80915833,69.17329407,38.86032486,69.34590149,124.0014343,69.36629486,25.71217155,69.38683319,32.28960419,69.40733337,30.24459267,69.42856598,125.7424622,69.44979095,96.54037476,69.47031403,84.96607208,69.49046326,38.54138947,
70.0008316,127.7800369,70.02223206,20.77058983,70.04262543,23.54276466,70.06381226,20.27506638,70.08421326,216.3095551,70.10478973,117.4188004,70.12612152,22.53855133,70.14628601,38.25018311,70.31929779,145.9225464,70.2982254,22.08529091,70.27720642,26.44840813,70.25654602,23.2025795,70.23531342,140.2030945,70.21414185,105.6601944,70.19387054,86.1272583,70.17266083,39.01038742,70.3447113,123.6548691,70.36564636,25.60638809,70.38637543,31.89029884,70.40698242,28.9311657,70.42848206,126.4674988,70.44887543,98.05892944,70.46989441,85.73073578,70.49129486,38.30109406,
71.0008316,126.3124084,71.0219574,20.8509922,71.04231262,23.510149,71.06328583,19.74048424,71.08348083,213.2342377,71.10471344,118.2337723,71.12522888,23.04668427,71.14639282,38.54942703,71.31864166,148.0579224,71.29798126,21.29033089,71.2767868,26.51867104,71.2564621,22.77737808,71.23449707,142.9912567,71.21431732,104.0022049,71.19297791,85.9656601,71.17266083,39.86101532,71.3447113,124.0077515,71.36579132,25.44365883,71.38614655,31.88529968,71.4072113,31.20281219,71.42845917,126.1676102,71.44947815,98.91203308,71.46956635,86.65232849,71.49062347,38.32844925,
72.0008316,127.5608215,72.02146149,21.23173714,72.04233551,23.152668,72.06272888,19.97914696,72.08381653,214.5372467,72.10449982,118.2340546,72.12564087,22.99084473,72.14599609,38.94610596,72.31848145,146.5339813,72.29812622,21.55027199,72.27672577,26.50878906,72.25617218,23.51593781,72.23496246,146.5548553,72.21421051,103.7319412,72.19314575,86.76234436,72.17262268,38.7113533,72.34481812,121.3483429,72.3655014,25.45346451,72.38614655,32.66485977,72.40712738,29.87701988,72.42831421,126.8687668,72.44929504,98.66204071,72.46995544,87.69762421,72.4899826,38.29535675,
73.0008316,125.2433472,73.02146149,20.60816765,73.04178619,23.05471992,73.0619812,19.94656944,73.08289337,213.0541534,73.10446167,114.7036209,73.12478638,22.64549446,73.1457901,38.17651367,73.31555939,146.5222931,73.29415131,22.35032845,73.27362823,25.7039566,73.25249481,22.8188076,73.2321701,142.6044617,73.21129608,105.6285172,73.19078827,86.54210663,73.17050171,39.2545929,73.34130859,122.9508209,73.36239624,25.24229813,73.38347626,32.32291412,73.40380859,29.43493271,73.4238739,127.5229492,73.44495392,98.45878601,73.46614838,88.45802307,73.48664856,38.14332199,
74.0008316,128.8764648,74.02066803,20.19030762,74.04178619,23.16942787,74.06295776,19.50278091,74.08312225,213.7778625,74.10431671,118.0044479,74.12473297,22.44434547,74.14589691,38.27888489,74.31796265,146.2244568,74.29683685,21.97841835,74.27648163,25.72107124,74.25528717,23.58473778,74.23445892,146.2385559,74.21370697,105.2695007,74.1933136,85.78014374,74.17212677,39.33214569,74.34348297,123.0285034,74.3645401,25.4432373,74.38581848,32.71509552,74.40614319,29.65121841,74.42749786,129.4691467,74.44846344,96.55457306,74.46897888,88.88409424,74.48939514,37.39835358,
75.0008316,127.486557,75.02014923,20.642313,75.04145813,24.10809898,75.06212616,20.5088501,75.08314514,213.9853973,75.10366821,119.9350128,75.12412262,21.71580505,75.14550018,39.65911102,75.31729126,147.5440216,75.29712677,21.71462631,75.27545929,25.92468262,75.25483704,22.74899864,75.23430634,145.1513824,75.2131424,107.2911682,75.19230652,87.59037781,75.17195892,40.64596176,75.34371185,124.192421,75.36479187,26.23210526,75.38514709,32.85294724,75.40531158,30.14938736,75.42681122,125.3540955,75.44698334,97.78533173,75.4683075,86.63599396,75.48866272,37.7603035,
76.0008316,127.5515137,76.02114105,20.89032364,76.04214478,23.90039063,76.06337738,19.77411461,76.08429718,216.9523926,76.10428619,116.9302902,76.12548065,22.42767715,76.14595795,38.72117233,76.31848145,145.7005615,76.29795837,22.50038528,76.2767868,25.72172737,76.25606537,23.76486015,76.23483276,143.3757782,76.21464539,106.4185715,76.19345856,86.91345215,76.17228699,39.56594086,76.34362793,125.1886673,76.3645401,25.43564606,76.38478851,33.17570496,76.40599823,29.85943413,76.42772675,127.862442,76.44814301,97.56338501,76.46853638,88.2420578,76.48962402,38.70713425,
77.0008316,128.3098145,77.02165985,20.92341614,77.04306793,23.52798271,77.06339264,20.07735252,77.0846405,217.9875488,77.10581207,117.6600494,77.12612152,22.42479515,77.14664459,38.61719513,77.31829071,145.0501251,77.29762268,22.3298645,77.27648163,26.84271431,77.2558136,23.58164406,77.23496246,142.9436646,77.21446228,105.6228561,77.19412231,85.39829254,77.1730423,38.80604172,77.34439087,123.4771194,77.36547852,26.22623253,77.38587189,31.70926857,77.40698242,29.94523811,77.42762756,128.7451324,77.44862366,98.77331543,77.46872711,87.86035919,77.4907074,37.07024002,
78.0008316,128.7838593,78.02204132,20.1420517,78.04214478,22.75016212,78.06349945,19.90683365,78.08389282,221.0289459,78.10431671,118.1495819,78.12545776,22.32979012,78.14598083,37.99692535,78.31829071,145.9490051,78.29714203,21.85130119,78.27631378,25.80886269,78.25512695,23.75329018,78.23456573,144.7725983,78.21398163,106.3254623,78.19364166,87.28361511,78.17228699,39.02991867,78.34281158,124.3258362,78.36331177,25.37356949,78.38430786,30.9985199,78.40556335,30.53780365,78.42595673,127.0096283,78.4471283,98.03261566,78.46748352,87.97475433,78.4885025,36.73434448,
79.0008316,126.8662186,79.02153778,20.50340652,79.04245758,23.95355606,79.0634613,19.70030594,79.08481598,217.8873444,79.10570526,118.2045441,79.12612152,22.29600906,79.14733124,38.24362564,79.31614685,147.1754761,79.29628754,21.52550125,79.2753067,26.59226036,79.2541275,23.15477753,79.23362732,145.9537964,79.21321106,106.1844254,79.19212341,88.2976532,79.17179108,39.00378036,79.34054565,123.8571091,79.36161804,25.69532776,79.3819809,32.03448105,79.40281677,30.45237541,79.42333221,129.243103,79.44437408,97.4233551,79.46547699,87.73378754,79.48587036,37.59954453,
80.0008316,129.9354095,80.02149963,20.43896866,80.04212189,24.18697166,80.06328583,19.46883202,80.08431244,219.625,80.10481262,118.9634552,80.1258316,22.54547119,80.14689636,37.73491669,80.31730652,149.7992401,80.29612732,21.44258881,80.27495575,25.74336243,80.25439453,23.73440933,80.23316956,144.8013916,80.21247864,104.4436188,80.19148254,87.78569794,80.17147827,38.88599396,80.34212494,124.9592972,80.36228943,25.31615067,80.38330841,31.69925117,80.40370941,30.42831802,80.42512512,127.9184341,80.44547272,99.73072052,80.46666718,88.93330383,80.48690033,38.12241364,
81.0008316,128.2365417,81.02033997,20.89533997,81.04162598,23.59099007,81.06212616,19.33806229,81.08297729,218.9535828,81.10364532,118.4989014,81.1241684,23.29644775,81.14550018,38.55332184,81.31745911,148.8889771,81.29623413,21.81973839,81.27521515,25.99403191,81.25480652,23.23325348,81.23348236,145.8019104,81.21312714,108.0953064,81.19245911,86.25725555,81.17128754,37.67230225,81.34297943,122.867485,81.36389923,25.70079231,81.38445282,32.41261292,81.40464783,30.18309021,81.42588043,127.7627335,81.44628906,99.05838776,81.46716309,89.0348053,81.48720551,36.72537231,
82.0008316,129.1672821,82.02028656,20.63342667,82.04166412,22.49217796,82.06214142,19.91010666,82.08250427,222.3718872,82.10314941,123.1337662,82.1241684,22.71637154,82.14521027,37.96891403,82.31729126,146.702713,82.29589844,21.46510506,82.27548218,26.63122368,82.25447845,23.24221802,82.2332077,145.7414703,82.2128067,108.5786133,82.1916275,87.32463074,82.17079163,39.60829544,82.34297943,125.0839691,82.36396027,25.56471634,82.38497925,31.78736877,82.40614319,30.11367035,82.42630768,126.2342758,82.44755554,98.84253693,82.4677887,88.11161804,82.48879242,37.5336113,
83.0008316,130.9177856,83.02062225,20.29440117,83.04162598,22.82517242,83.06212616,19.40800285,83.08312225,224.0979004,83.10379028,118.3095856,83.12514496,22.08278275,83.1457901,38.7563324,83.31565094,148.4408569,83.29528809,22.72811699,83.27400208,25.86912727,83.25380707,22.78065109,83.23262787,145.3204346,83.21162415,105.5932388,83.19106293,87.54184723,83.16964722,39.8008194,83.34233093,123.7012787,83.36345673,25.64040375,83.38464355,32.12178802,83.4043808,29.7663269,83.42573547,128.8361359,83.44654083,97.38855743,83.46762848,88.11358643,83.48814392,37.4471817,
84.0008316,127.7921677,84.02165985,19.64281464,84.04231262,23.61629868,84.0636673,19.58352661,84.08433533,222.8658142,84.10495758,118.9650116,84.12612152,22.79872322,84.14729309,37.44594193,84.31787109,148.0191498,84.29698181,21.70647621,84.27578735,25.20489502,84.25546265,22.96559334,84.23396301,146.7649841,84.21337891,104.5395203,84.19221497,87.28173065,84.17133331,37.99619675,84.34462738,125.7387238,84.36481476,26.67317009,84.38603973,31.13016891,84.40646362,29.78885651,84.42712402,126.4468842,84.44798279,98.3576889,84.46916199,89.89847565,84.48973083,36.97288513,
