Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,Sample A7,,Sample A8,,Sample B1,,Sample B2,,Sample B3,,Sample B4,,Sample B5,,Sample B6,,Sample B7,,Sample B8,,Sample C1,,Sample C2,,Sample C3,,Sample C4,,Sample C5,,Sample C6,,Sample C7,,Sample C8,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B3,
Sample B3
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B4,
Sample B4
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B5,
Sample B5
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B6,
Sample B6
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B7,
Sample B7
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B8,
Sample B8
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample C1,
Sample C1
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample C2,
Sample C2
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample C3,
Sample C3
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample C4,
Sample C4
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 11-Jun-25 2:26:01 PM, Old:600, New:700
Well plate reader Changed: 11-Jun-25 2:26:01 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 11-Jun-25 2:26:01 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 11-Jun-25 2:26:01 PM, Old: 0.0000, New: 0.5000
Emission PMT (V): Changed: 11-Jun-25 2:26:01 PM, Old: 600, New: 700
Wellplate Samples Changed: 11-Jun-25 2:26:01 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A8;B1;B2;B3;B4;B5;B6;B7;B8;C1;C2;C3;C4;C5;C6;C7;C8;
PMT Volts Changed: 11-Jun-25 2:28:27 PM, Old:700, New:600
Emission PMT (V): Changed: 11-Jun-25 2:28:28 PM, Old: 700, New: 600
Cycle Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 11-Jun-25 2:34:48 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample C5,
Sample C5
Collection Time: 11-Jun-25 2:36:38 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Wed 11 Jun 02:36:37 PM 2025
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 11-Jun-25 2:24:38 PM
Method Modifications:
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 11-Jun-25 2:24:43 PM, Old:Overlay all, New:Choice 2
