Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,Sample A8,,Sample B1,,Sample B2,,Sample B3,,Sample B4,,Sample B5,,Sample B6,,Sample C1,,Sample C2,,Sample C3,,Sample C4,,Sample C5,,Sample C6,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
0.0008333333535,22.45351028,0.02212500013,21.77086067,0.04235416651,25.33050346,0.06366666406,55.01937485,0.08395833522,56.77441788,0.1043333337,51.96667099,0.1329583377,370.4650574,0.2650416791,28.18944359,0.2449583411,28.92355347,0.2242500037,26.98182678,0.2035833299,70.16087341,0.18204166,73.83973694,0.160833329,61.68252182,0.2903541625,26.27190971,0.311041683,25.98818207,0.3314999938,23.49473381,0.3522916734,39.80527496,0.3731250167,48.48823929,0.3941249847,35.2814064,
1.000833273,22.9601841,1.020499945,23.31530571,1.041666627,23.51922035,1.061916709,86.43486786,1.083375096,74.1480484,1.104499936,60.79174042,1.132375002,353.8387451,1.264270782,29.17420387,1.24287498,27.95129967,1.222499967,26.21112251,1.201437473,99.6989975,1.181083322,90.36660767,1.160020828,72.35028839,1.291208386,24.7398243,1.311750054,25.49709892,1.332833409,24.09954834,1.353020906,54.46994781,1.374250054,63.32960129,1.395437479,40.23254395,
2.000833273,24.19374466,2.020833254,21.57679367,2.041354179,22.06504822,2.063187599,97.6498642,2.083250046,86.61417389,2.10466671,66.62903595,2.132750034,351.9005737,2.264854193,27.30020523,2.244354248,28.34391403,2.223166704,29.55963516,2.202833414,121.6857758,2.181770802,104.9378128,2.160687447,83.89081573,2.290270805,25.56194305,2.310437441,25.84199142,2.33166647,22.91679573,2.352520704,59.36016083,2.373208284,73.47141266,2.394437313,45.48202896,
3.000833273,21.98855209,3.020166874,22.5547142,3.041687489,21.46158218,3.062187433,105.1256332,3.082999945,94.20717621,3.103687525,64.06577301,3.130083323,358.098877,3.263041735,26.94360161,3.242687464,30.92720604,3.221583366,26.99308586,3.200541735,135.124527,3.179520845,111.3364029,3.158499956,89.20974731,3.289666653,24.33672714,3.310833216,26.54965973,3.331333399,23.83989716,3.352208376,69.62243652,3.373208284,85.40825653,3.394020796,42.89544296,
4.000833511,23.14774704,4.022500038,20.96172905,4.043499947,23.71175003,4.064187527,111.6049881,4.084374905,97.55044556,4.105437279,66.09315491,4.133687496,350.4136963,4.265770912,25.75712585,4.244416714,29.91122627,4.224020958,26.66200066,4.203354359,141.7674103,4.182833195,124.6437988,4.161833286,91.62477875,4.292041302,24.78636551,4.313250065,27.15861511,4.333854198,22.54743385,4.354687691,74.90735626,4.375750065,87.5165329,4.396770954,48.496521,
5.000833035,21.79203796,5.021500111,21.25382614,5.041666508,23.80223274,5.062687874,115.7655792,5.08283329,104.2527161,5.104187489,73.30064392,5.132166386,344.2870789,5.265770912,26.89853477,5.244708061,29.99745178,5.223333359,27.50556374,5.203000069,152.4858398,5.181937695,133.1589661,5.161208153,98.71391296,5.289999962,24.96754265,5.310874939,25.3215332,5.33193779,24.13083839,5.35316658,83.09198761,5.373666763,90.46768188,5.395166397,46.65382767,
6.000833035,22.78963852,6.021103859,22.21650696,6.041499615,23.32886314,6.062833309,118.4683762,6.083520889,103.4133987,6.104541302,73.27857971,6.132500172,359.3548279,6.265250206,25.6961174,6.244687557,29.29582405,6.223500252,28.52575302,6.20241642,151.3911438,6.181354046,137.6914978,6.161166668,102.9633102,6.291687489,24.48924446,6.312208652,26.44734383,6.333416939,22.64970589,6.35466671,91.04252625,6.375687599,95.57774353,6.396187305,46.48226166,
7.000833035,22.7959938,7.020853996,21.59082603,7.041354179,22.99211311,7.062020779,128.6472778,7.083250046,115.411911,7.103750229,81.7400589,7.131750107,361.0264587,7.264374733,28.4074707,7.244020462,28.53291702,7.222666264,26.81476402,7.202166557,163.4344177,7.180708408,141.9756927,7.159853935,101.8899689,7.290833473,23.37584686,7.31135416,24.33529091,7.332000256,22.30127525,7.353750229,89.83230591,7.374083519,98.1743927,7.395437717,50.1466217,
8.000833511,22.85203362,8.021541595,21.791008,8.042604446,24.50383949,8.063500404,132.8895874,8.084521294,114.5028687,8.105687141,77.145401,8.133666039,350.3262634,8.266375542,26.65761185,8.245854378,28.1554966,8.224854469,27.45789528,8.2040205,165.1948853,8.18350029,147.9594421,8.162667274,103.2589798,8.293354034,24.77151299,8.313771248,26.42281342,8.335000038,21.8302803,8.355999947,89.5681839,8.376187325,95.31021118,8.397749901,50.81475449,
9.000833511,23.50754356,9.020853996,22.87770081,9.04137516,24.41212654,9.062770844,129.1500092,9.083520889,122.6036682,9.104000092,84.51346588,9.132166862,365.0590515,9.264000893,27.01793861,9.24368763,27.20674133,9.222707748,29.11097527,9.20252037,164.624527,9.181333542,154.1414642,9.16043663,106.4522552,9.290917397,24.37512589,9.311416626,25.66984749,9.332500458,21.46440697,9.353520393,93.93881989,9.374521255,104.9409256,9.395000458,46.42386627,
10.00083351,22.85624504,10.02083302,21.00514793,10.0413332,22.05172539,10.06254196,134.6290283,10.08308315,126.781105,10.10333347,82.24810028,10.13218784,351.5817566,10.26541615,25.2594986,10.24402046,26.30522156,10.22285461,26.24996948,10.20233345,171.0667267,10.18183327,152.3719788,10.16070843,115.0657272,10.29150009,26.18793678,10.31283379,29.85728836,10.33399963,24.28158188,10.35400009,99.58521271,10.37520885,108.0121155,10.39568806,48.12607574,
11.00083351,23.07853889,11.02070808,21.38645744,11.041605,24.00852966,11.06210423,139.854126,11.08316612,121.8528214,11.10418701,87.5437088,11.13252068,351.334137,11.26518726,26.37338638,11.24433327,25.23457718,11.22283363,28.68066597,11.20208359,183.784317,11.18085384,164.5241089,11.16066647,112.8205719,11.28952122,24.42905045,11.30999947,22.10004997,11.33135414,22.61205292,11.35191631,98.46045685,11.37300014,107.0088577,11.39349937,47.15465546,
12.00083351,23.1440506,12.02166653,23.78496552,12.04252148,23.25899887,12.06370831,141.3143921,12.0848341,124.1088181,12.10585403,88.15359497,12.13433361,350.3182983,12.26683331,29.09242058,12.24554157,27.70994377,12.2251873,27.36719322,12.20416641,180.7773895,12.18310452,165.1104736,12.16204166,110.3446579,12.29152107,23.51835632,12.31168747,26.87833023,12.33349991,22.99822044,12.35433388,97.9152832,12.37485409,108.1834869,12.39535427,51.67120743,
13.00083351,21.88595772,13.02220821,21.22422028,13.04324913,22.17539597,13.06410408,145.01474,13.08533287,122.6278992,13.10566711,87.85468292,13.13383389,345.7472229,13.26685429,28.74557877,13.24618721,28.52389908,13.22500038,26.12070274,13.20387459,180.6389771,13.18343735,167.779953,13.1622076,116.9229584,13.29266644,23.60546494,13.31368732,23.86035347,13.3340416,24.46532059,13.35533333,104.9792328,13.37650013,111.1165771,13.39710426,51.80994797,
14.00083351,20.90296936,14.02187538,19.97561264,14.04275036,22.08103752,14.06400013,143.5289612,14.08477116,119.7376556,14.10550022,92.32065582,14.13360405,344.2217407,14.26591682,28.87642097,14.24452114,27.96858597,14.22433376,28.65252113,14.20366573,184.0897064,14.18249989,158.5823364,14.16208267,114.028244,14.2918539,24.12672806,14.31291676,24.84309387,14.3342495,22.35617828,14.35450077,103.5289383,14.37550068,117.966095,14.3968544,52.9533577,
15.00083351,20.99454308,15.02091694,21.54764938,15.04233265,24.45368767,15.06291676,151.8992157,15.08349991,123.3922653,15.10487461,87.37080383,15.13283253,345.4892578,15.26520824,24.85778809,15.24433327,27.3351326,15.2234993,26.66387749,15.20316696,189.3930969,15.18258381,164.4498596,15.16137505,111.5738449,15.2918539,25.35207748,15.31283379,24.74987411,15.33325005,21.90355301,15.3538332,107.9006882,15.37402058,122.0764084,15.39527035,48.82913589,
16.00083351,23.48444748,16.02083397,20.85910606,16.04204178,23.95479584,16.06241608,153.642868,16.08333397,126.9312668,16.10366631,95.80534363,16.13177109,353.5948181,16.26366615,25.94698334,16.24316788,27.57583046,16.22185516,29.15175819,16.20083237,187.5688019,16.18058395,160.9302521,16.15954208,115.5728302,16.29010391,27.69865608,16.31033325,24.65081024,16.33137512,22.75067139,16.35191727,110.1684265,16.37258339,123.0512848,16.3933754,46.81113052,
17.00083351,22.26556778,17.02243805,22.78330612,17.04320908,23.59278679,17.06437492,149.9709015,17.08474922,130.7515717,17.10583305,93.77801514,17.13400078,343.0016479,17.26602173,26.70399857,17.2453537,28.25261116,17.2243557,27.76801491,17.20343781,185.3578949,17.18241501,160.8411865,17.1618557,122.3913269,17.29283333,26.46904945,17.31308365,23.26300812,17.33316612,21.37530136,17.35427094,117.7159958,17.37466621,122.8613892,17.3951664,50.54593277,
18.00083351,20.23031425,18.02083397,20.93470001,18.04135323,21.25837898,18.06241608,159.7789307,18.0826664,124.2105789,18.10370827,94.01011658,18.13137436,354.9841919,18.26358223,24.84525299,18.24302101,27.18681908,18.22183418,26.65429688,18.20149994,195.5048218,18.18041611,168.7174377,18.16002083,121.810585,18.28985405,25.60660172,18.31085396,25.99480247,18.33200073,22.19432068,18.35250092,110.1946945,18.3735218,120.2384644,18.39383316,51.43118668,
19.00083351,21.33586502,19.02116776,22.85216904,19.0423336,22.89426041,19.06285477,156.6798859,19.08383369,128.1889648,19.10500145,96.91310883,19.13299942,354.3963013,19.26399994,26.30048943,19.24333382,27.55512238,19.22270966,25.39949608,19.20216751,204.8680725,19.18200111,166.9753113,19.16091728,124.6145859,19.29068756,23.31271553,19.31120872,25.83500862,19.33191681,23.20157242,19.35316658,115.2968445,19.37435532,120.2104187,19.39470863,53.70862579,
20.00083351,20.82637978,20.02020836,21.80925751,20.04133224,21.79558182,20.06235313,161.2637177,20.08333397,130.4543762,20.10383224,96.58937836,20.13187408,345.3070068,20.26418686,27.21352959,20.24399948,28.25113106,20.22277069,27.19462013,20.20141602,194.6287994,20.18018723,162.3232117,20.15999985,126.274437,20.29020882,23.25408936,20.31083298,25.44591141,20.33233261,22.57807159,20.35266685,122.9050293,20.37387466,126.1492386,20.39454079,54.99779129,
21.00083351,22.57209969,21.02218819,19.69041634,21.04266739,24.65931129,21.06366539,159.893219,21.08416748,135.9062653,21.10491753,100.6998825,21.13316727,353.033905,21.26468658,28.04163361,21.24416733,27.03235435,21.22302055,27.45420074,21.203022,199.5909882,21.18204117,165.9502411,21.16070747,125.4930191,21.29000092,26.44864655,21.31049919,25.24900627,21.33152008,20.19643974,21.35260391,117.7427368,21.37302017,118.5957184,21.39466667,58.30210114,
22.00083351,22.17415619,22.02202225,22.20477676,22.04304123,23.25292397,22.06366539,158.9862823,22.08416748,135.0690155,22.10527229,95.89160156,22.13324928,343.3016052,22.26516724,25.94074249,22.24418831,26.11613274,22.22391701,26.51222038,22.20270729,190.5026093,22.18235397,165.5269928,22.16104126,126.981575,22.29150009,25.45215988,22.31258392,26.24191666,22.33291626,23.02494621,22.35400009,116.5533142,22.3743763,125.6562195,22.3955822,57.41807556,
23.00083351,23.47602844,23.02120781,22.08820724,23.04150009,22.63944054,23.0625,157.0037079,23.08370781,139.9970398,23.10477066,96.19206238,23.1327095,352.4375916,23.26543808,27.04786682,23.24437523,29.87121391,23.22302055,27.68488693,23.20266724,191.0922699,23.18175125,169.7485504,23.16052055,126.599205,23.2896862,25.50582504,23.31018639,25.16011429,23.33135414,23.63540268,23.35174942,123.571991,23.37285423,129.5050812,23.39335251,55.80513382,
24.00083351,22.00382805,24.02133369,21.94561958,24.04154205,24.49427605,24.06274986,158.6703186,24.08283234,136.9027252,24.10416603,97.28721619,24.13166618,346.4675598,24.26318741,25.56239891,24.24233437,26.67131424,24.22135353,26.99077225,24.20125008,191.3442535,24.18018723,165.2690582,24.16016579,122.7793579,24.28949928,24.3409481,24.31037521,25.79942322,24.33150101,21.00475883,24.35202026,123.4045258,24.37291718,132.2279968,24.3933754,54.75562286,
25.00083351,22.65955544,25.0205822,22.18457603,25.04183388,22.98612404,25.06252098,159.4520416,25.08275032,137.5619507,25.10341644,90.63206482,25.13202095,348.8296204,25.26335526,29.26472473,25.24316597,25.67828751,25.22277069,25.54115868,25.20152092,188.1564636,25.1811657,167.3329315,25.159832,131.0537415,25.28952026,22.91158295,25.30970955,26.77163506,25.33085251,22.61728668,25.35152245,123.1062012,25.37249947,127.8166046,25.39327049,56.82969284,
26.00083351,23.15658188,26.02120781,21.89862633,26.04218674,23.08338737,26.06318855,154.4781342,26.08353996,141.8153229,26.10485458,87.84614563,26.1330204,346.1991882,26.26508331,26.82911873,26.24402046,28.23228836,26.22283363,29.15768051,26.20199966,181.8542786,26.18168831,175.2516174,26.16083336,121.0958405,26.29037476,25.58258629,26.3117485,26.2482357,26.33258247,21.20623589,26.3532486,130.7801361,26.37433243,135.5067139,26.39466667,60.32607269,
27.00083351,21.91865158,27.02087402,22.31398964,27.04133224,23.83433723,27.06252098,163.977356,27.08258247,149.7850494,27.10352135,84.85289001,27.13177109,334.6448669,27.26383209,25.62633896,27.24291611,25.96682358,27.22204208,27.68079185,27.20102119,189.5225372,27.18066597,182.4968262,27.1599369,127.3924713,27.29010391,23.69685745,27.31116676,25.06185913,27.33202171,23.12244415,27.35316658,131.9998016,27.37333298,134.5713959,27.39468765,58.2810173,
28.00083351,21.8067379,28.02085304,20.93979645,28.04108238,25.6725502,28.06154251,163.9872589,28.08300018,149.6125336,28.10418701,86.38892365,28.13249969,350.8152771,28.26368904,27.73052406,28.24335289,29.4010067,28.22283363,27.13759232,28.20191574,188.5513763,28.18091583,179.2399902,28.15970802,124.360878,28.29001999,26.45732689,28.31041718,25.17785835,28.33154106,21.69816017,28.35210419,125.1388474,28.37318802,128.0222473,28.39383316,57.04668808,
