Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
0.0008333333535,0.1333582401,0.02058333345,0.2136181593,0.040374998,0.08017531782,0.06016666442,0.1612990052,0.08100000024,0.3522462547,0.100833334,0.3219747841,
0.1497499943,0.05362505466,0.169541657,0.160879463,0.1903750002,0.05324246734,0.2101666629,0.2132992148,0.2300000042,0.3487872779,0.2497499883,0.02672439255,
0.2997916639,0.269055903,0.3195624948,0.2131912112,0.3393958509,0.1335933954,0.3602291644,0.3201024234,0.3602291644,0.3201024234,,,

