Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,Sample A7,,Sample A8,,Sample A9,,Sample A10,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
36.00083542,22.06064796,36.02172852,30.21222878,36.04291534,32.8884964,36.06362152,30.82322502,36.08420944,29.10053062,36.10456085,32.95235443,36.12554169,25.79706001,36.14672852,25.798769,36.16812515,22.20485115,36.18870926,29.83074379,
37.00083542,25.5696373,37.02198029,29.15521431,37.04239655,34.22872543,37.06306076,31.57947922,37.08439636,28.92601776,37.1047287,30.97902489,37.12587357,24.81002998,37.14672852,23.17656708,37.16737366,22.98823166,37.18770599,30.45819473,
38.00083542,23.22692871,38.02170944,31.16876793,38.04272842,35.13888168,38.0631485,31.10623741,38.08420944,32.41674042,38.10439301,31.38467598,38.12548065,22.62280083,38.14606094,23.37940979,38.1672287,23.74553108,38.18758011,29.94696617,
39.00083542,25.03828621,39.02139664,30.62895775,39.04189301,35.623909,39.06222916,33.25867081,39.08354187,31.56744385,39.10457993,31.0772171,39.12487411,21.13226128,39.1458931,24.7194252,39.16737366,19.57880592,39.18754196,33.78625488,
40.00083542,25.41080284,40.02072906,30.27631569,40.04195786,32.46415329,40.06191635,36.17834091,40.08272934,29.86174202,40.10389328,29.27856255,40.12529373,25.56825066,40.14564514,21.40612793,40.16687393,23.63965225,40.18754196,32.25497055,
41.00083542,28.05537033,41.02029037,30.25265884,41.04154205,29.15069962,41.06256104,32.84793472,41.08295822,28.72722816,41.10404205,30.80816841,41.12420654,24.62826538,41.14522934,20.61729622,41.16639328,23.98198891,41.1865387,29.87839127,
42.00083542,24.62148666,42.02106094,29.99786568,42.04204178,29.2040844,42.06337357,31.96717453,42.08429337,29.91075897,42.10537338,27.95441246,42.12556076,22.73652077,42.14664841,20.2576046,42.16720963,21.81827354,42.18822861,34.32232285,
43.00083542,27.39523506,43.02104187,25.93533325,43.04137421,30.59320831,43.06195831,37.79332733,43.0825386,32.93126297,43.1030426,24.6931839,43.12439728,21.72011375,43.14554214,24.58899307,43.16606522,20.74555206,43.18612289,32.56141663,
44.00083542,26.17904091,44.02070618,32.21329117,44.04172897,32.94472885,44.0629158,30.67897606,44.08337402,28.59679031,44.10387421,28.27776337,44.12522888,23.67709351,44.14575195,22.03991508,44.16689301,24.36114693,44.18822861,30.20845795,
45.00083542,23.36811447,45.02287674,32.44390106,45.04306412,32.76734543,45.06356049,28.52969742,45.08464813,28.4228344,45.10512543,31.47830391,45.12620926,22.9796257,45.14639664,22.08450127,45.16770935,25.29850769,45.18870926,31.09685707,
46.00083542,26.14858246,46.02054214,35.15844345,46.04120636,33.30173492,46.06239319,32.41999054,46.08337402,29.94788361,46.10370636,30.63821411,46.12498093,23.67599678,46.1462059,24.15517998,46.16672897,20.84897232,46.18774796,34.78071594,
47.00083542,21.46032524,47.02256393,29.2444973,47.04272842,32.87406158,47.06391525,30.08680153,47.08520889,28.45307922,47.10539627,31.0832634,47.12591553,26.2239933,47.14704132,23.13902664,47.16804123,20.88402176,47.1890831,34.50798798,
48.00083542,27.93580055,48.02164841,29.78185844,48.04187393,31.81607628,48.06289291,34.35151291,48.08329391,31.16649628,48.10437393,35.03799438,48.12537384,24.78431702,48.14579391,24.71469116,48.16620636,20.98591805,48.18722916,28.70412636,
