Sample A1_Ex465_Em530,,Sample A1_Ex465_Em590,,Sample A2_Ex465_Em530,,Sample A2_Ex465_Em590,,Sample A3_Ex465_Em530,,Sample A3_Ex465_Em590,,Sample A4_Ex465_Em530,,Sample A4_Ex465_Em590,,Sample A5_Ex465_Em530,,Sample A5_Ex465_Em590,,Sample A6_Ex465_Em530,,Sample A6_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
44.00083542,250.8579865,44.0047493,281.6700439,44.02552032,218.1184692,44.02941513,230.2866364,44.0502739,229.5354462,44.05418777,284.891449,44.07593536,203.2445374,44.07985306,278.6037903,44.10110092,175.3136292,44.10502243,241.5202332,44.12531281,198.0934296,44.12922668,303.4206848,
45.00083542,249.244751,45.0047493,291.5205994,45.02544022,208.9752808,45.0293541,238.2432098,45.04968643,229.8760071,45.05358505,290.2064209,45.07468796,206.4941254,45.07858658,279.8672485,45.10041428,168.8641205,45.10433197,240.6602173,45.12566757,200.7995758,45.12958145,296.4220581,
46.00083542,249.0336456,46.0047493,280.2547302,46.02710342,215.9612732,46.03102112,231.930603,46.05226898,229.5961761,46.05619049,284.269165,46.07710266,198.7523804,46.08102036,279.8480225,46.10331345,173.3382568,46.10723114,235.681015,46.12877274,200.8883057,46.13268661,294.3968506,
47.00083542,261.8764038,47.0047493,294.6385193,47.02593613,209.0403595,47.02985382,229.3896179,47.05247879,228.5031586,47.05639648,283.3285522,47.07727051,208.7793121,47.0811882,281.3048401,47.10210419,174.013031,47.10602188,229.5610657,47.12714386,200.7323303,47.13106155,302.9828796,
48.00083542,247.192749,48.0047493,288.2824707,48.02544022,212.3870392,48.0293541,235.4941406,48.05083466,224.0983429,48.05474854,282.0579529,48.07685471,205.8540955,48.08074951,283.9220276,48.10126877,170.8198395,48.10518646,231.6341858,48.12681198,204.4649048,48.13072968,293.0475464,
49.00083542,250.3457947,49.0047493,282.0427856,49.02527237,206.7429657,49.02918625,238.6963654,49.05093765,226.2633362,49.05485535,282.3719177,49.07593536,202.913559,49.07985306,276.5872498,49.10235596,171.1321716,49.10625076,245.3621216,49.12693787,200.9054413,49.13085556,306.6217346,
50.00083542,246.8511505,50.0047493,295.0886841,50.02568817,209.0541077,50.02958298,235.5385132,50.05083466,224.4750519,50.05474854,279.67276,50.07600021,202.8470001,50.07991409,279.3525696,50.10085297,170.1255035,50.10474777,239.0458984,50.12693787,196.8926086,50.13085556,300.5150146,
51.00083542,257.6793518,51.0047493,279.4317017,51.02564621,208.3164978,51.02956009,233.6991272,51.05116653,226.14328,51.05508041,283.4454956,51.07593536,205.2019348,51.07985306,285.8410339,51.10108185,172.4558563,51.10499954,237.3580322,51.12677002,199.3764648,51.13068771,299.9567566,
52.00083542,257.1322937,52.0047493,293.0274963,52.02560043,213.4044342,52.02952194,229.3943176,52.05060196,231.6309204,52.05451965,274.4043274,52.07593536,202.1591034,52.07985306,282.9596863,52.10126877,170.0840149,52.10518646,235.5812378,52.12664413,200.6984406,52.13056183,300.6695557,
53.00083542,253.0982513,53.0047493,294.203186,53.02626801,208.9986877,53.03018951,231.2094574,53.05081558,231.0270844,53.05472946,280.7697144,53.07608414,206.7988586,53.08000183,286.8137817,53.10158157,171.8343353,53.10550308,237.0683899,53.12708282,198.8790436,53.13100052,302.3846436,
