Sample A1_Ex465_Em530,,Sample A1_Ex465_Em590,,Sample A2_Ex465_Em530,,Sample A2_Ex465_Em590,,Sample A3_Ex465_Em530,,Sample A3_Ex465_Em590,,Sample A4_Ex465_Em530,,Sample A4_Ex465_Em590,,Sample A5_Ex465_Em530,,Sample A5_Ex465_Em590,,Sample A6_Ex465_Em530,,Sample A6_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
90.0008316,251.7749329,90.00475311,280.5566101,90.02397919,210.4667358,90.0279007,222.8249664,90.0490799,190.6369629,90.0530014,223.7511749,90.07344055,213.4009399,90.07735443,281.5540466,90.09761047,173.1707306,90.10152435,231.925415,90.12294006,197.5488739,90.12685394,286.4742432,
91.0008316,252.2903137,91.00475311,284.183197,91.02648163,207.9631958,91.03039551,224.9810791,91.05093384,189.2362366,91.05484772,224.5844574,91.07660675,213.3629761,91.08052063,284.9871826,91.10134888,175.8375092,91.1052475,228.8452759,91.12727356,201.8598633,91.13118744,295.9682312,
92.0008316,248.4135742,92.00475311,279.8313293,92.0254364,204.4186859,92.02935028,227.2412872,92.05110931,191.2243958,92.05502319,215.8072968,92.07610321,214.8475342,92.08002472,280.9058533,92.10160065,186.0564575,92.10551453,224.7385712,92.12710571,205.9164429,92.13101959,301.4299622,
93.0008316,252.0686646,93.00475311,279.3023987,93.02731323,213.8962708,93.03122711,229.4263916,93.05326843,192.1468964,93.05718231,217.8502808,93.07808685,209.4732513,93.08200073,273.1976318,93.10327148,183.2257385,93.10718536,237.4471588,93.12818909,207.038208,93.13208008,280.0279541,
94.0008316,248.0430756,94.00475311,274.0014038,94.02641296,209.4976501,94.03032684,225.1930237,94.05135345,185.9525757,94.05525208,218.2770233,94.07764435,217.7817993,94.08155823,279.7247314,94.10335541,181.1224823,94.10725403,227.1475677,94.12783051,212.5533447,94.13174438,292.2654419,
95.0008316,244.2019653,95.00475311,279.4425964,95.02568054,208.8540802,95.02957916,225.5701752,95.05135345,190.1424255,95.05525208,216.7030945,95.0764389,218.7640686,95.08035278,281.5293274,95.10241699,181.7661743,95.10633087,230.9441833,95.12791443,200.6419373,95.13183594,293.8249512,
96.0008316,254.6699371,96.00475311,279.2008057,96.02568054,211.7502136,96.02957916,231.480545,96.05143738,191.7159576,96.05535126,215.6287842,96.07593536,213.9141541,96.07984924,279.8847351,96.10152435,181.7224426,96.10542297,229.3125153,96.12610626,208.7623138,96.13002014,293.4590759,
97.0008316,249.0568237,97.00475311,277.053772,97.02644348,205.5989685,97.03035736,233.3511963,97.05177307,188.0731506,97.05568695,220.7062988,97.07831573,217.1070251,97.08222961,285.2735291,97.1034317,183.8216095,97.10735321,221.7032623,97.12843323,207.3676605,97.13235474,293.0604248,
98.0008316,247.1545563,98.00476837,276.5708923,98.02791595,212.0011902,98.03183746,232.7119293,98.0533371,192.1894531,98.05725098,214.1448517,98.07810211,215.8535156,98.08202362,277.0211792,98.10443878,179.9710083,98.10836029,231.3499298,98.12993622,201.7110443,98.13385773,290.2440796,
99.0008316,249.2587128,99.00475311,284.9942932,99.02600098,203.633606,99.02991486,231.422699,99.05160522,184.538269,99.0555191,212.2719421,99.07660675,224.7792053,99.08052063,278.3596802,99.102005,176.7343903,99.10591888,226.2969208,99.12776947,208.0088501,99.13169098,287.5445557,
100.0008316,239.3013763,100.0047531,273.9776611,100.0250015,220.1878204,100.0289154,262.7696533,100.0506058,185.0370636,100.0545273,219.8891449,100.0761642,212.203949,100.0800858,277.6886597,100.1019363,182.0964203,100.1058502,231.1705475,100.1276703,201.7898865,100.1315842,289.3713379,
101.0008316,246.8455505,101.0047531,272.9154053,101.0256042,207.2922668,101.0295258,232.3165131,101.0509338,186.8212891,101.0548477,212.3218536,101.0754929,213.6707458,101.079422,283.5706787,101.1007767,177.73172,101.1046906,225.6429138,101.1264191,196.4912872,101.1303329,294.1659546,
102.0008316,249.6867065,102.0047531,278.6136169,102.0267715,196.1351013,102.0306854,225.384964,102.0516052,183.0118408,102.0555191,212.9770508,102.0773392,212.8073578,102.0812531,282.1913452,102.102272,178.4144135,102.1061859,227.4933167,102.1276016,207.1152344,102.1315155,285.9334412,
103.0008316,243.0558472,103.0047531,272.1322937,103.0257721,196.0232544,103.029686,214.6569214,103.0519333,188.013504,103.0558548,217.173111,103.0767746,215.2763519,103.0806885,282.2193909,103.1004181,179.2735748,103.104332,222.8368988,103.1251068,203.4846802,103.1290207,284.9031982,
104.0008316,243.5500336,104.0047531,279.4822083,104.0267487,189.0749817,104.0306625,218.582962,104.0523148,189.7788544,104.0562286,211.8225098,104.0770798,219.6691895,104.0810013,282.6862488,104.1022491,182.8009033,104.1061707,227.6578827,104.1274414,211.8803864,104.1313553,284.4972839,
105.0008316,249.4401245,105.0047531,267.7825317,105.0272675,191.1722107,105.0311813,211.9938202,105.0524139,190.8842468,105.0563278,210.7412262,105.0772705,210.241272,105.0811844,279.1893311,105.1021042,180.2793274,105.1060257,227.8149872,105.1276016,207.9418945,105.1315155,288.1007385,
106.0008316,244.4757233,106.0047531,276.9432983,106.0263367,182.0778198,106.0302505,210.7411346,106.0514374,188.0517273,106.0553513,208.0924377,106.0767746,213.6551361,106.0806885,295.0241699,106.1024399,179.6938477,106.1063538,236.151062,106.1280975,202.8382721,106.1320267,297.3589783,
107.0008316,245.8599854,107.0047684,278.4833374,107.0271072,184.421463,107.0310211,207.0582275,107.0521088,186.6832123,107.0560226,213.3643494,107.0774841,219.3081055,107.081398,283.3685913,107.1026077,184.1098022,107.1065216,226.2675171,107.1279373,209.0266571,107.1318512,283.8120422,
108.0008316,249.2375946,108.0047684,271.2062988,108.0274811,183.5128784,108.031395,206.0944214,108.0523376,192.0213623,108.0562515,218.9424591,108.0781021,214.5415497,108.0820236,278.1108398,108.1035843,181.0797729,108.1075058,226.9756012,108.1280975,203.3476105,108.1320267,288.0669556,
109.0008316,240.3261719,109.0047531,275.8655701,109.0254364,186.3570862,109.0293503,205.9645691,109.0511093,188.6509094,109.0550232,212.4777679,109.0763092,218.5809021,109.0802307,279.4539795,109.1008301,177.6776886,109.1047516,223.8360901,109.1264801,204.491333,109.130394,286.8003845,
110.0008316,246.5304718,110.0047531,275.643158,110.0261078,179.817688,110.0300217,202.0315857,110.0516434,190.5146027,110.0555649,214.6979218,110.0764389,213.1062164,110.0803528,285.4359436,110.1022491,175.5698242,110.1061707,224.9765778,110.1269226,207.0453339,110.1308365,288.837677,
111.0008316,244.6041107,111.0047531,271.5032654,111.0271072,188.0555267,111.0310211,207.021347,111.0516663,183.7190094,111.0555801,216.0191345,111.0771866,218.0836639,111.0810852,285.6485901,111.1009369,180.2784729,111.1048508,229.1996002,111.1268539,211.6190948,111.1307526,288.4125366,
112.0008316,246.9206848,112.0047531,262.4006958,112.0254135,182.4958649,112.0293274,204.7987213,112.0511093,184.0110779,112.0550232,208.5298004,112.0761032,213.9040527,112.0800247,281.1217957,112.102272,179.5580292,112.1061859,227.5020905,112.1274414,208.579071,112.1313553,288.955658,
113.0008316,246.4416351,113.0047531,276.0197144,113.0259323,177.7702942,113.0298538,204.2510681,113.0513077,186.7859802,113.0552292,204.5879669,113.0767746,216.3557892,113.0806885,275.917572,113.1017761,182.2166901,113.10569,229.9496918,113.1272736,204.667572,113.1311874,289.3760376,
114.0008316,244.8387604,114.0047531,272.8865356,114.0259781,177.1977997,114.0298996,197.5592804,114.0489349,185.274353,114.0528564,212.7109833,114.074585,221.3939514,114.0784988,272.4177856,114.0996399,177.9746704,114.1035614,223.2944794,114.125267,209.4576416,114.1291885,284.7496643,
115.0008316,247.1656799,115.0047531,282.6493225,115.0251083,179.4598083,115.0290222,205.9317169,115.0506668,184.3974915,115.0545807,213.1665497,115.0754929,215.1565552,115.079422,288.4889832,115.1004944,175.1941071,115.1044159,230.7867279,115.1254959,213.3631439,115.1294174,284.1290588,
116.0008316,250.1282654,116.0047531,272.2156372,116.0263138,182.3936462,116.0302353,197.4731598,116.0520172,188.7449799,116.0559158,206.6012268,116.0769348,220.0555725,116.0808487,281.1390991,116.1031647,178.6699677,116.1070786,231.0441284,116.1286087,214.3028564,116.1325226,292.6260376,
117.0008316,242.8603973,117.0047531,272.4430847,117.0261459,181.6395569,117.0300598,189.9084473,117.0516434,186.1974487,117.0555649,209.8118439,117.0774384,221.4796143,117.0813522,276.5560608,117.1029358,181.1411591,117.1068497,222.5636902,117.1286087,204.0378418,117.1325226,285.8908081,
118.0008316,245.8601685,118.0047531,273.4360962,118.0264435,173.0520782,118.0303574,202.1389771,118.0521088,179.5642853,118.0560226,208.7856445,118.0767746,223.6037292,118.0806885,283.2416077,118.1031036,183.9042664,118.1070251,222.0315247,118.1278534,204.8196259,118.1317444,299.0645752,
119.0008316,238.845047,119.0047531,271.1651917,119.0261078,179.6452789,119.0300217,192.3500366,119.0513077,186.1138153,119.0552292,211.0612335,119.0771103,220.7391052,119.0810242,278.75177,119.1016693,180.0512695,119.1055832,228.1243439,119.126442,204.6708069,119.1303558,293.4421082,
120.0008316,244.506546,120.0047684,265.0178223,120.0269394,180.0343323,120.0308533,198.5346832,120.0519333,187.0541077,120.0558548,202.7591095,120.0777664,219.0736237,120.0816879,277.6346436,120.1025772,177.4658203,120.1064987,222.3982697,120.1281509,208.5592346,120.1320648,292.5901489,
121.0008316,242.9963684,121.0047531,273.8308716,121.0271072,178.6266937,121.0310211,193.7095032,121.052269,190.6149902,121.0561829,211.8628845,121.0779343,225.1814728,121.0818558,279.779541,121.1014786,179.295929,121.1053925,225.8334808,121.126442,205.9056854,121.1303558,286.7381592,
122.0008316,241.1509552,122.0047531,271.1174927,122.0256424,177.7411041,122.0295639,195.7650452,122.0515213,184.4494019,122.0554199,205.8316498,122.0761032,215.8781891,122.0800247,278.4587708,122.1021881,179.0440216,122.1060867,225.8134613,122.1269989,207.8777924,122.1309128,293.4060059,
123.0008316,244.3726196,123.0047531,269.6068115,123.0254822,177.7226105,123.0293961,194.4868622,123.051918,193.0496216,123.0558319,209.4151917,123.0762711,215.3348694,123.0801849,269.1724548,123.1019363,185.37883,123.1058502,229.6447449,123.1274414,202.3075104,123.1313553,281.8597107,
124.0008316,239.1381836,124.0047531,275.4878235,124.0257721,179.935379,124.029686,191.0251007,124.0501022,184.8686218,124.0540237,210.0315552,124.0758514,212.3170929,124.0797501,274.1056213,124.1002655,183.7673645,124.1041946,220.8200684,124.1259995,206.7643433,124.1299133,280.2349243,
125.0008316,245.4665833,125.0047531,272.5740356,125.0266647,176.5097504,125.0305862,198.7267761,125.0521927,191.4803619,125.0560837,210.3437195,125.0769348,217.4722443,125.0808487,279.3760376,125.1027679,184.0130463,125.1066895,230.7000122,125.1274796,200.7735596,125.1313934,279.365509,
126.0008316,238.5969238,126.0047531,281.1519775,126.0258102,175.5599518,126.0297318,196.6783142,126.0503311,188.225296,126.054245,208.7103729,126.0758514,218.7668304,126.0797501,272.5533447,126.1014404,181.2804413,126.1053543,227.0007629,126.1259384,207.6457062,126.1298523,278.6881714,
127.0008316,243.1728973,127.0047531,271.0639648,127.0258102,175.2392426,127.0297318,194.0590515,127.0521088,188.7385559,127.0560226,203.4308624,127.0767746,217.3959961,127.0806885,274.0484619,127.1024857,184.7859039,127.1063995,220.6422119,127.1279373,209.6774139,127.1318512,279.6332092,
128.000824,243.898407,128.0047455,274.9539185,128.0265198,179.2984009,128.030426,192.7879333,128.0512695,188.6546478,128.055191,203.9468079,128.0773315,215.2049103,128.0812531,282.6276245,128.1024933,182.7833252,128.1064148,221.8945618,128.1282654,203.5950928,128.1321869,281.5777893,
129.0008087,238.1353912,129.0047302,265.7630005,129.0260773,178.5204315,129.0299988,193.7573242,129.0519409,185.6296082,129.0558472,202.7968903,129.0769348,216.3359985,129.0808563,281.7401733,129.1026459,178.6282654,129.1065521,229.1351318,129.1280823,205.8827667,129.1320038,276.2513733,
130.0007935,241.7193298,130.0046844,267.1478882,130.0256805,176.1238403,130.0295868,191.1264343,130.050415,197.3842316,130.0543365,202.9281921,130.0756378,218.5621643,130.0795593,268.9858704,130.1011505,174.8911133,130.1050568,224.8218231,130.1266022,207.3739471,130.1305237,275.198761,
131.0007935,244.1355743,131.0047302,272.8927612,131.0257721,176.8662109,131.0296936,198.0941467,131.0512695,185.14328,131.055191,208.0541687,131.0761108,220.9915161,131.0800171,280.0573425,131.0998383,180.1878204,131.1037445,223.0956573,131.1255798,204.0796051,131.1295013,277.1191406,
132.0007935,235.7930908,132.0046844,272.0696716,132.0250854,175.515564,132.029007,191.0482178,132.0505829,185.8426056,132.0545044,204.1984406,132.0761566,217.000351,132.0800934,272.7800598,132.1016083,183.1971741,132.1055145,225.2471924,132.12677,203.3801117,132.1306915,285.8821106,
133.0007935,241.2203217,133.0046844,268.9278564,133.0252686,165.2613373,133.0291901,201.4480896,133.0509796,185.3444824,133.0549011,201.6340485,133.0767517,210.7075043,133.080658,274.9584656,133.1013336,179.7789917,133.1052551,223.9353485,133.12677,197.9116669,133.1306915,279.9394836,
134.0007935,242.0980835,134.0046844,274.9806824,134.023941,176.2227478,134.0278625,194.2667389,134.0488586,182.7171631,134.0527496,207.1877747,134.0742645,217.1811371,134.078186,273.4600525,134.0992737,187.8546143,134.1031952,225.7123566,134.1246033,209.3268738,134.1285248,281.2675476,
135.0007935,241.8027954,135.0046844,275.2533569,135.0259399,170.1401215,135.0298462,193.8557129,135.0505981,188.5074158,135.0545197,202.4949493,135.0756073,213.3323517,135.0795288,270.5362854,135.1000214,177.3357544,135.1039124,222.6760101,135.1242676,203.7506561,135.1281891,273.3801575,
136.0007935,250.344696,136.0046844,275.9772949,136.0256042,179.6947021,136.0295258,194.6196289,136.0509338,185.2540283,136.0548553,208.1081085,136.076767,217.1838989,136.0806885,273.3061523,136.1024475,180.5560608,136.1063538,226.7755432,136.1280975,207.2868195,136.132019,282.4539185,
137.0007935,247.8750153,137.0046844,262.9136047,137.0261688,171.8079987,137.0300751,196.374939,137.0511017,182.1570129,137.0550079,199.7520752,137.0768127,214.3740234,137.0807343,267.8364868,137.1031799,184.1278839,137.1070862,225.335083,137.1284332,201.7796173,137.1323547,277.6161499,
138.0007935,244.2787933,138.0047302,266.7846985,138.0268555,177.453476,138.0307465,192.3700562,138.0524445,192.657547,138.0563507,206.0638428,138.0771027,218.3126678,138.0810242,275.0802002,138.1020966,183.4493103,138.1060181,223.5182495,138.1275024,207.1156921,138.1314087,280.763916,
139.0007935,238.1951904,139.0046844,269.2663269,139.0270996,171.9055786,139.0310211,191.1854401,139.0524445,190.6871796,139.0563507,209.3403625,139.0773163,219.8972778,139.0812378,273.2097473,139.1026001,184.1178589,139.1065216,226.40625,139.1281128,201.5460358,139.132019,273.0783997,
140.0007935,242.3313293,140.0046844,273.9709167,140.0266113,171.1968384,140.0305176,193.2220154,140.0519409,182.1726685,140.0558624,203.3204041,140.0766144,218.3000946,140.0805206,271.0485535,140.1020203,174.9189758,140.1059265,223.4335022,140.1276093,207.9437256,140.1315308,274.1331177,
141.0007935,243.2493439,141.0047302,272.1213684,141.0266113,176.7555695,141.0305176,193.0203552,141.0517731,193.8434143,141.0556793,203.3286743,141.0765839,216.783371,141.0805054,271.7569885,141.1018372,178.6256104,141.1057434,219.3239594,141.1274414,199.1009979,141.1313477,274.3846436,
142.0007935,242.7077332,142.0046844,261.8399048,142.0262756,174.9703827,142.0301971,191.9001617,142.052597,186.0081329,142.0565338,200.7403107,142.0771637,222.0926208,142.0810852,274.4438782,142.1032715,184.2855377,142.107193,219.4779968,142.1286621,200.9235229,142.1325836,267.2421875,
143.0007935,243.6410522,143.0046844,266.5873413,143.0264282,172.7345123,143.0303497,190.4126282,143.0516052,192.2190857,143.0555115,206.5682373,143.0766144,217.4256744,143.0805206,273.4621277,143.101944,184.7656403,143.1058655,221.6238861,143.1276093,199.5774994,143.1315308,267.9281616,
144.0007935,234.2482605,144.0046844,269.019989,144.02565,175.0762787,144.0295563,198.2855682,144.0514374,190.3420563,144.0553589,203.6971283,144.076416,216.6417694,144.0803375,274.2819824,144.1018372,185.1119995,144.1057434,225.6581421,144.1270905,205.9467926,144.131012,268.3908081,
145.0007935,244.3619232,145.0046844,261.2910767,145.025528,179.9606781,145.0294037,195.2383423,145.0502777,191.0865326,145.054184,204.1598358,145.0752716,219.3166656,145.0791779,265.455658,145.1002808,180.0996704,145.104187,222.781311,145.1263275,197.0443726,145.1302643,272.918335,
146.0007935,243.5523987,146.0046844,267.2756042,146.0256042,174.024353,146.0295258,193.7236176,146.0509491,183.4786072,146.0548553,199.3063202,146.0764313,212.2709045,146.0803528,273.3282166,146.1012726,183.5379181,146.1051941,228.3481903,146.1264343,199.342804,146.1303558,263.2908936,
147.0007935,239.9905548,147.0046844,272.697876,147.0262756,176.61203,147.0301971,192.1751556,147.0498352,190.0028229,147.0537415,196.9844971,147.0744781,217.8436737,147.0783997,268.4716187,147.1001587,180.5982513,147.1040802,226.164032,147.1255188,201.2384949,147.1294098,270.4393616,
148.0007935,242.6347809,148.0047302,267.757843,148.024765,177.2554932,148.0287018,199.0956726,148.0503082,186.4525604,148.0542297,203.0334167,148.0757599,212.996521,148.0796814,264.294342,148.1004333,183.7198944,148.1043549,229.1629639,148.1246033,207.6220856,148.1285095,261.8638,
149.0007935,239.1516418,149.0046844,268.8458252,149.0241852,175.9353943,149.0280762,193.0827637,149.0496368,188.0800781,149.0535583,194.7552948,149.0749817,217.9207153,149.0788879,272.6066284,149.1004333,179.7337646,149.1043549,224.3053589,149.1266174,201.3215942,149.1305237,263.0846252,
150.0007935,250.6501923,150.0046844,271.2171631,150.0257721,178.3648987,150.0296936,199.8488159,150.0502777,186.8068695,150.054184,202.8026428,150.07547,215.8975983,150.0793915,273.6105652,150.1000214,179.1453094,150.1039276,219.4322357,150.1246033,205.5428162,150.1285095,263.6653442,
151.0007935,243.0270386,151.0046844,267.33078,151.0254211,173.224472,151.0293274,194.0493469,151.0505829,182.5721588,151.0544891,206.7616577,151.0757446,213.4695892,151.0796661,267.8633118,151.1014252,176.3283691,151.1053619,219.4181519,151.1266174,198.6084747,151.1305237,263.3474426,
152.0007935,241.3184357,152.0047302,273.8830261,152.0266113,176.8787079,152.0305176,194.9256287,152.0523224,190.0613556,152.0562439,206.9160461,152.0770874,217.2388,152.0810089,272.1387329,152.1031036,182.8722839,152.1070099,224.865509,152.1277618,199.2953796,152.1316833,273.5129395,
153.0007935,235.700119,153.0046844,264.6219177,153.0251465,178.6198273,153.029068,197.613739,153.0504303,191.2320709,153.0543365,199.5499878,153.0761108,215.7651062,153.0800171,269.0473328,153.1017761,189.5304108,153.1056824,226.7832794,153.1270142,200.0832825,153.1309204,268.8581238,
154.0007935,237.5229034,154.0046844,273.6257324,154.0269318,176.777771,154.0308533,195.7928925,154.0522766,186.1242676,154.0561829,203.0778198,154.076767,214.617157,154.0806732,269.7807312,154.1020966,177.0659637,154.1060181,216.2138519,154.1276855,200.9022064,154.1315765,264.3080444,
155.0007935,234.7086182,155.0046844,274.2279968,155.0253601,181.0380249,155.0292511,196.598999,155.0504303,179.9515228,155.0543365,199.5565491,155.0759735,216.7956848,155.079895,274.1761475,155.1009369,179.8604431,155.1048431,215.7840729,155.126358,199.3888397,155.1302643,260.1871033,
156.0007935,239.9607086,156.0046844,268.3106079,156.0259399,183.1003876,156.0298462,197.6321411,156.0514832,184.0206909,156.0554047,197.3444824,156.0766144,217.0185242,156.0805206,269.8492737,156.1007538,180.0195007,156.1046753,219.9205627,156.1250916,189.8494873,156.1290131,260.6231689,
157.0007935,240.6371307,157.0046844,264.1611023,157.0270081,176.2709961,157.0309296,201.0097656,157.0519409,185.4869843,157.0558624,202.3768311,157.0766144,218.0288086,157.0805206,266.1206665,157.1024017,174.6196289,157.1063385,221.4308624,157.1274414,194.2439117,157.1313477,261.5482788,
158.0007935,238.5059204,158.0046844,268.4403687,158.0265808,170.2171631,158.0305023,203.6793213,158.0520935,186.7900085,158.056015,197.338913,158.0779114,212.7588806,158.0818329,267.3919067,158.1026001,179.1826782,158.1065216,221.495285,158.1276093,202.757843,158.1315308,267.0262146,
159.0007935,237.3541718,159.0046844,262.7371826,159.0261078,176.4071655,159.030014,187.7483826,159.0508118,183.7532959,159.0547333,197.7713776,159.0769196,211.5180359,159.0808258,265.3165283,159.1014252,182.5399628,159.1053619,214.8902435,159.1272736,199.6787415,159.1311798,259.2436218,
160.0007935,248.4398193,160.0046844,268.5982666,160.0253296,172.6437836,160.0292511,200.9654846,160.0511017,186.472641,160.0550079,202.35849,160.076416,219.1006927,160.0803375,263.9654236,160.1017761,180.4092712,160.1056824,227.8824615,160.1264954,195.3659668,160.1304169,255.0615997,
161.0007935,240.5891571,161.0046844,258.2315063,161.0260925,180.9275818,161.0299988,199.5303802,161.0504456,187.3252869,161.0543671,198.589386,161.075943,220.6960449,161.0798492,264.8297424,161.1007538,182.9971619,161.1046753,226.2291412,161.1261139,191.2273407,161.1300201,265.6898193,
162.0007935,233.5969086,162.0046844,265.3399353,162.0259399,174.7810364,162.0298462,196.865799,162.0505829,183.7883606,162.0544891,197.3957672,162.0764313,215.0447235,162.0803528,269.8979797,162.1009369,180.6724243,162.1048431,218.0088959,162.1276703,195.1420135,162.1315765,255.709671,
163.0007935,245.2474823,163.0046844,265.6320801,163.0266418,177.4719696,163.0305634,194.4078674,163.0500946,180.923172,163.0540161,204.2593689,163.0756836,210.1322021,163.0795898,263.5661316,163.1004333,175.2970123,163.1043549,216.9657593,163.1261902,199.5713501,163.1300812,266.8981018,
164.0007935,231.6683197,164.0046844,262.8990784,164.0265045,178.7619019,164.030426,204.624588,164.050354,182.6329193,164.054245,194.3794861,164.0751038,215.3297272,164.0790253,264.1728516,164.1006775,184.9605713,164.1045837,216.6800995,164.125946,195.4929199,164.1298523,264.8645935,
165.0007935,240.2938538,165.0046844,263.8885803,165.0264282,172.473877,165.0303497,197.7268524,165.0519409,181.4589996,165.0558624,200.7203369,165.0766144,217.3980865,165.0805206,264.422821,165.1019135,178.2799988,165.1058197,215.3100739,165.1276093,203.7139587,165.1315308,268.552948,
166.0007935,242.7261505,166.0046844,262.1486206,166.0272827,175.6447144,166.031189,198.5101013,166.0527649,181.0850677,166.0566864,200.0072632,166.0775299,211.1782684,166.0814056,266.4501343,166.1031342,182.8955688,166.1070709,225.1123352,166.1276093,194.819458,166.1315308,253.497757,
167.0007935,231.9403839,167.0046844,255.3041229,167.0256042,173.7435608,167.0295258,199.3824158,167.0512695,176.7854156,167.055191,199.8919983,167.0769348,211.214035,167.0808563,263.3097839,167.1016083,180.7783966,167.1055145,225.286911,167.1270905,198.2437592,167.131012,265.5777893,
168.0007935,238.3545532,168.0046844,262.8249207,168.0254974,173.8704224,168.0294037,200.3774719,168.050766,184.3222809,168.0546875,200.9887543,168.0762634,220.2459106,168.0801849,267.351593,168.1015015,186.8042145,168.105423,222.3784637,168.12677,200.3369598,168.1306763,251.5442047,
169.0007935,235.5960236,169.0046844,269.4747314,169.0259857,182.8214264,169.0299225,199.6550446,169.0512695,189.0513153,169.055191,199.1904907,169.0763397,212.7574005,169.0802612,259.5434265,169.1014252,180.4473267,169.1054077,219.7009125,169.1272736,196.5585022,169.1311798,261.3327332,
170.0007935,240.0317688,170.0046844,261.6433716,170.0256042,177.5168457,170.0295258,193.0322113,170.0509491,185.1419525,170.0548553,193.3739319,170.0767517,211.5647125,170.080658,267.1777344,170.101944,181.1252441,170.1058655,220.2044525,170.1264343,198.9215088,170.1303558,262.3546448,
171.0007935,236.9597626,171.0046844,258.7600098,171.0268097,181.3297119,171.0307312,193.6884766,171.0514374,188.735611,171.0553589,196.702179,171.0772858,218.6918945,171.081192,262.9290771,171.101944,183.2922974,171.1058655,219.0130157,171.127243,196.2560272,171.1311646,260.9725952,
172.0007935,237.1560211,172.0046844,256.8667908,172.0262756,176.7144165,172.0301971,196.3934631,172.0514374,181.6000824,172.0553589,195.6136017,172.0764313,214.891449,172.0803528,264.5984192,172.1020813,182.8417816,172.1060028,215.8865967,172.1269379,193.6739349,172.1308594,250.9527283,
173.0007935,238.2725067,173.0046844,264.1411743,173.0254669,173.1293793,173.0293884,197.3181458,173.051178,182.3005371,173.0550842,198.4755707,173.0766449,213.1895142,173.0805664,264.7829285,173.1009369,180.1852875,173.1048431,218.0017395,173.1276093,196.5562286,173.1315308,255.3480835,
174.0007935,230.1468048,174.0046844,260.8137817,174.0269318,174.8368835,174.0308533,197.5427246,174.0517731,185.9127655,174.0556793,199.6280823,174.0765839,218.5300903,174.0805054,264.6168213,174.1020966,173.087677,174.1060181,220.5701599,174.1274414,193.5421906,174.1313477,253.405365,
175.0007935,230.3369141,175.0046844,261.3830261,175.0259857,174.7211914,175.0299225,199.7273407,175.0509491,181.3299408,175.0548553,193.9704437,175.0766144,215.8677673,175.0805206,267.1758423,175.1018066,182.6007538,175.1057281,218.6267548,175.1265717,201.8860321,175.1305084,254.3431549,
176.0007935,234.2016602,176.0046844,255.6772766,176.0261078,174.5347748,176.030014,195.8625336,176.050766,187.8773193,176.0547485,190.6588135,176.0772858,209.6257324,176.081192,266.825531,176.1022797,177.5857849,176.1061859,220.6903534,176.127594,197.3737946,176.1315002,250.3396912,
177.0007935,235.7034302,177.0046844,255.1456146,177.0256805,179.9593964,177.0295868,201.088974,177.0509796,180.6651001,177.0549011,196.3005676,177.0772858,216.5959625,177.081192,259.2900085,177.1013489,175.3034515,177.1052551,215.7619171,177.1268616,206.4143372,177.1307526,257.1818848,
178.0007935,238.3316498,178.0046844,257.1231079,178.0251007,176.0333099,178.0290222,192.1889496,178.050766,188.1958771,178.0547333,195.237381,178.0771484,216.1532135,178.0810547,263.067627,178.1020966,175.6932983,178.1060181,212.8736725,178.1279297,194.6327972,178.1318512,252.5050354,
179.0007935,230.8225098,179.0047455,266.5671997,179.0267792,175.9194031,179.0306854,192.4613953,179.052597,191.3799744,179.0565338,196.3242493,179.0772858,222.1269531,179.081192,257.6471558,179.1027679,181.3147888,179.1066895,225.1752625,179.1274414,201.6022034,179.1313477,253.5480804,
180.0007935,232.3523865,180.0046844,258.4062195,180.0254211,173.5259399,180.0293274,198.0905151,180.0510254,182.7764282,180.0549164,199.4203644,180.0766449,223.614212,180.0805664,259.9500427,180.1011047,183.812973,180.105011,220.0767822,180.12677,196.4907837,180.1306763,254.0822906,
181.0007935,231.6697845,181.0046844,258.6567383,181.0257721,174.8026428,181.0296936,193.48526,181.0505829,184.2633514,181.0544891,201.9289246,181.075943,215.4755096,181.0798492,263.0515442,181.1012726,181.0691376,181.1051941,218.9502106,181.1272736,192.6254883,181.1311798,255.8175659,
182.0007935,235.9603577,182.0046844,253.4256287,182.025528,174.0802612,182.0294037,195.5160828,182.0501556,188.2921295,182.0540924,200.056015,182.0754395,214.4638977,182.079361,261.9554749,182.1011047,180.8377533,182.105011,218.7581024,182.1261139,193.0953827,182.1300201,253.8124084,
183.0007935,235.0023651,183.0046844,255.9473572,183.0263214,178.3927307,183.0302277,191.9971008,183.0509491,188.787735,183.0548859,199.9509735,183.0774078,220.3652039,183.0813293,263.687439,183.1022797,179.4976044,183.1061859,218.860321,183.1281128,199.5865936,183.132019,256.1269531,
184.0007935,238.7923737,184.0046844,257.9578247,184.0257721,174.8763885,184.0296936,187.4942627,184.0504456,179.528717,184.0543671,195.7263947,184.0766144,211.808197,184.0805206,261.6289978,184.1009369,185.5252686,184.1048431,217.4324493,184.1265717,198.9448853,184.1305084,257.990509,
