Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
0.0008333333535,257.8551331,0.02116666548,292.1469116,0.04250000045,311.8255615,0.06320833415,196.4493866,0.1340833306,169.5581512,
0.5008333325,253.2975922,0.5213124752,295.6616211,0.5424583554,294.1063538,0.5636250377,198.3230743,0.6337082982,172.7345734,
1.000833273,257.5743103,1.021979094,298.4023438,1.042479157,297.059906,1.063125014,197.8649292,1.133145809,169.2845917,

