Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample B1,,Sample B2,,Sample B3,,Sample B4,,Sample B5,,Sample C1,,Sample C2,,Sample C3,,Sample C4,,Sample C5,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
64.0008316,21.6850872,64.02122498,247.455368,64.04206085,281.3828125,64.06187439,200.7381134,64.08158112,324.33255,64.18789673,14.38223553,64.16706085,174.1538696,64.14723206,177.5751038,64.12741852,126.0026855,64.10770416,214.6038055,64.21289825,20.80158424,64.23270416,225.2317505,64.25354004,200.9715729,64.27324677,161.6970673,64.2930603,296.1284485,
65.0008316,21.78248215,65.02122498,244.4011993,65.04097748,284.5795593,65.06075287,200.437149,65.08055878,325.3300781,65.18681335,14.29721355,65.16706085,173.1303558,65.14723206,177.6428223,65.12639618,128.5242462,65.10658264,214.2365875,65.21289825,20.06561279,65.23264313,224.6456604,65.25241852,198.652298,65.27324677,158.9751434,65.2930603,293.2187195,
66.0008316,20.3511734,66.02014923,245.700058,66.04097748,282.5213318,66.06075287,203.5384827,66.08055878,324.9100037,66.18681335,13.99403572,66.16703796,171.9216461,66.14622498,178.6327667,66.12639618,128.574707,66.10658264,214.6920929,66.21181488,19.67477226,66.23264313,225.4169159,66.25241852,199.2036438,66.27223206,161.5349426,66.2930603,293.8077393,
67.0008316,21.1906395,67.02012634,250.4325867,67.0398941,284.1824036,67.06072998,206.3625031,67.08055878,326.2618713,67.18679047,14.49665451,67.16596222,173.5330353,67.14622498,181.4404449,67.12639618,130.8217621,67.10655975,214.1110687,67.21179199,20.41838455,67.23155975,223.3120575,67.25239563,195.223114,67.27223206,161.3410492,67.29206085,294.2055054,
68.0008316,21.0807724,68.02012634,246.1786041,68.0398941,283.1240234,68.06072998,205.3185425,68.08055878,327.6870728,68.18572998,14.39950943,68.16596222,173.2166138,68.14622498,182.3269958,68.12639618,130.769516,68.1055603,213.2766724,68.21179199,20.44857407,68.23155975,224.6009674,68.25239563,199.1426544,68.27223206,163.800354,68.29206848,296.3952942,
69.0008316,21.19467735,69.02120972,250.7426453,69.04091644,283.744751,69.06175232,206.7676392,69.08155823,326.2713623,69.18675232,13.90847111,69.16703796,173.802948,69.14723206,182.4851227,69.12739563,130.1734314,69.10655975,213.8834534,69.21287537,20.19463921,69.23258209,225.1937714,69.25341797,197.9111328,69.27322388,161.0879517,69.29306793,293.5237427,
70.0008316,20.58037376,70.02114105,247.9398651,70.04091644,286.0690918,70.06072235,207.6647949,70.08056641,326.7781372,70.18675232,14.19339943,70.16697693,171.004715,70.14723206,184.915863,70.12639618,131.8278961,70.10655975,210.3484039,70.2128067,20.67690849,70.23258209,225.5492096,70.25239563,198.6070709,70.27322388,161.4700623,70.29304504,294.1018982,
71.0008316,21.06876183,71.02114105,248.6883087,71.04091644,285.2028198,71.06072235,204.0104218,71.08056641,326.6748352,71.18672943,14.25413513,71.16696167,174.6019592,71.14612579,181.1777344,71.12637329,130.8843079,71.10655975,214.6094208,71.21279144,19.6550808,71.2325592,223.1638489,71.25237274,200.0914307,71.27320862,161.3273163,71.29306793,291.9038696,
72.0008316,21.12135124,72.02005768,252.4149475,72.03987885,284.622467,72.06070709,210.0241547,72.08056641,324.3998718,72.18672943,13.90922451,72.16589355,172.7241364,72.14612579,182.7227325,72.12639618,132.7105713,72.10654449,213.2202759,72.21172333,20.10708237,72.2325592,227.4815521,72.25237274,196.9390564,72.27223206,161.7405853,72.29196167,292.5382385,
73.0008316,21.28800011,73.02112579,253.7232971,73.04196167,285.96698,73.06172943,211.0345306,73.08155823,324.8150024,73.18778992,13.70020294,73.16806793,173.4545746,73.14723206,184.2206116,73.12739563,132.3641357,73.1075592,211.1310577,73.21279144,19.60859489,73.23362732,225.1276703,73.25339508,197.7811737,73.27322388,160.5993195,73.29306793,294.6384277,
74.0008316,20.41827011,74.02108765,253.1616669,74.04089355,285.7414856,74.06072235,211.1957397,74.08054352,326.8140564,74.18672943,13.9248209,74.16691589,174.6797791,74.14608765,184.0841522,74.12637329,132.7123718,74.10655975,214.122406,74.2127533,19.02506065,74.2325592,226.1941223,74.25239563,198.8629913,74.2721405,162.0520172,74.29304504,292.7426453,
75.0008316,20.53167915,75.0221405,250.5811157,75.04191589,288.7095032,75.06172943,208.6369324,75.08255768,324.2452087,75.18775177,13.90953064,75.16797638,170.2981567,75.14822388,184.9265442,75.12739563,133.5796356,75.1075592,212.2648621,75.21381378,18.64712524,75.23358917,221.8804016,75.25339508,196.9043579,75.27322388,164.6238098,75.29405975,293.1877136,
76.0008316,20.30456734,76.02108765,253.0496979,76.04089355,287.7453308,76.06072235,211.8766632,76.08155823,321.857605,76.18672943,13.90908051,76.16691589,174.6626282,76.1471405,186.9447784,76.12631226,134.9261169,76.10655975,212.4721985,76.2127533,19.04542542,76.2325592,222.5617981,76.25239563,196.7231903,76.27322388,163.7210388,76.29296112,293.8761292,
77.0008316,21.25296783,77.02005768,256.8720093,77.04089355,285.3198242,77.06072235,211.4211121,77.08045959,325.3410034,77.18672943,14.27595139,77.16589355,174.426178,77.14606476,186.7071533,77.126297,133.6603241,77.10655975,214.5412598,77.21172333,19.51704979,77.23155975,226.9781494,77.25237274,200.1002045,77.27212524,162.82724,77.29189301,294.0211182,
78.0008316,21.58494186,78.02106476,254.2548218,78.04189301,287.8828735,78.06172943,213.932312,78.08154297,327.7752075,78.18772888,14.15094376,78.16796112,173.3979645,78.14712524,186.8785706,78.12737274,137.9433136,78.1075592,211.5768433,78.21379089,18.8426342,78.23355865,226.2659454,78.25339508,200.0231934,78.27320862,164.1619873,78.29404449,294.0011292,
79.0008316,21.03889084,79.02106476,256.5213928,79.04089355,288.7307739,79.06070709,214.7540283,79.08154297,326.2744141,79.18672943,13.6734457,79.16689301,173.4263611,79.1470871,188.3924713,79.12625122,138.5384674,79.10654449,213.6386261,79.21273041,18.56050491,79.2325592,224.4469147,79.25231171,196.976059,79.2720871,163.970871,79.29292297,292.2035828,
80.0008316,21.16402054,80.0220871,253.0930328,80.04189301,289.9542542,80.06172943,215.3374939,80.08255768,324.7377014,80.18772888,14.5284977,80.16792297,173.559082,80.14814758,190.1453094,80.12731171,136.6223145,80.1075592,211.0454407,80.21375275,19.12704086,80.23355865,225.3321533,80.25339508,198.1096039,80.27314758,166.1645203,80.29397583,291.087677,
81.0008316,21.15362358,81.02106476,255.8690033,81.04089355,287.4009705,81.06064606,214.2309113,81.08145905,323.0310059,81.18672943,13.54314899,81.16689301,171.3695831,81.14706421,187.5553131,81.12622833,136.2384186,81.10646057,210.4233856,81.21273041,19.22037888,81.2325592,222.0894775,81.25229645,196.9374542,81.27312469,162.8243713,81.29289246,291.2895813,
82.0008316,20.64683342,82.02005768,254.0779114,82.03979492,287.4433289,82.0606308,213.9829712,82.08039856,324.973114,82.18672943,14.2511425,82.16589355,172.6723938,82.14606476,186.7162628,82.12622833,137.858429,82.10539246,210.0003815,82.21170807,19.30781746,82.23146057,224.2704773,82.25229645,197.217392,82.27206421,163.4082489,82.29289246,291.9707947,
83.0008316,20.97633934,83.02206421,256.5656738,83.04189301,290.615387,83.06271362,212.2358551,83.08254242,322.6656494,83.18872833,14.27310753,83.16789246,175.0923767,83.14812469,188.4312592,83.12837982,137.3178864,83.1075592,209.7963562,83.21372986,18.77322769,83.23355865,224.4425507,83.25439453,198.3157806,83.27420807,165.5793304,83.29396057,289.7917175,
84.0008316,21.05748558,84.02206421,257.127533,84.04187775,287.5762024,84.06271362,214.6162415,84.08248138,321.125885,84.18872833,13.8979044,84.16789246,173.8897858,84.14807892,188.564621,84.12831116,138.5871582,84.10747528,210.2244568,84.21372986,19.71820259,84.23456573,223.5447235,84.25437927,197.6922455,84.27414703,163.4498138,84.29391479,290.6999207,
85.0008316,20.16780853,85.02206421,259.7819824,85.04189301,289.552002,85.06164551,215.4135742,85.08248138,323.0049133,85.18872833,13.44794655,85.16789246,174.4542236,85.14807892,188.679245,85.12831116,139.2501831,85.10855865,210.5404053,85.21372986,19.26327896,85.2335434,221.4076843,85.25437927,197.1565857,85.27414703,163.7239227,85.29391479,287.8077087,
86.0008316,19.57051468,86.02104187,255.1492157,86.04189301,286.6108093,86.06162262,215.7546082,86.08139801,324.2205505,86.18771362,14.09103203,86.16687775,174.3963013,86.14704132,191.6075897,86.12722778,139.000351,86.10745239,211.0616455,86.21271515,18.79727936,86.23245239,224.5639496,86.25328827,198.6643066,86.27306366,166.4488373,86.29286957,293.7375488,
87.0008316,21.12918663,87.01995087,255.9826965,87.04078674,286.9752197,87.06056213,216.1377869,87.08039856,324.2289429,87.18662262,14.0926199,87.16687775,172.8843231,87.14604187,188.2563934,87.12620544,141.7993927,87.10639954,211.1564484,87.21162415,19.31205559,87.23245239,223.9587402,87.25222778,196.3519287,87.27306366,164.0690765,87.29286957,287.9996948,
88.0008316,20.19621468,88.02204132,255.6359406,88.04187775,289.3469238,88.06162262,216.617218,88.08245087,325.6769714,88.18771362,14.34615326,88.16789246,171.0762329,88.14806366,188.016449,88.12828827,139.7529755,88.10745239,210.9875641,88.21372986,18.79034805,88.23355865,223.1468658,88.25328827,197.7392273,88.27407837,166.0225677,88.29389954,292.4315796,
89.0008316,19.53648758,89.02206421,256.9014893,89.04181671,289.2999573,89.06157684,218.6087799,89.08139801,322.894043,89.18764496,13.62716103,89.16789246,174.0674286,89.14706421,189.95224,89.12722778,138.6796875,89.10741425,209.5252686,89.21264648,18.32861519,89.23348236,225.9021912,89.25325012,196.9483032,89.27306366,165.1061401,89.29289246,287.3879089,
90.0008316,20.0970211,90.02098083,258.4666138,90.0407486,287.1445923,90.06056213,216.3744812,90.08139801,325.069397,90.18657684,14.5007925,90.16681671,172.6981201,90.14706421,190.3085175,90.12622833,140.5657806,90.10639954,212.6487579,90.21264648,18.82869339,90.23241425,223.9573212,90.25222778,197.5871277,90.27306366,166.4164886,90.29289246,289.9074402,

Sample A1,
Sample A1
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample A2,
Sample A2
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample A3,
Sample A3
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample A4,
Sample A4
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample A5,
Sample A5
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B1,
Sample B1
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B2,
Sample B2
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B3,
Sample B3
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B4,
Sample B4
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample B5,
Sample B5
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 3/26/2025 1:58:12 PM, Old: 600.00, New: 515.00
Cycle Time 1 Changed: 3/26/2025 1:58:12 PM, Old: 0.0000, New: 0.5000
Wellplate Samples Changed: 3/26/2025 1:58:12 PM, Old:, New:A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;
Cycle Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 0.5000, New: 1.0000
Stop Time 1 Changed: 3/26/2025 2:01:43 PM, Old: 1.0000, New:90.0000
End Method Modifications

Sample C1,
Sample C1
Collection Time: 3/26/2025 2:04:08 PM
Operator Name  :
Kinetics Software Version: 1.1(132)
Parameter List :
Report Time: Wed 26 Mar 02:04:08 PM 2025
Software version: 1.1(132)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          el03107365
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   1.0000
Stop time(min)                    90.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   Medium
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : C:\Documents and Settings\James\Desktop\JB\2025-03-26 Calcein Release w Brush Before.FBKN
Date/Time stamp: 3/26/2025 2:01:33 PM
Method Modifications:
Well plate reader Changed: 3/26/2025 1:58:12 PM, Old:OFF, New:ON
