Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,Sample A7,,Sample A12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
61.50083542,13.53608322,61.52139664,26.28691292,61.54164505,30.89985657,61.56348038,25.3792572,61.58391571,34.10070038,61.60424805,32.68440628,61.62506104,23.20825768,61.67539597,467.5384216,
62.00083542,16.50943375,62.02124786,26.3268795,62.04231262,36.08171463,62.06272888,25.80454636,62.08292007,34.12732315,62.10377121,31.81886292,62.125,18.23745537,62.17425156,468.7679749,
62.50083542,16.12320137,62.52008438,27.71643448,62.54150009,30.32101631,62.56172943,28.2484436,62.58292007,28.89741325,62.60308456,30.93217087,62.62427139,23.0837822,62.6737709,459.3647461,
63.00083542,13.28831005,63.02050018,27.0895977,63.04156113,32.01268005,63.06241989,26.35655212,63.08364487,29.68373299,63.10416794,32.51313782,63.12572861,22.05482864,63.17366409,473.6972351,
63.50083542,13.67168331,63.52022934,28.25537491,63.54139328,32.60609436,63.56191635,24.25074959,63.58289337,31.4261055,63.60406113,31.76874733,63.62491989,23.42829895,63.67256165,468.84375,
64.0008316,13.29938412,64.02094269,28.13047028,64.04160309,32.21443558,64.06272888,26.74180031,64.08325195,30.24188614,64.10424805,29.03600502,64.12480927,22.93945122,64.17272949,447.6338501,
64.5008316,13.06527615,64.52077484,24.62228584,64.54197693,30.03476143,64.56256104,27.47961426,64.58293915,32.89769363,64.60424805,27.30260849,64.62491608,19.23960114,64.67323303,476.9529419,
65.0008316,13.62786579,65.02139282,26.27165985,65.04166412,35.05958176,65.06260681,29.78723526,65.08389282,33.79094696,65.10422516,33.84290695,65.12506104,22.12072563,65.17441559,483.7824402,
65.5008316,15.70976162,65.52158356,28.08038521,65.54177094,33.35634232,65.56289673,27.20665169,65.58408356,33.37889862,65.60427094,35.52565002,65.62539673,24.63249779,65.67375183,483.1943359,
66.0008316,14.40150547,66.02124786,23.69596863,66.04243469,33.50476837,66.06300354,24.5893383,66.08372498,28.38903427,66.10481262,29.835186,66.12606049,21.94090652,66.17589569,488.6160889,
66.5008316,12.97363567,66.52114868,26.49294281,66.54206085,35.66047287,66.56289673,27.53147507,66.58314514,29.34240913,66.60447693,36.58926773,66.62539673,20.51864624,66.67460632,479.2588806,
67.0008316,15.40563965,67.02172852,27.03929329,67.04208374,36.21075439,67.06322479,26.72929001,67.08391571,29.01521111,67.1049118,35.48144913,67.12510681,23.91796684,67.17575073,460.9153137,
67.5008316,15.13026142,67.52164459,28.79619217,67.54216766,30.0225296,67.56375122,25.78180313,67.58439636,28.56936455,67.60458374,34.34539413,67.62593842,18.3800621,67.67483521,475.6799622,
68.0008316,14.60345364,68.02075195,23.72339249,68.04160309,30.68948936,68.06258392,27.02356911,68.08306122,30.6582737,68.10372925,35.2560997,68.12508392,25.32022667,68.17323303,461.8727417,
