Sample A1,,Sample A2,,Sample A3,,Sample A4,,Sample A5,,Sample A6,,Sample A7,,Sample A12,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
68.5008316,13.14984703,68.5217514,27.25982285,68.54281616,33.49438095,68.56323242,27.95988274,68.5842514,31.0324688,68.60458374,34.99324036,68.62560272,22.94120598,68.67556,453.5105896,
69.0008316,15.05153084,69.02089691,25.15367699,69.04150391,31.73695946,69.0625,30.38498878,69.08374786,28.9107132,69.10424805,34.84610748,69.12425232,22.05846596,69.17272949,450.7263184,
69.5008316,12.27393341,69.52158356,24.86367607,69.54225159,30.69827271,69.56323242,29.2234478,69.58441925,27.2017231,69.60498047,31.11522675,69.62631226,20.91923141,69.67431641,464.9492188,
70.0008316,17.60297775,70.02206421,21.29283142,70.04258728,38.06074905,70.06376648,26.29108047,70.08426666,31.37878036,70.10539246,35.71075058,70.12589264,20.64537621,70.17527008,466.8296204,
70.5008316,13.47327328,70.52141571,28.78116035,70.54158783,36.6644516,70.56264496,29.4191227,70.5837326,30.18134499,70.60423279,32.42609024,70.62522888,20.24112892,70.67483521,477.5793457,
71.0008316,16.82418823,71.02041626,29.88678741,71.04058075,31.94461823,71.06181335,29.26014709,71.08289337,29.10150909,71.1035614,32.86786652,71.12474823,18.24666023,71.1732254,464.2203064,
71.5008316,14.92091179,71.52106476,25.85487938,71.54208374,33.28324127,71.56224823,26.60675621,71.58339691,28.89703941,71.60489655,34.26686478,71.62541199,20.67158318,71.67491913,473.2661133,
72.0008316,15.11366463,72.02139282,26.21876335,72.04189301,30.93707848,72.06308746,31.11177254,72.08330536,29.69115448,72.10466003,32.82409286,72.12522888,21.11598969,72.17543793,463.8953857,
72.5008316,16.72345161,72.52206421,29.77598763,72.54306793,31.51970673,72.56439972,27.21576881,72.58489227,29.09865189,72.60542297,31.19721794,72.62674713,21.09259224,72.67475128,480.9945984,
73.0008316,17.26981926,73.02139282,26.81793404,73.04239655,33.85765839,73.06275177,26.86523247,73.08391571,28.76156425,73.10427094,29.80550003,73.12573242,21.35678291,73.17507935,489.2542725,
73.5008316,13.87966061,73.52072906,28.72477913,73.54189301,31.310606,73.56256866,30.36466217,73.58374786,29.4575119,73.60441589,32.20272446,73.62508392,20.06054115,73.67391968,461.5927429,
74.0008316,15.4906168,74.02106476,26.82422066,74.04125214,31.66614532,74.06298065,27.69063568,74.08348083,32.23064041,74.10499573,32.15873337,74.12606812,21.14680862,74.17431641,468.400116,
74.5008316,14.85686684,74.52106476,28.70682907,74.54206848,34.68647385,74.56241608,29.12304497,74.5837326,26.87830162,74.60423279,36.44607925,74.62489319,18.14344025,74.67310333,462.2016907,
75.0008316,14.62769222,75.02039337,26.76664734,75.04122925,33.37215805,75.06208801,28.38075829,75.08274841,29.27483177,75.10308075,32.01185608,75.12398529,22.59636688,75.17314148,460.2832947,
75.5008316,14.5978384,75.5212326,23.77011871,75.54226685,31.07806015,75.56256866,26.87719727,75.58374786,32.34394073,75.60475159,36.86163712,75.62525177,21.74397087,75.67359924,464.8534851,
76.0008316,15.14734268,76.02039337,28.72894669,76.04108429,31.41529465,76.06157684,24.45010948,76.08291626,30.28431702,76.10316467,30.39801598,76.12373352,21.74020195,76.17327118,470.0119019,
76.5008316,11.80463409,76.52206421,27.85733604,76.54231262,31.12688065,76.56358337,27.15913963,76.58516693,33.40338135,76.60591888,32.11251831,76.62622833,22.43137932,76.67475128,455.5511169,
77.0008316,14.10231018,77.02072906,23.74889946,77.04174805,31.77031136,77.06230927,23.95194435,77.0827713,30.5792923,77.10423279,31.30696678,77.12441254,22.85286713,77.17288971,471.0596619,
77.5008316,14.48172569,77.52189636,29.95219612,77.54273224,32.86202621,77.56376648,24.63152122,77.58415985,35.31791306,77.60523224,32.64567566,77.62639618,20.30444336,77.67575073,463.5521851,
78.0008316,15.066185,78.02141571,29.50819588,78.04258728,29.40667152,78.06324768,28.1228447,78.08377075,32.89769363,78.10506439,33.19218063,78.12508392,22.91448975,78.17506409,492.3754578,
78.5008316,16.16217422,78.51989746,27.59719658,78.54110718,33.40746307,78.5620575,24.05345345,78.5822525,31.47289085,78.60341644,35.1559639,78.62391663,22.73778152,78.67372894,458.245575,
79.0008316,13.81514263,79.02075195,27.71487617,79.04181671,32.75179291,79.06289673,28.30212021,79.08310699,31.16567993,79.10400391,34.18325424,79.12506866,21.80677414,79.17414856,479.8486633,
79.5008316,15.40338516,79.52110291,26.30521202,79.5422287,32.45253372,79.56342316,26.03876686,79.58449554,34.39713669,79.60466003,32.16214752,79.62641907,20.69374657,79.67427063,461.7355042,
80.0008316,13.47851086,80.02076721,27.12718582,80.04133606,33.78259659,80.06256866,27.00640869,80.08348083,27.69983292,80.10398102,33.13869095,80.12516022,20.21546555,80.17258453,458.9485474,
80.5008316,12.6238966,80.52160645,28.44329834,80.54299927,27.7974205,80.56391907,27.11721039,80.5842514,30.0730896,80.60475159,33.25049591,80.62626648,21.97775269,80.67424774,461.5975952,
81.0008316,14.50313854,81.02089691,27.99381638,81.04164124,33.70345688,81.06233978,26.99620628,81.08339691,33.59153748,81.10391235,30.41419792,81.12493134,19.82939148,81.17440033,459.4641113,
81.5008316,13.88164616,81.52172852,27.07363319,81.5424118,29.36761665,81.5633316,25.05403709,81.58422852,33.53771973,81.60443878,35.42081833,81.62581635,20.29872704,81.67614746,473.2564392,
82.0008316,12.36307144,82.02043152,29.70446205,82.04108429,31.61377525,82.06260681,25.3516922,82.08383179,30.27733421,82.10423279,32.3693161,82.12506866,19.83991432,82.17347717,477.0482483,
82.5008316,15.02328682,82.52141571,26.06111145,82.54244232,32.1803093,82.56356812,28.48297119,82.5842514,29.43460464,82.60475159,30.43144226,82.62592316,20.03355408,82.67623138,459.3945313,
83.0008316,14.36915016,83.02033997,26.01591492,83.04139709,33.29650116,83.06275177,26.00971603,83.08325195,27.21742821,83.10364532,31.16413879,83.12506866,20.55308151,83.17308044,472.099823,
83.5008316,15.12823009,83.52176666,26.00098801,83.54226685,33.35272598,83.56349945,26.68841362,83.58389282,28.44212914,83.6047287,35.94270706,83.62606812,21.6126976,83.67541504,465.2739258,
84.0008316,14.98329735,84.02158356,27.92553139,84.0422287,29.87432861,84.06406403,29.03470039,84.08422852,29.30561256,84.10542297,34.50482178,84.12574768,22.45703506,84.17510223,467.5240173,
84.5008316,13.76669312,84.52056122,28.96023178,84.54098511,31.50128937,84.56208801,27.82556534,84.58377075,28.97446632,84.60447693,34.12517548,84.62514496,19.26351166,84.67525482,480.1243286,
85.0008316,17.69441032,85.02191925,26.06021118,85.04377747,32.80619431,85.06433105,30.7978096,85.08539581,34.69171524,85.10575104,34.83719254,85.12677765,24.01510429,85.1760788,457.8960571,
85.5008316,12.87678528,85.52131653,27.3776989,85.54177094,31.10389137,85.56372833,25.49323273,85.58410645,27.58939171,85.6051712,31.81382942,85.62639618,16.43643951,85.67424774,460.1470642,
86.0008316,13.43283653,86.02043152,27.59215736,86.04191589,31.19978333,86.06224823,26.96147919,86.0827713,28.33818436,86.10405731,31.41717529,86.12506866,21.36498451,86.17275238,467.4681091,
86.5008316,16.34252739,86.52191925,25.32733917,86.54308319,30.15639496,86.5636673,26.04521942,86.58473206,28.14195633,86.60508728,36.3677597,86.62625122,20.39748955,86.67575073,469.4639893,
87.0008316,13.19469166,87.02131653,26.40049934,87.04273224,29.73233795,87.06372833,24.37883186,87.0842514,31.40184975,87.10447693,32.19797897,87.12606812,18.3413868,87.17358398,462.6891174,
87.5008316,15.24173546,87.52106476,24.68281364,87.54244232,34.44531631,87.56339264,24.06262016,87.5840683,29.4730072,87.60439301,33.34716797,87.62622833,19.79376221,87.67441559,460.7932739,
88.0008316,16.40061378,88.02172852,27.68483353,88.04206848,29.71582603,88.06343842,27.16796875,88.08439636,29.80430222,88.10506439,33.05764008,88.12541199,21.96736145,88.17530823,456.9276123,
88.5008316,14.07797813,88.52124786,27.62011909,88.54258728,32.77761459,88.56356812,30.15745163,88.58456421,28.73493004,88.60475159,30.21603775,88.6254425,20.96110535,88.67406464,471.7428589,
89.0008316,13.4855547,89.02072906,26.80992126,89.0410614,35.03282166,89.06241608,27.17076302,89.08330536,29.35819817,89.1035614,32.68102646,89.12458801,22.38956833,89.17398071,470.4299011,
89.5008316,13.35129261,89.52072906,27.23322296,89.54122925,33.39749527,89.56243134,26.87366486,89.58274841,29.92561531,89.60405731,34.58206177,89.62473297,19.30939484,89.67456055,462.512146,
90.0008316,12.95023251,90.02106476,26.80708504,90.04139709,30.44356346,90.06241608,28.59126663,90.08333588,30.56992149,90.10456848,31.72714996,90.12522888,20.59189224,90.17443848,479.9172058,
90.5008316,14.90587044,90.52039337,27.90532494,90.54158783,32.22214127,90.56272888,26.17240906,90.58391571,28.17075539,90.60416412,29.92044258,90.62439728,17.0118351,90.67350006,450.0675049,
91.0008316,14.55857754,91.02165985,25.37045479,91.04206848,34.3143425,91.06314087,26.05699348,91.08408356,28.46313667,91.10476685,35.52363586,91.12531281,22.63379478,91.17543793,465.9161377,
91.5008316,14.50912476,91.52139282,25.39365196,91.5422287,32.18413925,91.5633316,29.21967125,91.58358765,29.89143753,91.60375214,31.1055584,91.62474823,22.18618584,91.67406464,473.7474365,
92.0008316,13.3656168,92.0215683,22.92990494,92.04292297,30.08001709,92.06324768,24.49199867,92.08364105,33.61447144,92.10398102,31.73773384,92.12533569,23.37694359,92.17558289,458.7305298,
92.5008316,11.33663845,92.52141571,24.89203835,92.54193878,33.46299744,92.56289673,26.770401,92.58414459,28.92339325,92.60456848,32.9064064,92.62573242,18.14356422,92.6752243,460.8699951,
93.0008316,15.00012302,93.02098083,21.98945427,93.04214478,33.10206604,93.06264496,27.66875839,93.08389282,28.71201897,93.10423279,33.81101608,93.12473297,20.94620705,93.17427063,461.3597107,
93.5008316,14.91128254,93.52183533,30.77924347,93.54225159,33.28286743,93.56258392,29.62201309,93.58399963,24.75496292,93.60489655,28.43013,93.62508392,20.86203575,93.67358398,452.5436707,
94.0008316,13.05624199,94.0212326,22.76232719,94.04225159,32.13454819,94.06308746,28.33102226,94.08330536,28.81529045,94.10433197,32.01808929,94.12589264,19.69501305,94.1735611,466.3681335,
94.5008316,13.23812008,94.52164459,26.54824257,94.54256439,29.19636345,94.56372833,24.01625252,94.58426666,28.72037506,94.60475159,27.41036987,94.62574768,22.52571487,94.67458344,466.0799561,
95.0008316,11.86065578,95.02164459,25.78051567,95.04191589,30.2308445,95.06360626,27.57348442,95.08397675,31.54321671,95.10506439,31.74373055,95.12608337,18.65504265,95.17539978,454.6603699,
95.5008316,13.38465309,95.51998138,26.9432106,95.54108429,33.28448105,95.56200409,25.43917084,95.58289337,29.46316528,95.60339355,37.66553116,95.62389374,20.42303085,95.67256165,467.1117249,
96.0008316,14.63255787,96.02110291,25.49656868,96.04143524,30.50007248,96.06323242,29.97716713,96.08325195,29.85181999,96.10441589,34.34742355,96.12493134,18.65229988,96.1740799,476.1536865,
96.5008316,13.00250816,96.52072906,26.03854942,96.54191589,28.59406281,96.56247711,28.18736839,96.58322906,28.4093647,96.60423279,31.52939987,96.62491608,20.35892105,96.67481232,461.3684998,
97.0008316,13.61090755,97.02080536,26.97658157,97.04160309,31.69615173,97.06258392,28.48195648,97.08358765,29.00627708,97.10494232,31.06852341,97.12622833,17.63186646,97.17558289,465.1472778,
97.5008316,11.51113796,97.52064514,28.01264572,97.54173279,31.97901344,97.56175232,29.13217545,97.58300018,27.26336288,97.60400391,30.37675858,97.62439728,22.06653214,97.67272949,466.4165955,
98.0008316,14.37902164,98.02242279,28.64301872,98.04314423,29.01656723,98.06372833,29.48451042,98.08492279,26.93799973,98.1052475,30.51235008,98.12631226,20.53212929,98.17472839,448.4007874,
98.5008316,14.60929203,98.52172852,27.54226685,98.54292297,30.61850929,98.56324768,28.06593895,98.58433533,28.87184143,98.60489655,33.92687225,98.62556458,19.33229065,98.67456055,480.7280273,
99.0008316,16.08240509,99.02131653,29.12793541,99.0422287,33.49973297,99.06331635,25.40747833,99.0837326,30.55501938,99.10456848,33.84924698,99.12558746,18.26757622,99.17372894,460.8299561,
99.5008316,13.7705574,99.52072906,26.65011024,99.54174805,32.01520538,99.56272888,24.71893692,99.58308411,26.65338707,99.60441589,30.50627327,99.62566376,20.20724106,99.67292023,458.6598206,
100.0008316,14.42810917,100.0204163,24.28824997,100.0413971,30.25256729,100.0617523,31.85642815,100.083168,23.80479431,100.104393,33.54997253,100.1253967,22.59420776,100.1732483,466.0281982,
100.5008316,13.51688957,100.5204315,26.41196823,100.5406647,31.23532867,100.5615616,23.60525703,100.5826035,29.84693909,100.602829,34.68645477,100.6239166,20.83085251,100.6735992,457.909668,
101.0008316,17.39744186,101.0218964,30.41131401,101.0427704,35.20631409,101.064064,25.27603149,101.0849228,30.90096855,101.1051025,32.84353638,101.1268997,21.40193748,101.1757507,456.355835,
101.5008316,12.04376888,101.5208969,25.6423111,101.5408936,30.401474,101.5617523,27.26396942,101.5828934,28.31045532,101.6030579,31.58464622,101.6239166,16.80692482,101.6735001,469.2328491,
102.0008316,12.57234955,102.020668,25.47677612,102.0410614,31.66860771,102.062088,32.18206406,102.0823975,29.89999962,102.1032486,31.67173576,102.1242676,18.88800812,102.1737442,458.2983704,
102.5008316,12.99962711,102.522583,30.55205345,102.542923,34.8185997,102.5639801,24.20552826,102.5844193,27.77916336,102.6053925,31.8773613,102.6264191,20.67678642,102.6762543,459.6607971,
103.0008316,12.05202961,103.0221405,23.34179497,103.0432281,33.6138649,103.0642471,26.42957687,103.0845871,27.35739136,103.1055832,29.20067978,103.1266022,22.46742439,103.1749344,459.8800354,
103.5008316,12.46090412,103.5205612,25.54657364,103.5410843,33.67887878,103.5624161,29.82087898,103.583252,30.0216198,103.6036072,32.04030609,103.624733,18.58826447,103.6742477,450.0339661,
104.0008316,10.99795246,104.0213928,25.05460358,104.0423965,30.30227661,104.0637512,24.43642807,104.0844193,29.06337357,104.1055679,33.09873581,104.1267242,20.66286278,104.1748123,451.4990845,
104.5008316,11.93949413,104.5208054,25.24839592,104.5423965,33.03691483,104.5635834,24.6879406,104.5839157,26.17788124,104.6047516,30.87775803,104.6257477,22.31069374,104.6736526,464.5847778,
105.0008316,14.22963619,105.0220871,25.72550964,105.0422516,32.11347961,105.0633163,29.91222,105.0841446,28.93690872,105.1048126,30.54048157,105.1257324,19.12848282,105.1738968,450.4899597,
105.5008316,14.12443447,105.522438,25.13842201,105.5430832,33.25904083,105.5637512,26.83567619,105.5843964,26.87602234,105.6058884,33.97488403,105.6261673,21.33017349,105.6745605,468.8031616,
106.0008316,11.50134468,106.0202332,27.32162666,106.0410843,29.90075302,106.0621414,28.31498528,106.0828094,29.39250565,106.1045685,30.30524445,106.1246643,19.97002029,106.173996,460.6377869,
106.5008316,12.15946198,106.520668,26.33966827,106.5419998,33.09979248,106.5623932,25.93858337,106.5837479,27.57312202,106.604248,33.57146454,106.6259232,20.11311913,106.6743317,464.1318359,
107.0008316,14.92537308,107.0217285,25.29605675,107.0423355,32.94521713,107.0633163,29.6257267,107.0841446,30.73077011,107.1051025,33.93599319,107.1264954,20.8993206,107.1750031,461.7714844,
107.5008316,12.6114645,107.5210876,26.40744972,107.5422516,30.80792999,107.5636444,25.11616516,107.5842285,28.9642849,107.605835,32.80297852,107.6260681,21.94309998,107.675499,450.6200256,
108.0008316,12.79534721,108.0218124,28.3275795,108.0421066,28.57003403,108.0633316,27.19146729,108.0850601,27.71024513,108.1052475,35.47447586,108.1263962,19.57451057,108.1747284,433.9496765,
108.5008316,12.6649332,108.5212479,25.80709267,108.5414352,32.08543015,108.5623932,27.64016151,108.5837326,25.76157761,108.6050644,33.90753174,108.6257324,22.09796333,108.6740646,472.4103394,
109.0008316,10.81810379,109.0209961,26.19111252,109.0422287,31.55085373,109.062912,29.09437943,109.0837479,27.35292816,109.1051025,34.03836823,109.1254425,20.13210297,109.1747284,453.2973633,
109.5008316,11.69502544,109.520607,26.69673347,109.541832,32.02157974,109.5630646,27.84004593,109.5842285,30.35599899,109.6047516,33.26328278,109.6257477,20.473526,109.6740799,470.3012085,
110.0008316,11.17693615,110.0216446,25.49173164,110.0428925,30.83193588,110.0637512,25.95279884,110.0842514,31.41284752,110.1054382,33.19542313,110.1263123,20.83232498,110.1747284,439.7015991,
110.5008316,12.92803955,110.5212479,24.92473221,110.5424805,29.69177818,110.5638962,28.50037193,110.5840836,26.93177795,110.6058884,33.5751152,110.6256027,21.31232643,110.6744003,458.6275024,
111.0008316,14.56597805,111.0214767,26.00224686,111.0417328,30.99714088,111.0627518,28.31390381,111.0837326,24.78220177,111.1048965,30.71249962,111.1255875,19.56574249,111.1742249,471.8876953,
111.5008316,14.57909489,111.5219421,24.64310074,111.542923,36.9919014,,,,,,,,,,,

Sample A1,
Sample A1
Collection Time: 22-Oct-24 2:10:28 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 22 Oct 02:10:28 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   0.5000
Stop time(min)                    120.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 22-Oct-24 1:54:40 PM
Method Modifications:
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 22-Oct-24 2:04:43 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 600.00, New: 515.00
Wellplate Samples Changed: 22-Oct-24 2:04:43 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A12;
PMT Volts Changed: 22-Oct-24 2:04:54 PM, Old:600, New:800
Emission PMT (V): Changed: 22-Oct-24 2:04:54 PM, Old: 600, New: 800
Cycle Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 1.0000, New:120.0000
End Method Modifications

Sample A2,
Sample A2
Collection Time: 22-Oct-24 2:10:28 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 22 Oct 02:10:28 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   0.5000
Stop time(min)                    120.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 22-Oct-24 1:54:40 PM
Method Modifications:
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 22-Oct-24 2:04:43 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 600.00, New: 515.00
Wellplate Samples Changed: 22-Oct-24 2:04:43 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A12;
PMT Volts Changed: 22-Oct-24 2:04:54 PM, Old:600, New:800
Emission PMT (V): Changed: 22-Oct-24 2:04:54 PM, Old: 600, New: 800
Cycle Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 1.0000, New:120.0000
End Method Modifications

Sample A3,
Sample A3
Collection Time: 22-Oct-24 2:10:28 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 22 Oct 02:10:28 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   0.5000
Stop time(min)                    120.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 22-Oct-24 1:54:40 PM
Method Modifications:
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 22-Oct-24 2:04:43 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 600.00, New: 515.00
Wellplate Samples Changed: 22-Oct-24 2:04:43 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A12;
PMT Volts Changed: 22-Oct-24 2:04:54 PM, Old:600, New:800
Emission PMT (V): Changed: 22-Oct-24 2:04:54 PM, Old: 600, New: 800
Cycle Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 1.0000, New:120.0000
End Method Modifications

Sample A4,
Sample A4
Collection Time: 22-Oct-24 2:10:28 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 22 Oct 02:10:28 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   0.5000
Stop time(min)                    120.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 22-Oct-24 1:54:40 PM
Method Modifications:
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 22-Oct-24 2:04:43 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 600.00, New: 515.00
Wellplate Samples Changed: 22-Oct-24 2:04:43 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A12;
PMT Volts Changed: 22-Oct-24 2:04:54 PM, Old:600, New:800
Emission PMT (V): Changed: 22-Oct-24 2:04:54 PM, Old: 600, New: 800
Cycle Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 1.0000, New:120.0000
End Method Modifications

Sample A5,
Sample A5
Collection Time: 22-Oct-24 2:10:28 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 22 Oct 02:10:28 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
Em. wavelength (nm)               515.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Averaging Time (s)                0.1000
Cycle time(min)                   0.5000
Stop time(min)                    120.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Comments:
Method Log     :
Method Name    : Default
Date/Time stamp: 22-Oct-24 1:54:40 PM
Method Modifications:
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 22-Oct-24 1:54:43 PM, Old:User defined, New:Overlay columns
Well plate reader Changed: 22-Oct-24 2:04:43 PM, Old:OFF, New:ON
Excitation Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 400.00, New: 495.00
Emission Wavelength Changed: 22-Oct-24 2:04:43 PM, Old: 600.00, New: 515.00
Wellplate Samples Changed: 22-Oct-24 2:04:43 PM, Old:, New:A1;A2;A3;A4;A5;A6;A7;A12;
PMT Volts Changed: 22-Oct-24 2:04:54 PM, Old:600, New:800
Emission PMT (V): Changed: 22-Oct-24 2:04:54 PM, Old: 600, New: 800
Cycle Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 0.0000, New: 0.5000
Stop Time 1 Changed: 22-Oct-24 2:10:24 PM, Old: 1.0000, New:120.0000
End Method Modifications

Sample A6,
Sample A6
Collection Time: 22-Oct-24 2:10:28 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Tue 22 Oct 02:10:28 PM 2024
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Ex. wavelength (nm)               495.00
