Sample M4,,
Time (min),Intensity (a.u.),
28.11416626,254.3568726,
28.11583519,287.7871704,
28.11750031,248.6376038,
28.11916733,253.1688995,
28.12083244,255.3210144,
28.12249947,252.1502533,
28.1241684,256.7021179,
28.12583351,249.0263977,
28.12750053,243.2377167,
28.12916756,240.9956818,
28.13083267,271.5646667,
28.1325016,259.9831543,
28.13416672,267.1738892,
28.13583374,264.2536011,
28.13750076,237.8692627,
28.13916588,256.4759827,
28.14083481,277.051178,
28.14249992,233.1341095,
28.14416695,266.0679626,
28.14583397,266.1659851,
28.14749908,259.4560852,
28.14916801,275.2668762,
28.15083504,236.7420197,
28.15250015,269.2003784,
28.15416718,236.6958618,
28.15583229,253.6239166,
28.15750122,282.5809326,
28.15916824,238.6768646,
28.16083336,244.7045593,
28.16250038,271.7584229,
28.1641655,235.8247375,
28.16583443,250.8526001,
28.16750145,254.2924194,
28.16916656,271.9865723,
28.17083359,281.8028564,
28.1724987,265.8651733,
28.17416763,257.645752,
28.17583466,251.6661224,
28.17749977,227.7263794,
28.17916679,251.144989,
28.18083382,267.8608398,
28.18250084,263.2383423,
28.18416786,245.3318939,
28.18583298,242.9895782,
28.1875,269.2143555,
28.18916702,257.5049133,
28.19083405,268.8342285,
28.19250107,265.6460876,
28.19416618,248.039032,
28.19583321,285.0189514,
28.19750023,249.7657166,
28.19916725,292.755249,
28.20083427,231.2462921,
28.2025013,252.1091614,
28.20416641,263.522644,
28.20583344,257.2210999,
28.20750046,265.6543274,
28.20916748,257.3829651,
28.2108345,254.8160095,
28.21249962,240.983017,
28.21416664,262.8410339,
28.21583366,241.0796967,
28.21750069,230.2660522,
28.21916771,257.3802185,
28.22083282,279.4121704,
28.22249985,244.1120453,
28.22416878,277.9465942,
28.22583389,231.2093658,
28.22750092,264.2780151,
28.22916603,235.0511932,
28.23083305,233.1217346,
28.23250198,282,
28.2341671,274.2096558,
28.23583412,268.6117249,
28.23749924,235.808197,
28.23916626,255.2765198,
28.24083519,223.4483185,
28.24250031,268.3357544,
28.24416733,277.9220886,
28.24583244,251.0572815,
28.24749947,259.4470825,
28.2491684,258.0412292,
28.25083351,276.3936768,
28.25250053,253.3454132,
28.25416756,243.3887787,
28.25583267,286.5835876,
28.2575016,264.7104187,
28.25916672,261.453064,
28.26083374,239.2138824,
28.26250076,241.2457886,
28.26416588,263.0587463,
28.26583481,252.533844,
28.26749992,269.369812,
28.26916695,249.287735,
28.27083397,278.7083435,
28.27249908,262.8365784,
28.27416801,271.7251892,
28.27583504,275.7007446,
28.27750015,238.7073517,
28.27916718,272.2462769,
28.28083229,285.4829102,
28.28250122,260.8291016,
28.28416824,254.0446167,
28.28583336,264.899353,
28.28750038,236.0123291,
28.2891655,250.1701355,
28.29083443,279.2409973,
28.29250145,240.6476135,
28.29416656,242.5115814,
28.29583359,240.4298096,
28.2974987,253.305542,
28.29916763,278.6220093,
28.30083466,267.0228882,
28.30249977,254.713501,
28.30416679,258.6019287,
28.30583382,267.4982605,
28.30750084,232.9763489,
28.30916786,260.4327698,
28.31083298,250.9705048,
28.3125,270.0292969,
28.31416702,224.2903595,
28.31583405,275.1116638,
28.31750107,275.8465576,
28.31916618,273.2106628,
28.32083321,242.2711945,
28.32250023,267.7458801,
28.32416725,268.2406311,
28.32583427,288.3263245,
28.3275013,255.2927551,
28.32916641,228.9502411,
28.33083344,254.7731628,
28.33250046,303.2837524,
28.33416748,259.011261,
28.3358345,249.0288544,
28.33749962,242.6652527,
28.33916664,262.1047974,
28.34083366,254.7518921,
28.34250069,254.757019,
28.34416771,285.5566101,
28.34583282,264.8585815,
28.34749985,254.7971802,
28.34916878,271.7579041,
28.35083389,256.6329041,
28.35250092,245.8220673,
28.35416603,262.9177246,
28.35583305,255.1132507,
28.35750198,279.7526245,
28.3591671,225.6964264,
28.36083412,287.9556885,
28.36249924,258.3678589,
28.36416626,276.89505,
28.36583519,253.9898987,
28.36750031,261.3527832,
28.36916733,266.1659851,
28.37083244,253.1830597,
28.37249947,278.2500305,
28.3741684,257.5110779,
28.37583351,279.82724,
28.37750053,251.3268127,
28.37916756,233.2723236,
28.38083267,257.1180725,
28.3825016,259.9323425,
28.38416672,264.9989929,
28.38583374,216.2196045,
28.38750076,242.8646088,
28.38916588,246.2804718,
28.39083481,250.2581024,
28.39249992,260.4586487,
28.39416695,244.9430237,
28.39583397,233.3235168,
28.39749908,254.3875427,
28.39916801,261.0322571,
28.40083504,253.0201569,
28.40250015,253.7575531,
28.40416718,256.9170532,
28.40583229,255.8990173,
28.40750122,258.1977539,
28.40916824,254.7596436,
28.41083336,264.138092,
28.41250038,259.5995483,
28.4141655,261.1767883,
28.41583443,257.6346436,
28.41750145,281.8869324,
28.41916656,249.161499,
28.42083359,242.5731812,
28.4224987,262.8184814,
28.42416763,251.2334442,
28.42583466,260.6686401,
28.42749977,236.6044769,
28.42916679,258.6022339,
28.43083382,266.8574219,
28.43250084,259.6598511,
28.43416786,249.9808807,
28.43583298,261.429657,
28.4375,237.3152313,
28.43916702,273.9577332,
28.44083405,263.35495,
28.44250107,269.1862183,
28.44416618,268.6094971,
28.44583321,258.3727417,
28.44750023,240.6796417,
28.44916725,255.6478577,
28.45083427,255.5453186,
28.4525013,248.8868713,
28.45416641,245.6675873,
28.45583344,246.1113892,
28.45750046,248.2830048,
28.45916748,233.6735077,
28.4608345,272.1285095,
28.46249962,233.0778503,
28.46416664,260.1971741,
28.46583366,257.1732178,
28.46750069,229.8717651,
28.46916771,283.2607117,
28.47083282,273.0180969,
28.47249985,266.105072,
28.47416878,274.6400452,
28.47583389,262.715271,
28.47750092,275.7867126,
28.47916603,276.4044495,
28.48083305,279.0370483,
28.48250198,262.7848206,
28.4841671,257.1625977,
28.48583412,238.8500671,
28.48749924,237.45224,
28.48916626,268.2758179,
28.49083519,260.467865,
28.49250031,281.3380127,
28.49416733,270.1057434,
28.49583244,244.1864166,
28.49749947,248.1862488,
28.4991684,259.7564087,
28.50083351,244.4275055,
28.50250053,231.8805389,
28.50416756,296.8866882,
28.50583267,251.5857086,
28.5075016,266.0679626,
28.50916672,252.1669159,
28.51083374,271.8770447,
28.51250076,219.8783112,
28.51416588,247.8904419,
28.51583481,267.559967,
28.51749992,263.395752,
28.51916695,245.5416412,
28.52083397,241.5509796,
28.52249908,238.4628906,
28.52416801,263.9595337,
28.52583504,269.2165833,
28.52750015,236.7512512,
28.52916718,288.5678101,
28.53083229,242.0548096,
28.53250122,268.1439819,
28.53416824,257.0164185,
28.53583336,229.6830902,
28.53750038,292.5757751,
28.5391655,291.3205261,
28.54083443,305.1781921,
28.54250145,268.0917358,
28.54416656,227.9740448,
28.54583359,243.862381,
28.5474987,257.954071,
28.54916763,268.0603943,
28.55083466,265.6420898,
28.55249977,256.0034485,
28.55416679,246.5844116,
28.55583382,236.6482697,
28.55750084,266.9255371,
28.55916786,235.7736206,
28.56083298,283.3866272,
28.5625,288.3224792,
28.56416702,241.0736694,
28.56583405,250.7217712,
28.56750107,249.5300903,
28.56916618,266.8070679,
28.57083321,258.3905945,
28.57250023,247.4133148,
28.57416725,275.5606995,
28.57583427,268.5128784,
28.5775013,237.2952728,
28.57916641,274.3111572,
28.58083344,255.5886841,
28.58250046,260.0730286,
28.58416748,283.0874329,
28.5858345,232.5852203,
28.58749962,267.807251,
28.58916664,247.447113,
28.59083366,256.1039124,
28.59250069,231.9837646,
28.59416771,266.7605591,
28.59583282,240.8022919,
28.59749985,264.5445251,
28.59916878,265.9434509,
28.60083389,267.4715271,
28.60250092,273.5543823,
28.60416603,259.5071716,
28.60583305,257.4139404,
28.60750198,249.9364166,
28.6091671,227.83638,
28.61083412,265.3571777,
28.61249924,259.2366028,
28.61416626,265.0559387,
28.61583519,223.4932098,
28.61750031,244.9306793,
28.61916733,260.5796509,
28.62083244,248.8886566,
28.62249947,242.6934052,
28.6241684,227.0006866,
28.62583351,253.6287231,
28.62750053,275.3120422,
28.62916756,270.3529663,
28.63083267,248.3933105,
28.6325016,239.4210052,
28.63416672,251.6568146,
28.63583374,254.3875427,
28.63750076,281.8008728,
28.63916588,230.2267609,
28.64083481,235.9159241,
28.64249992,255.0529175,
28.64416695,261.6321716,
28.64583397,240.3653564,
28.64749908,279.0796814,
28.64916801,250.7234039,
28.65083504,258.2622986,
28.65250015,244.282196,
28.65416718,275.4460754,
28.65583229,266.9255371,
28.65750122,229.6158752,
28.65916824,274.6967163,
28.66083336,274.3268127,
28.66250038,246.0142059,
28.6641655,254.6753235,
28.66583443,262.2158813,
28.66750145,257.8605347,
28.66916656,246.4147186,
28.67083359,260.9039612,
28.6724987,258.7440796,
28.67416763,266.5053406,
28.67583466,224.0643158,
28.67749977,229.4516754,
28.67916679,256.7716675,
28.68083382,244.3109589,
28.68250084,243.1700287,
28.68416786,237.7850494,
28.68583298,252.7147064,
28.6875,252.8155975,
28.68916702,289.9792786,
28.69083405,266.2432251,
28.69250107,231.6804199,
28.69416618,247.4684753,
28.69583321,271.0271301,
28.69750023,260.5050049,
28.69916725,240.4482117,
28.70083427,267.3754578,
28.7025013,265.1591797,
28.70416641,248.2565002,
28.70583344,239.4539337,
28.70750046,254.5737762,
28.70916748,252.4158173,
28.7108345,258.6455078,
28.71249962,269.1471558,
28.71416664,302.8093567,
28.71583366,225.2888641,
28.71750069,242.1313019,
28.71916771,225.3383636,
28.72083282,268.2165222,
28.72249985,275.0291748,
28.72416878,244.0327301,
28.72583389,247.8648071,
28.72750092,248.2404633,
28.72916603,263.8233643,
28.73083305,270.3036194,
28.73250198,303.1741028,
28.7341671,254.9767456,
28.73583412,276.6610413,
28.73749924,257.2382813,
28.73916626,224.4061584,
28.74083519,238.7974396,
28.74250031,246.681427,
28.74416733,252.9344788,
28.74583244,264.8890381,
28.74749947,268.2483215,
28.7491684,254.2737579,
28.75083351,251.2149048,
28.75250053,236.42453,
28.75416756,234.5310211,
28.75583267,282.3531189,
28.7575016,267.6514282,
28.75916672,260.3434448,
28.76083374,251.5936127,
28.76250076,261.6012878,
28.76416588,264.0110474,
28.76583481,264.7843933,
28.76749992,252.7630157,
28.76916695,284.214325,
28.77083397,267.0037231,
28.77249908,246.8411407,
28.77416801,255.8139343,
28.77583504,238.3742371,
28.77750015,271.6711121,
28.77916718,280.7192078,
28.78083229,242.0637512,
28.78250122,264.4353943,
28.78416824,278.0982056,
28.78583336,240.5540009,
28.78750038,271.7121887,
28.7891655,257.1356201,
28.79083443,238.6996613,
28.79250145,268.8123474,
28.79416656,258.8534851,
28.79583359,264.5232239,
28.7974987,267.6112671,
28.79916763,245.684845,
28.80083466,227.5532684,
28.80249977,266.307373,
28.80416679,255.5834351,
28.80583382,252.1694794,
28.80750084,236.3233032,
28.80916786,241.6190186,
28.81083298,263.8320618,
28.8125,236.7236481,
28.81416702,234.1828003,
28.81583405,261.4056396,
28.81750107,263.2736816,
28.81916618,257.9458618,
28.82083321,232.0485382,
28.82250023,248.2512054,
28.82416725,247.2905731,
28.82583427,264.3772888,
28.8275013,254.2928314,
28.82916641,231.6909332,
28.83083344,251.9420013,
28.83250046,277.5693359,
28.83416748,245.9429932,
28.8358345,287.5954895,
28.83749962,268.6978455,
28.83916664,244.5137939,
28.84083366,240.0301819,
28.84250069,242.2954102,
28.84416771,290.9057617,
28.84583282,248.0593567,
28.84749985,248.9825592,
28.84916878,234.6057434,
28.85083389,258.543457,
28.85250092,244.0921478,
28.85416603,237.4795837,
28.85583305,268.4851379,
28.85750198,249.287735,
28.8591671,245.5243378,
28.86083412,246.4149475,
28.86249924,242.3482971,
28.86416626,293.0301208,
28.86583519,252.5453491,
28.86750031,234.6193848,
28.86916733,243.0949097,
28.87083244,270.9474487,
28.87249947,288.4047852,
28.8741684,246.7133942,
28.87583351,278.3465881,
28.87750053,273.5137024,
28.87916756,266.2598267,
28.88083267,242.078125,
28.8825016,252.7929993,
28.88416672,268.5640564,
28.88583374,276.3600769,
28.88750076,235.8795319,
28.88916588,249.4494476,
28.89083481,254.2292633,
28.89249992,257.5177917,
28.89416695,260.5329895,
28.89583397,237.1932373,
28.89749908,245.6825256,
28.89916801,257.8460693,
28.90083504,252.7168579,
28.90250015,260.939209,
28.90416718,266.2817993,
28.90583229,251.1489258,
28.90750122,229.5844879,
28.90916824,232.2933044,
28.91083336,235.991684,
28.91250038,247.5737762,
28.9141655,257.4425354,
28.91583443,252.0556641,
28.91750145,261.4826965,
28.91916656,253.4490051,
28.92083359,234.6882477,
28.9224987,251.5251465,
28.92416763,256.7021179,
28.92583466,240.2404327,
28.92749977,254.9976807,
28.92916679,259.0319214,
28.93083382,248.8317108,
28.93250084,285.6383667,
28.93416786,305.2964783,
28.93583298,259.1434937,
28.9375,266.6664734,
28.93916702,264.228363,
28.94083405,235.4746094,
28.94250107,217.940979,
28.94416618,242.5639343,
28.94583321,271.3829651,
28.94750023,249.5622864,
28.94916725,229.1078796,
28.95083427,254.8985291,
28.9525013,277.3811646,
28.95416641,249.5821228,
28.95583344,263.8026123,
28.95750046,252.8123779,
28.95916748,272.2782593,
28.9608345,242.8846893,
28.96249962,253.5928955,
28.96416664,289.8772278,
28.96583366,264.6731567,
28.96750069,255.0121155,
28.96916771,283.1056519,
28.97083282,262.3288879,
28.97249985,249.4481964,
28.97416878,261.8161926,
28.97583389,251.7252502,
28.97750092,241.5233765,
28.97916603,236.6279907,
28.98083305,234.2427673,
28.98250198,246.1468964,
28.9841671,253.9608917,
28.98583412,246.9584656,
28.98749924,263.3435059,
28.98916626,248.7878113,
28.99083519,242.2198029,
28.99250031,236.5213623,
28.99416733,248.3456573,
28.99583244,261.7432251,
28.99749947,256.8172607,
28.9991684,248.1529083,
29.00083351,248.4889984,
29.00250053,240.337204,
29.00416756,270.8444824,
29.00583267,261.532135,
29.0075016,259.8917847,
29.00916672,253.9650726,
29.01083374,257.7485352,
29.01250076,275.7101746,
29.01416588,240.7199402,
29.01583481,231.2689667,
29.01749992,250.5253143,
29.01916695,260.2666626,
29.02083397,262.4857178,
29.02249908,256.4144897,
29.02416801,262.3888245,
29.02583504,265.8220825,
29.02750015,253.5280457,
29.02916718,252.6212769,
29.03083229,226.2010956,
29.03250122,254.0691986,
29.03416824,254.6724243,
29.03583336,267.9598389,
29.03750038,281.9160461,
29.0391655,268.4727783,
29.04083443,230.5387268,
29.04250145,241.663147,
29.04416656,255.802887,
29.04583359,250.6875916,
29.0474987,270.2615662,
29.04916763,270.4344788,
29.05083466,264.081604,
29.05249977,292.2084656,
29.05416679,242.4108887,
29.05583382,241.6356354,
29.05750084,290.4041748,
29.05916786,238.1268005,
29.06083298,262.3958435,
29.0625,262.8563232,
29.06416702,242.4098358,
29.06583405,248.9761658,
29.06750107,247.2607422,
29.06916618,236.9562683,
29.07083321,265.3567505,
29.07250023,227.3152161,
29.07416725,243.9651642,
29.07583427,262.7594299,
29.0775013,273.2245483,
29.07916641,230.7770691,
29.08083344,274.9914246,
29.08250046,242.4423981,
29.08416748,277.2474365,
29.0858345,235.144928,
29.08749962,242.8282318,
29.08916664,275.530426,
29.09083366,240.1388702,
29.09250069,256.3351746,
29.09416771,239.9499664,
29.09583282,251.3762512,
29.09749985,237.6523743,
29.09916878,249.8049316,
29.10083389,256.4894714,
29.10250092,269.7780151,
29.10416603,242.3729248,
29.10583305,285.8078613,
29.10750198,273.0904541,
29.1091671,238.1481018,
29.11083412,257.9406128,
29.11249924,273.1162415,
29.11416626,247.6564331,
29.11583519,257.1732483,
29.11750031,244.5791626,
29.11916733,245.4379883,
29.12083244,274.4799805,
29.12249947,272.5267029,
29.1241684,258.4663086,
29.12583351,279.8628845,
29.12750053,247.5134583,
29.12916756,246.7712097,
29.13083267,274.8452454,
29.1325016,260.8808899,
29.13416672,260.4360046,
29.13583374,234.2335052,
29.13750076,264.0964661,
29.13916588,217.3572083,
29.14083481,252.5870361,
29.14249992,253.7236633,
29.14416695,259.3147888,
29.14583397,262.2019653,
29.14749908,252.7779846,
29.14916801,252.6722717,
29.15083504,243.413147,
29.15250015,252.2523041,
29.15416718,231.7025909,
29.15583229,259.2727051,
29.15750122,246.7444305,
29.15916824,252.5225983,
29.16083336,262.6746521,
29.16250038,242.5111237,
29.1641655,287.9134216,
29.16583443,235.945755,
29.16750145,266.0130615,
29.16916656,256.180481,
29.17083359,291.5765076,
29.1724987,267.4633484,
29.17416763,264.9682922,
29.17583466,250.7205505,
29.17749977,266.4342041,
29.17916679,244.5105896,
29.18083382,261.0766296,
29.18250084,259.6856995,
29.18416786,248.3908081,
29.18583298,252.0964966,
29.1875,258.5279236,
29.18916702,224.9701385,
29.19083405,280.8283081,
29.19250107,253.9403381,
29.19416618,276.8798523,
29.19583321,248.2353516,
29.19750023,260.4023132,
29.19916725,276.3828735,
29.20083427,260.230957,
29.2025013,235.1480408,
29.20416641,248.6862946,
29.20583344,249.0307007,
29.20750046,266.6687927,
29.20916748,260.2062378,
29.2108345,251.9603577,
29.21249962,253.6685638,
29.21416664,268.5351563,
29.21583366,249.4389038,
29.21750069,279.8937988,
29.21916771,279.4852905,
29.22083282,276.8831482,
29.22249985,285.1433411,
29.22416878,268.5283813,
29.22583389,250.2268982,
29.22750092,239.489502,
29.22916603,242.056076,
29.23083305,263.4487305,
29.23250198,255.7634888,
29.2341671,237.2042236,
29.23583412,259.8458252,
29.23749924,274.2911377,
29.23916626,253.5471191,
29.24083519,247.7751923,
29.24250031,241.8448944,
29.24416733,270.1429749,
29.24583244,267.3032227,
29.24749947,245.0372925,
29.2491684,244.4121094,
29.25083351,232.6469574,
29.25250053,241.7957001,
29.25416756,236.5273895,
29.25583267,250.8863983,
29.2575016,251.5753632,
29.25916672,266.9769897,
29.26083374,239.6179962,
29.26250076,259.4572144,
29.26416588,238.7252808,
29.26583481,259.7465515,
29.26749992,263.0811768,
29.26916695,263.1004028,
29.27083397,242.5542755,
29.27249908,248.5402832,
29.27416801,268.0237732,
29.27583504,254.6800537,
29.27750015,254.4973602,
29.27916718,263.1360474,
29.28083229,244.666275,
29.28250122,252.0596008,
29.28416824,241.4975891,
29.28583336,244.6943817,
29.28750038,244.5328369,
29.2891655,263.8592834,
29.29083443,254.4924164,
29.29250145,277.3709717,
29.29416656,275.7032776,
29.29583359,266.7492981,
29.2974987,268.5447388,
29.29916763,261.8981323,
29.30083466,247.0763245,
29.30249977,257.101532,
29.30416679,268.153595,
29.30583382,249.675354,
29.30750084,276.122467,
29.30916786,256.9131165,
29.31083298,228.5716858,
29.3125,232.4240112,
29.31416702,253.6044922,
29.31583405,278.9481812,
29.31750107,249.7950134,
29.31916618,268.7062988,
29.32083321,239.4883423,
29.32250023,249.7696686,
29.32416725,253.6222839,
29.32583427,275.8210144,
29.3275013,270.2213745,
29.32916641,259.7727966,
29.33083344,283.3365173,
29.33250046,274.8647461,
29.33416748,236.817627,
29.3358345,233.943161,
29.33749962,279.4045715,
29.33916664,248.3976288,
29.34083366,269.6564026,
29.34250069,254.6599121,
29.34416771,242.0176697,
29.34583282,226.5180664,
29.34749985,258.2036743,
29.34916878,256.577179,
29.35083389,256.18927,
29.35250092,283.6870422,
29.35416603,290.7129517,
29.35583305,246.6566315,
29.35750198,290.4687195,
29.3591671,258.9279175,
29.36083412,258.2736816,
29.36249924,253.0026855,
29.36416626,262.9427795,
29.36583519,257.6998596,
29.36750031,248.3458862,
29.36916733,248.4904022,
29.37083244,264.3829041,
29.37249947,259.6180115,
29.3741684,230.2567291,
29.37583351,252.2167358,
29.37750053,249.4691467,
29.37916756,260.8624268,
29.38083267,276.5454712,
29.3825016,239.9492188,
29.38416672,246.1073456,
29.38583374,255.2063904,
29.38750076,280.1321411,
29.38916588,271.7244263,
29.39083481,232.6801605,
29.39249992,243.0207367,
29.39416695,286.9188538,
29.39583397,243.1523438,
29.39749908,258.7554016,
29.39916801,270.3207703,
29.40083504,253.6841736,
29.40250015,249.4182434,
29.40416718,257.334137,
29.40583229,261.2696838,
29.40750122,261.9598694,
29.40916824,264.2717896,
29.41083336,232.3555756,
29.41250038,284.9090576,
29.4141655,273.95224,
29.41583443,241.4584656,
29.41750145,263.3943787,
29.41916656,287.2067566,
29.42083359,265.5526733,
29.4224987,276.7339172,
29.42416763,250.8404694,
29.42583466,251.374115,
29.42749977,240.4676666,
29.42916679,255.757843,
29.43083382,270.930603,
29.43250084,232.5431824,
29.43416786,247.2693481,
29.43583298,255.6029053,
29.4375,265.407959,
29.43916702,288.5527344,
29.44083405,233.7356415,
29.44250107,241.1092529,
29.44416618,258.3529053,
29.44583321,240.5572815,
29.44750023,255.6011353,
29.44916725,259.6184998,
29.45083427,268.9824219,
29.4525013,231.4758148,
29.45416641,251.2794952,
29.45583344,274.4789734,
29.45750046,241.5898285,
29.45916748,253.3785553,
29.4608345,240.8712616,
29.46249962,237.4668732,
29.46416664,262.9048462,
29.46583366,254.9667358,
29.46750069,270.381073,
29.46916771,228.7901154,
29.47083282,245.7728271,
29.47249985,253.6929169,
29.47416878,253.1758728,
29.47583389,252.8650055,
29.47750092,246.8256531,
29.47916603,256.8544922,
29.48083305,261.8663635,
29.48250198,238.661087,
29.4841671,256.8881226,
29.48583412,248.190918,
29.48749924,276.7012634,
29.48916626,239.3175354,
29.49083519,254.8517456,
29.49250031,278.7157288,
29.49416733,276.3930359,
29.49583244,241.1625214,
29.49749947,252.7939301,
29.4991684,238.1334076,
29.50083351,244.9430237,
29.50250053,241.2586212,
29.50416756,236.3057556,
29.50583267,257.5572815,
29.5075016,246.6905518,
29.50916672,244.3641052,
29.51083374,250.0741119,
29.51250076,280.7741699,
29.51416588,254.3951721,
29.51583481,234.3422089,
29.51749992,262.5690308,
29.51916695,275.0603638,
29.52083397,251.7559967,
29.52249908,246.8335724,
29.52416801,253.0012054,
29.52583504,273.2910767,
29.52750015,233.7601166,
29.52916718,245.4528961,
29.53083229,269.5716553,
29.53250122,249.2189941,
29.53416824,251.144989,
29.53583336,258.2417908,
29.53750038,246.3880463,
29.5391655,266.4078064,
29.54083443,274.8579407,
29.54250145,238.2372894,
29.54416656,259.4391479,
29.54583359,270.6140137,
29.5474987,237.0258636,
29.54916763,218.1403198,
29.55083466,268.2251282,
29.55249977,267.7471619,
29.55416679,241.1508179,
29.55583382,265.6307373,
29.55750084,269.8800659,
29.55916786,283.5879517,
29.56083298,245.8636169,
29.5625,276.4260254,
29.56416702,264.6785889,
29.56583405,235.2562103,
29.56750107,245.3806,
29.56916618,259.1184387,
29.57083321,270.7706909,
29.57250023,259.3995056,
29.57416725,263.8809204,
29.57583427,272.4819641,
29.5775013,242.4335175,
29.57916641,270.6455078,
29.58083344,255.1831055,
29.58250046,273.6426086,
29.58416748,257.6017456,
29.5858345,243.6914825,
29.58749962,266.1535339,
29.58916664,254.6705627,
29.59083366,273.8419495,
29.59250069,232.4477081,
29.59416771,232.8197021,
29.59583282,294.3186646,
29.59749985,222.2612152,
29.59916878,245.7471466,
29.60083389,246.7041168,
29.60250092,267.9353638,
29.60416603,255.3283691,
29.60583305,248.9798889,
29.60750198,266.5405579,
29.6091671,228.9950867,
29.61083412,281.4260864,
29.61249924,249.415802,
29.61416626,255.9832764,
29.61583519,242.724472,
29.61750031,257.1829224,
29.61916733,251.3717651,
29.62083244,234.1756134,
29.62249947,246.1113434,
29.6241684,242.3171082,
29.62583351,251.4914703,
29.62750053,263.4697876,
29.62916756,275.918457,
29.63083267,265.7863464,
29.6325016,249.6811371,
29.63416672,267.6492004,
29.63583374,235.6228333,
29.63750076,251.8946075,
29.63916588,223.6757202,
29.64083481,250.4078674,
29.64249992,249.2194672,
29.64416695,240.0712433,
29.64583397,250.9704132,
29.64749908,276.5437012,
29.64916801,240.5479431,
29.65083504,274.0867004,
29.65250015,269.669281,
29.65416718,242.0818329,
29.65583229,264.9582214,
29.65750122,239.1846619,
29.65916824,255.5993958,
29.66083336,220.0383911,
29.66250038,257.3027039,
29.6641655,255.7804871,
29.66583443,273.3216553,
29.66750145,233.3275299,
29.66916656,242.4147644,
29.67083359,273.9827881,
29.6724987,245.5180054,
29.67416763,268.3405762,
29.67583466,258.3178101,
29.67749977,261.8555603,
29.67916679,251.9394073,
29.68083382,281.8551025,
29.68250084,240.3400726,
29.68416786,264.9398193,
29.68583298,255.052887,
29.6875,256.6307678,
29.68916702,264.4306946,
29.69083405,241.5843201,
29.69250107,272.2131348,
29.69416618,271.0908813,
29.69583321,240.7449493,
29.69750023,312.076355,
29.69916725,239.1240692,
29.70083427,264.3267822,
29.7025013,270.2327881,
29.70416641,261.8275452,
29.70583344,250.4894562,
29.70750046,263.2124634,
29.70916748,279.9614868,
29.7108345,266.432251,
29.71249962,260.8493958,
29.71416664,266.0470886,
29.71583366,252.194931,
29.71750069,262.7119141,
29.71916771,255.1893311,
29.72083282,234.8194885,
29.72249985,266.2875671,
29.72416878,241.1036224,
29.72583389,275.6593628,
29.72750092,254.1091614,
29.72916603,225.7076111,
29.73083305,270.0520325,
29.73250198,270.018219,
29.7341671,284.0393677,
29.73583412,243.8327026,
29.73749924,271.3648987,
29.73916626,256.3395996,
29.74083519,269.4177246,
29.74250031,257.6878357,
29.74416733,260.0690308,
29.74583244,249.7728271,
29.74749947,268.776062,
29.7491684,249.7207031,
29.75083351,239.6761627,
29.75250053,288.1939697,
29.75416756,222.5298615,
29.75583267,260.2085571,
29.7575016,252.4158173,
29.75916672,252.1587219,
29.76083374,265.7622375,
29.76250076,287.0916443,
29.76416588,267.7477417,
29.76583481,273.910675,
29.76749992,271.0785522,
29.76916695,235.6383514,
29.77083397,250.7516632,
29.77249908,257.1263123,
29.77416801,247.8057251,
29.77583504,254.2649384,
29.77750015,234.5729828,
29.77916718,234.2641754,
29.78083229,235.9027557,
29.78250122,242.386322,
29.78416824,289.2903442,
29.78583336,236.8647461,
29.78750038,246.3567505,
29.7891655,228.006073,
29.79083443,247.8141174,
29.79250145,240.6511688,
29.79416656,241.3253479,
29.79583359,238.9431305,
29.7974987,246.0782166,
29.79916763,248.490509,
29.80083466,243.0344086,
29.80249977,242.9285278,
29.80416679,276.6998291,
29.80583382,260.4529114,
29.80750084,255.7971497,
29.80916786,239.7927094,
29.81083298,233.3136139,
29.8125,256.4216614,
29.81416702,220.6631622,
29.81583405,217.8691254,
29.81750107,270.7505188,
29.81916618,251.850708,
29.82083321,210.6282043,
29.82250023,282.4984436,
29.82416725,260.2814331,
29.82583427,292.7200928,
29.8275013,260.3878479,
29.82916641,251.8547974,
29.83083344,283.934021,
29.83250046,258.9745178,
29.83416748,257.2481079,
29.8358345,279.0390015,
29.83749962,270.7279053,
29.83916664,268.7604065,
29.84083366,249.5039825,
29.84250069,236.7515564,
29.84416771,263.1100159,
29.84583282,274.6813049,
29.84749985,243.4541931,
29.84916878,265.8161011,
29.85083389,261.9328003,
29.85250092,237.6829834,
29.85416603,293.6454468,
29.85583305,254.888855,
29.85750198,270.4898987,
29.8591671,247.1813049,
29.86083412,261.0602722,
29.86249924,252.194931,
29.86416626,239.6107635,
29.86583519,263.9558716,
29.86750031,233.9549103,
29.86916733,264.9722595,
29.87083244,256.1836853,
29.87249947,252.4733124,
29.8741684,250.3583527,
29.87583351,252.0676422,
29.87750053,252.4608612,
29.87916756,213.1623077,
29.88083267,258.3934631,
29.8825016,259.7465515,
29.88416672,233.8391724,
29.88583374,277.7805176,
29.88750076,254.8814697,
29.88916588,269.3008118,
29.89083481,271.2223816,
29.89249992,270.0240479,
29.89416695,255.9452209,
29.89583397,236.3957214,
29.89749908,266.3694763,
29.89916801,275.5969238,
29.90083504,237.4695587,
29.90250015,251.989624,
29.90416718,270.9961243,
29.90583229,247.8940125,
29.90750122,276.9467163,
29.90916824,259.117218,
29.91083336,241.1331787,
29.91250038,279.5852966,
29.9141655,261.2854004,
29.91583443,251.7335815,
29.91750145,254.9060974,
29.91916656,238.7483521,
