Sample E1_Ex465_Em530,,Sample E1_Ex465_Em590,,Sample E2_Ex465_Em530,,Sample E2_Ex465_Em590,,Sample E3_Ex465_Em530,,Sample E3_Ex465_Em590,,Sample E4_Ex465_Em530,,Sample E4_Ex465_Em590,,Sample E5_Ex465_Em530,,Sample E5_Ex465_Em590,,Sample E6_Ex465_Em530,,Sample E6_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
85.0008316,45.14543152,85.00475311,158.6210327,85.02573395,47.63360214,85.02964783,165.1857147,85.05085754,42.5760498,85.05477142,154.9354095,85.07618713,46.48480606,85.08010101,169.367569,85.10168457,44.48049927,85.10560608,151.7482147,85.12702179,47.77257538,85.1309433,160.1025848,
86.0008316,44.18166351,86.00475311,157.4950256,86.02668762,45.71031952,86.03060913,162.3334961,86.05201721,42.91350555,86.05593872,151.3078156,86.07735443,48.31842804,86.08127594,166.0155792,86.1028595,42.55077744,86.10677338,151.6656342,86.12785339,46.9776001,86.13176727,162.7174072,
87.0008316,45.08082962,87.00475311,156.3588409,87.02606964,47.40709686,87.02998352,164.7943573,87.05135345,42.11002731,87.05527496,153.3046875,87.07701874,48.09725952,87.08094025,166.5062103,87.10185242,42.28726959,87.1057663,150.8968201,87.12741852,46.3861618,87.1313324,159.9229126,
88.0008316,45.02090073,88.00476837,158.5340424,88.02685547,46.1190834,88.03076935,162.5115356,88.0526886,41.83848953,88.05661011,149.9458466,88.07791138,48.22390366,88.08183289,170.6163483,88.10118866,43.16118622,88.10510254,150.5473022,88.12585449,46.17375565,88.12976837,160.9965668,
89.0008316,45.11500168,89.00475311,155.1879578,89.02518463,45.85480881,89.02909851,164.1356506,89.05068207,44.80415344,89.05460358,152.2722473,89.07652283,48.75285339,89.08043671,170.4642792,89.10108185,43.80046463,89.10499573,150.6012878,89.12599945,46.95956802,89.12991333,162.1890717,
90.0008316,47.26335907,90.00475311,156.5265656,90.02672577,46.53261566,90.03064728,163.1543121,90.05143738,43.31007004,90.05532837,149.4949341,90.07707977,49.40413284,90.08100128,171.9651489,90.1020813,43.20752716,90.10599518,148.3168335,90.12722778,46.40111923,90.13114166,167.006485,
91.0008316,44.90966797,91.00475311,159.0272217,91.02668762,47.06085205,91.03060913,163.9502869,91.05166626,43.71839142,91.05558014,153.7756195,91.07741547,49.80115891,91.08132935,168.4875031,91.10250092,43.77174377,91.10641479,150.7309723,91.12734985,47.40724564,91.13127136,160.4467316,
92.0008316,45.68602753,92.00475311,154.1471558,92.02573395,45.45908356,92.02964783,162.009552,92.0510788,42.85071182,92.05500031,152.3835144,92.076828,48.81850052,92.08075714,169.1513672,92.1023941,43.1666832,92.10631561,150.1410065,92.12744141,45.86449051,92.1313324,162.1436157,
93.0008316,46.24395752,93.00475311,156.4173584,93.02685547,45.67976379,93.03076935,158.3966522,93.0515213,43.07504654,93.05543518,148.1226349,93.07652283,47.5958786,93.08043671,169.8047943,93.10205841,42.71062088,93.10597992,143.6519775,93.12718964,46.00647736,93.13110352,161.5015259,
94.0008316,44.89090347,94.00475311,153.0634918,94.02568054,47.04632187,94.02960968,164.5051727,94.05168152,42.85704041,94.05561066,149.3946686,94.07633209,49.47546005,94.08027649,168.6392212,94.10185242,43.52555466,94.1057663,152.9004822,94.12685394,46.71486282,94.13076782,163.3540039,
95.0008316,44.69322205,95.00475311,155.9414825,95.02518463,47.33634949,95.02909851,158.2020111,95.05036163,43.26661682,95.05427551,151.9702301,95.07552338,48.50841904,95.07943726,172.4559631,95.10118866,43.94029617,95.10510254,151.0108337,95.12625122,46.13439941,95.1301651,163.9075623,
96.0008316,45.25274658,96.00475311,156.4120483,96.02619171,47.15393066,96.03010559,164.0872955,96.05141449,42.88193512,96.05532837,152.5625153,96.07701874,47.35696411,96.08094025,172.5737305,96.10218811,43.11717987,96.10610199,151.0567474,96.12656403,47.10734177,96.13047791,165.3500977,
97.0008316,46.82476044,97.00475311,151.6137543,97.02583313,46.77986526,97.02975464,163.5102844,97.05166626,42.0321579,97.05558014,154.8947449,97.07658386,47.96883011,97.08049774,171.3514252,97.10205841,44.29633713,97.10597992,150.7188721,97.12739563,45.63178253,97.13131714,159.9707947,
98.0008316,45.96540833,98.00475311,155.6440735,98.02685547,46.88063431,98.03076935,160.6473694,98.05168152,45.04542923,98.05561066,151.5046539,98.07723236,49.39640045,98.08114624,169.4658203,98.10275269,44.12857437,98.10666656,153.1058807,98.12741852,46.58695984,98.1313324,163.0791779,
99.0008316,46.71985245,99.00475311,157.4762115,99.02555847,48.17780685,99.02947235,158.6397247,99.05036163,44.05879211,99.05427551,150.4412079,99.07618713,48.48207474,99.08010101,173.732193,99.10099792,43.59708023,99.1049118,152.8448486,99.1266861,46.41939926,99.1306076,162.3643188,
100.0008316,45.85789108,100.0047531,154.9483032,100.0270157,46.66524887,100.0309372,163.2666473,100.0516815,42.13005829,100.0556107,149.141449,100.0773926,48.70833588,100.0813141,171.1859741,100.1020203,44.10297775,100.1059418,149.5769196,100.1271896,45.25543213,100.1311035,160.6555328,
101.0008316,44.34937286,101.0047531,153.5605164,101.0262527,47.21272278,101.0301666,159.0298615,101.05159,42.8501358,101.0555038,152.0325775,101.076683,49.10902023,101.0806046,170.1324768,101.1023483,44.57644653,101.1062775,150.6654205,101.1278992,46.66786957,101.131813,159.3375244,
102.0008316,45.16278076,102.0047531,154.6581116,102.0259323,46.8509407,102.0298309,164.522522,102.0520172,42.85378265,102.0559387,150.2282715,102.0765228,48.24001694,102.0804367,170.793457,102.1018524,43.60553741,102.1057663,149.2664032,102.1268539,45.91376877,102.1307678,157.7524414,
103.0008316,45.09287643,103.0047531,157.3918457,103.0256805,46.08128738,103.0296097,161.554184,103.0503616,43.3219986,103.0542755,150.0214386,103.0761871,49.42346954,103.080101,166.9819183,103.1009216,42.985672,103.1048355,149.1936035,103.1256866,45.60135269,103.1296082,156.9010773,
104.0008316,44.99275208,104.0047684,152.4813995,104.0251846,44.52138901,104.0290985,161.0959778,104.0506821,42.64815521,104.0546036,150.8095703,104.0759354,49.66808319,104.079834,168.4738464,104.1011887,43.26236725,104.1051025,148.9429016,104.1269226,47.15540695,104.1308365,160.2190704,
105.0008316,45.42947388,105.0047531,155.3105469,105.0256805,46.11509323,105.0296097,157.378479,105.0508575,42.69945526,105.0547714,151.7120514,105.0763321,49.78451538,105.080246,172.0578003,105.1018524,42.18524551,105.1057663,150.8994293,105.1253586,45.12456894,105.1292725,159.7492065,
106.0008316,45.28447723,106.0047531,157.0335388,106.0263519,46.94556427,106.0302734,163.2672577,106.0513992,42.11641693,106.0553131,151.0688629,106.0768585,48.9270401,106.0807724,169.1124268,106.1025772,42.3364296,106.1064987,146.2419739,106.1268539,45.56905365,106.1307678,161.1941223,
107.0008316,46.03519058,107.0047531,155.7067413,107.0260162,46.14744568,107.0299377,161.759491,107.0510178,43.55606461,107.0549393,153.776413,107.0763474,49.67691422,107.0802765,166.5504608,107.1025238,43.39745331,107.1064377,147.8964844,107.1273346,45.63307953,107.1312485,157.2918396,
108.0008316,45.7438736,108.0047531,155.1809235,108.0250015,47.32812119,108.0289154,159.5314331,108.0507507,42.58704376,108.0546646,147.9016571,108.0760651,49.99321365,108.0799789,173.0640564,108.1015244,41.53637695,108.1054382,148.140564,108.1263351,44.69438553,108.130249,161.5661011,
109.0008316,45.5856514,109.0047531,153.094162,109.0256805,46.88293076,109.0296097,163.7983093,109.0510178,43.11471176,109.0549393,150.4629059,109.0761871,48.75434494,109.080101,169.1821442,109.1016846,42.84405899,109.1056061,146.6612549,109.1270599,46.15384674,109.1309814,160.4606781,
110.0008316,45.85425949,110.0047531,153.6708069,110.0263367,46.45419693,110.0302505,164.8232269,110.0517502,42.36598587,110.0556641,149.5668182,110.0773392,48.16824722,110.0812531,167.1823273,110.1006851,42.03998566,110.1046066,148.5452576,110.1263504,46.5859375,110.1302719,159.2580109,
111.0008316,45.53395844,111.0047684,156.0838928,111.0266876,46.62211609,111.0306091,162.3715363,111.0517273,41.74480438,111.0556488,152.1074524,111.0771866,49.05237961,111.0811005,170.297821,111.1018524,42.82369614,111.1057663,151.1972656,111.1281891,45.39030075,111.132103,161.2249603,
112.0008316,45.44099808,112.0047531,158.5061798,112.025856,45.26572418,112.0297699,160.9367828,112.0517502,42.93532944,112.0556641,151.3431854,112.0763474,48.17727661,112.0802765,168.9476624,112.1017761,42.76467514,112.1056671,148.9519196,112.1277542,46.01371384,112.1316681,158.7790833,
113.0008316,45.22152328,113.0047531,155.9510498,113.0251846,45.35253906,113.0290985,161.3239899,113.0491867,42.69570541,113.0531006,153.1985016,113.0746918,49.24519348,113.0786057,168.0428162,113.0994415,42.50653076,113.1033401,150.4199829,113.1250687,44.53082657,113.1289825,157.7837372,
114.0008316,45.31044769,114.0047531,153.2297058,114.0263367,47.96951675,114.0302505,159.3438873,114.0517502,44.76634216,114.0556641,151.8269501,114.0771866,48.83059311,114.0811005,172.7983246,114.1023941,42.26038361,114.1063156,149.443924,114.1285248,45.47293854,114.1324387,158.2736816,
115.0008316,45.33314514,115.0047531,153.7022247,115.0264435,45.52388,115.0303268,160.766449,115.0521088,43.56450272,115.0559998,153.0734558,115.0779114,48.48992157,115.0818329,169.8600159,115.1036682,43.41014481,115.1075821,148.1823578,115.1281891,46.89938736,115.132103,160.7044067,
116.0008316,45.15231323,116.0047531,152.3666992,116.0253601,45.82921982,116.029274,162.0558472,116.0508575,43.47793579,116.0547714,150.2567596,116.0763474,48.97831726,116.0802765,167.1767731,116.1010818,43.11082077,116.1049957,148.9519501,116.1271667,44.86730194,116.1310883,159.7335663,
117.0008316,46.74343491,117.0047531,156.7215271,117.0260162,46.69598389,117.0299377,162.7469788,117.0515213,43.28680038,117.0554352,148.7483826,117.076828,49.13658142,117.0807571,165.7157898,117.1015854,43.83161926,117.1054993,148.7978668,117.1268311,44.48330307,117.1307526,160.8987885,
118.0008316,44.90281677,118.0047531,155.3318634,118.0255203,48.24663925,118.0294342,158.7155457,118.0506821,42.73121643,118.0546036,154.3233032,118.0760803,48.68122482,118.0799942,168.2934723,118.1016846,43.46949005,118.1056061,149.9351807,118.127243,44.51402283,118.1311722,162.1545868,
119.0008316,45.28656769,119.0047684,153.9063721,119.0251846,47.60522079,119.0290985,161.4023132,119.0510178,42.80541992,119.0549393,152.3430023,119.0759354,49.03693771,119.079834,167.6199493,119.1012268,43.02748489,119.1051407,148.3522949,119.1266861,44.47390747,119.1306076,157.7502136,
120.0008316,46.26861191,120.0047684,155.6198273,120.0257492,46.05205917,120.0296631,161.1381531,120.0513992,42.87352371,120.0553131,147.0870972,120.0757294,48.36730194,120.0796432,167.9846039,120.1020203,42.98996735,120.1059418,150.9661102,120.1273346,45.37226486,120.1312485,158.6222534,
121.0008316,46.39233398,121.0047531,155.4730682,121.0261917,45.98949814,121.0301056,160.6000061,121.0510025,42.169487,121.0549164,150.0988464,121.0763474,47.83337021,121.0802765,166.6907196,121.1016846,43.61758423,121.1056061,150.4103699,121.1270218,44.34794998,121.1309433,159.440979,
122.0008316,44.88695145,122.0047531,154.2635193,122.0265656,45.53725815,122.0304794,161.4285583,122.0513535,43.35389328,122.055275,149.2696686,122.0771866,50.04414368,122.0811005,171.203949,122.1020203,42.71883011,122.1059418,149.1923218,122.1271057,46.26892471,122.1309967,156.8479004,
123.0008316,46.05727768,123.0047531,151.3591003,123.0256805,46.80867004,123.0296097,160.9263763,123.0510178,42.4677124,123.0549774,146.8114624,123.0764999,46.9161377,123.0804214,165.0371399,123.1010208,44.35569,123.1049423,151.0195313,123.1265182,45.6286087,123.1304398,157.5161896,
124.0008316,45.73371887,124.0047531,155.8177948,124.026413,45.69458771,124.0303268,158.9565735,124.0513535,42.55108643,124.055275,150.8540344,124.0772476,49.28316116,124.0811691,166.8759613,124.1021881,43.3665657,124.106102,149.0006866,124.1275787,45.5211792,124.1315002,157.6445313,
125.0008316,46.25945663,125.0047531,153.0214233,125.0261917,46.21795273,125.0301056,157.8492432,125.0506821,43.70305252,125.0546036,149.3554077,125.076683,49.31122208,125.0806046,168.635376,125.1003952,43.15886688,125.1043167,148.4520416,125.1258545,44.53386688,125.1297684,157.0758057,
126.0008316,44.44460678,126.0047531,156.4375763,126.0256805,46.78762054,126.0296097,160.7848358,126.0510178,42.63382339,126.0549393,150.8023529,126.0763321,48.05622482,126.080246,164.3637238,126.1020203,43.18810654,126.1059418,149.0125427,126.1266708,45.62536621,126.1305847,154.5783081,
127.0008316,45.17413712,127.0047531,152.4243011,127.0269394,46.80127335,127.030838,161.3170776,127.0520172,42.6933136,127.0559387,147.525116,127.0774384,49.65790939,127.0813293,165.38237,127.1022263,42.5739212,127.1061478,146.579361,127.1278534,43.99074173,127.1317673,156.6903687,
128.000824,45.91435242,128.0047455,157.6266632,128.0266876,47.198452,128.0306091,161.0497131,128.0513458,42.67651749,128.0552673,148.2007751,128.0770569,49.65852737,128.0809784,168.3354492,128.102356,43.17016983,128.1062775,147.3167419,128.1280212,46.37793732,128.1319275,157.3435211,
129.0008087,45.14353561,129.0047455,155.2634277,129.0260162,46.03002548,129.0299377,159.0825195,129.0518494,42.19234848,129.0557709,147.5604401,129.0771942,48.77996826,129.0811005,171.9236908,129.1024933,44.54937363,129.1064148,145.6889191,129.1278534,45.17005539,129.1317749,158.0212555,
130.0007935,44.88141251,130.0046844,154.8909454,130.0266876,45.69821548,130.0306091,163.5244293,130.0513458,43.55278015,130.0552673,149.105423,130.0761871,48.98190308,130.0801086,169.7470856,130.1021881,43.13776016,130.1061096,147.3134155,130.1268616,45.1427002,130.1307678,156.4362335,
131.0007935,45.99403381,131.0046844,155.8286285,131.0251923,45.37834167,131.0290985,160.9943848,131.0506744,43.41282654,131.0545807,150.3788605,131.0756836,47.4476738,131.0796051,167.0163879,131.1010132,42.48789597,131.1049347,151.1745453,131.1256866,45.35320282,131.1296082,157.8060303,
132.0007935,46.91592026,132.0046844,155.7841034,132.0256805,46.12464523,132.0296021,161.4156189,132.0511932,42.32847214,132.0550995,148.0840454,132.0764923,46.15761948,132.0804138,167.6074524,132.1020203,42.95953369,132.1059418,144.2982178,132.1266785,44.29259109,132.1306,159.8006897,
133.0007935,44.44510269,133.0046844,153.4554749,133.0254974,45.68590927,133.0294189,160.0497437,133.0501862,42.24834442,133.0541077,148.8502808,133.076004,49.08701706,133.0799103,165.6413422,133.1013947,43.44312286,133.1053162,150.2899475,133.1257324,45.23583221,133.1296539,155.7875366,
134.0007935,43.95902252,134.0046844,156.1389008,134.0252686,46.62929916,134.0291595,158.0525665,134.0505219,41.82598495,134.0544281,147.8532104,134.0756836,49.59758377,134.0796051,167.8483887,134.1007385,42.94218445,134.1046448,148.8196106,134.1256866,45.76361847,134.1296082,159.8132629,
135.0007935,44.85507584,135.0046844,152.4953003,135.0263519,44.22161102,135.0302734,161.3380585,135.0510101,42.61864853,135.0549469,147.1798859,135.076355,48.40751266,135.0802765,167.1370087,135.1016846,42.24666977,135.1056061,146.9917908,135.1269379,43.56012344,135.1308289,153.7576752,
136.0007935,45.89140701,136.0047302,154.5513611,136.027359,45.0770874,136.0312805,156.9386597,136.0528564,42.39033127,136.056778,147.0096283,136.0768585,47.80094147,136.0807648,168.4561615,136.1015167,43.44856262,136.1054382,147.3595276,136.1262512,45.71388626,136.1301727,155.4878998,
137.0007935,44.10781479,137.0046844,154.6354675,137.0269165,46.45631027,137.0308228,157.1590118,137.0518951,43.65630341,137.0558167,152.3027496,137.0764008,49.04034424,137.080307,167.6254272,137.1016541,42.65364456,137.1055756,148.1345367,137.1263275,45.31810379,137.1302643,158.8391113,
138.0007935,43.32244492,138.0046844,151.7184296,138.0262604,45.83306122,138.0301666,158.1113586,138.0509491,42.64650345,138.0548401,146.9138336,138.0765076,49.13250351,138.0804291,166.1242676,138.1010284,43.7959404,138.1049347,147.4334412,138.1260223,46.19025421,138.1299286,157.4246826,
139.0007935,44.84392166,139.0047302,152.9009857,139.0256653,46.703022,139.0295868,158.2852173,139.0511932,43.70426559,139.0551147,151.4875183,139.0755157,46.94643021,139.0794373,167.1239166,139.1014099,43.70847702,139.1053314,148.2363129,139.125824,45.30297852,139.1297455,154.9888306,
140.0007935,44.69197464,140.0046844,153.8183899,140.0260315,46.71118927,140.0299377,157.6828156,140.0517731,42.87913132,140.0556641,150.1779175,140.0772858,48.85961151,140.0811615,166.7575531,140.1026917,43.21312714,140.1066132,143.7165527,140.1275177,44.83876419,140.1314392,157.0413666,
141.0007935,45.50122833,141.0046844,153.0974731,141.0253601,45.65778732,141.0292664,162.7555389,141.0510559,42.43190765,141.0549774,149.5057373,141.0764313,48.32546234,141.0803375,170.2868958,141.1017303,42.53020477,141.1056519,148.2940674,141.1265106,44.10883331,141.1304321,153.3369751,
142.0007935,44.53602219,142.0046844,150.8603058,142.0260315,46.55059814,142.0299377,159.7539825,142.0511932,42.81288147,142.0551147,147.8307953,142.0762329,47.94234085,142.0801392,167.1869965,142.1015778,43.14115524,142.1054993,149.4982147,142.1280212,44.4348526,142.1319275,152.9567261,
143.0007935,45.3905983,143.0047455,151.5180511,143.0270233,44.98495102,143.0309448,159.2878265,143.0524445,44.30160141,143.0563354,151.1531219,143.0769958,46.20706558,143.0809174,169.2508698,143.1026764,41.94354248,143.1065826,147.0216064,143.1279907,45.35109711,143.1319122,152.5535889,
144.0007935,45.67965317,144.0047302,154.0836639,144.024353,45.79554749,144.0282745,158.206604,144.0493469,43.66005707,144.0532684,145.3764648,144.0745239,48.96723557,144.0784302,164.6096191,144.1000214,42.44291687,144.1039429,145.1710358,144.1248474,43.87069702,144.1287689,156.532608,
145.0007935,44.74351883,145.0047455,149.8902893,145.0271759,45.74649048,145.0310974,158.5470123,145.0524139,43.92678452,145.0563354,152.9194031,145.0773926,48.13839722,145.0813141,164.1284943,145.1021881,42.69076157,145.1061249,147.4241638,145.1280212,44.10530853,145.1319275,153.979538,
146.0007935,45.80809784,146.0047302,153.4334106,146.0270233,45.98551559,146.0309448,155.3698273,146.0515137,44.1557045,146.0554352,151.6626587,146.076889,47.06748581,146.0808105,167.5327606,146.1020203,42.25362396,146.1059418,147.1038361,146.1275482,44.77875519,146.131485,156.3839569,
147.0007935,45.41717529,147.0047302,151.9444885,147.0260315,44.84161758,147.0299377,157.0817261,147.0504303,42.99217606,147.0543365,147.540741,147.0754242,48.47737885,147.0793304,163.55336,147.1015167,42.41510391,147.1054382,147.4406586,147.126358,45.4878006,147.1302795,154.7104187,
148.0007935,45.98490143,148.0046844,156.0463562,148.0263519,44.77994156,148.0302734,157.4290619,148.0518494,42.87322235,148.0557709,146.6488647,148.0764008,49.21783066,148.080307,168.6877441,148.1022491,41.38010025,148.1061707,145.3696136,148.1276093,46.00783157,148.1315002,154.6053162,
149.0007935,45.50091171,149.0047302,153.0709229,149.0256805,45.57012939,149.0296021,156.8011017,149.0518494,42.20772171,149.0557709,147.5331116,149.077179,47.277668,149.0811005,165.7279053,149.1021881,42.70282364,149.1061096,144.2604065,149.1276093,45.31749344,149.1315002,152.8943024,
150.0007935,44.81332016,150.0046844,151.3878479,150.0256805,45.62039566,150.0296021,160.2026367,150.051178,42.59712982,150.0550842,146.4634705,150.0761871,48.71743393,150.0801086,167.2565918,150.1013336,42.08166885,150.1052551,148.1419067,150.1264954,44.34736633,150.1304169,156.3251495,
151.0007935,44.86841202,151.0047302,153.8287964,151.0248566,44.90407562,151.0287781,157.0536499,151.051239,42.71809769,151.0551453,145.9841614,151.0765076,47.93777466,151.0804291,167.1674042,151.1015167,43.59148026,151.1054382,148.5830078,151.1275177,44.4011116,151.1314392,159.2384644,
152.0007935,45.24635315,152.0046844,152.1200867,152.0260315,46.08422852,152.0299377,155.9848175,152.0515137,43.06393051,152.0554352,147.3549957,152.0764313,49.13459015,152.0803375,170.2837677,152.1013947,41.24003983,152.1053009,147.3168793,152.1264038,44.92370224,152.1303101,152.02742,
153.0007935,45.32624435,153.0046844,152.9437714,153.025528,46.28265381,153.0294495,158.9968262,153.050354,43.76210785,153.0542603,150.6223755,153.0755768,46.32487869,153.079483,166.7117615,153.1012421,42.43898392,153.1051483,146.54216,153.1265106,44.85942841,153.1304321,154.1116333,
154.0007935,44.70336914,154.0047455,152.5273285,154.0268555,46.90890121,154.030777,157.1004944,154.0518341,42.59247971,154.0557404,147.0000305,154.0770111,49.38534546,154.0809479,166.7919769,154.1030273,42.90795135,154.1069336,146.4466705,154.1266632,44.56880188,154.1305847,156.5064392,
155.0007935,44.14220428,155.0046844,156.6030731,155.0258484,46.07024384,155.0297699,154.4897156,155.0502014,42.79947662,155.0541077,145.7589722,155.0757294,47.50832367,155.0796356,171.1978912,155.1010284,42.68027878,155.1049347,146.7946472,155.1259003,46.16144562,155.1298218,153.4708862,
156.0007935,43.88428116,156.0046844,153.5196228,156.0253601,45.49414444,156.0292664,156.5715942,156.050354,42.31894302,156.0542603,147.4623108,156.0754242,47.00471878,156.0793304,166.2695465,156.1001892,42.77069473,156.1040955,146.7517853,156.1258392,44.8037529,156.129776,155.2639618,
157.0007935,44.25367355,157.0046844,154.3081818,157.0251617,46.74408722,157.0290833,160.2044525,157.0510254,41.74668503,157.0549316,143.7295074,157.0756836,46.31369019,157.0796051,166.6155701,157.1010284,43.32443237,157.1049347,143.4150391,157.1265717,44.83548737,157.1305084,154.7689819,
158.0007935,44.09162903,158.0046844,151.6824493,158.0262604,45.00989532,158.0301666,159.9553833,158.0509949,42.67938614,158.0549164,147.0447235,158.0765839,48.49088287,158.0805054,168.7190857,158.1013947,43.74534988,158.1053009,146.223938,158.1270142,43.91909409,158.1309357,152.8433075,
159.0007935,44.58387375,159.0046844,152.5140381,159.0267181,46.58972168,159.0306549,156.8625946,159.0523529,44.00245667,159.0562592,146.1184387,159.077774,49.38751984,159.0816803,168.2079926,159.1023254,43.39241791,159.1062469,144.3986053,159.1276855,44.45896149,159.1316071,153.4625702,
160.0007935,44.37514877,160.0046844,149.3490601,160.025528,45.47977448,160.0294495,156.2947845,160.0506897,43.94789505,160.0546112,148.2259369,160.0765076,47.47684097,160.0804291,164.378479,160.101944,43.31112671,160.1058197,147.6835022,160.1267242,43.80849075,160.1306458,153.4599152,
161.0007935,44.9587822,161.0046844,150.1897278,161.0260315,44.3995018,161.0299377,156.7957306,161.0513458,43.0421524,161.0552673,146.2182159,161.0766907,48.16397095,161.0805969,163.4781494,161.1013489,43.40504837,161.1052704,146.5124512,161.1262512,43.6474762,161.1301575,153.6651306,
162.0007935,44.55734253,162.0046844,149.4593964,162.0263519,46.7966156,162.0302734,160.5667114,162.0502014,42.78516006,162.0541077,150.4217072,162.0748596,47.02985382,162.0787811,163.6435852,162.0998535,43.59118271,162.103775,144.5470428,162.124527,45.3040123,162.1284332,153.2145081,
163.0007935,45.38613892,163.0046844,150.4848938,163.0256805,46.73911667,163.0296021,157.6568146,163.0501556,42.64039993,163.0540924,147.2547302,163.0755157,48.81298828,163.0794373,164.6747284,163.100769,41.77278137,163.1046753,147.4463348,163.1260223,44.67280197,163.1299286,154.1794586,
164.0007935,44.12239456,164.0047302,152.1654816,164.0268402,45.94415665,164.0307465,155.598114,164.0525513,42.78095245,164.0564728,147.2730255,164.0779877,49.71340179,164.0819244,163.4129181,164.1031952,41.28558731,164.1071014,147.8562164,164.1265106,43.39054871,164.1304779,152.787262,
165.0007935,44.97261429,165.0047455,150.6360779,165.0268555,45.57273102,165.030777,156.4295959,165.0526886,42.85510635,165.0566101,146.7079773,165.0779877,49.6284256,165.0819244,162.6642456,165.1016083,43.95968246,165.1054993,144.7140656,165.1270142,43.44991684,165.1309357,151.3803558,
166.0007935,45.15749741,166.0046844,151.8076172,166.0260315,45.78137207,166.0299377,156.1129456,166.0513458,42.7548027,166.0552673,147.8800354,166.0757599,48.51282501,166.0796661,163.8299561,166.1008453,42.5647583,166.1047668,147.304718,166.1261902,44.8698082,166.1301117,151.0782471,
167.0007935,44.21602249,167.0046844,150.5625153,167.0257721,46.35469055,167.0296783,155.3822021,167.0517273,43.27796555,167.0556488,147.6146698,167.0772858,49.48683548,167.0811615,165.2086029,167.1020203,42.32606888,167.1059418,144.6447449,167.1268616,43.95769119,167.1307831,153.7062378,
168.0007935,43.42000961,168.0047302,152.0134583,168.0256042,46.87242126,168.0294952,159.1246643,168.0506744,41.91696548,168.0545959,147.0894318,168.0765076,47.41983414,168.0804291,163.1779938,168.101181,43.2689476,168.1051178,146.2911987,168.1266937,45.11477661,168.1306,154.1494141,
169.0007935,45.19869614,169.0047302,149.3056793,169.0258484,45.83301926,169.0297699,158.3219299,169.0511932,42.95370102,169.0551147,148.6925659,169.0765839,48.29096603,169.0805054,162.4307556,169.1013489,42.81110001,169.1052704,143.9694519,169.1268616,44.38215256,169.1307831,148.4278259,
170.0007935,44.93413162,170.0047302,149.198822,170.0251923,44.62452698,170.0290985,160.0516663,170.0505219,43.794487,170.0544434,148.7506866,170.0759888,48.17396545,170.0799103,161.9404907,170.1009369,43.69012451,170.1048279,150.1799927,170.1261902,44.44396973,170.1301117,152.0550079,
171.0007935,44.77121735,171.0046844,153.9804535,171.0265808,46.46759796,171.0305023,157.7600403,171.0515137,42.46108627,171.0554352,144.4748688,171.0768585,48.80312729,171.08078,165.9777832,171.1027374,43.99171448,171.1066437,149.3570251,171.127182,43.49851227,171.1311035,153.0332794,
172.0007935,45.62670898,172.0046844,150.5749512,172.0254974,46.35751724,172.0294037,155.2953796,172.0505219,40.85702133,172.0544434,149.3136902,172.0759125,47.0267067,172.079834,168.8097382,172.1005249,43.59143829,172.1044464,145.3275299,172.1257477,44.30275726,172.1296692,151.8345642,
173.0007935,45.54735565,173.0047302,150.5694122,173.025528,46.49123383,173.0294495,157.9317474,173.0502319,42.30826569,173.0541534,146.1210022,173.0760193,48.85459137,173.0799255,165.6614532,173.1016541,41.05122375,173.1055756,147.0592499,173.1260834,43.31269455,173.1299896,151.10672,
174.0007935,44.98834991,174.0046844,150.7235107,174.0270081,45.92298126,174.0309296,155.8879852,174.0513458,41.96336365,174.0552673,145.8561707,174.0764923,46.83224106,174.0804138,162.5756226,174.1023254,43.68384933,174.1062469,142.6216125,174.1280212,42.27645111,174.1319275,154.1566315,
175.0007935,43.86508942,175.0047302,150.3480377,175.0265656,45.85606384,175.0304871,157.3515015,175.0516968,41.81969833,175.055603,148.6698761,175.0770111,47.50524521,175.0809479,167.7928162,175.1020966,42.3632164,175.1060028,146.4660645,175.1276855,44.20728302,175.1316071,150.1956329,
176.0007935,45.21992874,176.0046844,150.9281006,176.0265198,45.43503952,176.0304413,155.8453979,176.0493469,43.97759247,176.0532684,149.0154572,176.0748444,47.83850861,176.0787506,166.3492432,176.1005096,42.14920425,176.1044159,148.2901917,176.1256866,43.59314346,176.1296082,148.8996124,
177.0007935,44.49987793,177.0046692,151.1494141,177.0251007,46.21517944,177.029007,159.2258759,177.0500183,41.52084732,177.0539398,149.2891235,177.0755157,46.87908554,177.0794373,164.5397949,177.1005096,42.88947296,177.1044159,146.4879456,177.1259918,44.7660675,177.1299133,150.1902161,
178.0007935,43.55076599,178.0046844,153.0370483,178.0256653,45.51966858,178.0295868,156.493988,178.0517731,41.6893158,178.0556641,145.6920013,178.0769958,48.10630035,178.0809174,165.0581665,178.1028442,43.75601196,178.1067657,149.4572906,178.1277313,45.32219315,178.1316376,150.9990082,
