Sample E1_Ex465_Em530,,Sample E1_Ex465_Em590,,Sample E2_Ex465_Em530,,Sample E2_Ex465_Em590,,Sample E3_Ex465_Em530,,Sample E3_Ex465_Em590,,Sample E4_Ex465_Em530,,Sample E4_Ex465_Em590,,Sample E5_Ex465_Em530,,Sample E5_Ex465_Em590,,Sample E6_Ex465_Em530,,Sample E6_Ex465_Em590,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
47.00083542,45.59664917,47.0047493,153.3673553,47.02652359,45.52108765,47.03043747,164.7600098,47.05168915,43.51976395,47.05560303,157.3199921,47.07685471,49.03516769,47.08076859,174.4458313,47.10256195,43.64342117,47.10647964,152.0042419,47.12743759,44.59729767,47.1313324,160.3717041,
48.00083542,45.57582855,48.0047493,162.2063599,48.02524948,46.15629578,48.02916718,167.8474121,48.05125046,44.87216568,48.05516815,157.3220062,48.0758934,49.37820053,48.07981491,170.2966309,48.100914,43.95090103,48.10483551,156.7342682,48.12585449,45.54373932,48.12976837,162.8778534,
49.00083542,45.30635452,49.0047493,158.9598846,49.02483368,47.01141739,49.02875137,161.9187469,49.05043793,45.0271225,49.05433273,154.1321259,49.07668686,48.28972244,49.08060455,172.5595856,49.10118866,43.40649796,49.10510254,153.1240692,49.12675095,46.69379425,49.13066864,162.4266052,
50.00083542,47.47374344,50.0047493,158.852478,50.02706146,46.91967773,50.03097916,166.0183868,50.05285263,44.1094017,50.05677032,152.6881256,50.07733154,49.1068573,50.08124924,169.975174,50.1024971,43.41508865,50.10643768,152.4627686,50.12702179,45.76234818,50.13093567,164.8982239,
51.00083542,46.18122482,51.0047493,158.0091553,51.02635574,47.6528511,51.03026962,165.3361511,51.05241776,44.50126266,51.05633163,154.4428101,51.07722855,48.42472458,51.08114243,172.2859497,51.10223007,44.89816284,51.10614395,153.0026703,51.12768555,45.04047775,51.13160324,161.64711,
52.00083542,45.81578445,52.0047493,154.6880951,52.02550125,46.85081863,52.02941513,166.9788208,52.05118942,43.38453293,52.0551033,154.1357727,52.0758934,49.14264679,52.07981491,172.4417267,52.10218811,43.49800873,52.10610199,151.4714203,52.12768555,45.44211578,52.13160324,162.4181366,
53.00083542,45.66178894,53.0047493,158.5919037,53.02635574,48.43288422,53.03026962,166.3601685,53.05202103,43.05919647,53.05593491,154.0619507,53.07777023,49.3678627,53.08166504,176.1175079,53.10318756,43.74944305,53.1071434,153.5616455,53.12808609,46.59010696,53.13199997,162.2806702,
54.00083542,46.27186966,54.0047493,160.4904633,54.02700043,47.06432343,54.03091812,165.7186432,54.05223083,43.51563263,54.05614471,153.7603455,54.07768631,50.36012268,54.081604,176.4139252,54.10301971,43.97044373,54.10693741,150.8529663,54.12783051,46.26955795,54.13175201,161.9316101,
55.00083542,44.96362686,55.0047493,155.7155457,55.02702332,46.93358231,55.03093719,167.9763641,55.05049896,42.84874725,55.05441666,155.497345,55.07518768,47.40032578,55.07910538,172.5633545,55.10018539,42.91707993,55.1041069,149.5868683,55.12618637,45.80632019,55.13010406,161.7454681,
56.00083542,46.95887756,56.0047493,159.5445404,56.0261879,47.91738892,56.03010178,165.1658783,56.0515213,44.18501663,56.05543518,154.7161713,56.07702255,49.06226349,56.08093643,173.9398499,56.10235596,44.99904251,56.10626984,150.6038513,56.12768555,46.59141922,56.13160324,161.9060669,
