Wavelength (nm),Intensity (a.u.),Z Axis,
,Sample E1,Sample E2,Sample E3,Sample E4,Sample E5,Sample E6,Sample E7,Sample E8,Sample E9,Sample E10
447.070007324219,140.677520751953,138.205413818359,137.123138427734,142.580993652344,144.848220825195,145.694366455078,149.474334716797,149.742752075195,149.068634033203,9.40179538726807
448,142.077713012695,137.627426147461,139.994400024414,142.949981689453,148.438659667969,145.961074829102,150.706771850586,153.711822509766,147.211013793945,9.22749519348145
449.070007324219,139.593994140625,145.168121337891,144.830612182617,145.134887695313,146.534088134766,147.989685058594,147.04460144043,151.328704833984,154.534912109375,9.77866077423096
450,142.288314819336,149.9306640625,146.824295043945,149.020843505859,150.748641967773,149.18278503418,153.754760742187,153.909255981445,155.15168762207,9.46874141693115
451.059997558594,145.549835205078,144.074600219727,140.21337890625,151.689254760742,150.865295410156,151.028305053711,155.017242431641,149.657302856445,150.349029541016,9.35307884216309
451.959991455078,148.12043762207,147.756591796875,147.137893676758,150.26806640625,151.462493896484,151.60546875,153.997100830078,153.534423828125,153.053085327148,9.44690322875977
453.029998779297,148.857208251953,151.239334106445,139.798965454102,152.582946777344,150.653884887695,154.545944213867,157.599746704102,157.460830688477,152.814361572266,9.29742908477783
453.929992675781,148.97509765625,149.767364501953,147.510009765625,152.103057861328,155.08967590332,151.414520263672,156.919799804687,160.779327392578,149.886566162109,9.241135597229
455,153.57893371582,153.140960693359,147.092758178711,150.759475708008,158.010620117187,157.625045776367,161.363418579102,161.828247070313,155.255172729492,8.43043231964111
456.059997558594,153.513534545898,153.717391967773,146.124664306641,155.164657592773,159.785278320313,157.982177734375,164.465957641602,158.922973632813,159.680969238281,8.29250812530518
456.959991455078,154.932113647461,150.14453125,143.074188232422,155.871734619141,156.621871948242,154.149688720703,163.662490844727,162.057373046875,160.134582519531,7.84744119644165
458.029998779297,148.564529418945,154.195465087891,148.816375732422,155.229995727539,159.842666625977,157.850936889648,163.485870361328,154.62776184082,156.632675170898,7.41282939910889
458.929992675781,154.008636474609,156.844757080078,150.881072998047,157.180435180664,159.895935058594,157.11962890625,160.73388671875,155.484664916992,162.893371582031,7.34625768661499
460,149.449493408203,155.049392700195,149.03205871582,158.052124023438,157.279418945313,159.122039794922,161.502365112305,163.916625976562,158.422134399414,6.38213014602661
461.059997558594,151.550323486328,156.019256591797,149.885391235352,162.091888427734,160.240280151367,157.445877075195,167.680587768555,163.833053588867,163.329437255859,6.45858860015869
461.959991455078,152.385070800781,147.935913085938,150.376358032227,159.251937866211,163.161773681641,157.997512817383,164.337677001953,164.185195922852,167.604751586914,5.96246528625488
463.029998779297,151.352401733398,152.466567993164,151.328018188477,160.114624023438,166.909088134766,159.715316772461,169.983108520508,167.081039428711,166.580688476562,5.62799739837646
463.929992675781,153.596542358398,153.842987060547,150.68684387207,160.264175415039,162.954376220703,167.26823425293,167.501998901367,166.393569946289,167.93147277832,5.22037363052368
465,155.56462097168,156.025329589844,152.072769165039,159.043121337891,159.238403320313,159.253433227539,167.14225769043,171.096389770508,162.313430786133,4.89131736755371
466.059997558594,159.679061889648,160.449554443359,151.33512878418,162.972351074219,161.752334594727,163.607360839844,168.570358276367,169.130798339844,164.674789428711,4.96345186233521
466.959991455078,153.242492675781,160.284362792969,152.553649902344,162.659851074219,162.752899169922,161.031204223633,169.566650390625,166.489303588867,165.835708618164,4.12347745895386
468.029998779297,157.527359008789,165.204467773438,160.34504699707,159.882263183594,167.078582763672,162.648132324219,175.01513671875,165.568725585938,167.911956787109,3.99514532089233
468.929992675781,161.787094116211,157.71662902832,156.639282226562,162.137191772461,165.271759033203,166.740707397461,173.543090820313,165.375701904297,167.532073974609,3.78898286819458
470,157.696044921875,163.766845703125,162.413833618164,164.099960327148,169.171493530273,159.578125,170.633514404297,168.247222900391,166.590377807617,3.65613341331482
471.059997558594,159.215225219727,157.862213134766,154.207763671875,163.620086669922,170.939697265625,165.302947998047,172.245788574219,167.535263061523,166.138397216797,3.60995745658874
471.959991455078,165.92903137207,160.573287963867,155.321746826172,166.650146484375,169.16716003418,166.038467407227,169.769668579102,169.622543334961,165.482940673828,3.71733832359314
473.029998779297,155.772201538086,154.633575439453,153.358383178711,163.313629150391,168.617889404297,167.525512695313,174.737564086914,170.217849731445,170.918548583984,3.52000737190247
473.929992675781,160.202697753906,162.218338012695,162.387466430664,166.766586303711,171.528610229492,169.551055908203,171.522476196289,170.504272460938,173.417999267578,3.55761981010437
475,162.712249755859,157.548965454102,161.250961303711,169.536407470703,171.871307373047,168.590744018555,172.045928955078,172.124176025391,172.027786254883,3.4392728805542
476.059997558594,159.852020263672,157.937118530273,161.182022094727,168.845947265625,168.888275146484,168.487335205078,177.244369506836,170.215393066406,170.264892578125,3.50824308395386
476.959991455078,164.041595458984,159.794692993164,158.296646118164,170.16796875,174.706848144531,171.555114746094,178.805755615234,172.210723876953,170.523590087891,3.45570206642151
