Sample A1,,Sample A2,,Sample A3,,Sample A4,,
Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),Time (min),Intensity (a.u.),
0.0008333333535,886.1467896,0.02062499896,833.657959,0.04035416991,896.2327881,0.061187502,837.4070435,
0.09562500566,902.0830078,0.116458334,837.7724609,0.1361875087,906.642395,,,

